S NO,APPLN NO,AGGREGATE MARK,GENERAL RANK,GOVT RANK,COLLEGE CODE,BRANCH CODE,ALLOTTED CATEGORY
2601,299847,136.5,84647,6454,1315,ME,ST
2602,287804,136.5,84660,6456,3805,CS,MBC
2603,310713,136.5,84664,6458,2610,SC,OC
2604,322042,136.5,84691,6460,1501,CE,OC
2605,391390,136.5,84694,6461,4996,CE,OC
2606,236679,136.5,84702,6463,3819,AM,OC
2607,308289,136.5,84714,6465,2628,AD,BC
2608,351426,136.5,84719,6466,2715,CI,MBC
2609,289271,136.5,84728,6468,3806,CB,BC
2610,322944,136.5,84732,6469,5530,EC,OC
2611,238505,136.5,84800,6475,2607,AM,BC
2612,341243,136.5,84809,6477,2710,CE,BC
2613,391394,136.5,84812,6478,2635,AD,BC
2614,335108,136.5,84814,6479,1149,EC,SC
2615,254089,136.5,84816,6480,1211,ME,SC
2616,206760,136.5,84824,6482,1216,AL,BC
2617,391202,136.5,84850,6483,2609,EC,BC
2618,270576,136.5,84854,6484,2617,IT,MBC
2619,386763,136.5,84859,6485,1441,CE,MBC
2620,403254,136.5,84878,6486,2708,FD,BC
2621,323645,136.5,84900,6487,5902,EC,BC
2622,325564,136.5,84901,6488,5865,EC,SC
2623,321691,136.5,84920,6490,2617,EC,BC
2624,299035,136.5,84921,6491,4962,EC,BC
2625,376195,136.5,84927,6492,3806,EC,OC
2626,266575,136.5,84929,6493,2349,AD,MBC
2627,320820,136.5,84979,6494,2609,CY,OC
2628,288386,136.5,84981,6495,2707,EC,MBC
2629,322510,136.5,85006,6497,2743,CS,MBC
2630,261008,136.5,85021,6499,1409,BM,MBC
2631,264835,136.5,85052,6502,2601,BT,OC
2632,330636,136.5,85055,6503,2349,BM,BC
2633,297251,136.5,85067,6504,3806,EC,OC
2634,288618,136.5,85084,6505,2349,BM,SC
2635,298003,136.5,85124,6508,4670,CS,BC
2636,229881,136.5,85151,6512,1241,CS,MBC
2637,228242,136.5,85154,6513,4955,EC,OC
2638,305815,136.5,85173,6515,4,RP,SC
2639,394967,136.5,85174,6516,2729,CB,MBC
2640,285456,136.5,85181,6517,1317,IT,SCA
2641,215874,136.5,85225,6521,1307,AM,BC
2642,306744,136.5,85231,6522,1211,BT,BC
2643,357913,136.5,85250,6523,1210,EC,SC
2644,264506,136.5,85252,6524,2622,EC,MBC
2645,250127,136.5,85262,6529,2722,CE,MBC
2646,212456,136.5,85285,6532,1309,EE,BC
2647,288912,136.5,85300,6534,1210,EE,MBC
2648,307749,136.5,85301,6535,4970,CS,BC
2649,322868,136.5,85303,6536,3795,EC,OC
2650,332834,136,85358,6539,4974,CE,MBC
2651,296577,136,85401,6545,3410,EC,MBC
2652,322658,136,85410,6546,2741,AD,MBC
2653,410735,136,85425,6551,2612,CS,SC
2654,233512,136,85486,6553,4917,IT,MBC
2655,361736,136,85488,6554,5832,EE,OC
2656,206630,136,85506,6556,1430,CE,OC
2657,334857,136,85519,6557,1316,BM,MBC
2658,258433,136,85521,6559,1307,IT,OC
2659,366992,136,85525,6560,1241,EC,OC
2660,361835,136,85529,6561,1015,CS,SC
2661,247938,136,85567,6563,2711,CD,SC
2662,224362,136,85582,6565,2708,CH,BC
2663,225079,136,85605,6567,3464,CE,OC
2664,266826,136,85636,6570,2622,ME,SC
2665,333104,136,85647,6572,3805,BT,MBC
2666,375054,136,85657,6573,1411,BT,OC
2667,338338,136,85661,6574,2314,AG,BC
2668,296054,136,85675,6575,4965,EC,BC
2669,228402,136,85749,6583,3464,EE,BC
2670,315922,136,85757,6584,2345,AD,BC
2671,264754,136,85789,6585,1307,AD,BC
2672,388542,136,85794,6587,2755,FD,MBC
2673,295619,136,85799,6589,2726,AG,OC
2674,306405,136,85809,6591,2367,CS,OC
2675,206993,136,85811,6592,1408,CS,SC
2676,367429,136,85812,6593,2622,EC,MBC
2677,404297,136,85814,6595,3454,BM,MBC
2678,405861,136,85816,6596,3810,FD,SC
2679,272393,136,85825,6598,1122,BT,BC
2680,362513,136,85827,6599,2734,EE,OC
2681,279778,136,85832,6601,4959,IT,OC
2682,279410,136,85834,6602,1118,EE,OC
2683,243585,136,85839,6603,4917,EC,MBC
2684,291201,136,85853,6605,1225,EC,MBC
2685,247839,136,85858,6606,1228,IT,OC
2686,211108,136,85888,6610,3826,AD,MBC
2687,339936,136,85904,6611,2627,ME,OC
2688,360783,136,85938,6614,1216,AL,SC
2689,358207,136,85953,6615,1237,CS,MBC
2690,303374,136,85964,6618,3805,CS,SC
2691,314950,136,85972,6619,1449,CS,MBC
2692,364897,136,85977,6623,2347,EE,OC
2693,287118,136,86003,6624,2732,IT,MBC
2694,313684,136,86008,6625,1421,CS,SC
2695,406048,136,86040,6630,2628,BM,OC
2696,333663,136,86042,6631,1241,CS,SC
2697,267402,136,86051,6633,1434,CS,OC
2698,373616,135.835,86063,6635,1408,EC,BC
2699,276123,135.78,86067,6636,1120,CS,SC
2700,317070,135.625,86075,6641,1317,ME,OC
2701,345178,135.5,86120,6643,3011,CE,OC
2702,322020,135.5,86132,6645,2747,CS,MBC
2703,376176,135.5,86161,6646,2745,AD,BC
2704,307185,135.5,86181,6647,2652,CS,BC
2705,369375,135.5,86197,6649,5921,EC,OC
2706,239162,135.5,86243,6650,1106,CS,BC
2707,317211,135.5,86249,6651,3819,CS,BC
2708,342599,135.5,86256,6652,2770,CS,MBC
2709,299679,135.5,86266,6653,2345,IT,BC
2710,324453,135.5,86294,6655,2346,AD,MBC
2711,228306,135.5,86326,6658,1419,EI,MBC
2712,277040,135.5,86375,6661,2342,CS,OC
2713,409941,135.5,86380,6662,2611,EC,MBC
2714,354017,135.5,86386,6663,4959,IT,BC
2715,263259,135.5,86403,6665,2723,IT,MBC
2716,366189,135.5,86411,6667,2620,BT,MBC
2717,410758,135.5,86455,6668,2624,AG,BC
2718,234033,135.5,86472,6669,2726,IT,SC
2719,369794,135.5,86493,6670,2665,CS,MBC
2720,335950,135.5,86513,6672,2643,EE,OC
2721,347757,135.5,86530,6675,1207,CS,MBC
2722,349388,135.5,86570,6676,3462,EE,OC
2723,353473,135.5,86581,6678,2610,IT,MBC
2724,302425,135.5,86662,6683,3819,CB,MBC
2725,250122,135.5,86663,6684,5904,IT,BC
2726,263202,135.5,86665,6685,2624,BT,BC
2727,285619,135.5,86666,6686,4670,EE,OC
2728,320602,135.5,86669,6687,3807,EC,MBC
2729,274353,135.5,86687,6688,2708,EC,SC
2730,245614,135.5,86690,6689,3819,AM,MBC
2731,388487,135.5,86696,6691,1449,AG,OC
2732,273851,135.5,86701,6692,2659,CS,OC
2733,229358,135.5,86704,6693,2736,BM,OC
2734,262461,135.5,86726,6694,2628,CS,OC
2735,244967,135.5,86732,6695,2764,IT,SC
2736,311542,135.5,86750,6696,5,CE,OC
2737,210250,135.5,86773,6700,3805,AD,OC
2738,391467,135.5,86806,6704,1137,EC,BC
2739,408480,135.35,86834,6707,3810,EE,MBC
2740,287815,135,86845,6708,2741,IT,OC
2741,385078,135,86873,6713,3831,CS,MBC
2742,248708,135,86876,6714,4023,ME,OC
2743,297425,135,86880,6715,2624,AG,BCM
2744,247816,135,86900,6717,3829,AD,MBC
2745,257340,135,86902,6718,2727,BM,BC
2746,316970,135,86922,6721,2729,CB,BC
2747,382009,135,86923,6722,2646,AD,OC
2748,298582,135,86939,6726,4672,EC,BC
2749,351478,135,86946,6727,2755,AE,BC
2750,337480,135,86958,6728,2651,EC,SC
2751,387487,135,86962,6730,3805,EE,OC
2752,347884,135,86975,6731,1303,CB,OC
2753,228023,135,86985,6732,2611,FD,MBC
2754,336526,135,86990,6734,2624,BT,BC
2755,269800,135,87003,6737,4959,IT,BC
2756,331844,135,87018,6738,2650,CS,OC
2757,372524,135,87019,6739,4994,EE,OC
2758,302558,135,87052,6741,2751,EC,BC
2759,267025,135,87059,6743,1516,ME,OC
2760,320930,135,87073,6745,2632,EC,MBC
2761,263957,135,87082,6746,1218,CS,BC
2762,320106,135,87085,6747,3461,ME,OC
2763,350254,135,87103,6748,4965,EE,MBC
2764,298911,135,87112,6749,2755,AE,MBC
2765,334506,135,87119,6750,4966,CS,BC
2766,268693,135,87138,6751,1419,ME,OC
2767,308787,135,87139,6752,2721,IC,MBC
2768,313278,135,87141,6753,4959,IT,MBC
2769,341662,135,87188,6756,1225,EE,BC
2770,313522,135,87193,6757,4952,CS,OC
2771,375410,135,87204,6758,3410,CS,SC
2772,253929,135,87209,6759,2743,AD,BC
2773,398275,135,87212,6760,1324,EC,BC
2774,317347,135,87213,6761,1218,IT,OC
2775,247561,135,87224,6763,1304,EE,SC
2776,322292,135,87254,6767,1419,EC,SC
2777,295432,135,87255,6768,2610,AD,OC
2778,373708,135,87289,6771,2625,EE,OC
2779,314311,135,87296,6772,2314,AD,MBC
2780,409277,135,87303,6773,3831,IT,OC
2781,331895,135,87374,6778,1309,EC,BCM
2782,390641,135,87381,6779,1414,IT,BC
2783,202225,135,87397,6780,2727,EC,BC
2784,226331,135,87400,6781,5022,EC,BC
2785,344465,135,87447,6785,1504,EC,BC
2786,341045,135,87458,6786,3812,IT,MBC
2787,328025,135,87468,6788,1523,CS,OC
2788,363195,135,87474,6791,3011,CE,MBC
2789,408351,135,87477,6792,3829,CS,MBC
2790,274339,135,87502,6793,2622,ME,MBC
2791,304988,135,87513,6795,3825,EC,OC
2792,353778,135,87514,6796,2743,EC,BC
2793,355330,135,87553,6803,2630,EC,BC
2794,280396,135,87583,6809,5865,EE,OC
2795,359769,135,87593,6811,1442,CS,OC
2796,271622,135,87594,6812,3760,CS,BC
2797,405558,134.75,87605,6816,2748,EC,OC
2798,272366,134.75,87606,6817,5530,AD,OC
2799,365951,134.745,87608,6818,4678,ME,OC
2800,377408,134.535,87611A,6819A,2342,CE,OC
2801,313308,134.5,87613,6820,5913,CS,OC
2802,375414,134.5,87619,6822,3461,CS,SC
2803,252898,134.5,87633,6823,1516,ME,OC
2804,267350,134.5,87635,6824,2725,EE,BC
2805,346022,134.5,87636,6825,1118,AD,BCM
2806,282077,134.5,87641,6826,1112,IT,BCM
2807,278753,134.5,87650,6828,4678,IT,BC
2808,321767,134.5,87652,6829,1120,EE,OC
2809,390570,134.5,87653,6830,2736,BM,MBC
2810,411661,134.5,87663,6831,2314,EC,MBC
2811,294663,134.5,87672,6832,2711,AU,OC
2812,300988,134.5,87684,6833,3819,CS,MBC
2813,337267,134.5,87702,6835,3841,CS,BC
2814,273985,134.5,87705,6836,2609,CS,SC
2815,213260,134.5,87715,6838,1219,CE,OC
2816,290333,134.5,87735,6841,4981,IT,OC
2817,384028,134.5,87766,6842,2622,EE,OC
2818,256232,134.5,87778,6844,5910,ME,OC
2819,204044,134.5,87806,6845,4971,CS,BC
2820,302113,134.5,87818,6846,1116,EC,OC
2821,367027,134.5,87821,6847,2741,EC,OC
2822,227034,134.5,87842,6848,2642,ME,MBC
2823,225156,134.5,87874,6851,4964,MR,OC
2824,405357,134.5,87883,6852,1123,EC,OC
2825,336930,134.5,87888,6853,2345,EE,MBC
2826,231329,134.5,87891,6854,2723,EC,BC
2827,325505,134.5,87905,6855,3810,AD,MBC
2828,250686,134.5,87925,6857,2628,SC,OC
2829,301874,134.5,87945,6858,2753,AG,OC
2830,346497,134.5,87982,6860,2741,CS,SC
2831,366823,134.5,88026,6863,1309,AD,MBC
2832,280015,134.5,88038,6865,4965,ME,BC
2833,333400,134.5,88040,6866,2314,CS,MBC
2834,338938,134.5,88041,6867,2711,CH,BC
2835,400369,134.5,88047,6869,2719,EE,MBC
2836,263716,134.5,88056,6871,2601,AE,OC
2837,222199,134.5,88112,6876,4960,ME,BC
2838,286808,134.5,88132,6878,3462,CS,MBC
2839,254877,134.5,88149,6879,1408,EC,MBC
2840,257772,134.5,88173,6884,2622,AD,OC
2841,323423,134.5,88181,6885,3805,BM,OC
2842,301982,134.5,88194,6886,2345,EC,BC
2843,337269,134.5,88203,6887,2618,CS,BCM
2844,237969,134.5,88264,6892,1110,AD,OC
2845,247904,134.5,88265,6893,5,CF,BC
2846,320059,134.5,88293,6895,1416,PH,OC
2847,269009,134.5,88298,6896,2661,CE,OC
2848,228974,134.5,88327,6897,2708,EE,BC
2849,299878,134.5,88330,6899,4974,ME,MBC
2850,255140,134.5,88339,6901,1202,CS,BC
2851,357377,134.5,88365,6903,5935,EC,OC
2852,342238,134.42,88380,6906,2734,IT,BC
2853,340136,134.385,88381,6907,1120,EE,MBC
2854,388435,134.045,88388,6909,4670,AG,BC
2855,314838,134,88389,6910,1325,EC,OC
2856,228772,134,88408,6915,1110,CS,BC
2857,297344,134,88425,6916,1412,CB,OC
2858,245171,134,88448,6918,5865,ME,MBC
2859,338823,134,88466,6921,5915,CE,OC
2860,207514,134,88471,6922,2357,CS,BC
2861,302862,134,88475,6923,3786,EE,OC
2862,407801,134,88479,6924,1207,BM,BC
2863,317345,134,88497,6926,4678,EC,OC
2864,240790,134,88519,6928,2708,AU,SC
2865,352742,134,88527,6929,5,EE,BC
2866,335392,134,88543,6930,2715,CS,SC
2867,208795,134,88560,6932,5901,CE,MBC
2868,247036,134,88573,6933,1122,ME,OC
2869,321590,134,88606,6935,2347,IT,SC
2870,311326,134,88612,6937,2610,IT,BC
2871,329999,134,88615,6938,3805,BT,BC
2872,263321,134,88635,6940,1426,EC,OC
2873,219891,134,88641,6941,2608,AL,MBC
2874,306337,134,88666,6944,2624,EC,MBC
2875,410344,134,88677,6945,2735,EE,SC
2876,348493,134,88704,6948,2610,CS,BC
2877,382667,134,88728,6953,2632,BM,BC
2878,204476,134,88735,6954,2708,AL,MBC
2879,274794,134,88749,6955,1233,EE,SC
2880,313012,134,88780,6957,5530,EC,BC
2881,377242,134,88791,6958,4966,CS,BCM
2882,256671,134,88800,6959,1523,IT,OC
2883,281340,134,88802,6960,2706,AD,SC
2884,400967,134,88803,6961,2302,AD,MBC
2885,270757,134,88809,6961A,3803,IT,OC
2886,362528,134,88828,6963,2715,BM,MBC
2887,390086,134,88850,6965,1317,EI,MBC
2888,253348,134,88851,6966,4955,EC,OC
2889,386795,134,88859,6967,2617,SC,BC
2890,210607,134,88872,6968,2732,EC,OC
2891,307330,134,88873,6969,2715,CH,BC
2892,263837,134,88883,6972,3461,EC,OC
2893,340541,134,88885,6974,2769,CB,OC
2894,338595,134,88895,6976,2711,AU,MBC
2895,354768,134,88902,6979,3819,AM,BC
2896,403474,134,88907,6980,4993,AG,OC
2897,271600,134,88937,6981,1533,CS,BC
2898,300306,134,88949,6983,1216,EI,BC
2899,251793,134,88980,6986,2708,EE,SC
2900,365235,134,89010,6990,1210,ME,OC
2901,315041,134,89089,6996,3803,EC,SC
2902,295286,134,89131,7000,2749,EC,OC
2903,329020,134,89138,7001,4678,IT,MBC
2904,387460,133.99,89142,7003,1216,AL,BC
2905,362577,133.5,89163,7005,2747,EC,MBC
2906,325145,133.5,89173,7006,1434,CS,MBC
2907,361197,133.5,89180,7007,2643,EE,OC
2908,356098,133.5,89182,7008,4023,ME,BC
2909,304684,133.5,89194,7009,2707,EI,BC
2910,351332,133.5,89201,7010,2648,EC,OC
2911,231838,133.5,89202,7011,2764,CE,BC
2912,345444,133.5,89213,7012,4023,ME,MBC
2913,255488,133.5,89217,7013,1306,EC,BC
2914,377300,133.5,89243,7015,2719,CS,SC
2915,255135,133.5,89244,7016,1316,CS,BC
2916,386445,133.5,89246,7017,2769,EC,OC
2917,411247,133.5,89249,7018,2608,EC,BC
2918,296600,133.5,89270,7019,2704,ME,OC
2919,264381,133.5,89292,7020,4917,ME,SC
2920,289460,133.5,89297,7021,4670,CS,SC
2921,311078,133.5,89323,7022,5,ME,MBC
2922,291480,133.5,89327,7023,3831,IT,OC
2923,373038,133.5,89346,7024,1230,EC,OC
2924,253968,133.5,89373,7028,5919,BT,BC
2925,207598,133.5,89375,7029,2751,CS,SC
2926,386805,133.5,89390,7031,3454,ME,OC
2927,386578,133.5,89414,7032,1510,CS,OC
2928,320097,133.5,89423,7033,1412,CB,MBC
2929,330819,133.5,89429,7034,1437,EC,SC
2930,409058,133.5,89448,7036,3841,AD,MBC
2931,366926,133.5,89449,7037,1430,EC,OC
2932,327772,133.5,89470,7040,2722,ME,BC
2933,289151,133.5,89490,7041,1322,IT,BCM
2934,231687,133.5,89503,7043,2342,ME,BC
2935,337851,133.5,89543,7046,2721,EE,OC
2936,317665,133.5,89544,7047,2750,BM,BC
2937,340177,133.5,89546,7048,4957,EC,OC
2938,285153,133.5,89558,7052,1106,EC,OC
2939,386194,133.5,89562,7053,3760,EC,MBC
2940,254710,133.5,89572,7055,1432,EC,SC
2941,382186,133.5,89586,7057,2702,FD,MBC
2942,410957,133.5,89630,7062,4999,AD,OC
2943,390005,133.5,89642,7063,1120,CE,OC
2944,323261,133.5,89656,7065,2702,FT,MBC
2945,409352,133.5,89658,7066,4678,AD,OC
2946,374682,133.5,89659,7067,3805,AD,SC
2947,314462,133.5,89668,7068,5536,EC,BC
2948,301379,133.5,89676,7069,1523,IT,MBC
2949,355918,133.5,89704,7072,3805,EE,OC
2950,287150,133.5,89721,7077,1408,CS,BC
2951,230402,133.5,89737,7078,1217,FD,OC
2952,274953,133.5,89751,7079,2710,ME,SCA
2953,264967,133.5,89753,7080,4677,CS,OC
2954,352184,133.5,89778,7081,2636,AD,BC
2955,358396,133.5,89802,7083,2762,AD,BC
2956,344380,133.5,89817,7087,2733,CS,BC
2957,273375,133.5,89829,7088,2750,BT,BC
2958,307125,133.5,89831,7089,5009,ME,OC
2959,355710,133.5,89850,7091,1324,EE,MBC
2960,407558,133.5,89853,7092,2710,ME,MBC
2961,409205,133.5,89866,7093,5930,CS,MBC
2962,382877,133,89907,7097,3833,CS,BC
2963,371559,133,89916,7099,2624,CS,BC
2964,307139,133,89923,7100,4670,CE,OC
2965,342835,133,89973,7105,1401,EE,OC
2966,372845,133,90003,7108,1121,CS,BC
2967,332988,133,90014,7111,2729,EE,BC
2968,332424,133,90036,7114,4980,CS,SC
2969,401200,133,90037,7115,2338,CS,BC
2970,249927,133,90052,7116,1420,CS,BC
2971,273605,133,90055,7117,2610,AD,BC
2972,200207,133,90067,7118,3805,CH,MBC
2973,349421,133,90075,7119,2620,EE,BC
2974,217622,133,90078,7120,1533,CS,BC
2975,348659,133,90111,7123,2302,EC,BC
2976,288231,133,90123,7125,4959,EC,MBC
2977,367049,133,90157,7126,2683,EE,OC
2978,230488,133,90165,7127,2712,ME,SC
2979,331715,133,90168,7128,3464,ME,OC
2980,383737,133,90194,7133,2627,IT,BC
2981,290006,133,90222,7136,3465,CE,OC
2982,289522,133,90235,7138,5703,CS,BC
2983,322822,133,90242,7139,4934,BM,BC
2984,358621,133,90255,7140,4917,ME,BC
2985,300560,133,90257,7141,2709,AU,SCA
2986,301745,133,90279,7144,2770,CS,BC
2987,303824,133,90285,7145,2338,BM,MBC
2988,375599,133,90289,7147,2743,FD,BC
2989,252935,133,90294,7149,4965,EC,BC
2990,223074,133,90330,7153,3760,AD,BC
2991,294473,133,90333,7154,4955,AD,OC
2992,297046,133,90367,7157,3905,CS,BC
2993,360095,133,90389,7158,5,CH,BC
2994,336978,133,90390,7159,1307,CS,SC
2995,224053,133,90398,7160,1533,AD,MBC
2996,335401,133,90421,7164,1408,AD,OC
2997,338675,133,90425,7165,2611,CS,MBC
2998,230850,133,90447,7166,3830,AL,OC
2999,310754,133,90464,7170,3830,EC,MBC
3000,206137,133,90472,7171,2617,EE,OC
3001,298419,133,90526,7178,3829,EE,OC
3002,308520,133,90539,7181,2769,PE,OC
3003,345361,133,90558,7182,1420,IT,OC
3004,346269,133,90592,7186,1409,BT,OC
3005,346985,133,90601,7188,2745,CS,MBC
3006,392257,133,90610,7189,1226,CS,BC
3007,372012,133,90622,7190,1210,CB,SC
3008,358700,133,90641,7193,2705,CS,OC
3009,366590,133,90654,7195,4934,EC,SC
3010,318951,133,90662,7198,2711,EC,SC
3011,200296,132.99,90675,7201,1219,ME,SC
3012,370704,132.96,90676,7202,2360,CS,MBC
3013,256243,132.845,90677,7203,1120,EE,SC
3014,300293,132.615,90688,7206,2621,ME,OC
3015,337845,132.615,90689,7207,1322,FD,OC
3016,355903,132.5,90692,7209,2327,EE,MBC
3017,201790,132.5,90704,7213,2741,IT,BC
3018,363373,132.5,90705,7214,4953,ME,OC
3019,290702,132.5,90709,7215,1419,ME,MBC
3020,339735,132.5,90722,7218,2628,AM,OC
3021,206269,132.5,90727,7219,2743,EC,SC
3022,336241,132.5,90742,7220,1149,ME,OC
3023,243193,132.5,90745,7221,3908,CE,OC
3024,224594,132.5,90763,7223,1229,CS,OC
3025,226798,132.5,90765,7224,1419,ME,BC
3026,354238,132.5,90781,7225,3016,EC,OC
3027,243383,132.5,90789,7226,2651,FT,SC
3028,203024,132.5,90799,7227,2618,MZ,OC
3029,308161,132.5,90839,7230,3807,ME,OC
3030,348195,132.5,90910,7234,2753,CS,BC
3031,362602,132.5,90969,7236,2712,FT,MBC
3032,294550,132.5,90978,7237,1238,AD,MBC
3033,323624,132.5,91009,7240,3811,IT,SC
3034,354989,132.5,91026,7242,1431,EC,MBC
3035,324433,132.5,91033,7243,4680,EC,BC
3036,309447,132.5,91037,7244,2628,CS,MBC
3037,317309,132.5,91052,7246,1118,EE,BC
3038,214825,132.5,91059,7248,3701,AD,BC
3039,286086,132.5,91061,7249,2712,CE,MBC
3040,361985,132.5,91099,7250,2744,EC,BC
3041,362400,132.5,91115,7252,2609,CH,OC
3042,410320,132.5,91147,7254,4676,CS,OC
3043,346576,132.5,91160,7255,4929,CS,BC
3044,380659,132.5,91162,7257,2338,AD,OC
3045,284403,132.5,91186,7258,4978,BM,OC
3046,392457,132.5,91199,7261,2349,BM,MBC
3047,358018,132.5,91205,7262,2623,EC,MBC
3048,289833,132.5,91226,7264,2328,EE,MBC
3049,386138,132.5,91236,7266,4670,CE,SC
3050,342869,132.5,91249,7267,3701,EC,OC
3051,300706,132.5,91256,7268,4023,IT,SC
3052,372839,132.5,91262,7269,2736,BM,BC
3053,252974,132.5,91273,7271,3465,EE,BC
3054,347387,132.5,91305,7273,2621,EE,BC
3055,391693,132.5,91311,7274,4917,AM,OC
3056,305216,132.5,91323,7275,2741,EE,OC
3057,360394,132.5,91330,7276,4917,IT,SC
3058,365107,132.5,91345,7278,2609,AO,OC
3059,305061,132.5,91346,7279,1516,CE,SC
3060,345950,132.5,91375,7282,2607,EE,OC
3061,320993,132.5,91389,7285,2736,CE,OC
3062,259193,132.5,91405,7287,2636,CE,OC
3063,317893,132.5,91412,7288,2302,AG,SC
3064,205419,132.5,91415,7289,2727,FD,BC
3065,245976,132.5,91417,7290,2342,CS,BC
3066,382645,132.5,91418,7291,1126,BM,OC
3067,381339,132.5,91443,7296,4965,BM,OC
3068,320330,132.5,91446,7297,2613,CE,OC
3069,386653,132.5,91448,7298,2658,CS,BC
3070,267176,132.5,91449,7299,2623,EC,BC
3071,266342,132.5,91454,7301,2618,ME,OC
3072,231723,132.5,91463,7304,2636,CS,SC
3073,345048,132.475,91470,7306,1114,EC,BC
3074,320080,132.275,91479,7308,1202,EC,MBC
3075,354796,132,91496,7313,5703,EC,OC
3076,345256,132,91497,7314,2769,EC,BC
3077,344978,132,91500,7315,2640,CS,BC
3078,337659,132,91504,7316,5,EE,SC
3079,306228,132,91507,7317,2632,EC,BC
3080,305570,132,91514,7318,1101,IT,MBC
3081,303714,132,91526,7321,2611,FD,BC
3082,385538,132,91527,7322,1225,ME,OC
3083,286709,132,91551,7324,2345,EC,BC
3084,386878,132,91560,7325,1412,CS,SC
3085,239612,132,91563,7326,4993,IT,BC
3086,318224,132,91599,7329,2710,ME,BC
3087,266055,132,91623,7330,3803,CS,MBC
3088,315276,132,91626,7331,3786,AE,SC
3089,326660,132,91648,7334,2749,AD,OC
3090,314667,132,91677,7336,2357,CS,BC
3091,308192,132,91679,7337,2614,EC,MBC
3092,366281,132,91688,7338,3831,AG,BC
3093,349578,132,91690,7339,2642,CE,OC
3094,349343,132,91713,7340,4981,EC,BC
3095,326133,132,91722,7342,2665,CS,BC
3096,384452,132,91725,7344,5017,CS,MBC
3097,245969,132,91737,7345,2706,ME,OC
3098,356220,132,91750,7346,5930,ME,OC
3099,313244,132,91758,7347,3860,EC,OC
3100,275864,132,91769,7348,2628,CS,BC
3101,410905,132,91780,7349,5,ME,BC
3102,210855,132,91810,7350,4957,EC,BC
3103,312798,132,91811,7351,3805,IT,SC
3104,245418,132,91813,7352,2347,EE,MBC
3105,384780,132,91859,7353,3016,EE,OC
3106,295762,132,91865,7354,2628,CS,BC
3107,327876,132,91873,7355,2603,ME,MBC
3108,358972,132,91916,7360,1123,AM,OC
3109,214076,132,91935,7364,2729,AE,BCM
3110,372066,132,91965,7367,1137,CS,SCA
3111,312206,132,91966,7368,3908,EC,BC
3112,281729,132,91973,7369,2608,EE,OC
3113,311977,132,91980,7370,4965,EE,BC
3114,270271,132,91988,7371,2610,CS,MBC
3115,228373,132,92018,7373,4994,IT,BC
3116,302785,132,92044,7376,2601,BM,MBC
3117,371920,132,92047,7377,2769,EE,OC
3118,264937,132,92050,7378,2606,EC,OC
3119,338573,132,92059,7380,1409,AD,MBC
3120,344390,132,92086,7381,1416,CS,BC
3121,297105,132,92089,7382,4917,AM,BC
3122,322419,132,92096,7384,3815,BT,MBC
3123,319490,132,92108,7385,2610,EE,MBC
3124,293875,132,92109,7386,1319,IT,OC
3125,268492,132,92115,7387,2741,EC,MBC
3126,382433,132,92129,7389,1422,CE,OC
3127,296699,132,92142,7390,3813,CS,OC
3128,317269,132,92143,7391,2659,CS,MBC
3129,338978,132,92156,7392,1226,EC,OC
3130,408524,132,92181,7394,3852,CS,BC
3131,352050,132,92201,7396,1207,IT,OC
3132,298596,132,92202,7397,4962,EE,BC
3133,263343,132,92206,7398,5,CH,SC
3134,359773,132,92227,7400,4967,CS,BC
3135,403840,132,92235,7401,1322,BM,MBC
3136,236239,132,92237,7403,2734,CD,MBC
3137,323760,132,92253,7405,4965,BM,BC
3138,306112,132,92264,7409,3011,ME,OC
3139,232385,131.5,92282,7412,1218,AD,OC
3140,319322,131.5,92284,7413,2625,CS,BC
3141,308828,131.5,92289,7414,5988,CS,BC
3142,323471,131.5,92303,7418,4949,CS,OC
3143,311347,131.5,92314,7420,2727,EE,MBC
3144,355354,131.5,92317,7421,1520,CS,SC
3145,356179,131.5,92373,7424,5915,ME,OC
3146,280616,131.5,92380,7425,4960,ME,SC
3147,228421,131.5,92437,7430,3701,EC,OC
3148,411240,131.5,92448,7432,3803,IT,BCM
3149,225454,131.5,92485,7435,2357,CS,MBC
3150,316101,131.5,92493,7437,1318,IT,OC
3151,409454,131.5,92522,7440,2715,EE,SC
3152,398909,131.5,92545,7442,3806,ME,OC
3153,321855,131.5,92569,7443,1434,AD,OC
3154,290887,131.5,92573,7444,3011,ME,BC
3155,361553,131.5,92577,7445,1408,AL,OC
3156,363328,131.5,92602,7446,1510,CS,OC
3157,386422,131.5,92632,7449,1303,AG,MBC
3158,300955,131.5,92661,7452,4933,CS,SC
3159,327970,131.5,92708,7459,1309,EE,MBC
3160,359785,131.5,92724,7463,4960,AD,SC
3161,381702,131.5,92777,7466,1226,EC,MBC
3162,376918,131.5,92781,7468,1311,CS,BC
3163,309344,131.5,92793,7470,1216,EC,SC
3164,323419,131.5,92806,7471,2634,BM,MBC
3165,337828,131.5,92810,7472,2367,CS,MBC
3166,287038,131.5,92842,7474,1303,CS,MBC
3167,263930,131.5,92869,7475,2651,ME,OC
3168,346679,131.5,92878,7476,2743,CS,SC
3169,381346,131.5,92884,7477,1422,EC,ST
3170,368513,131.5,92899,7478,3456,CS,MBC
3171,317811,131.5,92927,7481,1114,CS,MBC
3172,337821,131.5,92931,7483,2607,BT,MBC
