S NO,APPLN NO,AGGREGATE MARK,GENERAL RANK,GOVT RANK,COLLEGE CODE,BRANCH CODE,ALLOTTED CATEGORY
2028,265047,142.5,76109,5472,1412,EE,BC
2029,206372,142.5,76161,5474,1114,AM,OC
2030,329114,142.5,76174,5475,5,CH,OC
2031,298954,142.5,76197,5476,2721,EC,BC
2032,269556,142.5,76214,5478,2734,EC,MBC
2033,316244,142.5,76218,5479,1114,EC,BC
2034,376308,142.5,76240,5484,2625,EC,MBC
2035,411139,142.5,76243,5485,2632,IT,BC
2036,361364,142.5,76246,5486,3860,CS,MBC
2037,240304,142.5,76250,5487,1505,CS,BC
2038,327006,142.5,76265,5488,5022,EC,OC
2039,312110,142.34,76270,5489,2613,CS,BC
2040,383590,142.135,76275,5492,3821,EC,BC
2041,245362,142.065,76280,5493A,4965,EC,MBC
2042,323021,142,76293,5495,1421,EC,MBC
2043,322595,142,76294,5496,2613,CS,MBC
2044,274769,142,76303,5497,2607,CB,BC
2045,349245,142,76305,5498,5930,CE,OC
2046,270493,142,76311,5499,2601,EC,SC
2047,290794,142,76312,5500,2611,CY,OC
2048,314818,142,76330,5501,4941,CS,OC
2049,283268,142,76333,5502,2727,FD,OC
2050,243335,142,76338,5503,4944,CS,BCM
2051,308654,142,76357,5505,4669,CS,MBC
2052,234770,142,76390,5508,4944,CS,SC
2053,312802,142,76438,5510,2354,EC,MBC
2054,333119,142,76474,5514,2726,AL,MBC
2055,302168,142,76534,5518,2768,AO,OC
2056,297071,142,76538,5519,5017,XC,OC
2057,310727,142,76541,5520,1419,CB,SC
2058,314102,142,76549,5521,3804,CS,OC
2059,362004,142,76559,5522,3854,CS,OC
2060,218481,142,76560,5523,2723,IT,OC
2061,371610,142,76565,5524,2683,BM,OC
2062,331707,142,76567,5525,2006,TX,SCA
2063,314244,142,76571,5526,2734,TS,SC
2064,212121,142,76572,5527,2726,AL,BC
2065,217286,142,76599,5528,2328,CS,BC
2066,280005,142,76605,5529,1504,SC,BC
2067,313731,142,76608,5530,1424,CS,MBC
2068,397533,142,76622,5531,3819,EC,OC
2069,291862,142,76624,5532,2716,CS,MBC
2070,250799,142,76638,5534,2601,CS,BC
2071,383829,142,76644,5535,3908,CS,BC
2072,362941,142,76661,5537,3830,IT,MBC
2073,354568,142,76682,5538,3461,CS,MBC
2074,321006,142,76684,5539,3795,CS,MBC
2075,273780,142,76700,5539A,2745,AD,MBC
2076,212876,142,76727,5540,2702,TX,BC
2077,278813,142,76771,5541,1211,CE,BC
2078,338331,142,76811,5544,3805,CE,OC
2079,341916,142,76829,5545,2643,EC,OC
2080,204325,142,76858,5549,2634,CS,MBC
2081,329021,142,76859,5550,1128,SC,SCA
2082,249259,142,76866,5552,2737,CS,BC
2083,353315,142,76869,5553,2625,IT,MBC
2084,297754,142,76874,5554,2621,IT,BC
2085,402706,142,76892,5557,2634,AD,SC
2086,304488,142,76923,5559,3701,CS,BC
2087,222028,142,76926,5561,1106,IT,MBC
2088,320071,142,76947,5563,2632,CS,MBC
2089,364965,142,76956,5564,1505,IT,BC
2090,369331,142,76958,5565,2747,EE,MBC
2091,220259,142,76986,5569,5901,EE,SC
2092,287898,142,77005,5570,1114,EC,MBC
2093,371825,142,77006,5571,2636,AD,MBC
2094,403641,141.99,77027,5573,2606,CS,SC
2095,365819,141.9,77028,5573A,3425,EC,MBC
2096,403967,141.78,77031,5574,2712,AU,SC
2097,380139,141.53,77044,5578,2726,ME,OC
2098,355768,141.5,77051,5580,2327,EE,BC
2099,293380,141.5,77059,5581,4964,MR,OC
2100,331889,141.5,77063,5582,2618,FT,MBC
2101,252040,141.5,77064,5583,2712,ME,BCM
2102,361691,141.5,77095,5585,1421,EC,SC
2103,379950,141.5,77118,5586,4989,AG,OC
2104,304899,141.5,77123,5587,2715,IT,OC
2105,267881,141.5,77159,5589,2338,CS,OC
2106,340099,141.5,77167,5590,2752,CS,BCM
2107,233610,141.5,77172,5591,1311,AD,OC
2108,299186,141.5,77177,5592,2723,CS,BC
2109,373112,141.5,77181,5593,4669,EC,OC
2110,310140,141.5,77189,5594,2621,CS,MBC
2111,360627,141.5,77203,5595,2611,EC,OC
2112,212562,141.5,77210,5596,3425,EE,OC
2113,265576,141.5,77237,5599,1228,CS,OC
2114,362499,141.5,77238,5600,2611,BT,OC
2115,354721,141.5,77242,5601,2658,CS,OC
2116,284993,141.5,77244,5602,3819,AD,OC
2117,227772,141.5,77263,5603,4944,EC,BC
2118,232254,141.5,77267,5604,1122,AD,BC
2119,386704,141.5,77277,5606,2737,IT,SCA
2120,336255,141.5,77334,5610,2643,AD,MBC
2121,265142,141.5,77363,5613,1512,EC,BC
2122,265224,141.5,77376,5614,1304,ME,OC
2123,331583,141.5,77414,5616,3843,EE,MBC
2124,323339,141.5,77418,5617,2723,IT,BC
2125,372226,141.5,77423,5618,3805,EC,SC
2126,284642,141.5,77434,5619,4917,IT,BC
2127,251688,141.5,77456,5622,5986,EC,MBC
2128,321458,141.5,77469,5623,2750,AG,BC
2129,221267,141.5,77489,5625,1322,AD,MBC
2130,306022,141.5,77493,5626,2750,AE,OC
2131,390558,141.5,77516,5628,2711,EE,BCM
2132,308885,141.5,77525,5629,2721,AD,BC
2133,306727,141.5,77536,5630,3795,CS,MBC
2134,291564,141.5,77541,5631,5,EI,OC
2135,309369,141.5,77548,5632,2707,IT,OC
2136,359693,141.5,77563,5633,1414,IT,MBC
2137,329000,141.5,77575,5634,2710,ME,OC
2138,383959,141.5,77627,5636,5009,CS,MBC
2139,296681,141.5,77632,5638,2711,CE,MBC
2140,387449,141.5,77694,5642,2360,CS,SC
2141,299862,141.5,77708,5644,3830,ME,OC
2142,300151,141.5,77718,5645,2723,BM,MBC
2143,254136,141.5,77728,5646,1121,CS,OC
2144,330391,141.5,77734,5647,5901,ME,MBC
2145,268482,141.5,77737,5648,2729,AD,BC
2146,251921,141.42,77803,5654,1306,CS,SC
2147,306704,141.395,77806,5654A,5942,EE,OC
2148,405522,141.25,77815,5656,1513,CS,OC
2149,305338,141.015,77821,5657,2706,IT,SC
2150,349495,141,77822,5658,5865,CE,OC
2151,231458,141,77823,5659,2726,EC,BC
2152,333968,141,77848,5662,2743,AG,BC
2153,369282,141,77862,5664,2736,CB,OC
2154,306121,141,77864,5665,4680,ME,OC
2155,272822,141,77875,5666,1311,AD,BC
2156,391158,141,77883,5667,4680,CS,MBC
2157,267876,141,77887,5668,1118,CS,SC
2158,294967,141,77902,5670,4677,EC,OC
2159,302136,141,77924,5674,2707,IT,BC
2160,339505,141,77941,5675,1216,EE,MBC
2161,288257,141,77945,5676,4962,CE,OC
2162,407081,141,77967,5681,2729,EE,OC
2163,330121,141,78006,5683,4933,CS,BC
2164,228246,141,78024,5685,2750,AE,BC
2165,311646,141,78032,5687,2610,EC,MBC
2166,386758,141,78042,5688,2622,BT,OC
2167,377999,141,78045,5689,3810,CS,BCM
2168,260177,141,78081,5690,3843,ME,OC
2169,274572,141,78085,5691,2755,AG,BC
2170,291865,141,78105,5694,3019,XC,OC
2171,266282,141,78115,5695,4946,AD,OC
2172,313546,141,78134,5696,4955,CS,BC
2173,289292,141,78135,5697,5910,EC,BC
2174,287540,141,78146,5698,2706,ME,OC
2175,325449,141,78177,5699,2741,CS,MBC
2176,372917,141,78185,5700,2623,CS,MBC
2177,227330,141,78197,5701,1317,ME,OC
2178,238605,141,78201,5702,2601,CS,BC
2179,276940,141,78223,5705,4961,EE,OC
2180,278300,141,78229,5707,2342,ME,OC
2181,313409,141,78267,5709,5536,EC,SC
2182,366041,141,78314,5711,1211,EE,SC
2183,321735,141,78349,5714,2636,EC,SC
2184,273174,141,78373,5716,2610,EC,MBC
2185,348431,141,78386,5720,1307,EC,OC
2186,327153,141,78388,5721,2632,EC,OC
2187,361189,141,78408,5724,2734,CD,OC
2188,226137,141,78427,5727,4959,EC,BC
2189,265063,141,78470,5729,2723,AD,MBC
2190,372231,141,78474,5730,1322,AG,MBC
2191,327426,141,78487,5731,2610,EC,BC
2192,297180,141,78501,5733,2345,EC,MBC
2193,390230,141,78513,5735,1237,CS,SC
2194,314261,141,78523,5738,2369,EE,SCA
2195,313850,141,78527,5739,2624,IT,BC
2196,376433,141,78546,5741,2776,AG,SC
2197,366050,141,78557,5743,2683,IT,BC
2198,207181,141,78573,5744,1110,CS,BC
2199,336254,141,78583,5746,2609,EC,OC
2200,316588,141,78600,5748,1026,EE,MBC
2201,341224,140.56,78625,5752,2731,CS,OC
2202,300757,140.5,78654,5753,2648,CS,SC
2203,215176,140.5,78669,5755,2345,CS,BC
2204,292203,140.5,78678,5756,2329,ME,BC
2205,338679,140.5,78704,5757,3701,CS,BC
2206,370608,140.5,78751,5758,2751,AD,MBC
2207,299139,140.5,78754,5759,1118,BM,BC
2208,340951,140.5,78757,5760,2743,CS,BC
2209,296024,140.5,78793,5763,3830,CB,BC
2210,310756,140.5,78859,5773,4994,CE,OC
2211,375328,140.5,78880,5774,1412,EC,MBC
2212,286161,140.5,78903,5776,3464,EC,MBC
2213,261734,140.5,78910,5777,2702,ME,BC
2214,301276,140.5,78917,5778,1122,CH,BC
2215,250079,140.5,78924,5779,2735,EC,SC
2216,290337,140.5,78928,5780,2369,EE,BCM
2217,359160,140.5,78975,5783,5832,EC,MBC
2218,244223,140.5,78977,5784,2707,IT,MBC
2219,264078,140.5,79024,5786,2764,CE,MBC
2220,314041,140.5,79032,5787,2726,CE,OC
2221,331071,140.5,79063,5791,1210,AD,SC
2222,308428,140.5,79075,5793,2661,IT,MBC
2223,242318,140.5,79076,5794,5910,BM,BC
2224,343281,140.5,79086,5796,1516,EC,BC
2225,220157,140.5,79090,5797,1114,AD,OC
2226,252412,140.5,79103,5800,5915,CS,OC
2227,303471,140.5,79118,5801,2357,CS,OC
2228,312593,140.5,79122,5802,2722,CE,BC
2229,332627,140.5,79123,5803,1013,ME,OC
2230,314690,140.5,79124,5804,3805,EE,OC
2231,286767,140.5,79125,5805,2711,MZ,MBC
2232,247769,140.5,79126,5806,2314,EC,BC
2233,321005,140.5,79129,5807,1219,AU,OC
2234,340134,140.5,79151,5810,1015,EE,OC
2235,232682,140.5,79159,5811,4959,AD,OC
2236,243744,140.5,79166,5812,2741,AD,OC
2237,271141,140.5,79188,5815,2749,IT,OC
2238,336509,140.5,79201,5817,2625,CS,MBC
2239,391681,140.5,79211,5818,4955,CS,BC
2240,288247,140.5,79246,5822,3805,CS,BC
2241,298941,140.5,79282,5827,5988,CS,OC
2242,280703,140.5,79286,5828,4678,CS,MBC
2243,232879,140.5,79302,5829,1149,AD,BC
2244,335538,140.5,79303,5830,2624,AD,MBC
2245,295204,140.5,79330,5832,2768,CS,MBC
2246,290113,140.5,79344,5834,3826,ME,MBC
2247,253070,140.5,79354,5835,2608,AL,BC
2248,387389,140.5,79355,5836,2636,CS,MBC
2249,363547,140.5,79365,5838,3805,PH,OC
2250,406167,140.5,79366,5839,3848,CS,BC
2251,386616,140,79412,5843,3920,CS,SC
2252,370606,140,79419,5844,3805,FD,MBC
2253,375153,140,79421,5845,2623,CS,MBC
2254,276235,140,79422,5846,1140,EC,BC
2255,342203,140,79446,5849,2357,CS,OC
2256,390147,140,79469,5851,3821,CE,OC
2257,351366,140,79480,5852,1123,CS,BC
2258,237790,140,79483,5853,1110,BT,MBC
2259,306632,140,79486,5854,2713,EC,BC
2260,223201,140,79494,5856,2743,FD,OC
2261,276159,140,79503,5858,3805,IT,MBC
2262,380370,140,79604,5863,2622,CS,SCA
2263,287550,140,79620,5866,2740,ME,BC
2264,334957,140,79652,5868,5915,EE,OC
2265,318391,140,79697,5872,3806,CS,SC
2266,344540,140,79713,5874,2735,EE,SCA
2267,354143,140,79762,5875,2314,AD,OC
2268,352317,140,79782,5877,4993,AD,OC
2269,335299,140,79789,5878,1412,EC,MBC
2270,322874,140,79800,5880,2719,BM,BC
2271,367966,140,79802,5881,2615,ME,SC
2272,368828,140,79822,5884,5,ME,OC
2273,362288,140,79839,5886,2613,EC,BC
2274,274485,140,79846,5887,4962,AD,SC
2275,308686,140,79851,5888,1311,IT,SC
2276,362632,140,79859,5889,3805,BM,OC
2277,304654,140,79890,5891,2707,CJ,OC
2278,363498,140,79917,5893,3464,EE,BC
2279,373882,140,79928,5895,2750,EC,SC
2280,347948,140,79969,5898,2723,EC,BC
2281,236939,140,80001,5903,2601,EE,OC
2282,294327,140,80025,5904,1520,AD,MBC
2283,382026,140,80044,5905,3464,EE,MBC
2284,276012,140,80052,5906,4675,CS,BC
2285,235434,140,80062,5908,2715,SC,BC
2286,290261,140,80067,5910,2722,SC,SC
2287,408885,140,80071,5911,2314,AG,SC
2288,382288,140,80088,5914,4965,ME,OC
2289,289111,140,80091,5915,2345,AD,MBC
2290,362455,140,80099,5916,1237,EC,BC
2291,348483,139.85,80113,5922,5910,AD,BC
2292,261214,139.76,80119,5924,2734,AD,BCM
2293,333591,139.695,80123,5926,2735,ME,OC
2294,249323,139.56,80128,5928,3805,EC,BC
2295,251621,139.5,80139,5930,2735,EC,BC
2296,235218,139.5,80155,5932,2707,IT,MBC
2297,206444,139.5,80156,5933,1210,EE,BC
2298,254888,139.5,80239,5938,2708,IT,SC
2299,311920,139.5,80246,5939,3850,AD,OC
2300,378459,139.5,80251,5940,2719,EI,BC
2301,344387,139.5,80282,5941,2622,IT,BC
2302,264596,139.5,80298,5942,1306,EC,SC
2303,285304,139.5,80315,5943,2715,CI,OC
2304,304565,139.5,80337,5944,1426,CS,OC
2305,289331,139.5,80362,5945,2708,CH,OC
2306,279335,139.5,80363,5946,2607,EC,MBC
2307,287553,139.5,80378,5947,1115,AD,OC
2308,269247,139.5,80393,5949,2734,CD,BC
2309,404789,139.5,80394,5950,3462,CS,OC
2310,383257,139.5,80423,5952,2646,ME,OC
2311,253966,139.5,80515,5957,2769,BC,BC
2312,325513,139.5,80517,5958,2609,EC,MBC
2313,361987,139.5,80529,5960,2609,EC,MBC
2314,346289,139.5,80532,5961,5915,EC,BC
2315,220421,139.5,80544,5964,2751,EC,MBC
2316,274946,139.5,80565,5967,1317,EE,MBC
2317,328317,139.5,80608,5969,1106,CS,OC
2318,358945,139.5,80628,5971,3701,CS,BCM
2319,346480,139.5,80634,5973,3905,EC,OC
2320,353867,139.5,80643,5974,1304,ME,BC
2321,326411,139.5,80645,5975,2711,ME,BC
2322,322234,139.5,80652,5977,1412,CS,BC
2323,234370,139.5,80669,5978,2751,EC,BC
2324,333037,139.5,80675,5979,2747,CS,OC
2325,276880,139.5,80690,5981,2622,ME,OC
2326,292886,139.5,80711,5984,1518,IT,OC
2327,200419,139.5,80740,5986,2743,AD,MBC
2328,239678,139.5,80759,5989,2749,IT,SC
2329,287032,139.5,80760,5990,1226,EC,OC
2330,243747,139.5,80764,5991,2716,EC,OC
2331,365097,139.5,80791,5993,2609,AG,MBC
2332,325127,139.5,80795,5994,3817,ME,OC
2333,358748,139.5,80805,5995,2744,CS,BC
2334,247877,139.5,80811,5997,1419,CE,BC
2335,228182,139.5,80845,6003,2302,AD,OC
2336,262222,139.45,80858,6004,2005,EI,SC
2337,347834,139.415,80860,6005,2736,CS,SC
2338,368051,139.265,80863,6007,3805,EC,MBC
2339,371515,139.12,80873,6009A,5862,AG,OC
2340,266631,139,80893,6010,1437,CS,OC
2341,276937,139,80915,6013,2607,AM,MBC
2342,367584,139,80935,6015,1127,BT,OC
2343,325044,139,80936,6016,2302,ME,OC
2344,346803,139,80954,6019,1137,AD,BC
2345,322144,139,80955,6020,3811,CS,SC
2346,243892,139,80962,6021,2715,CI,BC
2347,255529,139,81003,6025,1452,CS,OC
2348,369350,139,81014,6026,3857,CS,OC
2349,222859,139,81071,6030,2609,CS,BC
2350,403984,139,81083,6031,3810,AG,MBC
2351,304815,139,81106,6035,4952,IT,OC
2352,347164,139,81138,6037,1431,EC,OC
2353,258765,139,81146,6039,1230,CS,OC
2354,328937,139,81152,6041,4964,CS,OC
2355,286892,139,81154,6042,2711,CE,SC
2356,286363,139,81167,6045,1516,EE,SC
2357,270072,139,81178,6046,1015,EE,MBC
2358,286786,139,81204,6049,1202,IT,OC
2359,249093,139,81234,6050,2715,EC,MBC
2360,288678,139,81285,6053,2646,CS,BC
2361,375711,139,81294,6054,2609,EC,BC
2362,375759,139,81307,6055,5502,CS,MBC
2363,329484,139,81322,6056,2764,CS,SC
2364,369521,139,81326,6057,2741,EC,OC
2365,353905,139,81327,6058,1120,EI,OC
2366,301574,139,81334,6061,3425,EE,MBC
2367,308772,139,81339,6062,2683,CS,OC
2368,409283,139,81341,6063,1408,EE,OC
2369,347643,139,81364,6064,1113,ME,SC
2370,317012,139,81391,6066,1322,EC,SC
2371,319887,139,81392,6067,1120,AU,OC
2372,214829,139,81405,6068,2736,CB,MBC
2373,267893,139,81418,6069,2739,ME,OC
2374,289453,139,81456,6072,2328,EE,BC
2375,241616,139,81491,6075,2617,CS,MBC
2376,299809,139,81496,6077,1409,AD,BC
2377,406009,139,81503,6078,3905,EC,OC
2378,343267,139,81506,6079,1127,CS,MBC
2379,354417,139,81512,6080,3926,CS,BC
2380,407012,139,81515,6081,2764,CB,MBC
2381,238458,139,81516,6082,1211,FD,MBC
2382,377175,139,81527,6084,2732,CS,OC
2383,363551,139,81553,6085,2632,BM,MBC
2384,293168,139,81559,6086,2735,ME,MBC
2385,333385,139,81577,6088,4994,EC,OC
2386,245985,139,81578,6089,2630,EC,OC
2387,288106,139,81615,6094,2652,CS,OC
2388,269021,139,81640,6095,1237,EC,BC
2389,391862,138.99,81643,6098,2609,PH,SC
2390,296873,138.985,81645,6098A,3826,EE,SC
2391,409452,138.9,81647,6100,5907,MR,MBC
2392,390190,138.67,81653,6102,4020,GI,OC
2393,349989,138.57,81658,6103,4675,CE,OC
2394,319641,138.525,81659,6104,1202,EC,OC
2395,334391,138.5,81660,6105,3817,EE,MBC
2396,266105,138.5,81663,6106,2753,CS,MBC
2397,204771,138.5,81671,6107,2345,EE,OC
2398,305921,138.5,81690,6108,1311,CS,SC
2399,231322,138.5,81713,6111,2627,EC,BC
2400,378161,138.5,81756,6113,2745,EE,OC
2401,346715,138.5,81774,6115,2770,EC,OC
2402,307878,138.5,81777,6116,5865,ME,OC
2403,333238,138.5,81779,6118,1304,SC,ST
2404,407780,138.5,81785,6119,2729,CB,OC
2405,323742,138.5,81802,6121,4983,AG,OC
2406,297118,138.5,81806,6122,2729,EC,MBC
2407,244722,138.5,81835,6124,2727,BT,OC
2408,269431,138.5,81840,6125,2723,BM,BC
2409,333936,138.5,81854,6127,4994,EC,BC
2410,288909,138.5,81865,6129,5930,CS,OC
2411,290356,138.5,81868,6130,3905,EE,MBC
2412,296786,138.5,81915,6132,1513,EC,OC
2413,354102,138.5,81923,6133,5910,ME,OC
2414,306686,138.5,81926,6134,1420,CS,SC
2415,212388,138.5,81928,6135,1210,ME,OC
2416,402330,138.5,81940,6138,3018,CS,MBC
2417,286379,138.5,81952,6139,2608,CB,BC
2418,299792,138.5,81954,6140,2732,IT,OC
2419,266908,138.5,81956,6141,1401,CS,MBC
2420,241724,138.5,81969,6142,1422,ME,OC
2421,242371,138.5,81995,6144,2603,EE,SC
2422,342975,138.5,82009,6145,5902,EC,MBC
2423,351740,138.5,82051,6147,1122,EC,BC
2424,266236,138.5,82062,6148,1519,EC,MBC
2425,273384,138.5,82065,6150,2723,EE,OC
2426,210575,138.5,82090,6152,3819,IT,MBC
2427,387248,138.5,82094,6153,1525,CS,MBC
2428,265306,138.5,82099,6154,4962,CS,SC
2429,236455,138.5,82101,6155,2723,EC,MBC
2430,384436,138.5,82144,6158,3760,AG,BC
2431,307054,138.5,82162,6159,2611,AG,OC
2432,370274,138.5,82168,6160,2770,EE,OC
2433,336989,138.5,82188,6161,1304,AU,OC
2434,341343,138.5,82214,6165,5912,EE,MBC
2435,232435,138.5,82216,6166,5,CH,OC
2436,329352,138.5,82251,6167,2764,CS,SC
2437,287262,138.5,82259,6168,3805,CH,OC
2438,277435,138.5,82288,6169,2624,EC,BC
2439,253003,138.5,82301,6171,1116,CS,MBC
2440,291166,138.5,82322,6172,5910,AD,MBC
2441,287911,138.5,82326,6173,2624,CH,OC
2442,249697,138.5,82330,6175,5,CH,OC
2443,340692,138.5,82333,6176,3810,EC,SC
2444,335065,138.5,82358,6178,2642,ME,OC
2445,248899,138.5,82359,6179,3016,EC,OC
2446,386809,138.475,82377,6181,3701,AD,MBC
2447,288331,138,82404,6189,1452,CS,OC
2448,391231,138,82427,6191,2623,CS,BC
2449,262502,138,82437,6192,2732,CS,BC
2450,326199,138,82440,6193,2727,EE,OC
2451,313574,138,82462,6194,1512,IT,OC
2452,257393,138,82464,6195,1316,EC,MBC
2453,360021,138,82467,6196,3760,AD,SC
2454,236026,138,82469,6197,5010,EE,MBC
2455,269653,138,82481,6198,1317,EE,SC
2456,293263,138,82490,6199,1237,CS,MBC
2457,261620,138,82504,6200,2711,ME,MBC
2458,285410,138,82511,6201,2606,AE,OC
2459,411522,138,82541,6205,2726,EE,OC
2460,409766,138,82542,6206,2610,IT,OC
2461,345052,138,82547,6207,3810,FD,BC
2462,320414,138,82573,6208,2314,EE,BC
2463,407335,138,82591,6210,3810,CS,SC
2464,392229,138,82597,6211,2369,ME,BC
2465,231374,138,82611,6214,2621,MZ,OC
2466,401311,138,82640,6216,2611,EC,MBC
2467,371504,138,82647,6218,1431,IT,BC
2468,252365,138,82657,6220,3908,EE,OC
2469,311006,138,82670,6223,1122,EC,MBC
2470,249403,138,82684,6224,2622,EC,OC
2471,306175,138,82715,6226,3826,EE,BC
2472,290668,138,82727,6227,2762,AD,OC
2473,318665,138,82756,6229,2739,EE,BC
2474,254688,138,82777,6231,1237,AD,OC
2475,291123,138,82814,6232,3831,AG,OC
2476,284966,138,82820,6234,2609,CS,BC
2477,240802,138,82834,6237,1301,IT,BC
2478,298466,138,82840,6239,1237,AD,MBC
2479,299503,138,82844,6240,4960,EC,SC
2480,373510,138,82847,6242,2369,ME,SC
2481,319101,138,82859,6243,4944,AD,OC
2482,214784,138,82914,6246,3852,CE,OC
2483,204399,138,82915,6247,1317,CH,OC
2484,274620,138,82927,6248,2736,EC,BC
2485,226524,138,82954,6251,2607,EC,BC
2486,290907,138,82958,6252,1304,ME,MBC
2487,373148,138,82963,6253,2614,IT,BC
2488,378515,138,82994,6254,4934,EE,OC
2489,298073,138,83026,6257,1114,CS,MBC
2490,378980,138,83036,6260,3805,BT,OC
2491,258894,138,83063,6261,5009,EC,BC
2492,277481,138,83071,6263,1411,EC,MBC
2493,353877,138,83080,6265,2328,EC,BC
2494,320268,138,83100,6266,2753,BM,OC
2495,403008,138,83109,6270,5912,CE,BC
2496,325816,137.99,83116,6271,2734,CS,SC
2497,220253,137.5,83144,6273,1316,CS,OC
2498,387851,137.5,83146,6274,3821,EE,OC
2499,347207,137.5,83167,6275,2643,CS,BC
2500,281029,137.5,83171,6276,2750,AG,MBC
2501,319745,137.5,83179,6277,1503,IT,OC
2502,341305,137.5,83229,6280,1303,BT,OC
2503,293709,137.5,83237,6282,1419,IC,OC
2504,279347,137.5,83238,6283,1533,AD,BC
2505,259698,137.5,83249,6284,4669,EC,OC
2506,368984,137.5,83251,6285,3819,CB,OC
2507,348756,137.5,83252,6286,5986,ME,OC
2508,298961,137.5,83273,6288,2741,EC,OC
2509,319530,137.5,83311,6292,2707,RM,SC
2510,334383,137.5,83312,6293,4995,AD,OC
2511,291209,137.5,83339,6295,2623,IT,BC
2512,327467,137.5,83350,6296,2731,CS,BC
2513,283106,137.5,83376,6300,3830,AD,BC
2514,288964,137.5,83392,6302,2622,CH,OC
2515,373188,137.5,83393,6303,2719,CS,SCA
2516,304999,137.5,83395,6304,3786,BM,OC
2517,324457,137.5,83399,6305,2702,SE,SC
2518,205387,137.5,83400,6306,1303,AD,OC
2519,340138,137.5,83430,6309,3819,EC,BC
2520,242712,137.5,83449,6310,1324,IT,SCA
2521,250811,137.5,83464,6311,1408,CS,MBC
2522,316749,137.5,83467,6312,2617,SC,MBC
2523,253286,137.5,83521,6314,1110,CS,MBC
2524,300424,137.5,83531,6316,2713,EE,OC
2525,286774,137.5,83554,6320,1408,CS,BC
2526,244787,137.5,83568,6321,1420,EC,OC
2527,253573,137.5,83576,6322,2707,CS,SC
2528,212930,137.5,83581,6324,1317,ME,OC
2529,372621,137.5,83588,6325,2622,IT,MBC
2530,376237,137.5,83603,6327,1322,AE,SC
2531,212598,137.5,83644,6330,2642,EC,BC
2532,322135,137.5,83646,6331,2651,AD,BC
2533,333798,137.5,83670,6333,1437,AD,OC
2534,314155,137.5,83673,6334,1408,EC,OC
2535,322463,137.5,83691,6336,5832,AD,MBC
2536,306403,137.5,83700,6338,1226,EE,MBC
2537,349610,137.5,83707,6339,2345,IT,MBC
2538,253737,137.5,83722,6341,4678,IT,OC
2539,233101,137.5,83723,6342,2621,IT,BC
2540,322028,137.5,83726,6343,2642,EE,SC
2541,219862,137.5,83733,6344,2715,CS,BC
2542,290590,137.5,83738,6346,3021,EC,BC
2543,322257,137.5,83763,6350,1116,EC,OC
2544,383864,137.5,83764,6351,3817,EE,SC
2545,247947,137.5,83776,6352,1122,AD,MBC
2546,286925,137.475,83811,6356,5,ME,OC
2547,364224,137.475,83812,6357,1149,IT,SC
2548,320730,137.44,83814,6359,5,ME,OC
2549,273315,137.29,83820,6362,2640,AD,SC
2550,390174,137.19,83825,6363,2341,EC,MBC
2551,287442,137,83862,6366,4023,CS,SC
2552,277088,137,83873,6368,4955,ME,OC
2553,308458,137,83894,6371,1122,AM,OC
2554,323271,137,83901,6372,2715,BM,BC
2555,233206,137,83931,6375,2608,IT,MBC
2556,289062,137,83947,6378,2752,EC,BC
2557,269971,137,83951,6379,2632,EC,BC
2558,291840,137,83984,6382,2711,MZ,BC
2559,358653,137,83988,6383,1424,AD,MBC
2560,326691,137,83998,6384,1149,EE,MBC
2561,228416,137,84019,6385,4020,CS,MBC
2562,256667,137,84033,6386,1228,CS,MBC
2563,297279,137,84046,6387,2717,CS,BC
2564,389886,137,84089,6389,2613,IT,BC
2565,298583,137,84115,6390,2622,EC,OC
2566,320617,137,84125,6392,3425,ME,OC
2567,231061,137,84143,6394,2719,ME,OC
2568,327495,137,84147,6395,2614,IT,MBC
2569,324349,137,84157,6396,1014,CE,OC
2570,303618,137,84226,6400,2338,CS,MBC
2571,355732,137,84245,6401,1307,AM,MBC
2572,304764,137,84252,6403,4994,IT,OC
2573,321635,137,84261,6404,3819,AD,BC
2574,320313,137,84265,6405,4959,CS,BC
2575,288781,137,84271,6406,5904,CS,BC
2576,223683,137,84272,6407,4962,EE,OC
2577,308268,137,84313,6411,2652,AD,OC
2578,305354,137,84337,6412,2610,EE,OC
2579,260761,137,84358,6414,1122,AM,BC
2580,297192,137,84368,6415,1416,CS,OC
2581,237982,137,84370,6416,1419,ME,OC
2582,284681,137,84408,6418,1238,CS,MBC
2583,350522,137,84409,6419,2636,BM,MBC
2584,220113,137,84427,6421,2736,CB,BC
2585,288919,137,84443,6422,2618,ME,OC
2586,238759,137,84444,6423,4999,CS,OC
2587,313779,137,84445,6424,2707,BM,MBC
2588,336446,137,84483,6427,1422,AG,SC
2589,411076,137,84485,6428,3811,AD,OC
2590,327354,137,84509,6430,2609,FD,OC
2591,294858,137,84532,6431,1408,EC,OC
2592,361226,137,84553,6436,1428,CS,OC
2593,340531,137,84562,6438,2617,EC,MBC
2594,274004,137,84563,6439,2749,AG,SC
2595,381124,136.99,84565,6440,2609,AD,OC
2596,356908,136.5,84583,6445,4960,CE,OC
2597,215303,136.5,84584,6446,2622,AD,OC
2598,334200,136.5,84588,6447,4020,EC,MBC
2599,313651,136.5,84593,6448,3804,CS,MBC
2600,285990,136.5,84629,6452,2718,ME,SC
