S NO,APPLN NO,COMMUNITY,AGGREGATE MARK,GENERAL RANK,COLLEGE CODE,BRANCH CODE,ALLOTTED CATEGORY
156,279259,MBC,141.5,38582,2708,IT,MBC
157,312985,MBC,141.5,38618,2607,CS,MBC
158,267944,ST,141.5,38633,2710,SC,ST
159,354215,MBC,141.5,38634,2726,CS,MBC
160,273910,MBC,141.5,38646,2608,CB,MBC
161,295797,SCA,141.5,38718,3011,CS,SCA
162,210819,BC,141.5,38769,4678,EE,OC
163,254676,MBC,141.5,38775,1509,CS,MBC
164,302809,MBC,141.5,38787,2620,IT,MBC
165,241973,MBC,141.5,38815,1210,EE,MBC
166,244485,BC,141.5,38835,2653,CB,BC
167,207745,BC,141,38947,3701,ME,OC
168,284121,SC,141,38969,4955,EC,SC
169,247209,OC,141,39004,4972,EC,OC
170,344822,SC,141,39024,1408,EE,OC
171,209869,BCM,141,39027,4955,ME,OC
172,245033,BC,141,39070,1316,CS,BC
173,217450,BC,141,39091,1216,ME,OC
174,340545,BC,141,39093,2302,AG,OC
175,207052,BC,141,39219,1320,CS,BC
176,273555,BC,141,39314,4023,CE,BC
177,341904,BC,141,39320,1216,CH,OC
178,309423,BC,141,39323,2708,EC,OC
179,292687,SC,141,39324,2709,CS,SC
180,263456,BC,140.5,39368,1505,CS,OC
181,233727,SC,140.5,39374,1128,AD,SC
182,277601,BC,140.5,39422,2601,EC,OC
183,272546,OC,140.5,39447,1216,MD,OC
184,320242,MBC,140.5,39450,1414,CS,MBC
185,334664,MBC,140.5,39455,3831,EC,OC
186,338950,MBC,140.5,39515,3805,EE,OC
187,285797,BC,140.5,39518,2610,CS,BC
188,235710,MBC,140.5,39521,3826,CE,MBC
189,325253,SC,140.5,39528,2711,EE,SC
190,269744,MBC,140.5,39593,2750,ME,OC
191,284827,MBC,140.5,39594,1419,EI,MBC
192,340267,MBC,140.5,39723,2601,CH,OC
193,315977,SC,140.5,39780,1106,AE,OC
194,235652,SCA,140,39859,1316,AO,OC
195,255234,SC,140,39892,3011,PH,SC
196,351086,MBC,140,39925,2611,EE,OC
197,235274,MBC,140,39939,3801,IT,MBC
198,220541,ST,140,39998,1211,BM,ST
199,353443,SC,140,40041,5,AM,SC
200,285894,BC,140,40062,2357,ME,OC
201,350638,MBC,140,40106,3011,EE,MBC
202,225571,BC,140,40239,1408,EC,OC
203,274007,BC,140,40254,3011,PC,BC
204,285547,SC,140,40257,2715,CH,OC
205,217637,BC,140,40277,2729,EC,OC
206,359908,SCA,139.5,40310,1411,CS,OC
207,280481,BC,139.5,40313,4954,CS,BC
208,253267,MBC,139.5,40318,2715,EC,OC
209,237061,MBC,139.5,40359,2609,CS,OC
210,203071,MBC,139.5,40378,1414,IT,MBC
211,266318,MBC,139.5,40464,3701,CS,MBC
212,254231,BC,139.5,40499,3807,CS,BC
213,248563,BC,139.5,40632,2623,BM,BC
214,233288,MBC,139,40763,4954,CS,MBC
215,329657,OC,139,40766,1414,EC,OC
216,272146,MBC,139,40773,3011,CE,MBC
217,266342,MBC,139,40775,5022,CS,MBC
218,324813,MBC,139,40815,2606,EE,OC
219,222019,BC,139,40823,1432,EC,BC
220,311893,MBC,139,40893,2622,CE,MBC
221,234592,MBC,139,40980,1213,BM,OC
222,301293,BC,139,40981,2715,EC,OC
223,265850,MBC,139,41017,2726,AG,MBC
224,213586,MBC,139,41024,2725,CS,MBC
225,311023,BC,139,41049,1501,CS,OC
226,269715,SC,139,41062,3464,ME,SC
227,287122,BC,139,41086,3833,CS,OC
228,269981,BC,138.5,41199,1216,EE,BC
229,240309,BCM,138.5,41214,2369,EE,BCM
230,354464,MBC,138.5,41220,2627,CS,OC
231,353512,BC,138.5,41276,2357,ME,OC
232,309466,BC,138.5,41285,1399,CE,BC
233,303398,MBC,138.5,41359,3464,EE,MBC
234,320644,BC,138.5,41383,2613,PH,OC
235,259699,BC,138.5,41421,1317,EI,OC
236,251739,MBC,138.5,41478,2736,EC,MBC
237,340765,BC,138.5,41533,4996,ME,OC
238,205471,BCM,138.5,41688,1317,IC,OC
239,208926,SC,138,41750,2702,EE,SC
240,293431,SC,138,41827,1414,IT,SC
241,315229,BCM,138,41853,2601,IT,BCM
242,299379,SCA,138,41918,2723,BM,SCA
243,307962,BC,138,41925,2716,AE,OC
244,299037,MBC,138,41963,5910,IT,MBC
245,275491,MBC,138,41989,1422,EC,MBC
246,268627,BC,138,41994,1015,EC,BC
247,239799,BC,138,42047,3701,ME,OC
248,350362,SC,138,42057,5009,CS,SC
249,327449,SC,138,42069,2601,BM,SC
250,286751,BC,138,42079,5910,CE,OC
251,302130,MBC,138,42113,3805,CS,MBC
252,348735,SC,138,42120,5,EC,SC
253,290951,SC,138,42135,3458,AG,SC
254,357815,BC,138,42176,3805,EE,OC
255,200366,BC,137.5,42211,1324,ME,OC
256,234304,BCM,137.5,42244,4917,EC,BCM
257,319879,BC,137.5,42292,2621,IT,OC
258,266809,BC,137.5,42295,2357,ME,OC
259,300014,ST,137.5,42358,1,XM,ST
260,256760,BC,137.5,42376,2740,CS,BC
261,289488,BC,137.5,42398,4917,CB,BC
262,358128,MBC,137.5,42439,1422,EC,MBC
263,250027,MBC,137.5,42475,5910,BM,MBC
264,273174,SC,137.5,42484,2734,EC,OC
265,288863,BC,137.5,42486,2620,BM,BC
266,283959,BC,137.5,42502,1408,IT,OC
267,245857,MBC,137.5,42597,3465,CE,MBC
268,327849,BC,137.5,42612,2722,ME,OC
269,320667,MBC,137.5,42691,3011,PC,MBC
270,350258,BC,137,42707,1149,EC,BC
271,202130,MBC,137,42740,2628,CS,OC
272,266139,BCM,137,42766,4917,ME,OC
273,263670,BC,137,42767,4944,CS,BC
274,221299,SC,137,42852,2702,AD,SC
275,310813,MBC,137,42878,3011,ME,MBC
276,347266,SC,137,42886,1211,ME,SC
277,231265,BC,137,42899,2620,CS,BC
278,351156,BC,137,42924,2357,EC,BC
279,341753,MBC,137,42990,1210,EE,MBC
280,268289,MBC,137,43025,2736,CS,MBC
281,306010,BC,137,43026,2722,IC,OC
282,264980,MBC,137,43081,1310,EC,OC
283,238125,SC,137,43113,2722,CS,SC
284,334892,MBC,137,43116,3805,CS,MBC
285,273538,SC,137,43154,3425,EC,SC
286,272021,BC,137,43188,2751,EC,OC
287,210932,BC,136.5,43446,5910,ME,OC
288,294003,MBC,136.5,43463,4965,EE,OC
289,298999,BC,136.5,43477,1316,BM,BC
290,247019,MBC,136.5,43489,2722,CE,MBC
291,309911,MBC,136.5,43496,1014,CE,OC
292,271164,MBC,136.5,43547,2726,CS,MBC
293,213749,SC,136.5,43589,4917,AG,SC
294,239983,BC,136.5,43622,1317,ME,BC
295,309846,MBC,136.5,43623,2607,EC,MBC
296,350336,MBC,136.5,43638,2750,ME,OC
297,330730,SC,136.5,43643,4020,GI,SC
298,353580,BCM,136.5,43652,3819,EE,OC
299,289531,MBC,136.5,43681,5,CS,MBC
300,230073,MBC,136.5,43721,5022,CS,MBC
301,244867,BC,136,43743,2709,CE,OC
302,227960,BC,136,43760,2704,EE,OC
303,291920,SC,136,43761,1219,CH,SC
304,238599,MBC,136,43763,3804,BM,OC
305,206318,BC,136,43769,2609,CS,OC
306,226098,MBC,136,43779,1026,EE,MBC
307,285062,MBC,136,43788,1516,ME,MBC
308,277474,MBC,136,43814,1013,EC,MBC
309,282035,BCM,136,43890,5832,CS,BCM
310,261640,BC,136,43925,2758,CS,OC
311,289084,BC,136,43958,2708,EC,OC
312,263133,BC,136,43993,5,CS,BC
313,298552,MBC,136,44011,1110,CS,MBC
314,219858,MBC,136,44062,2722,EE,MBC
315,341110,MBC,136,44080,1231,AD,MBC
316,269252,BC,136,44138,3812,CS,OC
317,259102,MBC,136,44141,2719,ME,MBC
318,237792,OC,136,44196,2601,AE,OC
319,237633,BC,135.5,44265,2729,AD,OC
320,335080,MBC,135.5,44276,2369,CE,MBC
321,238213,BCM,135.5,44284,2708,EC,OC
322,295073,BC,135.5,44313,3810,CS,OC
323,341961,MBC,135.5,44483,2755,FD,OC
324,227084,BC,135.5,44550,2764,CH,BC
325,311637,BC,135.5,44607,1122,CH,BC
326,264686,SCA,135.5,44609,1026,CS,SCA
327,313979,SC,135.5,44638,3826,CE,SC
328,249800,MBC,135.5,44670,2722,EE,MBC
329,316663,BC,135.5,44692,2715,EC,OC
330,239658,BC,135.5,44699,4928,CE,OC
331,222590,MBC,135.5,44741,5,CH,MBC
332,275139,MBC,135.5,44749,3465,CE,MBC
333,304433,SC,135.5,44767,1120,ME,OC
334,280288,SC,135,44785,1013,ME,OC
335,321426,BC,135,44797,1114,EC,OC
336,235717,BC,135,44801,2613,CE,OC
337,276976,BC,135,44884,3814,EC,OC
338,299013,MBC,135,44885,2329,AD,MBC
339,297489,BC,135,44891,4982,EC,OC
340,218866,MBC,135,45001,5022,CS,MBC
341,355938,MBC,135,45021,2711,MZ,MBC
342,214035,BC,135,45022,3011,ME,BC
343,336916,BC,135,45051,1211,ME,BC
344,208053,BC,135,45079,5904,EI,OC
345,231251,OC,135,45085,2634,AE,OC
346,205415,SC,135,45108,2328,EE,OC
347,262968,BC,135,45138,1149,EC,BC
348,233455,MBC,135,45146,1014,CE,OC
349,214671,SC,135,45239,2722,EC,SC
350,319663,MBC,135,45279,1014,EC,OC
351,289587,BC,134.5,45335,2643,CS,OC
352,322355,SC,134.5,45387,2712,TX,SC
353,207697,MBC,134.5,45553,2611,IT,OC
354,224872,SC,134.5,45557,2711,CH,SC
355,219948,BC,134.5,45569,2620,CS,BC
356,268593,BC,134.5,45600,2369,CE,BC
357,202151,BC,134.5,45608,1149,EC,BC
358,233365,MBC,134.5,45609,2369,ME,MBC
359,211985,BC,134.5,45663,2729,AD,OC
360,358172,MBC,134.5,45676,3807,EC,OC
361,313578,BC,134.5,45696,2651,FT,OC
362,314616,SC,134.5,45727,2719,EE,SC
363,289597,SC,134.5,45742,2702,BT,SC
364,276189,BC,134.5,45774,4959,EC,BC
365,227611,BC,134.5,45785,2611,CY,BC
366,257496,SC,134,45853,5910,CS,SC
367,228098,BC,134,45953,1113,CE,BC
368,308126,SC,134,45978,1112,EE,SC
369,285738,BC,134,46044,5,CH,BC
370,297662,BC,134,46049,2736,EC,BC
371,213805,MBC,134,46112,2750,ME,OC
372,280364,MBC,134,46127,2636,CS,OC
373,256904,MBC,134,46142,1118,CB,MBC
374,306057,MBC,134,46144,1211,CE,MBC
375,248046,SC,134,46173,2369,ME,SC
376,344400,BC,134,46207,5009,ME,OC
377,300929,SC,133.75,46313,3019,CE,OC
378,249903,SC,133.5,46412,1225,IT,SC
379,280143,BC,133.5,46440,4670,CS,BC
380,284819,SC,133.5,46476,1413,AD,OC
381,204395,MBC,133.5,46503,1237,IT,MBC
382,246204,MBC,133.5,46506,2739,EC,MBC
383,215035,BC,133.5,46561,4678,EE,OC
384,257158,MBC,133.5,46617,4959,ME,OC
385,354935,OC,133.5,46651,2601,EC,OC
386,229296,SC,133.5,46762,1413,EC,OC
387,346738,SC,133.5,46763,1408,CS,SC
388,215798,BC,133.5,46820,3464,EE,BC
389,229708,BC,133,46828,1399,CE,BC
390,270510,SC,133,46837,1013,CS,SC
391,230503,BC,133,46894,2708,IT,BC
392,348296,BC,133,46928,2611,FD,OC
393,220214,BC,133,46930,2726,AO,BC
394,224964,BC,133,46936,2735,EC,BC
395,289060,MBC,133,46939,5865,CS,MBC
396,281082,SC,133,46943,5,IT,SC
397,234296,BC,133,47003,5009,EE,BC
398,295934,BC,133,47065,4964,MU,OC
399,299095,SC,133,47113,3464,CE,OC
400,240172,SCA,133,47124,2709,EE,SCA
401,288800,MBC,133,47245,2708,CS,MBC
402,262056,BC,133,47249,2711,ME,BC
403,336075,BC,133,47299,2719,CE,BC
404,332552,BCM,133,47307,1516,ME,BCM
405,205829,OC,133,47331,1304,ME,OC
406,290819,BC,133,47336,1210,EI,BC
407,245236,MBC,132.5,47480,1304,EI,MBC
408,306142,MBC,132.5,47481,2634,AG,OC
409,343528,MBC,132.5,47514,2710,EC,MBC
410,308665,BC,132.5,47519,1014,IT,BC
411,249358,BC,132.5,47522,3701,CE,OC
412,326086,BC,132.5,47565,3011,ME,BC
413,202227,BC,132.5,47570,2722,CE,BC
414,306579,BC,132.5,47690,1504,BT,OC
415,290851,BC,132.5,47699,3807,CS,BC
416,242042,SCA,132.5,47721,2709,IT,SCA
417,226477,BCM,132.5,47747,1316,CS,BCM
418,225528,SC,132.5,47750,1422,EC,SC
419,237573,OC,132.5,47769,1116,EC,OC
420,356531,BC,132.5,47786,4020,ME,BC
421,231713,BC,132.5,47815,2722,IC,OC
422,294955,BC,132.5,47843,2708,EC,OC
423,302585,SC,132.5,47860,3021,CS,SC
424,241166,MBC,132,47871,5,CS,MBC
425,341304,BC,132,47880,2750,ME,OC
426,307951,MBC,132,47892,1118,EC,MBC
427,353200,SC,132,47937,5,EE,OC
428,220767,MBC,132,47981,1309,EE,MBC
429,281068,OC,132,48051,2772,CS,OC
430,219162,SC,132,48072,2618,EE,SC
431,341060,BCM,132,48130,2601,CH,OC
432,329753,BC,132,48154,1501,CS,OC
433,253846,BC,132,48169,3803,EC,BC
434,246337,BC,132,48197,2764,EE,BC
435,272479,BC,132,48274,2734,EE,OC
436,320524,MBC,132,48298,1408,CS,MBC
437,221736,BC,132,48305,1120,EE,BC
438,258321,BC,132,48350,2607,EC,BC
439,279774,MBC,132,48379,2764,CS,MBC
440,328259,SC,131.5,48413,5009,CS,SC
441,212086,BC,131.5,48442,1120,EE,BC
442,313061,BC,131.5,48447,4953,CS,OC
443,288373,SC,131.5,48449,4941,EE,OC
444,270633,MBC,131.5,48565,2735,CS,MBC
445,239315,SC,131.5,48582,2734,EE,OC
446,303392,MBC,131.5,48680,1026,ME,OC
447,275595,OC,131.5,48688,1014,EC,OC
448,247234,MBC,131.5,48712,5022,CS,MBC
449,299713,MBC,131.5,48726,3011,ME,MBC
450,215062,MBC,131.5,48741,2764,CS,MBC
451,302409,BC,131.5,48760,2711,CE,BC
452,226369,BCM,131.5,48782,4961,ME,OC
453,293389,ST,131.5,48831,1013,ME,OC
454,318995,MBC,131.5,48850,1120,EE,MBC
455,351764,MBC,131,48913,1412,CS,OC
456,263432,BC,131,48930,5832,EC,OC
457,278013,BC,131,48935,2338,EC,OC
458,282742,BC,131,48960,2708,MZ,OC
459,238383,SC,131,48999,2618,IT,SC
460,214376,BC,131,49000,1216,EC,BC
461,266381,SC,131,49092,2726,AG,SC
462,340640,BC,131,49124,1399,CE,BC
463,242747,SC,131,49139,1127,BT,OC
464,264942,MBC,131,49149,1015,EE,OC
465,242657,BC,131,49212,5904,ME,OC
466,240942,MBC,131,49221,2711,ME,MBC
467,347581,SC,131,49224,2369,ME,SC
468,287608,MBC,131,49274,1516,CE,MBC
469,318962,MBC,131,49292,1525,EE,OC
470,277131,SC,131,49296,1317,CH,SC
471,219734,BC,131,49335,1309,ME,BC
472,260681,OC,131,49336,1310,AD,OC
473,290828,SC,131,49371,5017,CS,OC
474,332127,MBC,130.5,49451,3701,CS,MBC
475,262680,BC,130.5,49465,2342,CE,OC
476,308225,BC,130.5,49547,2629,MD,OC
477,322519,SC,130.5,49560,2718,MZ,SC
478,226191,MBC,130.5,49689,1120,ME,OC
479,269688,BC,130.5,49760,3464,ME,BC
480,257155,BC,130.5,49780,2750,AG,BC
481,223691,BC,130.5,49793,1414,EC,OC
482,281414,SC,130.5,49921,2709,EE,SC
483,223782,BC,130,49965,5832,CS,BC
484,310043,BC,130,49978,1422,MD,OC
485,328730,MBC,130,50014,3810,IT,MBC
486,273662,SCA,130,50031,3011,PC,SCA
487,292411,SC,130,50088,4023,CE,SC
488,209453,BC,130,50111,4917,CB,BC
489,298511,BC,130,50116,2744,EE,OC
490,353138,BC,130,50174,3456,CS,OC
491,306369,SC,130,50223,3011,PC,SC
492,311831,SC,130,50255,1411,BT,OC
493,280070,SC,130,50263,2750,ME,OC
494,248183,OC,130,50308,3795,EC,OC
495,343115,MBC,130,50333,2750,ME,OC
496,338144,BC,130,50367,1110,BT,BC
497,323140,MBC,130,50387,3829,IT,OC
498,329308,BC,130,50414,1110,BT,BC
499,261781,BC,129.5,50433,1216,EC,BC
500,312909,BC,129.5,50441,1520,EE,OC
501,218299,MBC,129.5,50443,2776,AG,OC
502,257346,BC,129.5,50475,1216,EC,BC
503,295179,SC,129.5,50495,4975,EE,OC
504,239944,BC,129.5,50498,3464,ME,BC
505,245191,BC,129.5,50549,1211,AU,BC
506,256344,MBC,129.5,50553,1413,CS,MBC
507,233200,BC,129.5,50600,2751,AD,BC
508,320984,MBC,129.5,50613,1422,EC,MBC
509,272548,BC,129.5,50674,1422,EI,OC
510,339691,MBC,129.5,50712,2618,CE,MBC
511,210226,BC,129.5,50782,3830,EC,BC
512,338269,MBC,129,50956,1316,EC,MBC
513,229416,SC,129,50960,2712,TX,SC
514,248316,BC,129,51026,1310,AD,OC
515,345618,BC,129,51031,3464,EE,BC
516,320374,BC,129,51077,2327,EC,OC
517,281874,BC,129,51087,1419,ME,BC
518,290621,MBC,129,51110,1015,EE,OC
519,237101,BCM,129,51213,2711,EE,BCM
520,345002,BC,129,51286,1304,CE,OC
521,324500,MBC,129,51329,2706,ME,OC
522,276480,SC,129,51373,2711,CS,SC
523,209782,BC,129,51387,1516,ME,BC
524,292669,SCA,129,51436,1399,BM,SCA
525,300438,MBC,129,51443,4962,EC,MBC
526,202483,BCM,129,51468,2764,AD,BCM
527,273836,MBC,128.5,51529,2708,IT,MBC
528,323397,BC,128.5,51600,5009,EE,BC
529,231642,BC,128.5,51606,3464,EE,BC
530,232834,MBC,128.5,51611,3465,CE,MBC
531,204740,BCM,128.5,51635,2764,BM,BCM
532,218339,BC,128.5,51693,2710,EE,BC
533,213751,MBC,128.5,51729,1014,IT,MBC
534,221216,BC,128.5,51732,2329,IT,OC
535,268647,BC,128.5,51738,1303,CS,OC
536,268556,SC,128.5,51791,1230,EC,OC
537,335710,BC,128.5,51804,2661,CS,OC
538,342755,BC,128.5,51837,1414,IT,BC
539,336593,ST,128.5,51898,2740,AE,ST
540,232870,MBC,128.5,51921,1516,ME,MBC
541,246660,BC,128.5,51963,4980,CS,OC
542,248586,SC,128.5,52012,2711,CE,SC
543,234311,SC,128.5,52022,2722,CS,SC
544,315333,SC,128.5,52032,1419,AD,SC
545,359568,SC,128.5,52036,1128,CS,SC
546,302888,MBC,128,52075,1309,EE,MBC
547,286613,BC,128,52170,1301,CS,BC
548,314885,MBC,128,52279,1014,EC,MBC
549,244592,BC,128,52344,1414,EC,OC
550,266425,MBC,128,52348,3701,CS,MBC
551,265823,OC,128,52401,3920,CS,OC
552,310129,BC,128,52405,2772,CS,OC
553,262667,MBC,128,52409,2620,EC,MBC
554,255530,BC,128,52438,2726,EC,OC
555,312047,BC,128,52498,2726,AG,BC
556,267126,BC,128,52509,1149,EC,BC
557,253568,BC,128,52530,2740,CS,BC
558,307361,BCM,128,52543,4944,CS,BCM
559,233527,MBC,128,52560,3701,CS,MBC
560,340354,BC,128,52588,2740,AE,BC
561,255948,MBC,128,52594,2601,EC,OC
562,247406,MBC,127.5,52694,1149,EC,MBC
563,209559,BC,127.5,52725,5530,EC,BC
564,246765,BC,127.5,52800,1120,EE,BC
565,259837,BC,127.5,52866,2634,BM,OC
566,353660,SC,127.5,52883,3011,ME,SC
567,216227,BC,127.5,52959,4024,ME,OC
568,226929,MBC,127.5,52996,1114,CS,MBC
569,315585,BC,127.5,53068,2613,CS,BC
570,260981,SC,127.5,53119,2721,CE,OC
571,348289,SC,127.5,53128,1210,IT,SC
572,222444,BC,127,53180,1014,IT,BC
573,272766,BC,127,53182,2750,ME,OC
574,349793,BC,127,53237,2744,ME,OC
575,345813,BC,127,53260,3830,EC,BC
576,338516,MBC,127,53288,1221,CS,OC
577,290049,BC,127,53290,3464,EE,BC
578,266386,MBC,127,53322,4962,CE,OC
579,267774,SC,127,53368,1015,EC,SC
580,325404,SC,127,53407,1216,AG,SC
581,291425,MBC,127,53429,2764,AD,MBC
582,317435,MBC,127,53449,2607,EE,MBC
583,240084,SC,127,53455,2710,AD,SC
584,268132,MBC,127,53456,1114,IT,MBC
585,267648,BC,127,53468,4024,EC,BC
586,313628,MBC,127,53489,2709,ME,MBC
587,284971,MBC,127,53576,1231,AD,MBC
588,294155,SC,127,53624,1128,EC,SC
