S NO,APPLN NO,COMMUNITY,AGGREGATE MARK,GENERAL RANK,COLLEGE CODE,BRANCH CODE,ALLOTTED CATEGORY
257,227414,BC,176,11448,1304,AD,BC
258,311035,BC,176,11458,3819,EC,OC
259,271647,MBC,176,11494,1412,EC,OC
260,253836,BC,176,11536,1210,CS,OC
261,238045,MBC,176,11564,1127,BT,OC
262,279569,BC,176,11568,2601,CS,OC
263,218807,OC,176,11594,2,CR,OC
264,220660,OC,175.66667,11606,2719,CS,OC
265,209990,BC,175.66667,11608,2712,ME,OC
266,250547,BC,175.5,11661,2741,CS,OC
267,345072,BC,175.5,11715,2702,CS,BC
268,258716,MBC,175.5,11719,1317,CS,MBC
269,321492,BC,175.5,11763,1321,MN,OC
270,235336,MBC,175.5,11769,2025,CS,MBC
271,209702,OC,175.5,11774,2712,ME,OC
272,222508,OC,175.5,11807,2006,PS,OC
273,310316,MBC,175.5,11816,1419,CS,MBC
274,237542,BC,175.5,11849,2005,CE,BC
275,228462,BC,175.5,11880,1211,BM,BC
276,227122,MBC,175.5,11894,1113,CS,MBC
277,256728,BC,175.5,11904,2702,CS,BC
278,273260,BC,175.5,11928,1128,AD,OC
279,243730,SC,175,11943,4,MF,SC
280,225634,BC,175,11950,4974,EC,OC
281,275673,BC,175,11955,5986,CS,OC
282,222120,BC,175,11956,2712,EI,BC
283,267053,MBC,175,11974,1419,AD,MBC
284,286955,MBC,175,12035,4,AS,MBC
285,326947,BC,175,12042,4023,CS,OC
286,203498,BC,175,12045,2,PP,BC
287,272026,MBC,175,12058,4962,EC,OC
288,257286,SC,175,12091,1,IE,SC
289,354074,SC,175,12123,1,MN,SC
290,264940,MBC,175,12127,5901,EC,MBC
291,222763,BC,175,12141,2718,CJ,OC
292,240280,BCM,175,12197,2005,ME,BCM
293,272993,BC,175,12206,1211,FD,OC
294,230514,MBC,175,12217,4,PR,MBC
295,222092,BC,175,12225,2712,EI,BC
296,291319,BCM,174.75,12264,3465,CS,OC
297,311038,OC,174.75,12265,1432,CS,OC
298,227920,BC,174.5,12266,1211,EC,OC
299,304110,BC,174.5,12267,2608,EE,OC
300,200819,SC,174.5,12269,1315,EC,SC
301,204078,BC,174.5,12271,5901,ME,OC
302,232448,MBC,174.5,12274,1399,EE,OC
303,286214,BC,174.5,12275,2607,BT,OC
304,262747,SC,174.5,12276,1414,CS,OC
305,280895,BC,174.5,12277,2719,AD,OC
306,208757,BC,174.5,12278,2702,CB,OC
307,242001,MBC,174.5,12281,1321,PA,OC
308,241811,MBC,174.5,12282,2718,CS,MBC
309,293611,BC,174.5,12283,2006,PS,OC
310,233067,BC,174.5,12285,1,XC,BC
311,248417,BC,174.5,12286,2377,CE,BC
312,294633,BC,174.5,12287,2,TX,OC
313,275269,BC,174.5,12288,1317,IT,OC
314,281272,MBC,174.5,12293,1306,AE,OC
315,298545,BC,174.5,12294,1113,EC,OC
316,207894,OC,174.5,12295,1324,AD,OC
317,331026,SC,174.5,12297,4974,EE,OC
318,277959,BC,174.5,12298,1317,EC,BC
319,229003,BC,174.5,12299,1324,CS,OC
320,311231,MBC,174.5,12300,4,AS,MBC
321,340615,MBC,174.5,12301,2005,EI,MBC
322,316696,BC,174.5,12302,4974,EC,OC
323,309421,BC,174.5,12304,2377,CE,BC
324,353967,MBC,174.5,12306,2345,CS,OC
325,325039,BC,174.5,12307,2710,AD,OC
326,265670,BC,174.5,12309,2601,EC,OC
327,285677,BC,174.5,12310,2005,IB,BC
328,330225,BC,174.5,12311,4960,IT,OC
329,256262,BC,174.5,12312,2718,CB,BC
330,206951,MBC,174.5,12313,1317,CS,MBC
331,270551,MBC,174.5,12314,1450,IT,MBC
332,201561,MBC,174.5,12315,5008,EY,MBC
333,352076,BC,174.5,12316,2712,EI,BC
334,254191,BC,174.5,12317,4974,EC,OC
335,351505,BC,174.5,12318,2719,CS,OC
336,226637,BC,174.5,12319,2712,ME,OC
337,263164,SC,174.5,12320,2005,EE,SC
338,320289,OC,174.5,12321,1211,EC,OC
339,291946,OC,174.5,12323,3011,CS,OC
340,302796,MBC,174.5,12326,2377,ME,MBC
341,291107,SC,174.5,12327,1315,IT,SC
342,343880,MBC,174.5,12329,3019,CS,OC
343,206670,BC,174.5,12332,1304,IT,OC
344,236963,BC,174.5,12333,4974,EC,OC
345,225984,BC,174.5,12334,2005,CE,BC
346,221200,MBC,174.5,12335,4974,CS,MBC
347,211852,SC,174.5,12337,1,GI,SC
348,358970,BC,174.5,12340,1211,IT,BC
349,239352,MBC,174.5,12342,1399,EC,OC
350,280657,BC,174.5,12343,2025,EC,BC
351,293388,BCM,174.5,12344,1113,EC,BCM
352,232776,BC,174.5,12345,2005,CE,BC
353,266365,BC,174.5,12346,2,PP,BC
354,323712,BC,174.5,12348,3820,CS,OC
355,254884,BC,174.5,12350,2025,EC,BC
356,244912,BC,174.5,12352,1219,ME,BC
357,219611,BC,174.5,12353,5904,CS,OC
358,215131,BC,174.5,12357,1304,IT,OC
359,343980,BC,174.5,12358,2702,FD,OC
360,204995,BC,174.5,12360,2377,CE,BC
361,311488,BCM,174.5,12361,4974,EE,OC
362,214176,BC,174.5,12362,2006,MY,BC
363,319825,BC,174.5,12363,1317,IT,OC
364,308658,BC,174.5,12365,2719,CS,OC
365,238465,BC,174.5,12367,2711,CS,BC
366,238740,MBC,174.5,12368,2718,CS,MBC
367,200536,OC,174.5,12371,1210,CS,OC
368,200786,MBC,174.5,12374,4,AS,MBC
369,254171,BC,174.5,12376,2711,CS,BC
370,281247,MBC,174.5,12377,2005,ME,MBC
371,235690,BC,174.5,12379,2711,CS,BC
372,221709,BC,174.5,12381,2702,CS,BC
373,202197,MBC,174.5,12382,2005,CE,MBC
374,266428,BC,174.5,12383,2735,EC,OC
375,235015,SCA,174.5,12384,2005,IT,SCA
376,315245,BC,174.5,12385,2711,CS,BC
377,238719,BC,174.5,12386,2712,ME,OC
378,209215,BC,174.5,12387,1211,AL,BC
379,318505,BC,174.5,12388,2005,IB,BC
380,205763,BC,174.5,12390,5901,EE,OC
381,267198,BC,174.5,12391,5986,CS,OC
382,331803,BC,174.5,12392,2,PP,BC
383,237528,MBC,174.5,12393,2005,ME,MBC
384,342595,BC,174.5,12394,1424,CS,OC
385,212492,BC,174.5,12395,1211,ME,OC
386,216682,MBC,174.5,12397,2718,CS,MBC
387,300970,SC,174.5,12398,2,FS,SC
388,207672,OC,174.5,12399,1211,EC,OC
389,274732,BC,174.5,12400,3011,CS,OC
390,259829,OC,174.5,12401,1304,IT,OC
391,238120,BC,174.5,12402,2025,EC,BC
392,278363,BC,174.5,12403,2712,ME,OC
393,240004,BCM,174.5,12405,2712,EC,BCM
394,207324,BC,174.5,12407,2712,AE,BC
395,260917,BCM,174.5,12410,2006,RA,BCM
396,218054,OC,174.5,12411,2718,EE,OC
397,201069,BC,174.5,12412,2719,BM,OC
398,348931,MBC,174.5,12414,2025,CS,MBC
399,329101,MBC,174.5,12416,1014,CS,OC
400,319838,BC,174.5,12417,5901,EE,OC
401,256419,BC,174.5,12419,3011,CS,OC
402,259401,BC,174.5,12420,5008,CN,OC
403,252580,BC,174.5,12421,4974,EC,OC
404,258092,BC,174.5,12422,1216,CS,OC
405,247778,OC,174.5,12423,2712,ME,OC
406,272969,MBC,174.5,12424,2377,CE,MBC
407,269150,OC,174.5,12425,3801,CS,OC
408,223841,OC,174.5,12428,1419,CB,OC
409,282397,BC,174.5,12429,1113,EC,BC
410,296501,MBC,174.5,12433,2,PM,MBC
411,230944,MBC,174.5,12434,2615,EE,MBC
412,207818,BC,174.5,12435,2708,EC,OC
413,221489,OC,174.5,12436,1211,EC,OC
414,262990,MBC,174.5,12437,3465,EC,OC
415,207677,MBC,174.5,12438,1419,CS,MBC
416,293725,BC,174.5,12440,5901,EE,OC
417,293460,SCA,174.5,12442,1,BY,SCA
418,283478,BC,174.5,12443,2718,CB,BC
419,334338,MBC,174.5,12445,2620,EE,OC
420,224024,BC,174.5,12446,3830,EC,OC
421,270820,MBC,174.5,12449,1,XC,MBC
422,334524,BC,174.5,12451,5910,CS,OC
423,214341,SC,174.5,12452,2006,IM,SC
424,262129,BC,174.5,12453,2718,EE,OC
425,344023,MBC,174.5,12454,2615,EE,MBC
426,218179,BCM,174.5,12456,1,MI,BCM
427,315364,SC,174.5,12458,2005,EE,SC
428,282905,BC,174.5,12460,2025,EC,BC
429,303245,BC,174.5,12463,3819,EE,OC
430,251258,BC,174.5,12464,1399,CS,BC
431,233308,BC,174.5,12465,1399,EC,OC
432,307815,OC,174.5,12466,5901,EE,OC
433,348666,SC,174.5,12467A,1315,EC,SC
434,261808,BC,174.5,12468,2711,CS,BC
435,220522,BC,174.5,12470,2,AP,OC
436,251211,BC,174.5,12471,2005,CE,BC
437,204716,OC,174.5,12474,1324,CS,OC
438,357827,BC,174.5,12475,1013,ME,OC
439,222483,BC,174.5,12476,2739,EC,OC
440,291155,OC,174.5,12480,2618,CS,OC
441,245319,BC,174.5,12481,1211,BM,BC
442,244648,MBC,174.5,12483,2005,CE,MBC
443,248035,BC,174.5,12485,2722,EC,OC
444,298589,BC,174.5,12486,1304,AD,BC
445,290295,SC,174.5,12487,1315,EE,SC
446,352946,BC,174.5,12489,4,RP,BC
447,210894,MBC,174.5,12491,2007,CE,MBC
448,230429,MBC,174.5,12493,2006,PR,MBC
449,204516,BC,174.5,12494,2712,AE,BC
450,282979,BC,174.5,12496,2718,EE,OC
451,206144,OC,174.5,12498,2006,PS,OC
452,298171,BC,174.5,12500,2718,CJ,OC
453,309997,MBC,174.5,12503,2006,IY,MBC
454,272654,BCM,174.5,12504,2,PM,BCM
455,320185,MBC,174.5,12506,1219,EC,MBC
456,267498,MBC,174.5,12507,2007,CH,MBC
457,330567,MBC,174.5,12508,1237,CS,OC
458,301723,BCM,174.5,12509,5901,CE,OC
459,206717,BC,174.5,12510,2377,CE,BC
460,213309,BC,174.5,12514,2761,RM,OC
461,336473,BC,174.5,12515,1149,EC,OC
462,318909,BC,174.5,12517,4960,ME,OC
463,228823,BCM,174.5,12518,2718,CS,BCM
464,240850,OC,174.5,12519,1304,EC,OC
465,266946,BC,174.5,12520,2718,EE,OC
466,261546,BC,174.5,12523,2718,EE,OC
467,209632,BC,174.5,12524,2719,AD,OC
468,208851,MBC,174.5,12525,1,XC,MBC
469,210621,BC,174.5,12526,2722,CS,OC
470,200128,BC,174.5,12527,1210,CS,OC
471,256324,BC,174.5,12528,2764,CS,OC
472,343909,BC,174.5,12529,5010,CE,OC
473,232251,BC,174.5,12530,1399,EC,OC
474,259303,BC,174.5,12533,1399,CS,BC
475,242542,OC,174.5,12536,1113,CB,OC
476,220215,BC,174.5,12537,2711,CS,BC
477,271410,OC,174.5,12542,1317,IT,OC
478,251254,MBC,174.5,12548,1113,IT,MBC
479,292631,BC,174.5,12551,1211,BT,OC
480,241620,SC,174.5,12556,5008,EC,SC
481,254252,BC,174.5,12559,4960,EC,OC
482,205985,BC,174.5,12565,1399,MZ,OC
483,321781,BC,174.5,12567,1211,BM,BC
484,280234,OC,174.5,12568,1422,AD,OC
485,260524,BC,174.33333,12571,1210,AD,OC
486,307411,MBC,174.25,12573,1013,IT,OC
487,323834,SC,174.25,12574,5008,CE,SC
488,208730,BC,174,12576,2377,CE,BC
489,215415,BC,174,12577,1112,CS,OC
490,265746,MBC,174,12578,1113,CS,MBC
491,249279,BC,174,12579,3465,ME,OC
492,333729,MBC,174,12580,1,XM,MBC
493,228569,SC,174,12581,4,PR,SC
494,243674,BC,174,12582,2712,ME,OC
495,212307,BC,174,12583,2702,CS,BC
496,269248,BC,174,12586,2702,CS,BC
497,212856,MBC,174,12590,2,PP,MBC
498,273700,SC,174,12593,2,CH,SC
499,230465,BC,174,12595,2006,MY,BC
500,246814,SC,174,12597,1304,EC,OC
501,251499,BC,174,12598,2702,EC,OC
502,330352,BC,174,12599,4960,CS,BC
503,311756,BC,174,12600,2622,CS,OC
504,266612,BC,174,12601,2006,MY,BC
505,359457,BCM,174,12603,2622,IT,OC
506,212964,BC,174,12605,1399,CS,BC
507,217279,SC,174,12607,2712,BT,SC
508,303122,BC,174,12612,2718,MZ,OC
509,204794,BC,174,12613,2718,CB,BC
510,219857,BC,174,12614,1211,IT,BC
511,327058,BC,174,12615,1450,EE,OC
512,307030,MBC,174,12618,2715,EC,OC
513,228743,BC,174,12621,2722,CS,OC
514,267464,BC,174,12622,2711,CS,BC
515,319097,BC,174,12623,2711,IT,OC
516,237373,BC,174,12624,3819,CS,OC
517,203513,BC,174,12626,1317,IT,OC
518,211012,BC,174,12627,2718,EE,OC
519,231543,BC,174,12628,1324,CS,OC
520,244400,BC,174,12629,1304,AD,BC
521,220798,BC,174,12633,4960,EC,OC
522,221820,BC,174,12634,1399,EC,OC
523,207073,SC,174,12635,1419,CS,SC
524,220173,BC,174,12636,1450,ME,OC
525,214222,BC,174,12637,1210,CS,OC
526,263431,BC,174,12639,2005,CE,BC
527,275533,BC,174,12640,2,PP,BC
528,216841,BC,174,12642,2702,AD,OC
529,328599,BC,174,12643,5901,EE,OC
530,236172,SC,174,12644,2377,EC,SC
531,206375,OC,174,12645,1324,CS,OC
532,329487,BCM,174,12646,1211,BT,OC
533,235179,OC,174,12648,5008,CN,OC
534,226537,MBC,174,12650,1211,EC,OC
535,264174,BCM,174,12651,1211,AE,OC
536,217241,OC,174,12652,2,CR,OC
537,330429,BC,174,12654,1202,EC,OC
538,215354,BC,174,12659,2745,CS,OC
539,261281,BC,174,12660,2005,CE,BC
540,226763,MBC,174,12661,1219,EE,MBC
541,202787,MBC,174,12662,2711,CS,MBC
542,222789,BC,174,12663,2719,BM,OC
543,221188,BC,174,12664,2712,ME,OC
544,238164,OC,174,12665,1419,IT,OC
545,321666,BC,174,12666,1419,IT,OC
546,334250,BC,174,12668,1216,BM,OC
547,244037,BC,174,12669,4960,CS,BC
548,248096,BC,174,12670,1219,ME,BC
549,295671,SCA,174,12673,2729,AE,OC
550,208326,SC,174,12674,2007,EE,SC
551,205687,SC,174,12677,2005,CS,SC
552,247066,BC,174,12678A,2712,AE,BC
553,218692,BC,174,12680,2702,IT,OC
554,285877,MBC,174,12682,3011,CS,OC
555,264971,BC,174,12683,2712,EI,BC
556,323434,BC,174,12684,5901,EE,OC
557,232283,BC,174,12685,2702,CS,BC
558,239914,MBC,174,12686,2718,CS,MBC
559,210249,BC,174,12687,2712,MZ,BC
560,261174,BC,174,12690,1113,EC,BC
561,322569,BC,174,12691,2005,CE,BC
562,316318,BC,174,12692,2711,EI,OC
563,258782,MBC,174,12693,2005,IB,MBC
564,273503,MBC,174,12694,3011,IT,OC
565,321949,BC,174,12695,2702,CS,BC
566,202506,BC,174,12698,2722,CS,OC
567,231095,BC,174,12700,5008,CN,OC
568,249265,MBC,174,12704,2603,EC,OC
569,282712,MBC,174,12705,1315,CE,MBC
570,268985,MBC,174,12707,2712,EE,MBC
571,260201,MBC,174,12708,2615,EE,MBC
572,247009,SC,174,12710,2006,EM,SC
573,204377,BC,174,12712,2711,EC,OC
574,352664,BC,174,12713,4959,BT,OC
575,276033,SC,174,12718,2006,EM,SC
576,239490,BC,174,12719,1211,IT,BC
577,325664,BCM,174,12720,1219,EC,BCM
578,262648,MBC,174,12726,4974,CE,OC
579,338050,BCM,174,12727,2006,FY,OC
580,243093,BCM,174,12729,4960,BT,OC
581,212424,SC,174,12730,2377,CS,SC
582,227844,BC,174,12732,5901,EE,OC
583,225445,BC,174,12733,2702,AD,OC
584,222672,BC,174,12735,2615,ME,OC
585,284902,BCM,174,12737,2615,CS,BCM
586,233089,BC,174,12738,1211,EC,OC
587,276539,MBC,174,12739,2007,CH,MBC
588,322647,BC,174,12740,2025,EC,BC
589,250681,BC,174,12741,2607,EC,OC
590,288928,MBC,174,12742,2712,SE,MBC
591,221049,BC,174,12743,2712,ME,BC
