S NO,GENERAL RANK,AGGREGATE MARK,COLLEGE CODE,BRANCH CODE,ALLOTTED COMMUNITY
1948,2992,190.0,2007,EC,OC
1949,2994,190.0,1,CE,BC
1950,2995,190.0,5008,CM,BC
1951,2997,190.0,4,MF,BC
1952,2998,190.0,2007,CM,BC
1953,2999,190.0,1,CE,BC
1954,3000,190.0,2006,TX,OC
1955,3001,190.0,2007,EC,OC
1956,3003,190.0,2006,BY,OC
1957,3005,190.0,2006,EE,SCA
1958,3008,190.0,2006,MF,OC
1959,3009,190.0,1,CM,SC
1960,3012,190.0,5008,CM,BC
1961,3013,190.0,2,IS,BC
1962,3014,190.0,1219,CS,BC
1963,3015,190.0,1,CE,BC
1964,3016,190.0,2712,CS,OC
1965,3017,190.0,4,MF,BC
1966,3020,190.0,5008,CM,BC
1967,3022,190.0,5008,CM,BC
1968,3023,190.0,2006,EE,BCM
1969,3026,190.0,1317,CS,OC
1970,3027,190.0,1315,CH,OC
1971,3029,190.0,1219,CS,BC
1972,3031,190.0,2,PP,OC
1973,3032,190.0,1113,EC,OC
1974,3035,190.0,5008,CM,BC
1975,3036,190.0,2006,IY,OC
1976,3037,190.0,2007,IM,OC
1977,3038,190.0,2006,CM,BCM
1978,3040,190.0,1219,CS,BC
1979,3041,190.0,5008,CW,OC
1980,3042,190.0,1,MA,OC
1981,3043,190.0,2377,EE,OC
1982,3044,190.0,2006,RA,OC
1983,3046,190.0,2005,CS,BC
1984,3048,190.0,1219,CS,BC
1985,3050,190.0,2,IS,BC
1986,3051,190.0,1420,CS,OC
1987,3053,190.0,1219,CS,BC
1988,3054,190.0,5008,EE,OC
1989,3055,190.0,2006,MF,OC
1990,3058,190.0,2006,EC,BCM
1991,3059,190.0,2006,BS,BC
1992,3060,190.0,1219,CS,BC
1993,3061,190.0,2007,CM,BC
1994,3062,190.0,4,AU,OC
1995,3063,190.0,2005,IT,OC
1996,3065,190.0,5012,CC,BC
1997,3070,190.0,2007,EC,OC
1998,3072,190.0,2007,ME,OC
1999,3073,190.0,1113,CS,OC
2000,3074,190.0,5008,EC,BC
2001,3075,190.0,1113,CS,OC
2002,3076,190.0,1,CE,BC
2003,3078,190.0,1219,AD,OC
2004,3079,190.0,5008,CM,BC
2005,3080,190.0,1113,EC,OC
2006,3082,190.0,2006,BY,OC
2007,3083,190.0,1,CE,BC
2008,3084,190.0,2006,MF,OC
2009,3085,190.0,2005,EC,OC
2010,3086,190.0,4,EM,MBC
2011,3088,190.0,5008,CS,MBC
2012,3089,190.0,2377,EC,OC
2013,3090,190.0,2005,CS,BC
2014,3091,190.0,4,CS,SC
2015,3092,190.0,5010,CS,OC
2016,3093,190.0,1,GI,OC
2017,3095,190.0,1,IE,OC
2018,3096,190.0,5008,EC,BC
2019,3097,190.0,4,EM,MBC
2020,3098,190.0,2,CH,BC
2021,3100,190.0,4,IM,MBC
2022,3102,190.0,1211,CS,OC
2023,3104,190.0,5008,IM,OC
2024,3105,190.0,1,GI,OC
2025,3107,190.0,1,CM,SC
2026,3111,190.0,1219,IT,OC
2027,3112,190.0,2712,CS,OC
2028,3115,190.0,1211,BT,OC
2029,3116,190.0,2007,EE,OC
2030,3117,190.0,1419,CS,OC
2031,3118,190.0,2007,EC,OC
2032,3120,190.0,2007,EC,OC
2033,3122,190.0,1219,CS,BC
2034,3123,190.0,2,CH,BC
2035,3125,190.0,1450,EC,OC
2036,3126,190.0,1,IE,OC
2037,3128,190.0,4,AU,OC
2038,3130,190.0,2007,CM,BC
2039,3132,190.0,2006,MF,OC
2040,3133,190.0,2007,CM,BC
2041,3134,190.0,4,EM,MBC
2042,3135,190.0,1419,IT,OC
2043,3136,190.0,1,ME,SC
2044,3137,190.0,1,IE,OC
2045,3140,190.0,2007,CM,BC
2046,3141,190.0,5008,CM,BC
2047,3143,190.0,5008,CW,OC
2048,3146,190.0,1,ME,MBC
2049,3147,190.0,1,CE,BCM
2050,3149,190.0,1,MI,OC
2051,3150,190.0,4,IM,MBC
2052,3151,190.0,1211,BT,OC
2053,3152,190.0,2601,IT,OC
2054,3153,190.0,1,BY,MBC
2055,3155,190.0,2006,RA,OC
2056,3156,190.0,5008,EC,BC
2057,3157,190.0,2007,IM,OC
2058,3158,190.0,1315,EC,MBC
2059,3161,190.0,1,ME,MBC
2060,3162,190.0,1,ME,MBC
2061,3163,190.0,2007,IM,OC
2062,3165,190.0,2007,EC,BC
2063,3167,190.0,2005,CS,BC
2064,3174,190.0,2007,EE,OC
2065,3175,190.0,2006,EC,MBC
2066,3177,190.0,4,EM,BCM
2067,3180,190.0,2007,EC,BC
2068,3181,190.0,4,IM,MBC
2069,3182,190.0,2007,IM,OC
2070,3183,190.0,1315,CH,OC
2071,3184,190.0,5008,EE,OC
2072,3185,190.0,1219,CS,BC
2073,3187,190.0,5008,EC,BC
2074,3188,190.0,2006,TT,OC
2075,3189,190.0,5008,CM,BC
2076,3190,190.0,4,CS,SC
2077,3191,190.0,2006,BS,BC
2078,3192,190.0,2006,MF,OC
2079,3193,190.0,2006,IY,OC
2080,3195,190.0,5008,CM,BC
2081,3196,190.0,1,BY,MBC
2082,3197,190.0,2006,RA,OC
2083,3198,190.0,1219,CS,BC
2084,3199,190.0,1315,ME,BC
2085,3200,190.0,5008,IM,OC
2086,3201,190.0,2007,EM,OC
2087,3202,190.0,1315,ME,BC
2088,3203,190.0,1219,CS,BC
2089,3204,190.0,2006,IM,MBC
2090,3205,190.0,2005,EC,OC
2091,3207,190.0,1315,CH,OC
2092,3209,190.0,4,AU,OC
2093,3211,190.0,2005,CS,BC
2094,3216,190.0,5008,EC,BC
2095,3219,190.0,2,CL,OC
2096,3221,190.0,1113,IT,OC
2097,3222,190.0,2,FS,OC
2098,3223,190.0,2006,MF,OC
2099,3225,190.0,1219,EC,OC
2100,3227,190.0,2005,CS,BC
2101,3228,190.0,4,EM,BCM
2102,3230,190.0,1,CE,BC
2103,3231,190.0,1315,ME,BC
2104,3232,190.0,1,ME,MBC
2105,3234,190.0,4,AU,OC
2106,3236,190.0,2007,EC,BC
2107,3238,190.0,2006,EM,BCM
2108,3242,190.0,5008,IM,OC
2109,3243,190.0,1,CE,BC
2110,3244,190.0,4,AU,OC
2111,3246,190.0,1219,CS,BC
2112,3247,190.0,4,IM,MBC
2113,3248,190.0,1,CE,BCM
2114,3249,190.0,1315,EC,MBC
2115,3250,190.0,1315,CS,BCM
2116,3251,190.0,1219,CS,BC
2117,3252,190.0,4,AE,MBC
2118,3254,190.0,1450,CS,OC
2119,3255,190.0,1315,ME,BC
2120,3256,190.0,1,ME,MBC
2121,3259,190.0,2007,EC,BC
2122,3261,190.0,1315,CH,OC
2123,3262,190.0,1315,BM,BC
2124,3263,190.0,4,EM,MBC
2125,3264,190.0,5012,CC,BC
2126,3266,190.0,1419,EE,OC
2127,3267,190.0,2006,BS,BC
2128,3268,190.0,4,IM,MBC
2129,3270,190.0,1,EM,SC
2130,3271,190.0,5012,CC,BC
2131,3273,190.0,5008,CM,BC
2132,3274,190.0,4,EM,MBC
2133,3275,190.0,2377,EC,OC
2134,3276,190.0,2006,RA,OC
2135,3277,190.0,2005,EC,OC
2136,3282,190.0,1,IE,OC
2137,3284,190.0,2,CH,BC
2138,3286,190.0,1,CE,BC
2139,3287,190.0,2007,ME,OC
2140,3289,190.0,3011,PH,OC
2141,3291,190.0,2,CL,OC
2142,3293,190.0,2006,BY,OC
2143,3294,190.0,2006,MF,OC
2144,3295,190.0,2007,IM,OC
2145,3298,190.0,4,MF,BCM
2146,3299,190.0,2712,CS,OC
2147,3300,190.0,1304,EC,OC
2148,3301,190.0,1422,CS,OC
2149,3306,190.0,1315,ME,BC
2150,3307,190.0,2,FS,OC
2151,3308,190.0,1315,ME,BC
2152,3310,190.0,1306,BT,OC
2153,3314,190.0,1219,CS,BC
2154,3316,190.0,1219,EC,OC
2155,3317,190.0,2005,CS,BC
2156,3320,190.0,1,GI,BC
2157,3321,190.0,1,CE,SC
2158,3323,190.0,2007,IM,OC
2159,3325,190.0,2007,EC,BC
2160,3326,190.0,2712,CS,OC
2161,3328,190.0,2007,IM,OC
2162,3329,190.0,1315,ME,BC
2163,3330,190.0,1,MN,OC
2164,3332,190.0,1304,CS,OC
2165,3334,190.0,2005,CS,BC
2166,3335,190.0,1399,MZ,OC
2167,3337,190.0,5012,CC,BC
2168,3338,190.0,2006,MF,BC
2169,3339,190.0,1219,BT,OC
2170,3340,190.0,5008,IM,OC
2171,3341,190.0,2007,IM,OC
2172,3342,190.0,1113,CS,OC
2173,3343,190.0,1315,EC,BCM
2174,3346,190.0,4,AU,OC
2175,3348,190.0,2006,EC,MBC
2176,3351,190.0,2006,ES,OC
2177,3352,190.0,1315,BM,BC
2178,3353,190.0,2005,CS,BC
2179,3354,190.0,5008,EC,BC
2180,3356,190.0,4,PR,OC
2181,3357,190.0,2007,EC,BC
2182,3360,190.0,1399,CS,OC
2183,3363,190.0,4,IM,MBC
2184,3366,190.0,1211,EC,OC
2185,3367,190.0,2,CL,OC
2186,3368,190.0,2712,CS,OC
2187,3369,190.0,2006,EC,MBC
2188,3371,190.0,1,CM,SC
2189,3373,190.0,1304,CS,OC
2190,3374,190.0,2006,EC,SC
2191,3376,190.0,5008,IM,OC
2192,3377,190.0,1,ME,MBC
2193,3378,190.0,2005,CS,BC
2194,3380,190.0,2006,MF,BC
2195,3381,190.0,1219,IT,OC
2196,3382,190.0,2005,CS,BC
2197,3383,190.0,1419,CS,OC
2198,3384,190.0,4,EM,MBC
2199,3385,190.0,2,PM,OC
2200,3386,190.0,2007,IM,OC
2201,3387,190.0,4,RP,OC
2202,3388,190.0,4,EI,BCM
2203,3389,190.0,1,ME,MBC
2204,3393,190.0,4,EM,MBC
2205,3394,190.0,2006,CE,OC
2206,3395,190.0,2006,MF,BC
2207,3396,190.0,1315,CH,OC
2208,3397,190.0,2,CH,BC
2209,3402,190.0,4,EM,MBC
2210,3403,190.0,1315,ME,MBC
2211,3404,190.0,1,GI,BC
2212,3405,190.0,4,IM,MBC
2213,3406,190.0,1211,EC,OC
2214,3407,190.0,2377,EC,OC
2215,3408,190.0,4,AU,OC
2216,3409,190.0,1315,CH,OC
2217,3411,190.0,1315,ME,BC
2218,3412,190.0,2007,EM,OC
2219,3413,190.0,1315,ME,BC
2220,3415,190.0,1,ME,MBC
2221,3419,190.0,1,MN,OC
2222,3420,190.0,1419,CS,OC
2223,3423,190.0,2006,BS,BC
2224,3425,190.0,1,ME,MBC
2225,3426,190.0,5008,IM,OC
2226,3427,190.0,2007,EC,BC
2227,3428,190.0,2007,EE,OC
2228,3429,190.0,1,IE,OC
2229,3430,190.0,1,MN,OC
2230,3432,190.0,4,EM,MBC
2231,3433,190.0,5901,CS,OC
2232,3435,190.0,1317,CS,OC
2233,3437,190.0,1315,ME,BC
2234,3438,190.0,2005,EC,OC
2235,3439,190.0,5012,CC,BC
2236,3440,190.0,2622,CS,OC
2237,3441,190.0,2005,CS,BC
2238,3442,190.0,2005,CS,BC
2239,3444,190.0,2005,IT,OC
2240,3446,189.8,1,EE,SC
2241,3449,189.8,1,GI,BC
2242,3452,189.8,4,IM,MBC
2243,3453,189.8,2006,EC,MBC
2244,3454,189.8,4,IM,MBC
2245,3455,189.8,2005,EC,OC
2246,3456,189.8,4,CS,SC
2247,3457,189.7,4,IM,MBC
2248,3458,189.7,2007,EC,BC
2249,3459,189.5,4,IM,MBC
2250,3460,189.5,1,IE,BC
2251,3461,189.5,2702,IT,OC
2252,3462,189.5,2006,RA,OC
2253,3463,189.5,2007,EC,BC
2254,3464,189.5,4,EM,MBC
2255,3465,189.5,2006,EC,MBC
2256,3467,189.5,2006,ME,SCA
2257,3468,189.5,5008,IM,OC
2258,3469,189.5,5008,EM,OC
2259,3470,189.5,4,IM,MBC
2260,3471,189.5,2006,IM,MBC
2261,3472,189.5,2615,EE,OC
2262,3473,189.5,2377,EC,OC
2263,3475,189.5,1309,EC,OC
2264,3476,189.5,4,IM,MBC
2265,3477,189.5,2006,IM,BCM
2266,3479,189.5,1,GI,MBC
2267,3480,189.5,2007,EC,BC
2268,3482,189.5,2006,IY,OC
2269,3483,189.5,4,EM,MBC
2270,3484,189.5,1315,EC,MBC
2271,3485,189.5,2007,EC,BC
2272,3488,189.5,2007,EC,BC
2273,3489,189.5,5008,EM,OC
2274,3490,189.5,2006,EE,MBC
2275,3492,189.5,2007,EC,BC
2276,3493,189.5,4,AE,BCM
2277,3496,189.5,2007,CS,MBC
2278,3498,189.5,2007,EC,BC
2279,3499,189.5,1,EE,SC
2280,3500,189.5,2,PP,OC
2281,3501,189.5,4,IM,MBC
2282,3502,189.5,2,FS,OC
2283,3504,189.5,2734,CS,OC
2284,3505,189.5,4,EM,MBC
2285,3509,189.5,2005,CS,BC
2286,3510,189.5,2006,EC,MBC
2287,3511,189.5,2006,EC,MBC
2288,3512,189.5,1,GI,BC
2289,3514,189.5,2005,EC,OC
2290,3517,189.5,2005,EI,OC
2291,3518,189.5,4,EC,SC
2292,3519,189.5,4,IM,MBC
2293,3520,189.5,2006,CE,BC
2294,3521,189.5,2,CL,OC
2295,3522,189.5,1399,ME,OC
2296,3524,189.5,1,ME,SC
2297,3528,189.5,2712,CS,OC
2298,3529,189.5,2007,EC,BC
2299,3530,189.5,2005,EC,OC
2300,3531,189.5,4,IM,MBC
2301,3532,189.5,2006,BS,BC
2302,3534,189.5,2006,BS,BC
2303,3535,189.5,1315,ME,BC
2304,3536,189.5,2,PM,OC
2305,3537,189.5,2005,IT,OC
2306,3538,189.5,1315,ME,BC
2307,3539,189.5,1,ME,MBC
2308,3541,189.5,5008,ME,OC
2309,3542,189.5,2007,EE,OC
2310,3543,189.5,1315,ME,BC
2311,3545,189.5,2712,CS,OC
2312,3546,189.5,2,CL,OC
2313,3548,189.5,1,BY,MBC
2314,3549,189.5,1304,EC,OC
2315,3550,189.5,5901,CS,OC
2316,3552,189.5,2006,EC,MBC
2317,3553,189.5,1315,IT,MBC
2318,3554,189.5,2712,EE,OC
2319,3555,189.5,5008,IM,OC
2320,3556,189.5,1315,EC,MBC
2321,3557,189.5,2007,EE,OC
2322,3563,189.5,2005,CS,MBC
2323,3564,189.5,2006,BS,MBC
2324,3565,189.5,2006,MF,BC
2325,3566,189.5,2006,CE,BC
2326,3567,189.5,1219,AD,OC
2327,3568,189.5,2,CL,OC
2328,3572,189.5,5008,EC,BC
2329,3573,189.5,1315,IT,MBC
2330,3574,189.5,1,ME,MBC
2331,3575,189.5,2006,BY,OC
2332,3576,189.5,1,EM,SC
2333,3577,189.5,5008,EC,BC
2334,3580,189.5,1317,CS,OC
2335,3581,189.5,2007,EM,OC
2336,3582,189.5,1399,CS,OC
2337,3584,189.5,2006,MT,OC
2338,3585,189.5,4,EC,SC
2339,3587,189.5,5008,CS,MBC
2340,3590,189.5,2007,IM,BC
2341,3593,189.5,2005,EC,OC
2342,3594,189.5,1315,CE,OC
2343,3595,189.5,5008,EE,OC
2344,3596,189.5,1315,ME,BC
2345,3599,189.5,4,AU,OC
2346,3600,189.5,2377,EC,OC
2347,3603,189.5,1317,CS,OC
2348,3604,189.5,1315,ME,BC
2349,3605,189.5,1,ME,MBC
2350,3606,189.5,1,CM,SC
2351,3607,189.5,2006,BY,OC
2352,3608,189.5,2006,MS,OC
2353,3609,189.5,2005,IT,OC
2354,3610,189.5,2,CH,MBC
2355,3612,189.5,2005,IB,OC
2356,3613,189.5,1399,AD,OC
2357,3614,189.5,2007,ME,OC
2358,3615,189.5,2006,BS,BC
2359,3618,189.5,4,EM,MBC
2360,3619,189.5,2006,BS,BC
2361,3621,189.5,1219,CS,BC
2362,3626,189.5,1219,IT,OC
2363,3627,189.5,1315,IT,MBC
2364,3628,189.5,2377,EC,OC
2365,3632,189.5,1,CM,SC
2366,3633,189.5,2007,IM,BC
2367,3634,189.5,4,AE,MBC
2368,3635,189.5,2007,IM,BC
2369,3636,189.5,1315,ME,MBC
2370,3637,189.5,1219,CS,BC
2371,3641,189.5,2006,MF,BC
2372,3642,189.5,4,EC,SC
2373,3644,189.5,4,AU,OC
2374,3646,189.5,2005,IT,OC
2375,3650,189.5,2007,IM,BC
2376,3651,189.5,1315,ME,BC
2377,3653,189.5,2007,EM,OC
2378,3654,189.5,2006,MF,BC
2379,3655,189.5,2007,IM,BC
2380,3656,189.5,1,MA,OC
2381,3657,189.5,1315,IT,MBC
2382,3658,189.5,2005,EC,OC
2383,3659,189.5,2006,EE,MBC
2384,3661,189.5,1219,EC,OC
2385,3664,189.5,5008,IM,OC
2386,3665,189.5,2007,EM,OC
2387,3666,189.5,1,BY,BCM
2388,3667,189.5,2006,MF,BC
2389,3668,189.5,4,EM,MBC
2390,3674,189.5,5012,CC,BCM
2391,3675,189.5,2007,EM,OC
2392,3678,189.5,5008,IM,OC
2393,3679,189.5,1219,EC,OC
2394,3682,189.5,1304,AD,OC
2395,3685,189.5,2006,IM,BCM
2396,3686,189.5,2007,IM,BC
2397,3687,189.5,2005,CS,BC
2398,3689,189.5,2377,EC,BC
2399,3690,189.5,2006,RA,BC
2400,3691,189.5,2712,EE,OC
2401,3692,189.5,2,CL,OC
2402,3693,189.5,2007,CH,OC
2403,3694,189.5,5008,IM,OC
2404,3695,189.5,4,AE,BCM
2405,3696,189.5,5008,CS,BCM
2406,3698,189.5,2608,EE,OC
2407,3699,189.5,1210,CS,OC
2408,3700,189.5,2712,EC,OC
2409,3701,189.5,1315,CH,OC
2410,3702,189.5,4971,CS,OC
2411,3703,189.5,1315,IT,MBC
2412,3704,189.5,4,EM,MBC
2413,3707,189.5,4,EM,MBC
2414,3708,189.5,2007,EE,OC
2415,3709,189.5,2,CL,OC
2416,3711,189.5,5008,EC,BC
2417,3713,189.5,2007,EM,OC
2418,3714,189.5,2005,CS,BC
2419,3715,189.5,2007,EE,OC
2420,3717,189.5,2007,EM,OC
2421,3718,189.5,1113,EC,OC
2422,3720,189.5,5012,CC,MBC
2423,3721,189.5,1,GI,MBC
2424,3722,189.5,1315,BM,BC
2425,3726,189.3,4,EM,MBC
2426,3730,189.2,2712,CS,OC
2427,3731,189.2,5008,EC,BC
2428,3733,189.2,5008,EC,SC
2429,3734,189.2,2006,ME,MBC
2430,3736,189.2,2025,CS,OC
2431,3737,189.2,2712,CS,OC
2432,3738,189.0,4,EM,MBC
2433,3739,189.0,1219,EC,OC
2434,3741,189.0,2006,MF,BC
2435,3742,189.0,2712,EE,OC
2436,3743,189.0,2005,EC,OC
2437,3746,189.0,2006,CE,BC
2438,3747,189.0,2,CL,OC
2439,3749,189.0,2005,IT,OC
2440,3750,189.0,5008,CW,OC
2441,3752,189.0,2006,RA,BC
2442,3753,189.0,2,PM,OC
2443,3756,189.0,1219,EC,OC
2444,3757,189.0,2610,AD,OC
2445,3759,189.0,5008,EM,OC
2446,3761,189.0,2712,CS,OC
2447,3762,189.0,2007,EC,MBC
2448,3763,189.0,1219,CS,BC
2449,3765,189.0,2007,IM,BC
2450,3766,189.0,4,EM,MBC
2451,3767,189.0,2712,CS,OC
2452,3768,189.0,2615,CS,OC
2453,3769,189.0,4,EI,MBC
2454,3770,189.0,2,CL,OC
2455,3772,189.0,2007,EC,MBC
2456,3773,189.0,4,MF,MBC
2457,3777,189.0,1315,IT,MBC
2458,3778,189.0,2007,EE,OC
2459,3779,189.0,2005,IT,OC
2460,3780,189.0,2007,IM,BC
2461,3781,189.0,2722,CS,OC
2462,3785,189.0,4,EM,MBC
2463,3786,189.0,2005,IT,OC
2464,3788,189.0,1,EE,SC
2465,3789,189.0,5008,EM,OC
2466,3790,189.0,2007,EM,OC
2467,3791,189.0,2005,EC,OC
2468,3792,189.0,5008,EM,OC
2469,3793,189.0,2006,RA,BC
2470,3795,189.0,4,PR,OC
2471,3799,189.0,2005,IT,OC
2472,3800,189.0,2007,EE,OC
2473,3801,189.0,5008,CW,OC
2474,3802,189.0,4974,EC,OC
2475,3803,189.0,2007,EE,OC
2476,3804,189.0,2006,EM,MBC
2477,3805,189.0,2006,EC,SC
2478,3806,189.0,2006,BY,OC
2479,3808,189.0,2005,EC,OC
2480,3810,189.0,1,MN,OC
2481,3811,189.0,1,GI,BC
2482,3813,189.0,2007,IM,BC
2483,3815,189.0,1219,EC,OC
2484,3819,189.0,4,AU,OC
2485,3820,189.0,1219,CS,BC
2486,3822,189.0,2006,IM,BCM
2487,3823,189.0,5008,EM,OC
2488,3824,189.0,2006,RA,BC
2489,3825,189.0,1315,CH,OC
2490,3826,189.0,5008,EE,OC
2491,3827,189.0,1219,AD,OC
2492,3830,189.0,1315,BM,BC
2493,3831,189.0,2377,EC,BC
2494,3834,189.0,1211,CS,OC
2495,3838,189.0,1315,ME,BC
2496,3839,189.0,2007,IM,BC
2497,3841,189.0,2,CL,BC
2498,3842,189.0,2377,EC,BC
2499,3843,189.0,2005,IT,OC
2500,3844,189.0,4,EM,MBC
2501,3845,189.0,2005,EC,OC
2502,3847,189.0,5008,CW,OC
2503,3848,189.0,1,CM,SC
2504,3851,189.0,4,MF,BCM
2505,3852,189.0,2752,CS,OC
2506,3853,189.0,1315,BM,BC
2507,3854,189.0,1,CM,SC
2508,3855,189.0,2005,EC,OC
2509,3859,189.0,2007,CS,MBC
2510,3860,189.0,2006,EM,MBC
2511,3861,189.0,2007,EM,OC
2512,3862,189.0,2005,IT,OC
2513,3864,189.0,2,CL,BC
2514,3867,189.0,1315,ME,BC
2515,3869,189.0,1219,EC,OC
2516,3871,189.0,1315,IT,MBC
2517,3872,189.0,1315,ME,BC
2518,3874,189.0,2006,BS,BC
2519,3875,189.0,2006,IM,MBC
2520,3876,189.0,2005,EC,BC
2521,3880,189.0,2006,TX,OC
2522,3881,189.0,4,AU,OC
2523,3882,189.0,2006,BY,OC
2524,3886,189.0,1315,IT,MBC
2525,3888,189.0,5008,IM,OC
2526,3889,189.0,2005,IT,OC
2527,3890,189.0,1211,EC,OC
2528,3891,189.0,1317,CS,OC
2529,3893,189.0,2006,RA,BC
2530,3894,189.0,1315,IT,BCM
2531,3896,189.0,1,GI,BC
2532,3897,189.0,2006,IM,MBC
2533,3898,189.0,2007,EC,BCM
2534,3899,189.0,1219,EC,OC
2535,3900,189.0,2005,IT,OC
2536,3901,189.0,2006,BS,MBC
2537,3902,189.0,2005,IT,OC
2538,3903,189.0,5008,IM,OC
2539,3904,189.0,2005,IT,OC
2540,3906,189.0,4,AE,SC
2541,3907,189.0,1315,IT,MBC
2542,3908,189.0,1219,CS,BC
2543,3909,189.0,4,MF,MBC
2544,3910,189.0,4,RP,OC
2545,3911,189.0,2007,EM,OC
2546,3914,189.0,2006,BY,BC
2547,3917,189.0,2007,EM,BC
2548,3918,189.0,1,EC,ST
2549,3919,189.0,5008,EM,OC
2550,3920,189.0,1315,CS,SC
2551,3921,189.0,2025,CS,OC
2552,3923,189.0,2006,CE,BC
2553,3927,189.0,5012,CC,BC
2554,3928,189.0,4,PR,OC
2555,3929,189.0,1315,BM,BC
2556,3932,189.0,1316,EC,OC
2557,3933,189.0,2005,EC,BC
2558,3934,189.0,1219,EC,OC
2559,3939,189.0,2,IB,SC
2560,3944,189.0,2006,RA,BC
2561,3947,189.0,5008,EM,OC
2562,3948,189.0,2025,ME,OC
2563,3949,189.0,1,MN,OC
2564,3953,189.0,1399,CS,OC
2565,3955,189.0,1,MA,OC
2566,3957,189.0,2005,ME,OC
2567,3958,189.0,4,EI,MBC
2568,3960,189.0,2006,MF,BC
2569,3964,189.0,5008,IM,OC
2570,3965,189.0,4,EI,MBC
2571,3966,189.0,1219,EC,OC
2572,3967,189.0,2006,MF,BC
2573,3968,189.0,2377,EC,BC
2574,3969,189.0,1315,IT,BCM
2575,3971,189.0,5008,ME,OC
2576,3972,189.0,4,PR,OC
2577,3973,189.0,1219,EC,OC
2578,3974,189.0,5008,EM,OC
2579,3976,189.0,2006,MF,BC
2580,3977,189.0,5008,EM,OC
2581,3982,189.0,5008,IM,OC
2582,3983,189.0,1219,IT,OC
2583,3984,189.0,1315,EC,BCM
2584,3986,189.0,2007,EM,BC
2585,3987,189.0,2005,IB,OC
2586,3988,189.0,1219,AD,OC
2587,3989,189.0,5008,EM,OC
2588,3991,189.0,2751,AD,OC
2589,3992,189.0,4,EI,BCM
2590,3993,189.0,2006,BY,BC
2591,3994,189.0,4,AU,OC
2592,3995,189.0,1,IE,BC
2593,3998,189.0,5008,ME,OC
2594,3999,189.0,5008,EE,OC
2595,4000,189.0,2006,MS,OC
2596,4003,189.0,2006,RA,BC
2597,4004,189.0,2006,EC,SC
2598,4005,189.0,1219,IT,OC
2599,4009,189.0,2005,IT,OC
2600,4010,189.0,1315,IT,MBC
2601,4013,189.0,1304,IT,OC
2602,4014,189.0,1304,CS,OC
2603,4015,189.0,2006,EM,MBC
2604,4016,189.0,2007,EM,BC
2605,4017,189.0,1219,IT,OC
2606,4021,189.0,2712,CS,OC
2607,4024,189.0,5008,IM,OC
2608,4025,189.0,1324,CS,OC
2609,4026,189.0,2005,EC,BC
2610,4027,189.0,2005,IT,BC
2611,4028,189.0,2007,ME,OC
2612,4029,189.0,5008,CW,OC
2613,4030,189.0,5012,CC,BC
2614,4031,189.0,4,PR,OC
2615,4032,189.0,2006,CE,BC
2616,4036,189.0,2377,EC,BC
2617,4038,189.0,2377,EC,BC
2618,4039,189.0,1219,IT,OC
2619,4040,189.0,1,IE,BC
2620,4041,189.0,2007,CS,BCM
2621,4044,189.0,2006,BY,BC
2622,4047,189.0,2,CL,BC
2623,4049,189.0,1,BY,MBC
2624,4050,189.0,1219,EE,OC
2625,4051,189.0,2006,IM,MBC
2626,4052,189.0,1,CM,SC
2627,4053,189.0,4,AE,MBC
2628,4054,189.0,2,CR,OC
2629,4055,189.0,1,MN,OC
2630,4057,189.0,1128,AD,OC
2631,4058,189.0,1219,BT,OC
2632,4059,189.0,1,IE,BC
2633,4065,189.0,4,EC,SC
2634,4068,189.0,1315,CE,OC
2635,4069,189.0,1309,EC,OC
2636,4070,189.0,1315,CH,OC
2637,4072,189.0,1,GI,BC
2638,4073,189.0,1219,IT,OC
2639,4076,189.0,2006,PR,OC
2640,4079,189.0,4,EC,SC
2641,4080,189.0,5,CS,OC
2642,4082,189.0,2006,IY,OC
2643,4083,189.0,2006,IM,MBC
2644,4084,189.0,2377,CS,BCM
2645,4085,189.0,5008,EM,BC
2646,4087,189.0,2006,RA,BC
2647,4088,189.0,2006,ES,OC
2648,4089,189.0,1304,EC,OC
2649,4091,189.0,3011,BT,OC
2650,4092,188.8,1,XC,OC
2651,4093,188.8,2,IB,SC
2652,4094,188.8,2712,CS,OC
2653,4095,188.8,2614,IT,OC
2654,4096,188.8,1315,EC,MBC
2655,4100,188.5,2712,CS,OC
2656,4102,188.5,5008,IM,OC
2657,4104,188.5,1,CM,SC
2658,4105,188.5,1219,CS,MBC
2659,4107,188.5,1,MN,OC
2660,4108,188.5,1315,CH,BC
2661,4109,188.5,5008,EE,OC
2662,4110,188.5,2006,MS,OC
2663,4112,188.5,2006,RA,BC
2664,4114,188.5,2712,CS,OC
2665,4115,188.5,2005,IT,BC
2666,4116,188.5,5008,EE,OC
2667,4119,188.5,4,AU,OC
2668,4120,188.5,4,CM,SC
2669,4121,188.5,5008,IM,OC
2670,4122,188.5,1399,CS,OC
2671,4125,188.5,2005,ME,OC
2672,4128,188.5,4,PR,OC
2673,4130,188.5,2007,EE,OC
2674,4132,188.5,2377,EC,BC
2675,4133,188.5,2006,ES,OC
2676,4136,188.5,2005,EC,BC
2677,4137,188.5,1219,IT,OC
2678,4138,188.5,2007,EE,OC
2679,4139,188.5,4,AU,BC
2680,4140,188.5,1315,ME,BCM
2681,4143,188.5,5008,ME,OC
2682,4144,188.5,2006,CE,BC
2683,4146,188.5,1014,EC,OC
