S NO,GENERAL RANK,AGGREGATE MARK,COLLEGE CODE,BRANCH CODE,ALLOTTED COMMUNITY
3848,6020,185.0,1399,CS,OC
3849,6022,185.0,1219,ME,OC
3850,6023,185.0,2718,IT,OC
3851,6024,185.0,1419,AD,OC
3852,6025,185.0,2615,CS,OC
3853,6032,185.0,1,MN,BC
3854,6034,185.0,2005,IT,MBC
3855,6035,185.0,2006,ES,BC
3856,6040,185.0,1113,CS,OC
3857,6042,185.0,5901,CS,OC
3858,6043,185.0,5008,EC,MBC
3859,6044,185.0,2007,CH,OC
3860,6045,185.0,2006,MT,OC
3861,6046,185.0,1399,CS,OC
3862,6047,185.0,2006,CE,MBC
3863,6049,185.0,2005,CE,OC
3864,6052,185.0,1419,CS,OC
3865,6053,185.0,4,AU,SC
3866,6054,185.0,2712,EC,BC
3867,6056,185.0,2615,CS,OC
3868,6058,185.0,2005,EE,BC
3869,6059,185.0,2006,EC,SC
3870,6060,185.0,2712,AE,OC
3871,6061,185.0,4,AU,MBC
3872,6062,185.0,5008,EC,BCM
3873,6065,185.0,1399,CS,OC
3874,6067,185.0,2006,CN,OC
3875,6068,185.0,1,EM,SC
3876,6069,185.0,2025,CS,OC
3877,6070,185.0,4,CM,SC
3878,6071,185.0,1,EM,SC
3879,6072,185.0,2007,IM,MBC
3880,6073,185.0,2377,CS,MBC
3881,6077,185.0,2006,CN,BC
3882,6080,185.0,4,AE,SC
3883,6081,185.0,4,AS,OC
3884,6082,185.0,2006,CN,BC
3885,6083,185.0,2007,CL,OC
3886,6085,185.0,2718,CS,OC
3887,6089,185.0,2007,CE,OC
3888,6092,185.0,1450,EE,OC
3889,6097,185.0,1219,CS,MBC
3890,6098,185.0,4974,CS,OC
3891,6099,185.0,2005,EE,BC
3892,6100,185.0,4023,CE,OC
3893,6105,185.0,2,FS,BC
3894,6108,185.0,2718,CS,OC
3895,6111,185.0,2,PP,OC
3896,6112,185.0,5008,CM,MBC
3897,6113,185.0,1219,CS,MBC
3898,6114,185.0,3011,EC,OC
3899,6115,185.0,2025,CS,OC
3900,6118,185.0,1219,CS,BCM
3901,6120,185.0,1505,EE,OC
3902,6121,185.0,2702,CS,OC
3903,6123,185.0,1399,CS,OC
3904,6124,185.0,5901,CS,OC
3905,6125,185.0,1,MN,BC
3906,6126,185.0,5008,EY,OC
3907,6127,185.0,2005,EC,SC
3908,6132,185.0,2712,BT,OC
3909,6134,185.0,2007,ME,OC
3910,6135,185.0,2006,CN,BC
3911,6137,185.0,2712,EC,BC
3912,6139,185.0,1399,AD,OC
3913,6140,185.0,2005,EE,BC
3914,6141,185.0,1,MA,BC
3915,6142,185.0,2006,FY,OC
3916,6144,185.0,2007,ME,BC
3917,6146,185.0,1304,EC,OC
3918,6148,185.0,1317,BT,OC
3919,6149,185.0,2,FS,BC
3920,6151,185.0,5008,ME,BC
3921,6154,185.0,1,GI,MBC
3922,6156,185.0,2718,CS,OC
3923,6157,185.0,4960,EC,OC
3924,6159,185.0,1211,CS,OC
3925,6161,185.0,2615,CS,BC
3926,6162,185.0,2615,CS,BC
3927,6163,185.0,1219,ME,OC
3928,6164,185.0,1,MI,OC
3929,6168,185.0,2718,CS,OC
3930,6169,185.0,1316,CS,OC
3931,6172,185.0,2712,BT,OC
3932,6174,185.0,2,FS,BC
3933,6179,185.0,1219,ME,OC
3934,6183,185.0,2,PM,OC
3935,6184,185.0,1419,CS,OC
3936,6185,185.0,4,PR,BC
3937,6188,185.0,2006,BS,BCM
3938,6190,185.0,1304,CS,OC
3939,6191,185.0,5012,CC,MBC
3940,6196,185.0,2722,EC,OC
3941,6198,185.0,2,PM,OC
3942,6199,185.0,4,RP,OC
3943,6204,185.0,4960,AD,OC
3944,6209,185.0,1,MA,BC
3945,6211,185.0,1304,CS,OC
3946,6212,185.0,2006,IY,BC
3947,6213,185.0,1315,EE,MBC
3948,6214,185.0,2653,CS,OC
3949,6216,185.0,1219,EC,BC
3950,6218,185.0,1,EM,SC
3951,6221,185.0,1304,CS,OC
3952,6222,185.0,1450,EC,OC
3953,6225,185.0,2,IS,BCM
3954,6226,185.0,1422,EC,OC
3955,6230,185.0,2007,EY,OC
3956,6232,185.0,4960,BT,OC
3957,6234,185.0,1219,CS,MBC
3958,6235,185.0,1,MN,BC
3959,6236,185.0,1399,CS,OC
3960,6238,185.0,1219,ME,OC
3961,6243,185.0,1,MI,BC
3962,6245,185.0,2,CH,MBC
3963,6246,185.0,1211,BM,OC
3964,6247,185.0,4,AE,SC
3965,6248,185.0,2007,CH,OC
3966,6249,185.0,1,EM,SC
3967,6251,185.0,1399,CS,OC
3968,6254,185.0,5008,MF,OC
3969,6255,184.8,5,ME,OC
3970,6256,184.8,2007,ME,BC
3971,6257,184.8,2718,CS,OC
3972,6259,184.8,2005,EC,SC
3973,6262,184.5,2005,CE,OC
3974,6264,184.5,2718,CS,OC
3975,6265,184.5,2615,CS,BC
3976,6267,184.5,1113,EE,OC
3977,6269,184.5,2007,ME,BC
3978,6271,184.5,2005,EC,MBC
3979,6272,184.5,1219,CS,MBC
3980,6273,184.5,2005,EC,MBC
3981,6275,184.5,2006,IY,BC
3982,6276,184.5,2711,CS,OC
3983,6278,184.5,2005,EE,BC
3984,6279,184.5,2006,CE,MBC
3985,6280,184.5,2712,SE,OC
3986,6282,184.5,2369,EE,OC
3987,6284,184.5,1113,CS,OC
3988,6285,184.5,5008,EY,OC
3989,6288,184.5,2718,CS,OC
3990,6291,184.5,1,ME,SC
3991,6292,184.5,1504,IT,OC
3992,6293,184.5,1317,CS,BC
3993,6294,184.5,1315,CE,BC
3994,6297,184.5,2711,EC,OC
3995,6298,184.5,1,MN,MBC
3996,6299,184.5,1,MN,BC
3997,6300,184.5,4980,CS,OC
3998,6302,184.5,2718,CS,OC
3999,6304,184.5,2712,AD,BC
4000,6305,184.5,5008,CM,BCM
4001,6308,184.5,5008,CS,SC
4002,6311,184.5,1317,CS,BC
4003,6312,184.5,2007,CE,OC
4004,6316,184.5,2025,EC,OC
4005,6317,184.5,5008,EY,OC
4006,6320,184.5,2005,EE,BC
4007,6321,184.5,1,MN,BC
4008,6322,184.5,4,PR,BC
4009,6325,184.5,4,AS,OC
4010,6327,184.5,2712,BT,BC
4011,6328,184.5,1315,EE,MBC
4012,6329,184.5,2712,AD,BC
4013,6332,184.5,2377,CS,MBC
4014,6336,184.5,2005,CE,OC
4015,6337,184.5,1304,CS,OC
4016,6338,184.5,1315,EE,MBC
4017,6339,184.5,1,MN,MBC
4018,6341,184.5,2007,EC,MBC
4019,6344,184.5,2007,CE,OC
4020,6345,184.5,2006,MF,MBC
4021,6346,184.5,2007,ME,BC
4022,6347,184.5,5008,CM,MBC
4023,6349,184.5,2006,CN,BC
4024,6350,184.5,2007,EM,BCM
4025,6353,184.5,2007,EY,BC
4026,6354,184.5,1315,EE,MBC
4027,6355,184.5,2005,IT,MBC
4028,6357,184.5,2712,EE,OC
4029,6358,184.5,2718,CS,OC
4030,6359,184.5,2712,EC,BC
4031,6361,184.5,2718,EC,OC
4032,6362,184.5,1315,EE,MBC
4033,6363,184.5,2005,EE,BC
4034,6364,184.5,2,CL,BCM
4035,6365,184.5,1419,CS,OC
4036,6367,184.5,2377,EE,BC
4037,6368,184.5,1219,EC,BC
4038,6371,184.5,5008,EC,MBC
4039,6372,184.5,1419,EC,OC
4040,6374,184.5,1419,CS,OC
4041,6375,184.5,1211,CS,OC
4042,6376,184.5,4960,EC,OC
4043,6377,184.5,1315,CE,BC
4044,6378,184.5,2006,CM,SC
4045,6381,184.5,2006,PR,OC
4046,6382,184.5,2007,CH,OC
4047,6383,184.5,2377,ME,OC
4048,6385,184.5,1304,CS,OC
4049,6386,184.5,2712,EC,BC
4050,6387,184.5,2005,EI,OC
4051,6390,184.5,5008,EY,OC
4052,6393,184.5,1219,EC,BC
4053,6394,184.5,1,ME,SC
4054,6395,184.5,4,AS,OC
4055,6398,184.5,1219,EC,BC
4056,6399,184.5,1399,EC,OC
4057,6401,184.5,3465,EC,OC
4058,6404,184.5,2006,IY,BC
4059,6405,184.5,5008,EY,OC
4060,6406,184.5,2006,CE,MBC
4061,6409,184.5,2745,AD,OC
4062,6411,184.5,2711,CS,OC
4063,6412,184.5,2712,AE,OC
4064,6415,184.5,2007,CS,BCM
4065,6419,184.5,2712,CS,MBC
4066,6424,184.5,2025,CS,OC
4067,6427,184.5,2006,MS,BC
4068,6428,184.5,5008,MG,OC
4069,6429,184.5,2377,ME,OC
4070,6430,184.5,1317,CS,BC
4071,6431,184.5,1113,CS,OC
4072,6432,184.5,1219,CS,MBC
4073,6435,184.5,4974,CS,OC
4074,6438,184.5,5901,EC,OC
4075,6439,184.5,4,PR,BC
4076,6440,184.5,1399,EC,OC
4077,6442,184.5,2712,AD,BC
4078,6443,184.5,1219,BT,BC
4079,6445,184.5,2007,IM,MBC
4080,6446,184.5,1211,CS,OC
4081,6449,184.5,2377,EC,MBC
4082,6450,184.5,2005,EE,BC
4083,6451,184.5,4,PR,BC
4084,6452,184.5,2711,CS,OC
4085,6453,184.5,2615,EC,OC
4086,6454,184.5,5008,ME,BCM
4087,6460,184.5,4,AS,OC
4088,6461,184.5,2007,CL,OC
4089,6462,184.5,5008,EC,MBC
4090,6463,184.5,5008,EY,BC
4091,6468,184.5,2615,CS,BC
4092,6469,184.5,2718,CS,OC
4093,6470,184.5,1,MI,BC
4094,6471,184.5,2377,ME,OC
4095,6472,184.5,2712,EC,BC
4096,6473,184.5,2377,ME,OC
4097,6474,184.5,2006,EC,SC
4098,6475,184.5,1408,CS,OC
4099,6477,184.5,1211,AE,OC
4100,6479,184.5,2005,EI,OC
4101,6480,184.5,1149,EC,OC
4102,6481,184.5,2006,TX,OC
4103,6482,184.5,1419,AD,OC
4104,6483,184.5,1324,EC,OC
4105,6484,184.5,2712,EC,BC
4106,6485,184.5,4,AS,OC
4107,6486,184.5,4974,CS,OC
4108,6487,184.5,2007,EE,MBC
4109,6489,184.5,4,AS,OC
4110,6490,184.5,1304,AD,OC
4111,6492,184.5,2377,ME,OC
4112,6493,184.5,1120,CS,OC
4113,6496,184.5,2702,CS,OC
4114,6499,184.5,2007,CH,OC
4115,6500,184.5,2005,IB,OC
4116,6503,184.3,4,PR,BC
4117,6504,184.3,2718,CS,OC
4118,6506,184.3,2006,CE,SC
4119,6508,184.3,2712,EC,BC
4120,6509,184.2,1,CE,SC
4121,6510,184.2,1,IM,SC
4122,6511,184.2,2007,MF,OC
4123,6513,184.0,2005,ME,OC
4124,6514,184.0,5008,ME,BC
4125,6515,184.0,2615,CS,BC
4126,6516,184.0,2005,IT,MBC
4127,6517,184.0,2005,EI,OC
4128,6518,184.0,1304,CS,OC
4129,6519,184.0,1315,CE,BC
4130,6520,184.0,5008,ME,BC
4131,6521,184.0,2006,EC,SC
4132,6522,184.0,5008,CM,MBC
4133,6523,184.0,2712,EC,BC
4134,6524,184.0,5901,CS,OC
4135,6526,184.0,2025,CS,OC
4136,6527,184.0,2712,EC,BC
4137,6528,184.0,1,PT,OC
4138,6530,184.0,2377,CE,OC
4139,6531,184.0,2712,EE,OC
4140,6532,184.0,2712,SE,OC
4141,6533,184.0,5008,EC,MBC
4142,6534,184.0,1419,AD,OC
4143,6539,184.0,1219,EE,OC
4144,6540,184.0,4,AU,MBC
4145,6541,184.0,2718,CS,OC
4146,6545,184.0,2005,EI,OC
4147,6546,184.0,1113,IT,OC
4148,6548,184.0,1110,CS,OC
4149,6550,184.0,1211,CS,OC
4150,6551,184.0,1211,CS,OC
4151,6553,184.0,5008,ME,BC
4152,6554,184.0,2005,ME,OC
4153,6556,184.0,5008,EY,BC
4154,6557,184.0,2377,ME,BC
4155,6558,184.0,1315,ME,MBC
4156,6559,184.0,2377,EC,MBC
4157,6561,184.0,5008,IM,MBC
4158,6563,184.0,2712,EE,OC
4159,6564,184.0,2007,EE,MBC
4160,6565,184.0,2718,CS,OC
4161,6566,184.0,1315,CE,BC
4162,6567,184.0,2712,EC,BC
4163,6569,184.0,2712,EC,BC
4164,6573,184.0,2712,AD,BC
4165,6574,184.0,1113,CS,OC
4166,6580,184.0,1,IE,MBC
4167,6581,184.0,2634,EC,OC
4168,6582,184.0,2712,EC,BC
4169,6583,184.0,1113,CS,OC
4170,6584,184.0,1211,CS,OC
4171,6585,184.0,1,PT,OC
4172,6588,184.0,2702,EE,OC
4173,6590,184.0,2712,EC,BC
4174,6592,184.0,2712,AE,OC
4175,6593,184.0,2006,ES,BC
4176,6595,184.0,2007,ME,BC
4177,6596,184.0,1317,EC,OC
4178,6597,184.0,2006,IY,BC
4179,6599,184.0,2718,CS,BC
4180,6600,184.0,2006,MS,BC
4181,6601,184.0,5008,CM,MBC
4182,6602,184.0,2005,EI,OC
4183,6603,184.0,2005,ME,OC
4184,6604,184.0,4,PR,BC
4185,6605,184.0,1210,CS,OC
4186,6607,184.0,1419,CS,OC
4187,6608,184.0,2006,IY,BC
4188,6609,184.0,1113,CS,OC
4189,6610,184.0,2711,FD,OC
4190,6611,184.0,4974,EC,OC
4191,6612,184.0,2005,EI,OC
4192,6613,184.0,1,PT,OC
4193,6617,184.0,5008,ME,BC
4194,6618,184.0,2006,ES,BC
4195,6620,184.0,2025,CS,OC
4196,6621,184.0,1238,EC,OC
4197,6624,184.0,2005,IT,MBC
4198,6625,184.0,4,AE,SC
4199,6626,184.0,1211,CS,OC
4200,6628,184.0,2,PM,OC
4201,6632,184.0,2007,ME,BC
4202,6635,184.0,2718,CJ,OC
4203,6643,184.0,2718,CS,BC
4204,6644,184.0,1315,CS,SC
4205,6646,184.0,5008,IM,BCM
4206,6647,184.0,1211,AL,OC
4207,6649,184.0,2718,CS,BC
4208,6650,184.0,2712,EC,BC
4209,6652,184.0,2005,EC,BCM
4210,6653,184.0,5008,ME,MBC
4211,6654,184.0,2007,CE,OC
4212,6655,184.0,1450,CS,BC
4213,6656,184.0,1219,EE,OC
4214,6657,184.0,2712,AD,BC
4215,6660,184.0,2615,CS,BC
4216,6661,184.0,2712,EC,BC
4217,6664,184.0,2007,EM,MBC
4218,6666,184.0,5008,CM,MBC
4219,6668,184.0,5008,IM,BCM
4220,6669,184.0,4,CS,SCA
4221,6670,184.0,1113,CS,OC
4222,6672,184.0,1304,AD,OC
4223,6675,184.0,2,CH,ST
4224,6680,184.0,2718,CS,BC
4225,6681,184.0,1,MN,MBC
4226,6682,184.0,2006,ES,BC
4227,6683,184.0,2,FS,BC
4228,6684,184.0,2005,CE,OC
4229,6685,184.0,4974,CS,OC
4230,6686,184.0,1211,CS,OC
4231,6687,184.0,1419,EE,OC
4232,6688,184.0,2702,FT,OC
4233,6690,184.0,1219,BT,BC
4234,6691,184.0,1311,AE,OC
4235,6692,184.0,2,PM,OC
4236,6693,184.0,2712,EC,BC
4237,6694,184.0,4,AS,OC
4238,6696,184.0,2007,CH,OC
4239,6697,184.0,2006,ES,BC
4240,6701,184.0,2005,EI,OC
4241,6703,184.0,4,PR,BC
4242,6706,184.0,2006,RA,MBC
4243,6711,184.0,1315,CS,SC
4244,6712,184.0,1211,CS,OC
4245,6715,184.0,2718,CS,BC
4246,6717,184.0,2712,EC,BC
4247,6718,184.0,2712,EE,OC
4248,6719,184.0,1113,CS,OC
4249,6721,184.0,2005,ME,OC
4250,6723,184.0,2007,IM,MBC
4251,6724,184.0,5008,ME,BC
4252,6725,184.0,1399,CS,OC
4253,6728,184.0,1419,CS,OC
4254,6729,184.0,2615,EC,OC
4255,6731,184.0,2712,EC,BC
4256,6734,184.0,2718,IT,OC
4257,6736,184.0,1419,AD,OC
4258,6738,184.0,2718,CS,BC
4259,6744,184.0,2006,BS,MBC
4260,6747,184.0,1317,CS,BC
4261,6751,184.0,2007,CH,BC
4262,6756,184.0,2,FS,BC
4263,6757,184.0,2006,MY,OC
4264,6761,184.0,2007,IM,MBC
4265,6762,184.0,1304,AD,OC
4266,6763,184.0,1,BY,SC
4267,6763,184.0,2005,IB,OC
4268,6764,184.0,2,IB,MBC
4269,6765,184.0,2006,MS,BC
4270,6767,184.0,2711,MZ,OC
4271,6769,184.0,5008,ME,BC
4272,6772,184.0,1399,CS,OC
4273,6778,184.0,2718,AD,OC
4274,6781,184.0,1113,CS,OC
4275,6782,184.0,1315,EE,MBC
4276,6785,184.0,1,ME,SC
4277,6785,184.0,1,IE,MBC
4278,6788,184.0,1219,EE,OC
4279,6789,184.0,1015,CS,OC
4280,6793,183.8,1113,EC,OC
4281,6794,183.8,1219,EE,OC
4282,6796,183.8,1450,CS,BC
4283,6798,183.7,1219,EE,OC
4284,6799,183.7,2007,IM,MBC
4285,6800,183.5,2718,CS,BC
4286,6801,183.5,5008,EY,BC
4287,6802,183.5,1,ME,SC
4288,6803,183.5,1,IM,SC
4289,6805,183.5,2718,CS,BC
4290,6808,183.5,2615,EC,OC
4291,6809,183.5,2613,EC,OC
4292,6811,183.5,5008,ME,BC
4293,6812,183.5,2615,CS,BC
4294,6814,183.5,2702,CS,OC
4295,6815,183.5,5901,CS,OC
4296,6816,183.5,4931,CS,OC
4297,6817,183.5,2,FS,BC
4298,6819,183.5,2718,CS,BC
4299,6821,183.5,5008,MG,OC
4300,6822,183.5,4670,CS,OC
4301,6824,183.5,4971,EC,OC
4302,6825,183.5,5012,CC,MBC
4303,6826,183.5,2007,IM,MBC
4304,6827,183.5,4,AS,BC
4305,6832,183.5,2615,EC,OC
4306,6834,183.5,1219,CS,MBC
4307,6836,183.5,2007,EE,MBC
4308,6837,183.5,2006,MS,BC
4309,6838,183.5,1315,EE,MBC
4310,6841,183.5,2615,CS,BC
4311,6842,183.5,4,RP,OC
4312,6845,183.5,1315,EE,MBC
4313,6848,183.5,2718,CS,BC
4314,6849,183.5,2007,CL,OC
4315,6851,183.5,2005,EC,MBC
4316,6855,183.5,2005,EC,MBC
4317,6859,183.5,1422,CS,OC
4318,6867,183.5,5008,CE,OC
4319,6868,183.5,2005,ME,OC
4320,6870,183.5,4,EM,SC
4321,6871,183.5,1309,CS,OC
4322,6872,183.5,1,MI,BC
4323,6873,183.5,1399,CS,OC
4324,6874,183.5,2622,EE,OC
4325,6875,183.5,2615,CS,BC
4326,6880,183.5,5012,CC,MBC
4327,6883,183.5,1419,AD,OC
4328,6885,183.5,2718,AD,OC
4329,6886,183.5,1304,AD,OC
4330,6889,183.5,1120,AD,OC
4331,6890,183.5,5901,EC,OC
4332,6891,183.5,2006,AS,OC
4333,6892,183.5,4960,CS,OC
4334,6893,183.5,2718,CS,BC
4335,6896,183.5,5008,ME,BC
4336,6898,183.5,5008,ME,BC
4337,6899,183.5,2718,CS,BC
4338,6900,183.5,4,PR,BC
4339,6903,183.5,2006,AS,OC
4340,6904,183.5,2718,CS,BC
4341,6905,183.5,2712,AD,BC
4342,6906,183.5,1113,CS,OC
4343,6907,183.5,1211,AL,OC
4344,6909,183.5,2005,IB,OC
4345,6910,183.5,1113,CS,OC
4346,6911,183.5,2718,CS,BC
4347,6912,183.5,5008,CM,MBC
4348,6915,183.5,3011,CS,OC
4349,6916,183.5,2025,CS,OC
4350,6920,183.5,5008,ME,BC
4351,6922,183.5,1210,ME,OC
4352,6923,183.5,2712,BT,BC
4353,6925,183.5,5008,MF,OC
4354,6927,183.5,1,XM,OC
4355,6928,183.5,4974,EC,OC
4356,6929,183.5,1419,EC,OC
4357,6932,183.5,2718,CS,BC
4358,6933,183.5,2718,CS,BC
4359,6936,183.5,2718,EC,OC
4360,6938,183.5,1317,CS,BC
4361,6939,183.5,1211,CS,OC
4362,6942,183.5,1317,CS,BC
4363,6943,183.5,1112,EE,OC
4364,6944,183.5,2006,FY,OC
4365,6945,183.5,1450,CS,MBC
4366,6946,183.5,1211,BM,OC
4367,6949,183.5,1304,CS,OC
4368,6952,183.5,1317,CS,BC
4369,6953,183.5,2007,CH,BC
4370,6954,183.5,1219,CS,MBC
4371,6955,183.5,1211,CS,OC
4372,6956,183.5,2615,EC,OC
4373,6960,183.5,1,IE,MBC
4374,6961,183.5,2005,ME,OC
4375,6963,183.5,4960,EC,OC
4376,6964,183.5,1113,CS,OC
4377,6965,183.5,1,BY,SC
4378,6966,183.5,1113,AD,OC
4379,6967,183.5,3819,CS,OC
4380,6968,183.5,5008,EE,BCM
4381,6970,183.5,4,PR,BC
4382,6971,183.5,2712,CS,MBC
4383,6972,183.5,2005,ME,OC
4384,6974,183.5,2712,SE,OC
4385,6975,183.5,2712,EC,MBC
4386,6976,183.5,4,PR,BC
4387,6978,183.5,2005,IT,MBC
4388,6979,183.5,2025,EC,OC
4389,6980,183.5,2712,BT,BC
4390,6983,183.5,2704,CS,OC
4391,6984,183.5,1399,EC,OC
4392,6985,183.5,5008,EC,MBC
4393,6990,183.5,1317,IT,OC
4394,6991,183.5,5008,CW,MBC
4395,6992,183.5,1422,CS,OC
4396,6994,183.5,2007,EY,BC
4397,6995,183.5,1219,CH,OC
4398,6996,183.5,5901,EC,OC
4399,6997,183.5,1419,AD,OC
4400,6998,183.5,1,PT,OC
4401,6999,183.5,2712,BT,BC
4402,7000,183.5,2607,CS,OC
4403,7002,183.5,4,PR,BC
4404,7003,183.5,2,CH,MBC
4405,7007,183.5,1,IM,SC
4406,7010,183.5,1399,EC,OC
4407,7012,183.5,2005,EI,OC
4408,7014,183.5,2007,CH,BC
4409,7015,183.5,2005,IT,MBC
4410,7017,183.5,1317,CS,BC
4411,7019,183.5,5986,CS,OC
4412,7020,183.5,1317,CS,BC
4413,7021,183.5,2005,EI,OC
4414,7022,183.5,2377,EC,MBC
4415,7024,183.5,1211,CS,OC
4416,7026,183.5,2712,EE,OC
4417,7027,183.5,4,PR,BC
4418,7028,183.5,2,IS,MBC
4419,7033,183.5,2718,CS,BC
4420,7034,183.5,1317,CS,BC
4421,7035,183.5,4,AS,BC
4422,7036,183.5,2712,EE,OC
4423,7038,183.5,1309,CS,OC
4424,7039,183.3,2377,EC,MBC
4425,7039,183.3,2006,CN,MBC
4426,7041,183.3,5008,EY,BC
4427,7042,183.3,2007,IM,MBC
4428,7047,183.2,2005,EE,MBC
4429,7048,183.2,2601,CS,OC
4430,7052,183.0,2007,EY,BC
4431,7053,183.0,2718,CS,BC
4432,7055,183.0,2702,CS,OC
4433,7056,183.0,2615,CS,BC
4434,7057,183.0,2702,CS,OC
4435,7058,183.0,2718,CS,BC
4436,7059,183.0,5008,ME,BC
4437,7061,183.0,2,FS,BC
4438,7062,183.0,2005,ME,OC
4439,7063,183.0,2712,EE,OC
4440,7066,183.0,4974,EC,OC
4441,7067,183.0,2618,BM,OC
4442,7068,183.0,2712,EE,OC
4443,7072,183.0,2,CH,MBC
4444,7075,183.0,1419,CS,OC
4445,7078,183.0,2007,EE,MBC
4446,7079,183.0,1317,CS,BCM
4447,7081,183.0,4960,IT,OC
4448,7082,183.0,2007,EM,MBC
4449,7084,183.0,5008,EY,BC
4450,7085,183.0,3464,EC,OC
4451,7086,183.0,2702,CS,OC
4452,7088,183.0,4,AE,SC
4453,7089,183.0,5008,EM,BCM
4454,7090,183.0,3805,BM,OC
4455,7091,183.0,2718,IT,OC
4456,7092,183.0,2615,CS,MBC
4457,7093,183.0,2718,CS,BC
4458,7095,183.0,3011,IT,OC
4459,7099,183.0,1113,CS,MBC
4460,7100,183.0,2005,ME,OC
4461,7101,183.0,1304,CS,OC
4462,7103,183.0,1317,CS,BC
4463,7105,183.0,1211,CS,OC
4464,7108,183.0,2007,EM,MBC
4465,7109,183.0,2006,MF,MBC
4466,7110,183.0,1113,CS,BC
4467,7111,183.0,1309,CS,OC
4468,7112,183.0,2615,CS,BC
4469,7113,183.0,2702,CS,OC
4470,7115,183.0,2719,CS,OC
4471,7116,183.0,2707,CS,OC
4472,7117,183.0,2005,IT,MBC
4473,7121,183.0,1211,BT,OC
4474,7122,183.0,1450,IT,OC
4475,7125,183.0,2712,BT,BC
4476,7127,183.0,2006,CN,BC
4477,7128,183.0,2007,ME,BC
4478,7129,183.0,5012,CC,SC
4479,7130,183.0,2006,BS,SC
4480,7131,183.0,2615,CS,BC
4481,7132,183.0,2006,ES,BC
4482,7135,183.0,3819,EC,OC
4483,7140,183.0,1317,CS,BC
4484,7141,183.0,4960,EE,OC
4485,7142,183.0,1113,CS,BC
4486,7144,183.0,1113,CS,BC
4487,7146,183.0,2718,CS,BC
4488,7148,183.0,1399,AD,OC
4489,7149,183.0,2006,MF,MBC
4490,7150,183.0,2711,CS,OC
4491,7151,183.0,1304,CS,OC
4492,7152,183.0,5008,EE,MBC
4493,7155,183.0,2718,CS,BC
4494,7158,183.0,1211,CS,OC
4495,7159,183.0,2005,CS,SC
4496,7160,183.0,1211,CS,OC
4497,7161,183.0,2005,CE,OC
4498,7163,183.0,1304,CS,BC
4499,7164,183.0,1113,CS,BC
4500,7165,183.0,2615,MT,OC
4501,7166,183.0,2,IS,MBC
4502,7167,183.0,1,MI,BC
4503,7170,183.0,5008,EC,MBC
4504,7172,183.0,2,PP,OC
4505,7175,183.0,4,MF,SC
4506,7176,183.0,1219,BT,BC
4507,7177,183.0,2006,EE,SCA
4508,7180,183.0,2615,CS,BC
4509,7181,183.0,4670,CS,OC
4510,7182,183.0,2718,EC,OC
4511,7183,183.0,2367,AD,OC
4512,7184,183.0,5008,EY,BC
4513,7186,183.0,1315,EE,MBC
4514,7189,183.0,5008,EY,BC
4515,7191,183.0,2712,AE,OC
4516,7192,183.0,1219,EE,OC
4517,7198,183.0,1211,BT,OC
4518,7199,183.0,2712,EE,OC
4519,7200,183.0,5008,MF,OC
4520,7202,183.0,5008,EY,BCM
4521,7204,183.0,2005,IB,OC
4522,7205,183.0,1210,CS,OC
4523,7207,183.0,1317,CS,BC
4524,7208,183.0,2712,SE,OC
4525,7209,183.0,2712,EE,OC
4526,7210,183.0,2006,EE,SC
4527,7211,183.0,1,XM,OC
4528,7213,183.0,1452,CS,OC
4529,7214,183.0,2007,EY,BC
4530,7215,183.0,2025,EC,OC
4531,7216,183.0,2712,CS,MBC
4532,7217,183.0,1219,EE,OC
4533,7220,183.0,2377,ME,BC
4534,7222,183.0,2005,ME,OC
4535,7223,183.0,1315,CS,SC
4536,7225,183.0,5010,CS,OC
4537,7227,183.0,2006,PR,OC
4538,7230,183.0,2764,CS,OC
4539,7231,183.0,2,PP,OC
4540,7232,183.0,4,CM,SCA
4541,7233,183.0,3819,CS,OC
4542,7234,183.0,2718,IT,OC
4543,7239,183.0,2710,CS,OC
4544,7243,183.0,1315,ME,MBC
4545,7244,183.0,2615,CS,BC
4546,7245,183.0,2007,CH,BC
4547,7246,183.0,2615,EC,OC
4548,7252,183.0,1317,BT,OC
4549,7253,183.0,2718,CS,BC
4550,7254,183.0,2007,CH,BC
4551,7256,183.0,2005,IT,MBC
4552,7257,183.0,1317,CS,BC
4553,7261,183.0,2007,CH,BC
4554,7262,183.0,2702,EC,OC
4555,7263,183.0,2615,CS,MBC
4556,7264,183.0,5008,EY,BC
4557,7265,183.0,2005,EC,MBC
4558,7266,183.0,2007,ME,BC
4559,7267,183.0,2007,CM,BCM
4560,7269,183.0,1315,CS,SC
4561,7270,183.0,2718,EC,OC
4562,7272,183.0,2718,CS,BC
4563,7273,183.0,3011,BT,OC
4564,7274,183.0,5008,EM,BCM
4565,7277,183.0,1399,CS,OC
4566,7280,183.0,1113,CS,BC
4567,7282,183.0,1419,CB,OC
4568,7287,183.0,1211,CS,OC
4569,7289,183.0,2712,AD,BC
4570,7290,183.0,4,AS,BC
4571,7291,183.0,1317,CS,BC
4572,7294,183.0,2006,ES,MBC
4573,7295,183.0,1315,CE,BC
4574,7298,183.0,2712,BT,BC
4575,7302,183.0,5008,EE,BCM
4576,7303,183.0,1419,AD,OC
4577,7304,183.0,2007,CE,OC
4578,7306,183.0,1317,BT,OC
4579,7307,183.0,2006,MT,OC
