S NO,APPLN NO,COMMUNITY,GENERAL RANK,AGGREGATE MARK,COLLEGE CODE,BRANCH CODE,ALLOTTED CATEGORY
649,218141,BC,961,192.5,1,IM,BC
650,256669,BC,962,192.5,1,EE,BC
651,242628,BC,963,192.5,1,IM,BC
652,242923,BC,965,192.5,1,EM,BC
653,294547,BC,968,192.5,4,CM,BC
654,265413,BC,969,192.5,1,ME,OC
655,258127,BC,970,192.5,4,CM,BC
656,233240,OC,972,192.5,1,ME,OC
657,210769,BC,973,192.5,2006,CM,BC
658,206083,MBC,974,192.5,2006,CM,MBC
659,300510,MBC,975,192.5,1,CM,MBC
660,284598,BC,976,192.5,1,EE,BC
661,210227,BC,977,192.5,2,IB,OC
662,243863,SC,978,192.5,1,CS,SC
663,268395,OC,979,192.5,1,ME,OC
664,228599,OC,980,192.5,1315,IT,OC
665,207621,OC,981,192.3333,4,IM,OC
666,326839,MBC,982,192.3333,1,IM,MBC
667,316781,BC,984,192.25,1,EE,BC
668,346263,SC,985,192.25,1,CS,SC
669,358590,BC,986,192.25,1,IM,BC
670,252650,MBC,987,192.25,1,BY,OC
671,294166,BC,989,192,1,EM,BC
672,233535,BC,991,192,4,EC,BC
673,348703,OC,993,192,4,AE,OC
674,309499,BC,994,192,1,EM,BC
675,209994,BC,996,192,1,EM,BC
676,213155,BC,997,192,1,ME,OC
677,228082,OC,998,192,2006,IM,OC
678,203016,BC,999,192,1,IM,BC
679,301128,BC,1000,192,1,EM,BC
680,307286,BC,1001,192,1315,CS,BC
681,207551,BC,1002,192,1,IM,BC
682,305876,SC,1003,192,1,EC,SC
683,218224,BC,1004,192,1,EM,BC
684,202507,BC,1005,192,1,IM,BC
685,268782,BC,1006,192,1,IM,BC
686,283241,OC,1008,192,4,IM,OC
687,238371,BC,1009,192,1315,CS,BC
688,246006,BC,1010,192,1,EM,BC
689,290908,BC,1011,192,2006,CM,BC
690,256982,BC,1013,192,1,EM,BC
691,282783,OC,1014,192,4974,CE,OC
692,234735,BC,1015,192,2006,EC,BC
693,238281,BC,1016,192,2712,CS,OC
694,269983,BC,1018,192,4,EC,BC
695,334272,BC,1019,192,2,IB,OC
696,218112,BC,1020,192,1,EM,BC
697,263501,MBC,1021,192,1,CM,MBC
698,275315,BC,1025,192,2,CH,OC
699,343063,BC,1027,192,1,EE,BC
700,210141,BC,1028,192,2006,CM,BC
701,290248,SC,1029,192,1,CS,SC
702,240798,BC,1031,192,1315,CS,BC
703,242239,BC,1032,192,4,CM,BC
704,311276,BCM,1033,192,2006,EC,BCM
705,280069,BCM,1034,192,2006,CE,OC
706,224852,OC,1035,192,2007,CS,OC
707,211643,BC,1037,192,2006,CM,BC
708,261428,MBC,1038,192,1,EC,MBC
709,276437,MBC,1040,192,1,CM,MBC
710,325013,BC,1041,192,2006,CM,BC
711,270534,OC,1043,192,1,BY,OC
712,294495,BC,1045,192,2006,EE,OC
713,257670,BC,1046,192,1,IM,BC
714,280821,BCM,1048,192,1,EC,BCM
715,300099,BC,1050,192,1315,CS,BC
716,310078,OC,1052,192,4,IM,OC
717,273870,BC,1053,192,1315,CS,BC
718,274985,BC,1054,192,1,EE,BC
719,308901,OC,1055,192,2006,EM,OC
720,204320,OC,1058,192,4,IM,OC
721,209996,OC,1060,192,5008,CS,OC
722,200018,OC,1061,192,1315,IT,OC
723,228069,OC,1062,192,4,IM,OC
724,243223,BCM,1064,192,4,CM,BCM
725,237020,OC,1065,192,4,IM,OC
726,229332,BC,1066,192,1315,CS,BC
727,274410,OC,1067,192,1,ME,OC
728,236140,MBC,1069,192,1,CM,MBC
729,211127,OC,1070,192,2006,EM,OC
730,212692,MBC,1072,192,1,CM,MBC
731,244093,BC,1073,192,1315,CS,BC
732,229567,BC,1074,192,1,IM,BC
733,201113,MBC,1075,192,1,EM,MBC
734,267410,BC,1076,192,1,IE,OC
735,211824,BC,1078,192,4,CM,BC
736,213538,SC,1079,192,4,CS,SC
737,243211,SC,1081,192,1,EE,SC
738,346466,MBC,1082,192,1,ME,OC
739,223056,BC,1083,192,1315,CS,BC
740,242883,BC,1085,192,1,EM,BC
741,354242,BC,1089,192,1,IM,BC
742,206052,BC,1090,192,1,IM,BC
743,220528,OC,1091,192,2006,IM,OC
744,244031,MBC,1092,192,1,EM,MBC
745,239172,BCM,1094,192,4,CM,BCM
746,241343,OC,1095,192,4,IM,OC
747,203625,BC,1096,192,1,EM,BC
748,201917,BC,1097,192,4,CM,BC
749,213756,OC,1099,192,1315,IT,OC
750,226058,BC,1102,192,4,EC,BC
751,283441,BC,1103,192,2005,CS,OC
752,259177,OC,1104,192,2006,EM,OC
753,276425,MBC,1105,192,1,EM,MBC
754,241402,MBC,1107,192,1,CM,MBC
755,315291,BC,1108,192,1,ME,OC
756,225145,MBC,1111,192,1,CM,MBC
757,206782,BC,1112,192,1,IM,BC
758,311317,BCM,1114,192,1,EC,BCM
759,276167,OC,1115,192,1,BY,OC
760,309707,BC,1117,192,4,EC,BC
761,229328,SC,1119,192,4,CS,SC
762,300108,BC,1120,192,1,IM,BC
763,260219,BC,1121,192,1315,CS,BC
764,217900,BC,1122,192,1,IM,BC
765,203303,BC,1123,192,4,EC,BC
766,203857,BCM,1124,192,1,ME,OC
767,244402,BC,1125,192,1315,CS,BC
768,239406,OC,1127,192,1315,IT,OC
769,220748,BC,1128,192,4,CM,BC
770,258553,BC,1129,192,1,EE,BC
771,270344,MBC,1130,192,2006,CM,MBC
772,275622,BC,1131,192,4,CM,BC
773,293632,OC,1132,192,2006,IM,OC
774,232114,BC,1133,192,5008,EC,OC
775,313222,SC,1137,192,2726,AG,OC
776,282943,BC,1138,192,2006,EC,BC
777,203443,OC,1139,192,4,IM,OC
778,245002,BC,1140,192,1,CE,OC
779,253355,OC,1141,192,4,EM,OC
780,290439,SC,1145,192,1,EE,SC
781,231259,BC,1146,192,4,CM,BC
782,299339,MBC,1147,192,1,CM,MBC
783,261443,OC,1150,192,2006,EM,OC
784,230817,OC,1151,192,4,IM,OC
785,272881,OC,1152,192,1315,IT,OC
786,206592,OC,1156,192,1315,IT,OC
787,259149,BC,1158,192,2006,EC,BC
788,305942,OC,1159,192,1315,IT,OC
789,273000,MBC,1164,192,1,EM,MBC
790,289654,BC,1165,192,1,EE,BC
791,273699,MBC,1166,192,2006,EC,MBC
792,250605,OC,1167,192,4,EM,OC
793,358067,BC,1168,192,4,CM,BC
794,304531,BC,1169,192,1315,CS,BC
795,309743,BC,1171,192,4,EC,BC
796,219279,BC,1172,192,2006,CM,BC
797,310117,BC,1175,192,4,EM,OC
798,244090,BC,1176,192,4,AE,OC
799,324863,BC,1177,192,4,EM,OC
800,227351,OC,1179,192,1315,IT,OC
801,276689,BC,1180,192,2006,CM,BC
802,210568,MBC,1181,192,1,CM,MBC
803,216961,BC,1183,192,2,CH,OC
804,245466,OC,1185,192,2,IS,OC
805,310939,OC,1186,192,1315,EC,OC
806,274201,BC,1189,192,1315,IT,OC
807,220762,BC,1190,192,4,EM,OC
808,221127,BC,1191,192,2006,ME,OC
809,212167,MBC,1193,192,1,IM,MBC
810,255469,BC,1195,192,1,ME,OC
811,257040,BC,1197,192,4,EM,OC
812,261204,BC,1199,192,1,EE,BC
813,227698,OC,1200,192,4,EM,OC
814,213938,OC,1203,192,2006,IM,OC
815,258129,OC,1206,192,4,EM,OC
816,201189,BC,1207,192,1315,EC,OC
817,209491,BC,1208,192,2,IB,BC
818,259184,BC,1210,192,1,ME,OC
819,346235,BC,1211,191.75,4,IM,OC
820,352324,MBC,1212,191.75,1,EE,MBC
821,209096,MBC,1213,191.6667,2006,EE,OC
822,218452,BC,1214,191.5,4,IM,OC
823,261369,BC,1215,191.5,1,EE,BC
824,202970,BC,1216,191.5,4,EM,OC
825,243406,OC,1217,191.5,2718,CS,OC
826,273320,BC,1218,191.5,5008,CS,OC
827,243732,BC,1219,191.5,2006,EC,BC
828,293164,BC,1220,191.5,2006,IM,OC
829,213313,MBC,1221,191.5,2,FS,OC
830,328258,BC,1222,191.5,1,EE,BC
831,292388,BC,1223,191.5,2,IB,BC
832,202268,MBC,1224,191.5,4,CS,MBC
833,254403,BC,1225,191.5,1,CE,OC
834,282829,BC,1227,191.5,1219,CS,OC
835,309166,BC,1228,191.5,4,IM,OC
836,257504,BC,1229,191.5,2006,EC,BC
837,225918,BC,1230,191.5,4,IM,OC
838,351519,BC,1233,191.5,2006,EC,BC
839,253079,BC,1235,191.5,2006,EC,BC
840,273212,BC,1237,191.5,4,EM,OC
841,208046,BC,1238,191.5,4,EM,OC
842,232020,BC,1240,191.5,2006,EC,BC
843,251651,BC,1241,191.5,4,EI,OC
844,213104,BC,1242,191.5,1,ME,BC
845,205231,OC,1244,191.5,1,GI,OC
846,264923,BC,1245,191.5,4,IM,OC
847,211418,BC,1246,191.5,4,IM,OC
848,262951,BC,1247,191.5,2007,CS,OC
849,350984,BC,1249,191.5,2005,EE,OC
850,225565,BC,1250,191.5,2006,EC,BC
851,254913,BC,1252,191.5,1315,EC,OC
852,259517,BC,1253,191.5,4,IM,OC
853,253454,OC,1254,191.5,1,BY,OC
854,282335,BC,1255,191.5,2006,IM,OC
855,265455,BC,1256,191.5,4,AE,OC
856,249891,BC,1257,191.5,1,ME,BC
857,271148,OC,1259,191.5,4,EM,OC
858,223837,BC,1260,191.5,1315,IT,OC
859,201243,MBC,1262,191.5,1,IM,MBC
860,358252,MBC,1263,191.5,1,CE,OC
861,200887,MBC,1264,191.5,5008,CS,OC
862,233448,BC,1266,191.5,4,AE,OC
863,292650,MBC,1267,191.5,1,EE,MBC
864,227883,BC,1271,191.5,2006,IM,OC
865,287733,BC,1275,191.5,2006,EC,BC
866,262639,OC,1276,191.5,4,EM,OC
867,255321,BC,1279,191.5,4,EI,OC
868,209879,BC,1280,191.5,4,IM,OC
869,246303,OC,1282,191.5,4,IM,OC
870,232462,BC,1283,191.5,1,ME,BC
871,257945,BC,1284,191.5,1,ME,BC
872,203734,BC,1285,191.5,5008,CS,OC
873,270997,OC,1287,191.5,2006,EM,OC
874,203829,BC,1288,191.5,4,EI,OC
875,245415,BC,1289,191.5,2007,CS,OC
876,341887,SCA,1290,191.5,2006,EC,SCA
877,272800,BC,1291,191.5,2006,EM,OC
878,291921,BC,1292,191.5,2005,EC,OC
879,286007,BC,1293,191.5,2007,CS,OC
880,202434,BC,1294,191.5,2,CH,OC
881,246797,BC,1297,191.5,4,IM,OC
882,260358,OC,1299,191.5,4,EM,OC
883,213866,BC,1302,191.5,4,EM,OC
884,275316,MBC,1303,191.5,4,CS,MBC
885,231229,BC,1307,191.5,1,BY,OC
886,243929,OC,1308,191.5,1315,BM,OC
887,261602,OC,1311,191.5,4,IM,OC
888,270743,OC,1312,191.5,4,IM,OC
889,229040,BC,1314,191.5,4,EM,OC
890,256548,BC,1315,191.5,4,AE,BC
891,238469,BC,1318,191.5,4,EM,OC
892,238852,MBC,1321,191.5,4,CS,MBC
893,214980,OC,1323,191.5,2005,IB,OC
894,226196,BC,1326,191.5,1,BY,OC
895,232813,BC,1327,191.5,2006,BS,OC
896,245474,BC,1328,191.5,4,EM,OC
897,294846,BC,1329,191.5,2006,EM,OC
898,235130,OC,1330,191.5,4,IM,OC
899,316076,BC,1332,191.5,2,IB,BC
900,260174,BC,1334,191.5,4,EM,OC
901,228730,BC,1335,191.5,4,IM,OC
902,260351,MBC,1336,191.5,1,IM,MBC
903,241017,BC,1337,191.5,1315,EC,OC
904,226820,BC,1338,191.5,4,AE,BC
905,205504,OC,1340,191.5,4,IM,OC
906,203983,BC,1341,191.5,4,IM,BC
907,244579,BC,1342,191.5,1,GI,OC
908,277904,BC,1343,191.5,4,EM,OC
909,275654,BC,1345,191.5,4,EM,OC
910,238184,OC,1346,191.5,1315,BM,OC
911,346570,BC,1347,191.5,1,ME,BC
912,272711,BC,1348,191.5,4,IM,BC
913,311249,OC,1350,191.5,1315,IT,OC
914,242632,MBC,1351,191.5,1,EE,MBC
915,237639,BC,1352,191.5,2006,EE,OC
916,284378,BC,1354,191.5,4,IM,BC
917,208999,BC,1356,191.5,2,CH,OC
918,345784,BC,1358,191.5,4,EM,OC
919,256604,OC,1361,191.5,2006,BS,OC
920,245165,BC,1363,191.5,1315,EC,OC
921,251396,BC,1364,191.5,4,IM,BC
922,237696,OC,1366,191.5,4,MF,OC
923,268908,BC,1369,191.5,1,ME,BC
924,226461,OC,1371,191.5,1315,IT,OC
925,250254,BC,1373,191.5,5008,EC,OC
926,224063,MBC,1374,191.5,4,CS,MBC
927,205202,BC,1375,191.5,4,IM,BC
928,305581,OC,1376,191.5,4,EM,OC
929,295517,BC,1378,191.5,2302,CS,OC
930,250038,BC,1379,191.5,4,EM,OC
931,245160,MBC,1381,191.5,1,EM,MBC
932,341815,BCM,1382,191.5,1399,CS,OC
933,264878,OC,1384,191.3333,1315,IT,OC
934,220837,BC,1385,191.3333,1315,IT,OC
935,259694,BC,1386,191.3333,4,EM,OC
936,346516,BC,1388,191.25,5008,CS,OC
937,203165,SC,1389,191.25,1,CM,SC
938,325694,MBC,1390,191.25,1,IM,MBC
939,336258,BC,1391,191.25,1,BY,OC
940,347838,BC,1392,191.25,3011,CS,OC
941,282530,BC,1393,191.25,1,ME,BC
942,221380,OC,1395,191,2006,IM,OC
943,230397,BC,1396,191,2006,EE,OC
944,280672,OC,1398,191,1315,EC,OC
945,266818,BC,1400,191,4,IM,BC
946,233706,BCM,1401,191,1,EM,BCM
947,239374,BC,1402,191,2006,EM,OC
948,239251,OC,1403,191,4,EM,OC
949,265296,BC,1405,191,2007,CS,OC
950,260343,BC,1406,191,4,IM,BC
951,251628,BCM,1408,191,1,IM,BCM
952,305780,BC,1409,191,4,IM,BC
953,206989,BCM,1411,191,1,EM,BCM
954,296687,MBC,1412,191,4,CS,MBC
955,213227,BC,1413,191,4,EM,OC
956,265185,MBC,1414,191,1,EE,MBC
957,327303,BC,1415,191,2006,ME,OC
958,343973,MBC,1416,191,1419,CS,OC
959,208255,OC,1417,191,2006,IM,OC
960,237060,BC,1421,191,4,IM,BC
961,206013,OC,1422,191,4,EM,OC
962,200664,BC,1423,191,1,ME,BC
963,347084,OC,1425,191,2006,EM,OC
964,360630,BC,1426,191,2007,CS,OC
965,214553,MBC,1428,191,4,CM,MBC
966,227641,BC,1429,191,4,IM,BC
967,256593,BC,1432,191,4,EM,OC
968,283113,BC,1433,191,1315,IT,OC
969,287769,OC,1434,191,2007,CS,OC
970,259943,BC,1435,191,4,IM,BC
971,205338,BC,1436,191,2,IB,BC
972,220367,BC,1437,191,2006,IM,OC
973,347630,OC,1439,191,2,IS,OC
974,272688,BC,1442,191,2006,EM,OC
975,204647,BC,1443,191,2006,RA,OC
976,210014,OC,1444,191,2006,BS,OC
977,231277,BC,1445,191,2006,ME,OC
978,205113,OC,1446,191,1315,IT,OC
979,233948,MBC,1447,191,2006,CM,MBC
980,334352,BC,1448,191,1315,BM,OC
981,231264,BC,1449,191,4,EM,OC
982,231878,BC,1450,191,2006,ME,OC
983,262616,OC,1451,191,2006,EE,OC
984,215450,OC,1452,191,1,GI,OC
985,227940,BC,1453,191,4,IM,BC
986,222978,OC,1454,191,2006,EE,OC
987,202972,BC,1455,191,1315,ME,OC
988,210907,OC,1456,191,4,EM,OC
989,323788,BC,1458,191,4,IM,BC
990,206555,BC,1460,191,4,EM,OC
991,205928,OC,1461,191,4,EM,OC
992,258663,OC,1462,191,4,EI,OC
993,335399,BC,1463,191,4,IM,BC
994,262053,MBC,1464,191,1315,EC,OC
995,246096,MBC,1465,191,1315,CS,MBC
996,207859,BC,1466,191,2006,EE,OC
997,228257,BC,1468,191,4,IM,BC
998,251874,BC,1469,191,4,IM,BC
999,235753,OC,1470,191,2006,EM,OC
1000,228685,OC,1471,191,1315,EC,OC
1001,229089,BC,1472,191,4,IM,BC
1002,227979,BC,1473,191,4,EM,BC
1003,230063,BC,1475,191,2006,IM,OC
1004,255714,MBC,1476,191,1315,CS,MBC
1005,249501,BC,1479,191,1,ME,BC
1006,207003,OC,1480,191,1315,EC,OC
1007,230078,BC,1481,191,4,EM,BC
1008,255153,BC,1482,191,1315,IT,OC
1009,227455,BC,1483,191,4,EM,BC
1010,331352,BC,1484,191,4,AE,BC
1011,229225,SC,1486,191,1,CM,SC
1012,206469,BC,1487,191,4,EM,BC
1013,202700,BC,1490,191,5008,CS,OC
1014,213989,BC,1492,191,4,EM,BC
1015,209067,BC,1493,191,2006,ME,OC
1016,239520,SC,1494,191,1,EC,SC
1017,224077,OC,1495,191,1,BY,OC
1018,208691,BC,1496,191,4,IM,BC
1019,211058,BC,1497,191,2006,EM,BC
1020,286269,MBC,1499,191,1,EM,MBC
1021,259757,BC,1500,191,2005,CS,OC
1022,230579,BC,1503,191,1,CE,OC
1023,200024,BC,1504,191,2006,IM,OC
1024,280608,BC,1505,191,1315,IT,OC
1025,218628,BC,1507,191,4,EM,BC
1026,220955,BC,1510,191,1315,EC,OC
1027,257744,BC,1511,191,1315,EC,OC
1028,263255,BC,1513,191,4,IM,BC
1029,261558,BC,1514,191,1,CE,OC
1030,263597,MBC,1515,191,1,EE,MBC
1031,293502,OC,1516,191,4,MF,OC
1032,293203,OC,1518,191,1315,EC,OC
1033,214326,OC,1521,191,4,EI,OC
1034,253899,BC,1522,191,1315,IT,OC
1035,218379,MBC,1524,191,1,EE,MBC
1036,222259,MBC,1525,191,1,ME,MBC
1037,313868,MBC,1526,191,1,EE,MBC
1038,354677,BC,1527,191,2007,EM,OC
1039,333639,BC,1528,191,2739,CS,OC
1040,299787,BC,1529,191,1211,EC,OC
1041,201612,BC,1530,191,1,ME,BC
1042,211475,MBC,1532,191,1,EM,MBC
1043,203231,OC,1535,191,1315,EC,OC
1044,268497,BC,1536,191,4,EM,BC
1045,205511,BC,1537,191,1315,ME,OC
1046,244368,OC,1541,191,1315,EC,OC
1047,210891,BC,1542,191,1,ME,BC
1048,206223,MBC,1545,191,1,IM,MBC
1049,274406,OC,1547,191,2006,IM,OC
1050,285044,BC,1548,191,1315,IT,BC
1051,208371,BC,1549,191,2006,EM,BC
1052,308097,BC,1554,191,4,EM,BC
1053,326439,BC,1555,191,4,EM,BC
1054,226837,OC,1556,191,1219,CS,OC
1055,257239,OC,1558,191,2006,IM,OC
1056,346565,SC,1560,191,4,AE,SC
1057,351937,BC,1564,191,1,BY,BC
1058,224251,BC,1566,191,4,EM,BC
1059,214917,BC,1567,191,2006,EE,OC
1060,327939,OC,1568,191,2006,IM,OC
1061,333463,MBC,1569,191,1,BY,MBC
1062,229932,BC,1570,191,2005,EC,OC
1063,293528,BC,1573,191,2006,EM,BC
1064,205657,BC,1574,191,1,ME,BC
1065,244977,BC,1575,191,4,EM,BC
1066,310941,OC,1576,191,1315,BM,OC
1067,221963,MBC,1579,191,3465,EC,OC
1068,270592,BC,1580,191,2006,BS,OC
1069,217893,BC,1581,191,1315,IT,BC
1070,330729,BC,1583,191,2006,BS,OC
1071,227299,BC,1584,191,1315,IT,BC
1072,243490,OC,1586,191,2006,IM,OC
1073,272529,BC,1589,191,4,IM,BC
1074,233068,OC,1591,191,2006,IM,OC
1075,215364,OC,1592,191,1315,EC,OC
1076,200839,OC,1593,191,2006,IM,OC
1077,220560,MBC,1595,191,1,IM,MBC
1078,257060,BC,1596,191,4,EM,BC
1079,208493,BC,1598,191,2006,IM,OC
1080,215451,BC,1599,191,2006,EM,BC
1081,224820,OC,1600,191,2006,IM,OC
1082,302617,OC,1603,191,1315,EC,OC
1083,259228,MBC,1604,191,4,CM,MBC
1084,210890,MBC,1605,191,1,IM,MBC
1085,211214,MBC,1607,191,2006,CM,MBC
1086,213774,OC,1609,191,4,MF,OC
1087,337997,BC,1610,191,4,IM,BC
1088,211913,BC,1611,191,4,IM,BC
1089,245913,BC,1612,191,4,EM,BC
1090,219972,OC,1613,191,4,EI,OC
1091,329431,OC,1614,191,4,MF,OC
1092,226810,MBC,1615,191,1,EM,MBC
1093,207867,BC,1616,191,4,IM,BC
1094,219810,OC,1617,191,2007,CS,OC
1095,356475,BC,1618,191,4,EM,BC
1096,201319,OC,1619,191,3011,BT,OC
1097,254680,SC,1620,191,4,AE,SC
1098,229756,MBC,1621,191,4,EC,MBC
1099,276524,BC,1623,191,2,CH,OC
1100,225065,BC,1624,191,1,BY,BC
1101,271620,OC,1625,191,2007,CS,OC
1102,242090,MBC,1626,191,1,EE,MBC
1103,345256,OC,1627,191,1315,EC,OC
1104,238917,MBC,1628,191,1,BY,MBC
1105,317885,BC,1629,191,4,EM,BC
1106,201471,BC,1631,191,4,EM,BC
1107,233590,BC,1632,191,2006,ME,OC
1108,227121,BC,1633,191,2006,EM,BC
1109,232186,MBC,1635,191,1,EM,MBC
1110,220260,BC,1637,191,2006,EM,BC
1111,330947,OC,1638,191,1315,BM,OC
1112,288851,BC,1640,191,4,IM,BC
1113,312770,MBC,1641,190.75,1,EE,MBC
1114,350472,MBC,1645,190.75,4,AE,MBC
1115,319788,MBC,1646,190.75,1315,EC,MBC
1116,360463,MBC,1648,190.75,1,IM,MBC
1117,229248,BC,1650,190.6667,4,IM,BC
1118,253229,BC,1652,190.6667,2,FS,OC
1119,243352,BC,1654,190.5,4,IM,BC
1120,260282,BC,1655,190.5,2006,EM,BC
1121,271687,BC,1656,190.5,4,EM,BC
1122,332652,BC,1657,190.5,4023,CS,OC
1123,316137,BC,1660,190.5,4,EM,BC
1124,286596,MBC,1661,190.5,1,EM,MBC
1125,255624,BC,1663,190.5,1,CE,OC
1126,331979,BC,1664,190.5,4,EI,OC
1127,230881,BC,1666,190.5,4,EM,BC
1128,242646,BCM,1667,190.5,1,EM,BCM
1129,219684,BC,1668,190.5,2006,EM,BC
1130,294949,BC,1669,190.5,2006,EM,BC
1131,221698,BC,1670,190.5,5008,EC,OC
1132,215210,OC,1672,190.5,2377,CS,OC
1133,226435,BC,1674,190.5,4,IM,BC
1134,209123,OC,1675,190.5,2006,EE,OC
1135,259928,OC,1676,190.5,2,IS,OC
1136,290811,OC,1677,190.5,4,EI,OC
1137,311332,BC,1678,190.5,4,EM,BC
1138,235824,MBC,1679,190.5,5008,CS,OC
1139,225320,MBC,1680,190.5,1,EM,MBC
1140,217408,MBC,1681,190.5,2006,EE,OC
1141,235178,BC,1682,190.5,1,CE,OC
1142,300523,BC,1683,190.5,1,ME,BC
1143,231971,BC,1684,190.5,2377,EE,OC
1144,235557,BC,1687,190.5,2007,CS,OC
1145,224035,BC,1688,190.5,1,CE,OC
1146,307144,MBC,1689,190.5,1,EE,MBC
1147,300508,BC,1691,190.5,2007,CS,OC
1148,245800,BC,1693,190.5,4,IM,BC
1149,228428,BC,1694,190.5,4,IM,BC
1150,230865,BC,1696,190.5,5008,EC,OC
1151,238334,BC,1698,190.5,5008,CS,OC
1152,344518,BC,1699,190.5,4,IM,BC
1153,283369,BC,1700,190.5,1,CE,OC
1154,200413,BC,1701,190.5,4,EM,BC
1155,208361,OC,1702,190.5,2377,CS,OC
1156,326512,BC,1704,190.5,2377,CS,OC
1157,283461,BC,1707,190.5,2006,EM,BC
1158,317429,BC,1708,190.5,2005,CS,OC
1159,235849,OC,1709,190.5,1219,AD,OC
1160,271804,BC,1710,190.5,4,EM,BC
1161,245860,MBC,1713,190.5,4,EI,OC
1162,203835,OC,1714,190.5,2005,CS,OC
1163,220196,OC,1715,190.5,2006,IM,OC
1164,337437,BCM,1716,190.5,1,IM,BCM
1165,305564,OC,1717,190.5,5012,CC,OC
1166,314842,BC,1720,190.5,4,EM,BC
1167,235007,MBC,1721,190.5,1,EE,MBC
1168,206355,OC,1722,190.5,1450,CS,OC
1169,200921,BC,1725,190.5,2006,EM,BC
1170,224221,BC,1727,190.5,1315,EC,BC
1171,309581,BC,1730,190.5,4,EM,BC
1172,241803,OC,1733,190.5,1399,CS,OC
1173,216452,BC,1734,190.5,1,ME,BC
1174,309733,BC,1735,190.5,1,BY,BC
1175,202041,BC,1738,190.5,1,CE,OC
1176,232667,SC,1740,190.5,1,EC,SC
1177,282344,OC,1743,190.5,2006,IM,OC
1178,202640,MBC,1744,190.5,4,AE,MBC
1179,325885,MBC,1746,190.5,1,ME,MBC
1180,204739,BC,1749,190.5,1315,BM,BC
1181,204818,BC,1751,190.5,2006,BS,OC
1182,309828,OC,1752,190.5,2,IS,OC
1183,251598,OC,1756,190.5,4,EI,OC
1184,215376,BC,1757,190.5,2006,EE,OC
1185,229590,BC,1758,190.5,2,IB,BC
1186,276773,OC,1760,190.5,2006,IM,OC
1187,226790,BC,1761,190.5,4,EM,BC
1188,360196,BC,1762,190.5,4,EM,BC
1189,205181,OC,1763,190.5,1211,CS,OC
1190,298258,BC,1764,190.5,1,ME,BC
1191,302756,BC,1767,190.5,4,EM,BC
1192,237658,BCM,1769,190.5,1,EM,BCM
1193,204205,OC,1770,190.5,4,AU,OC
1194,335194,OC,1771,190.5,4,EI,OC
1195,228975,MBC,1773,190.5,4,CM,MBC
1196,205444,BC,1776,190.5,4,EM,BC
1197,202547,OC,1777,190.5,2,CL,OC
1198,211810,OC,1780,190.5,1315,EE,OC
1199,209176,OC,1781,190.5,4,MF,OC
1200,228991,SCA,1783,190.5,1,EE,SCA
1201,247662,OC,1784,190.5,1315,EE,OC
1202,318287,BC,1785,190.5,4,EM,BC
1203,310974,OC,1786,190.5,2007,CS,OC
1204,203682,BC,1787,190.5,2006,IM,OC
1205,213212,BC,1788,190.5,4,AE,BC
1206,210135,OC,1790,190.5,5008,CS,OC
1207,259518,BC,1793,190.5,1,ME,BC
1208,322420,BC,1794,190.5,1219,CS,OC
1209,305845,BC,1796,190.5,1,ME,BC
1210,207883,BC,1797,190.5,2006,IM,BC
1211,226133,MBC,1798,190.5,1,IM,MBC
1212,203636,OC,1800,190.5,5008,CS,OC
1213,213916,MBC,1801,190.5,1,EM,MBC
1214,232822,OC,1804,190.5,2006,BS,OC
1215,216161,BC,1805,190.5,1315,IT,BC
1216,272455,MBC,1806,190.5,1,IM,MBC
1217,267694,OC,1807,190.5,2006,ME,OC
1218,212574,MBC,1809,190.5,5008,EC,OC
1219,214161,BC,1810,190.5,1315,EC,BC
1220,212043,BC,1811,190.5,2007,CS,OC
1221,242217,BC,1812,190.5,2007,EC,OC
1222,261095,BC,1813,190.5,1315,EC,BC
1223,243438,MBC,1814,190.5,1,EM,MBC
1224,352887,MBC,1816,190.5,1,ME,MBC
1225,334999,BC,1817,190.5,2007,CS,OC
1226,206360,BC,1818,190.5,2006,ME,OC
1227,245990,BC,1819,190.5,1,ME,BC
1228,260740,OC,1821,190.5,2006,ME,OC
1229,219827,MBC,1822,190.5,1,ME,MBC
1230,243384,BC,1824,190.5,1,ME,BC
1231,202795,BC,1825,190.5,2006,EE,OC
1232,223965,BC,1826,190.5,2005,EE,OC
1233,305477,MBC,1827,190.5,2006,CM,MBC
1234,201999,BC,1829,190.5,4,EM,BC
1235,240169,OC,1833,190.5,4,MF,OC
1236,293101,BC,1834,190.5,1,IE,OC
1237,244217,MBC,1835,190.5,1,EM,MBC
1238,220891,OC,1836,190.5,1315,EE,OC
1239,203091,BCM,1837,190.5,1315,CH,OC
1240,268166,BC,1839,190.5,4,EI,OC
1241,245169,BC,1840,190.5,2007,CS,OC
1242,241257,BC,1844,190.5,2006,IM,BC
1243,268607,BC,1845,190.5,2005,CS,OC
1244,216906,BC,1847,190.5,1120,CS,OC
1245,213761,BC,1848,190.5,2007,CS,BC
1246,329739,BCM,1852,190.5,1,IM,BCM
1247,353611,MBC,1853,190.5,4,EC,MBC
1248,274509,BC,1854,190.5,2712,CS,OC
1249,351924,BC,1855,190.5,4,EI,OC
1250,346360,BC,1856,190.5,4,EI,OC
1251,257396,BC,1857,190.5,2006,IM,BC
1252,348601,BC,1859,190.3333,2007,CS,BC
