S NO,APPLN NO,AGGREGATE MARK,GENERAL RANK,COMMUNITY,COLLEGE CODE,BRANCH CODE,ALLOTTED CATEGORY
135,330081,199.5,177,BC,4,AT,OC
136,217203,199.5,179,OC,1,EC,OC
137,312115,199.5,180,OC,1,EC,OC
138,316560,199.5,182,BC,2006,CM,OC
139,241152,199.5,184,BC,1,CM,BC
140,364320,199.5,185,MBC,1,CS,MBC
141,345596,199.5,187,MBC,2006,CM,OC
142,224731,199.5,188,BC,1,CM,BC
143,304486,199.5,193,BC,2006,CM,OC
144,318992,199.5,195,BC,1,CM,BC
145,235596,199.5,197,BC,2006,CM,OC
146,210586,199.5,198,BC,1,EC,BC
147,280862,199.5,199,BC,1,CM,BC
148,321995,199.5,200,BC,1,CM,BC
149,331474,199.5,201,MBC,1315,CS,OC
150,285671,199.5,202,BC,1,CM,BC
151,307959,199.5,203,BC,1,CM,BC
152,210289,199.5,204,BC,1,CM,BC
153,386466,199.5,205,BC,1,CM,BC
154,328889,199.5,206,BC,1,CM,BC
155,311822,199.5,207,BC,1,CM,BC
156,280163,199.5,209,BC,1,CM,BC
157,270290,199.5,210,MBC,1,CS,MBC
158,219338,199.5,211,BC,1,CM,BC
159,321359,199.5,212,BC,1,IM,OC
160,272922,199.5,213,BC,1,CM,BC
161,302172,199.5,214,BC,4,CS,OC
162,341830,199.5,216,MBC,4,AT,OC
163,277820,199.5,219,BC,2006,CM,OC
164,259318,199.5,220,OC,2006,EC,OC
165,281199,199.5,221,BC,1,EC,BC
166,253213,199.5,222,OC,1,IM,OC
167,360140,199.5,223,BC,1,CM,BC
168,237603,199.5,226,BC,1,CM,BC
169,262492,199.5,227,BC,1,CM,BC
170,259442,199.5,228,BC,2006,CM,OC
171,275710,199.5,229,BC,1,EC,BC
172,223936,199.5,230,OC,1315,CS,OC
173,212068,199.5,232,BC,4,CS,OC
174,237316,199.5,234,OC,2006,CG,OC
175,261308,199.5,235,SC,1,CS,SC
176,303939,199.5,236,BC,1,EC,BC
177,295565,199.5,238,OC,4,CS,OC
178,339997,199.5,239,BC,1,EC,BC
179,268245,199.5,240,BC,1,EC,BC
180,225795,199.5,242,BC,1,IM,OC
181,207077,199.5,243,OC,1315,CS,OC
182,233364,199.5,244,BC,1,IM,OC
183,289342,199.5,245,OC,4,CS,OC
184,320551,199.5,246,BC,1,EC,BC
185,284322,199.5,247,BC,1,EC,BC
186,284894,199.5,249,BC,4,CS,OC
187,206948,199.5,254,BC,1,IM,OC
188,204207,199.5,255,BCM,2006,CM,OC
189,341935,199.5,256,BC,2006,CM,OC
190,251787,199.5,257,SC,1,CS,SC
191,295562,199.5,258,BC,2006,CM,BC
192,215391,199.5,259,OC,1,IM,OC
193,322085,199.5,261,MBC,1,BY,OC
194,327163,199.5,262,SC,1,CS,SC
195,207001,199.5,263,BC,1,EC,BC
196,277678,199.5,266,BC,4,CS,OC
197,230557,199.5,267,BC,4,CM,OC
198,277851,199.5,268,MBC,1,CS,MBC
199,331984,199.5,269,BC,2006,CM,BC
200,380227,199.5,271,OC,1,IM,OC
201,238928,199.5,272,BC,1,EC,BC
202,226328,199.5,273,BC,1,IM,OC
203,308500,199.5,274,BC,1,IM,OC
204,302829,199.5,275,MBC,1315,CS,OC
205,259408,199.5,276,BC,1,IM,OC
206,213710,199.5,277,BC,1,IM,OC
207,313016,199.5,278,BC,1,EC,BC
208,221256,199.5,279,BC,1,IM,OC
209,227624,199.5,280,MBC,1,CM,MBC
210,406845,199.5,282,BC,1,IM,OC
211,318666,199.5,284,MBC,1,CM,MBC
212,242335,199.5,285,BC,1,IM,OC
213,233359,199.5,286,MBC,2006,CM,MBC
214,353749,199.5,287,MBC,4974,EC,OC
215,321549,199.5,288,BC,2006,CM,BC
216,214169,199.333,289,OC,1,IM,OC
217,307978,199.333,291,MBC,1,CS,MBC
218,314394,199,292,BC,5008,CS,OC
219,260688,199,293,OC,1,IM,OC
220,230496,199,294,OC,4,CS,OC
221,213938,199,295,BC,4,CS,OC
222,202120,199,296,OC,1,IM,OC
223,263333,199,297,BC,1,IM,OC
224,342119,199,299,MBC,1,EC,MBC
225,229486,199,300,BC,2005,CS,OC
226,326785,199,301,BCM,1,CS,BCM
227,332163,199,302,BC,1315,CS,OC
228,260889,199,305,OC,1,IM,OC
229,226933,199,306,BC,4,CS,OC
230,325011,199,307,BC,1315,CS,OC
231,253803,199,308,BC,2006,EC,OC
232,242456,199,309,BC,2006,CM,BC
233,275848,199,311,BC,1,BY,OC
234,339833,199,312,BC,1,IM,OC
235,347649,199,313,BC,1,EC,BC
236,271221,199,314,MBC,1,CM,MBC
237,258596,199,316,OC,4,CS,OC
238,243382,199,318,BCM,1,CS,BCM
239,294702,199,319,BC,1,IM,OC
240,225467,199,321,MBC,1,EC,MBC
241,213792,199,323,BC,4960,CS,OC
242,234153,199,324,BC,2006,CM,BC
243,233002,199,325,BC,2006,IM,OC
244,232597,199,326,BC,1,EC,BC
245,209283,199,327,BC,2006,EC,OC
246,291235,199,329,BC,1,EM,OC
247,266008,199,330,BC,1,IM,OC
248,351952,199,331,BC,2006,CM,BC
249,321727,199,332,BC,1,IM,OC
250,272612,199,334,SC,1,EE,OC
251,330139,199,335,BC,1,IM,OC
252,232877,199,336,BC,2006,CM,BC
253,244370,199,338,BC,4,CS,OC
254,270360,199,340,OC,4,CS,OC
255,352740,199,341,OC,1315,CS,OC
256,348959,199,342,MBC,2006,CG,OC
257,257975,199,344,BC,1,IM,OC
258,239178,199,345,MBC,5008,EC,OC
259,297875,199,347,BC,2006,CM,BC
260,283946,199,348,BC,1,IM,OC
261,294208,199,350,BC,4,CS,OC
262,210167,199,352,BC,2006,CM,BC
263,251451,199,353,MBC,1,EC,MBC
264,261130,199,355,BC,1315,CS,OC
265,277459,199,356,BC,1,EM,OC
266,268543,199,358,BC,1,IM,OC
267,281265,199,358A,MBC,1,IM,OC
268,352487,199,359,BC,1,IM,OC
269,262924,199,360,OC,1315,CS,OC
270,363637,199,361,BC,2006,ME,OC
271,230180,199,363,BC,1315,CS,OC
272,223641,199,364,MBC,1,CM,MBC
273,313120,199,366,BC,4,CS,BC
274,337620,199,368,OC,4,CM,OC
275,397496,199,369,OC,1,ME,OC
276,275766,199,370,BCM,1,CM,BCM
277,269269,199,371,BC,1,IM,BC
278,334581,199,372,MBC,5008,CS,OC
279,287278,199,373,BC,1,IM,BC
280,332341,199,374,MBC,1,CM,MBC
281,261287,199,375,BC,1,IM,BC
282,345292,199,376,MBC,1,CM,MBC
283,251967,199,379,BC,1,IM,BC
284,223194,199,380,BC,1,IM,BC
285,212943,199,381,BC,2006,CM,BC
286,332931,199,382,MBC,1,CM,MBC
287,392572,199,382A,OC,1315,CS,OC
288,301340,199,383,BC,4,CS,BC
289,307886,199,384,BC,2006,CM,BC
290,379577,199,386,OC,4,CM,OC
291,280046,199,387,BC,2006,CM,BC
292,303647,199,388,BC,1,EM,OC
293,279082,199,393,OC,2006,IM,OC
294,215092,199,394,BC,1,EM,OC
295,374467,199,395,BC,1,IM,BC
296,262161,199,396,BC,1,IM,BC
297,282301,199,397,BC,2006,EC,OC
298,318053,199,399,BC,2006,CM,BC
299,262166,199,400,OC,1,EM,OC
300,215325,199,402,BC,1,IM,BC
301,250658,199,403,BC,4,CS,BC
302,243643,199,405,MBC,1,IM,MBC
303,324717,199,406,BC,2006,CM,BC
304,251336,199,407,BC,2006,EC,OC
305,302212,199,408,OC,2006,IM,OC
306,278896,199,409,BC,1,EM,OC
307,330950,199,410,BC,1,EM,OC
308,273856,199,411,BC,1,IM,BC
309,293665,199,412,BC,1,IM,BC
310,362377,199,413,SCA,1,CS,SCA
311,267716,199,414,OC,2764,BM,OC
312,283605,199,415,BC,1,IM,BC
313,218227,199,416,BC,2,CH,OC
314,291753,199,417,BC,5008,CS,OC
315,225586,199,418,BCM,1,EC,BCM
316,239237,199,420,BC,5008,CS,OC
317,344256,199,421,BC,1,IM,BC
318,221925,199,424,MBC,1,CM,MBC
319,282254,199,425,OC,2006,EC,OC
320,292465,199,426,BC,4,CS,BC
321,250500,199,427,MBC,4,CS,MBC
322,260498,199,428,BC,1,IM,BC
323,311493,199,429,MBC,1,ME,OC
324,257060,199,430,BC,1,EM,OC
325,289919,199,431,BC,1,IM,BC
326,226662,199,432,BC,1,IM,BC
327,239104,199,434,OC,1,EM,OC
328,247076,199,437,MBC,2006,CM,MBC
329,216495,199,438,BC,2006,CM,BC
330,358386,199,439,BC,4,EC,OC
331,205980,199,440,BC,5008,CS,OC
332,370573,199,441,MBC,1,CM,MBC
333,310449,199,442,BC,1,IM,BC
334,250701,199,443,MBC,1,CM,MBC
335,273486,199,445,BC,2006,CM,BC
336,315175,199,446,BC,1,IM,BC
337,265398,199,447,BC,1,EM,OC
338,221390,199,448,BC,1,IM,BC
339,318509,199,451,OC,4,CM,OC
340,270732,199,454,BC,4,CS,BC
341,262534,199,455,BC,1,EM,OC
342,339200,199,456,BC,2006,CM,BC
343,270647,199,457,BC,1,EM,OC
344,301560,199,458,BC,1,ME,OC
345,321908,199,459,MBC,1,CM,MBC
346,405049,199,463,BC,1,EM,OC
347,264235,199,464,MBC,1,CM,MBC
348,296296,199,465,BC,1,EM,OC
349,282914,198.67,467,BC,2006,CM,BC
350,384548,198.667,468,MBC,1,CM,MBC
351,377104,198.667,469,BC,1315,CS,OC
352,304578,198.667,471,BC,1,IM,BC
353,292579,198.54,472,BC,1315,CS,OC
354,325215,198.5,473,BC,2006,CG,OC
355,234156,198.5,474,BC,2006,EC,OC
356,264408,198.5,475,BC,1,EM,OC
357,291876,198.5,476,BC,1,EM,OC
358,250261,198.5,478,BC,1,ME,OC
359,204403,198.5,479,BC,1,IM,BC
360,211443,198.5,480,BC,4,CS,BC
361,219052,198.5,481,BC,1315,CS,OC
362,268970,198.5,482,BC,1,IM,BC
363,225020,198.5,485,OC,1315,CS,OC
364,206180,198.5,486,BC,1,EM,BC
365,373766,198.5,488,BC,1315,BM,OC
366,324604,198.5,490,BC,5008,CS,OC
367,317959,198.5,491,BC,4,CS,BC
368,318397,198.5,492,BC,1,IM,BC
369,337931,198.5,494,MBC,1,CM,MBC
370,279237,198.5,496,BC,1315,CS,OC
371,208861,198.5,497,BC,4,CM,OC
372,277200,198.5,498,BC,4,CM,OC
373,224107,198.5,499,BC,2006,CM,BC
374,240133,198.5,502,BC,4,CM,OC
375,311526,198.5,503,MBC,2006,CM,MBC
376,221144,198.5,504,BC,1,EM,BC
377,339198,198.5,505,OC,4,CM,OC
378,250634,198.5,506,BC,2006,IM,OC
379,252229,198.5,508,BC,4,EC,OC
380,254328,198.5,509,BC,1,EM,BC
381,217557,198.5,512,BC,2006,CM,BC
382,316662,198.5,513,BC,1,ME,OC
383,205944,198.5,514,BC,1,EM,BC
384,233291,198.5,515,BC,2006,IM,OC
385,226936,198.5,517,BC,1,EM,BC
386,277967,198.5,518,MBC,4,CS,MBC
387,348190,198.5,519,BC,1315,CS,OC
388,256304,198.5,520,BC,4,CM,OC
389,312269,198.5,524,BC,1,EM,BC
390,274066,198.5,525,BC,2006,EC,OC
391,238889,198.5,526,BC,2006,CM,BC
392,322117,198.5,527,BC,1,IM,BC
393,389404,198.5,529,MBC,1,CM,MBC
394,231430,198.5,530,BC,2006,BS,OC
395,303969,198.5,533,OC,4,CM,OC
396,339052,198.5,534,OC,4,CM,OC
397,359795,198.5,535,BC,2006,EC,OC
398,343437,198.5,536,BC,1315,CS,OC
399,259908,198.5,537,BC,2006,CM,BC
400,252158,198.5,538,BC,2006,CG,OC
401,304589,198.5,539,BC,4,CS,BC
402,361113,198.5,540,BC,1,IM,BC
403,217059,198.5,541,BC,2006,IM,OC
404,233357,198.5,542,BC,2651,EC,OC
405,288438,198.5,543,BC,1,IM,BC
406,259749,198.5,544,MBC,1,EC,MBC
407,299204,198.5,545,BC,1,EM,BC
408,324313,198.5,546,OC,4,EC,OC
409,327261,198.5,547,BC,1,IM,BC
410,211406,198.5,548,BC,4,CM,OC
411,327760,198.5,549,BC,1399,EC,OC
412,403087,198.5,550,BC,1315,CS,OC
413,366457,198.5,551,OC,4,IM,OC
414,313455,198.5,552,BC,4,CM,OC
415,291290,198.5,553,BC,2006,EC,BC
416,214102,198.5,554,BC,2006,EC,BC
417,201144,198.5,555,BC,1,EM,BC
418,208864,198.5,556,BC,1,IM,BC
419,331596,198.5,557,BC,2006,IM,OC
420,246852,198.5,558,BC,4,RA,OC
421,316771,198.5,559,BC,1,IM,BC
422,330191,198.5,560,BC,1,EM,BC
423,260077,198.5,562,MBC,1,CM,MBC
424,320959,198.5,563,BC,4,CS,BC
425,258193,198.5,564,BC,4,EC,OC
426,339284,198.5,566,BC,1,EM,BC
427,257064,198.5,567,SC,1,CS,SC
428,202061,198.5,568,BC,2005,CS,OC
429,241189,198.5,569,MBC,1,EC,MBC
430,317941,198.5,570,BC,1315,CS,OC
431,262759,198.5,571,BC,1,EM,BC
432,214144,198.5,572,BC,2006,IM,OC
433,283540,198.5,573,BC,1,EM,BC
434,251514,198.5,574,BC,2005,CS,OC
435,261069,198.5,576,BC,2006,IM,OC
436,272068,198.5,577,BC,1315,EC,OC
437,278939,198.5,579,BC,1,EM,BC
438,287069,198.5,580,BC,2006,IM,OC
439,317437,198.5,581,BC,4,CM,OC
440,320692,198.5,583,BC,2006,IM,OC
441,221858,198.5,584,BC,4,CM,OC
442,267938,198.5,585,BC,1,EM,BC
443,327094,198.5,586,BC,1315,CS,OC
444,304582,198.5,587,BC,2006,IM,OC
445,201023,198.5,589,BC,2006,IM,OC
446,393998,198.5,591,BC,2006,BS,OC
447,370999,198.5,592,OC,1315,CS,OC
448,401297,198.5,594,OC,4,AT,OC
449,249660,198.5,595,MBC,1,CM,MBC
450,211382,198.5,596,OC,1315,CS,OC
451,356139,198.5,597,BC,1315,CS,OC
452,248080,198.5,598,BC,4,CM,OC
453,241871,198.5,599,BC,4,CM,BC
454,391585,198.5,601,OC,1,ME,OC
455,265499,198.5,602,MBC,2006,CM,MBC
456,206034,198.5,603,BC,4,CM,BC
457,222183,198.5,606,BC,4,CS,BC
458,259252,198.5,607,BC,1315,CS,BC
459,263593,198.5,608,MBC,4,CS,MBC
460,234846,198.5,609,BCM,4,AT,OC
461,220654,198.5,610,BC,1315,CS,BC
462,330490,198.5,611,OC,4,EM,OC
463,204876,198.5,612,BC,4,CS,BC
464,302899,198.5,614,OC,4,IM,OC
465,262950,198.5,615,BC,4,CS,BC
466,311073,198.5,616,MBC,1,EC,MBC
467,356184,198.5,617,BC,4,AE,OC
468,277184,198.5,618,BC,1,EE,OC
469,271390,198.5,620,MBC,4,EC,OC
470,317068,198.5,621,BC,5008,EC,OC
471,332143,198.5,622,BC,5012,CC,OC
472,209709,198.5,623,MBC,4,CS,MBC
473,283797,198.5,624,MBC,1315,CS,MBC
474,216870,198.5,625,BC,4,EC,OC
475,213730,198.5,626,MBC,1315,CS,MBC
476,294674,198.5,627,BC,2006,IM,OC
477,307274,198.5,628,BC,4,IM,OC
478,252958,198.5,629,BC,5008,CS,OC
479,338469,198.5,630,BC,1315,CS,BC
480,249248,198.5,633,BC,4,EC,OC
481,269723,198.5,634,BC,4,CM,BC
482,213530,198.5,634A,BC,1315,CS,BC
483,352129,198.5,635,BC,2,CH,OC
484,200422,198.5,636,MBC,1,IM,MBC
485,259071,198.5,637,BC,4,EC,OC
486,228983,198.5,638,MBC,1315,CS,MBC
487,267340,198.5,639,BC,4,CM,BC
488,277379,198.5,640,MBC,2006,CM,MBC
489,277489,198.5,642,BC,2006,EC,BC
490,324963,198.5,645,BC,2006,EC,BC
491,286934,198.5,647,OC,2007,CS,OC
492,207931,198.5,648,MBC,1,CM,MBC
493,265388,198.5,649,MBC,1,IM,MBC
494,282467,198.5,650,OC,2006,EM,OC
495,305997,198.5,651,MBC,1,CM,MBC
496,246963,198.5,652,MBC,1,EC,MBC
497,330560,198.5,654,MBC,4,CS,MBC
498,238584,198.5,654A,MBC,1,CM,MBC
499,263106,198.5,656,BC,2006,EC,BC
500,332736,198.5,657,BC,4,CM,BC
501,273669,198.5,658,MBC,2006,EC,MBC
502,248033,198.5,660,BC,1315,CS,BC
503,210850,198.5,662,BC,2006,EC,BC
504,242821,198.5,663,MBC,1,CM,MBC
505,239938,198.5,664,BC,4,CM,BC
506,360514,198.5,665,BC,2,CH,OC
507,265753,198.5,667,BC,2006,EC,BC
508,268301,198.5,669,BC,4,IM,OC
509,355871,198.5,670,BC,1315,CS,BC
510,251801,198.5,671,BC,2006,EC,BC
511,283423,198.5,672,BC,4,CM,BC
512,380302,198.5,673,OC,4,IM,OC
513,276931,198.5,674,BCM,1,CM,BCM
514,355189,198.5,675,MBC,4,CS,MBC
515,296771,198.5,676,BC,2006,IM,OC
516,362799,198.5,677,BC,4,CM,BC
517,232274,198.333,678,BC,2006,ME,OC
518,362036,198.333,678A,BC,4,CM,BC
519,370105,198.333,679,BC,1315,CS,BC
520,334514,198.333,680,MBC,1,EC,MBC
521,395646,198.185,682,BC,2006,IM,OC
522,227189,198.15,683,BC,4,CM,BC
523,400277,198,684,BC,2006,EC,BC
524,236885,198,685,MBC,1,EC,MBC
525,233850,198,686,BC,5008,CS,OC
526,313820,198,687,BC,4,AE,OC
527,221485,198,690,MBC,1,EM,MBC
528,243290,198,691,BC,2006,EC,BC
529,342286,198,692,OC,4,EC,OC
530,298286,198,694,BC,4,EC,OC
531,303905,198,696,BC,2006,IM,OC
532,331822,198,697,BC,5008,CS,OC
533,210861,198,698,BC,4,EC,OC
534,274664,198,699,OC,4,AT,OC
535,220619,198,700,OC,4,IM,OC
536,219181,198,701,BC,1315,CS,BC
537,235579,198,704,BC,2006,EC,BC
538,324888,198,705,MBC,2006,IM,OC
539,320733,198,706,BC,2007,CS,OC
540,212036,198,707,BC,1315,CS,BC
541,215749,198,709,BCM,1,CM,BCM
542,283112,198,710,BC,4,EC,OC
543,205124,198,711,OC,2006,EM,OC
544,241336,198,712,BC,1315,CS,BC
545,398577,198,714,BC,1315,CS,BC
546,379114,198,716,BC,1399,CS,OC
547,246062,198,717,MBC,1,EM,MBC
548,324163,198,718,BC,1,ME,OC
549,262264,198,719,BC,1315,EC,OC
550,208410,198,720,BC,4,CM,BC
551,239248,198,721,BC,2006,IM,OC
552,254502,198,722,MBC,2006,EC,MBC
553,283613,198,723,BC,4,AT,OC
554,262063,198,724,BCM,1315,CS,BCM
555,304468,198,725,BC,1,ME,OC
556,297773,198,726,BC,4,CM,BC
557,248603,198,727,BC,4,CM,BC
558,274030,198,728,BC,2006,IM,OC
559,209639,198,729,BC,4,EC,OC
560,278953,198,730,BC,4,CM,BC
561,292573,198,732,BC,1315,CS,BC
562,294655,198,733,BC,2006,IM,OC
563,266224,198,734,OC,1,EE,OC
564,215073,198,735,BC,4,EC,OC
565,290713,198,736,BC,4,IM,OC
566,344885,198,737,BC,4,IM,OC
567,317627,198,738,BC,2006,IM,OC
568,325077,198,739,BC,2006,IM,OC
569,203935,198,741,BC,4,IM,OC
570,270254,198,742,BC,4,IM,OC
571,266737,198,743,BC,2006,IM,OC
572,309065,198,746,BC,2006,EC,BC
573,236930,198,747,SC,1,CS,SC
574,280701,198,748,BC,4,IM,OC
575,282264,198,749,BC,1315,EC,OC
576,252617,198,750,BC,1,BY,OC
577,296777,198,751,MBC,1,IM,MBC
578,348128,198,752,BC,2006,EC,BC
579,259523,198,753,OC,2007,CS,OC
580,359850,198,754,BC,4,IM,OC
581,353881,198,755,OC,2005,ME,OC
582,223668,198,756,BC,2006,IM,OC
583,292340,198,757,BC,4,EC,OC
584,348724,198,759,BC,4,EC,BC
585,286824,198,760,BC,4,IM,OC
586,310414,198,761,MBC,4,CS,MBC
587,259863,198,762,BC,1,EE,OC
588,220726,198,765,BC,4,IM,OC
589,287471,198,766,BC,2006,IM,OC
590,335628,198,767,BC,4,IM,OC
591,393695,198,768,MBC,1,BY,OC
592,221085,198,770,OC,2006,EM,OC
593,367517,198,771,BC,1,EE,OC
594,402546,198,772,BC,2006,IM,BC
595,293090,198,773,MBC,1,EC,MBC
596,271752,198,774,BC,2006,EM,OC
597,282147,198,776,BC,4,EC,BC
598,348343,198,777,BC,4,IM,OC
599,259453,198,778,BC,4,EC,BC
600,234338,198,779,BCM,1,IM,BCM
601,383639,198,780,BC,2006,IM,BC
602,250934,198,781,BC,2006,IM,BC
603,272394,198,782,BC,4,IM,OC
604,367965,198,783,BC,4,IM,OC
605,296931,198,784,SC,1,EC,SC
606,310375,198,786,BC,4,EC,BC
607,336765,198,787,BC,1,CE,OC
608,215255,198,788,MBC,1110,CS,OC
609,321414,198,789,MBC,2006,CM,MBC
610,254684,198,790,BC,4023,CS,OC
611,335198,198,791,MBC,1,EE,OC
612,325262,198,793,BC,4,IM,OC
613,324199,198,794,OC,1315,IT,OC
614,337899,198,795,BC,2,FS,OC
615,259003,198,796,SC,1,CS,SC
616,339061,198,797,SC,1,CS,SC
617,291693,198,798,BC,1,EE,OC
618,218210,198,800,OC,4,IM,OC
619,238345,198,802,BC,2006,IM,BC
620,344181,198,803,BC,2006,EM,OC
621,258457,198,804,BC,1399,CS,OC
622,203015,198,805,OC,1315,IT,OC
623,219772,198,807,MBC,2006,CM,MBC
624,219514,198,808,MBC,1315,CS,MBC
625,291368,198,810,BC,4,EC,BC
626,238288,198,811,BC,1315,CS,BC
627,310528,198,812,SC,2006,EC,SC
628,295270,198,813,BC,5008,CS,OC
629,284239,198,814,BC,4,EC,BC
630,223904,198,815,BC,2005,EC,OC
631,269268,198,816,OC,4,IM,OC
632,319217,198,817,BC,4,EC,BC
633,212650,198,818,OC,1315,IT,OC
634,349614,198,820,BC,2006,IM,BC
635,310142,198,822,BC,4,EC,BC
636,275009,198,823,BC,2006,IM,BC
637,343037,198,824,OC,2007,CS,OC
638,330498,198,825,BC,1315,CS,BC
639,218146,198,827,OC,4,IM,OC
640,211317,198,829,BCM,1,EC,BCM
641,271880,198,830,BC,2006,EM,OC
642,285646,198,831,BC,4,IM,OC
643,292531,198,832,SC,2006,EC,SC
