S NO,APPLN NO,AGGREGATE MARK,GENERAL RANK,GOVT RANK,COLLEGE CODE,BRANCH CODE,ALLOTTED CATEGORY
1464,268825,116,115729,11015,1520,EC,MBC
1465,356002,116,115743,11016,1122,CE,OC
1466,380617,116,115770,11020,2717,AD,BC
1467,282237,116,115807,11023,3425,ME,MBC
1468,295221,116,115809,11024,1106,EC,MBC
1469,333147,116,115832,11026,2726,AU,OC
1470,379363,116,115844,11029,1442,AD,MBC
1471,302161,116,115918,11037,2632,CE,OC
1472,358520,116,115922,11038,4980,EE,OC
1473,295203,116,115938,11041,4964,EC,OC
1474,363558,116,115945,11043,2360,ME,OC
1475,259659,116,115965,11047,2622,CE,SCA
1476,315006,116,116014,11051,3018,XM,OC
1477,336381,116,116016,11052,1513,EE,MBC
1478,402459,116,116023,11054,1213,EC,OC
1479,282978,116,116030,11056,3926,EE,OC
1480,290226,116,116037,11057,2302,BM,SC
1481,242114,116,116041,11059,1317,CE,BC
1482,257049,116,116049,11060,1401,ME,OC
1483,345750,116,116053,11061,2609,CE,OC
1484,345151,116,116075,11067,5912,AD,OC
1485,340622,116,116078,11068,2611,CI,SC
1486,367481,116,116092,11071,5921,AD,BC
1487,360787,116,116101,11072,2617,EE,SC
1488,322616,116,116108,11075,2613,SF,BC
1489,393055,115.5,116127,11077,1401,CE,OC
1490,382859,115.5,116129,11078,3804,CS,SC
1491,290122,115.5,116139,11080,4672,CE,OC
1492,299890,115.5,116141,11081,2647,CS,BC
1493,371765,115.5,116159,11083,2748,EC,BC
1494,221582,115.5,116161,11084,1317,ME,BC
1495,246079,115.5,116188,11088,4993,EE,OC
1496,217288,115.5,116193,11090,1412,ME,MBC
1497,398229,115.5,116201,11092,1421,EC,BC
1498,276547,115.5,116258,11102,3403,CS,OC
1499,391869,115.5,116282,11105,3456,BM,OC
1500,361109,115.5,116283,11106,1523,EC,BC
1501,356840,115.5,116286,11107,2611,EC,SC
1502,384227,115.5,116289,11108,2653,IT,SC
1503,254766,115.5,116315,11114,4959,BT,OC
1504,356053,115.5,116320,11115,5930,EC,OC
1505,288009,115.5,116325,11118,5,EI,MBC
1506,290288,115.5,116357,11124,2620,BT,BC
1507,219145,115.5,116365,11125,1229,CS,MBC
1508,324334,115.5,116399,11129,3857,ME,OC
1509,319519,115.5,116413,11131,1405,EE,OC
1510,332320,115.5,116450,11137,2302,IT,SC
1511,369482,115.5,116456,11138,2341,CS,SC
1512,357206,115.5,116458,11139,3860,ME,OC
1513,230911,115.5,116481,11141,2711,MZ,SCA
1514,307650,115.5,116497,11143,2638,EC,MBC
1515,354319,115.5,116532,11148,2749,AG,MBC
1516,372892,115.5,116538,11150,2647,EC,MBC
1517,335101,115.5,116558,11151,2608,ME,MBC
1518,370245,115.5,116604,11157,2648,CE,MBC
1519,305062,115.5,116642,11160,4944,AD,BC
1520,375407,115.5,116643,11161,1504,AD,BC
1521,258303,115.5,116707,11171,5,CZ,SC
1522,340813,115.5,116749,11177,2733,EC,OC
1523,356644,115.5,116753,11178,4989,IT,OC
1524,243529,115.5,116804,11193,2638,CS,SC
1525,314217,115.5,116823,11199,1414,EC,BC
1526,212005,115,116830,11200,3803,CE,OC
1527,387642,115,116831,11201,4953,CS,MBC
1528,377922,115,116841,11203,3456,CS,BC
1529,264621,115,116845,11204,2632,AM,BC
1530,311716,115,116848,11206,1127,CH,OC
1531,356912,115,116854,11208,1421,ME,OC
1532,387813,115,116866,11209,2302,BM,BC
1533,366422,115,116868,11210,2611,BT,MBC
1534,390323,115,116887,11212,1525,ME,MBC
1535,356841,115,116890,11213,4864,EE,OC
1536,310890,115,116894,11214,1401,CH,MBC
1537,245540,115,116904,11217,5530,CS,BCM
1538,330488,115,116905,11218,2611,RM,MBC
1539,313272,115,116920,11221,1218,AD,MBC
1540,327938,115,116937,11225,1115,EC,OC
1541,312422,115,116946,11227,1523,CS,SC
1542,237181,115,116954,11228,2622,BT,BC
1543,373567,115,116964,11229,2633,EC,MBC
1544,351078,115,116969,11230,5907,CH,OC
1545,411509,115,116978,11232,2750,AE,MBC
1546,216746,115,116986,11233,2729,AE,BC
1547,299320,115,116988,11234,4931,EC,OC
1548,312871,115,116990,11236,4953,CS,BC
1549,253496,115,116995,11239,2349,CS,BCM
1550,369202,115,117000,11242,2705,CS,MBC
1551,302513,115,117002,11244,1207,EC,MBC
1552,220940,115,117026,11247,5832,CE,BC
1553,383497,115,117043,11249,3831,EC,OC
1554,375942,115,117044,11250,4949,CS,BC
1555,280964,115,117056,11251,1149,ME,BC
1556,296551,115,117076,11253,4966,AD,OC
1557,340200,115,117077,11254,2761,EC,MBC
1558,307673,115,117084,11255,5532,EE,BC
1559,267509,115,117090,11256,5022,CE,BC
1560,328155,115,117105,11259,5,EE,MBC
1561,366783,115,117160,11265,4949,MZ,MBC
1562,271482,115,117296,11283,5,CE,BC
1563,315786,115,117308,11287,1237,AD,SC
1564,347843,115,117331,11289,4959,IT,SC
1565,217381,115,117343,11293,2673,EE,OC
1566,363384,115,117351,11295,2606,ME,OC
1567,306887,115,117359,11296,4964,ME,MBC
1568,229528,115,117447,11308,2634,AE,BC
1569,404369,115,117510,11320,1430,EE,OC
1570,273512,114.5,117554,11323,5017,EC,BC
1571,324243,114.5,117572,11326,3806,AD,SC
1572,319566,114.5,117585,11328,3805,ME,MBC
1573,321033,114.5,117595,11329,3905,ME,OC
1574,330451,114.5,117597,11331,2705,EC,OC
1575,316296,114.5,117610,11334,3805,EE,BC
1576,309747,114.5,117611,11335,2314,CS,BC
1577,327279,114.5,117614,11337,1317,ME,BC
1578,403392,114.5,117649,11342,3810,CS,SCA
1579,337519,114.5,117663,11345,4944,EC,BC
1580,304801,114.5,117697,11347,5907,CE,OC
1581,347575,114.5,117774,11363,2360,EC,MBC
1582,346303,114.5,117777,11364,1114,ME,OC
1583,342672,114.5,117799,11369,5533,EE,OC
1584,341236,114.5,117843,11373,4967,EC,BC
1585,388161,114.5,117872,11377,4669,EC,MBC
1586,368071,114.5,117875,11378,4961,CS,MBC
1587,243578,114.5,117882,11379,5904,AD,BC
1588,378613,114.5,117894,11381,1207,RM,OC
1589,283935,114.5,117918,11384,4996,ME,OC
1590,357458,114.5,117940,11386,2617,EE,BC
1591,326262,114.5,117956,11389,4957,ME,BC
1592,331453,114.5,117974,11391,4678,AD,BC
1593,368253,114.5,117978,11392,2712,CE,SCA
1594,270824,114.5,118004,11399,1207,AD,MBC
1595,254245,114.5,118017,11401,1517,CS,SC
1596,286789,114.5,118027,11405,1421,EE,MBC
1597,319893,114.5,118051,11408,1426,EC,MBC
1598,373698,114.5,118085,11410,3766,CS,OC
1599,318990,114.5,118086,11411,2650,EE,OC
1600,248897,114.5,118097,11413,4981,ME,OC
1601,302637,114.5,118111,11415,3454,ME,SC
1602,281396,114.5,118120,11417,2743,EE,MBC
1603,302437,114.5,118124,11419,1210,ME,BC
1604,317724,114.5,118130,11421,3021,ME,MBC
1605,280494,114.5,118144,11422,2751,ME,OC
1606,286594,114.5,118145,11423,3801,EC,BC
1607,206741,114.5,118149,11424,1407,CS,BC
1608,337331,114.5,118154,11427,2627,CE,OC
1609,323772,114.5,118175,11433,2648,EE,OC
1610,376087,114.5,118191,11437,3810,BM,MBC
1611,405559,114.5,118197,11438,2611,EE,MBC
1612,408521,114.5,118200,11440,1513,EC,MBC
1613,402929,114.25,118202,11441,1116,ME,OC
1614,356292,114,118205,11442,5986,EC,SCA
1615,405319,114,118210,11444,3831,EC,OC
1616,331257,114,118229,11447,4964,EC,OC
1617,309367,114,118233,11449,4948,CS,OC
1618,293191,114,118238,11450,2613,AU,OC
1619,350918,114,118243,11453,1512,EC,BC
1620,353017,114,118255,11454,1133,EC,MBC
1621,216025,114,118289,11462,2727,AD,SCA
1622,207609,114,118301,11467,2727,AD,SC
1623,377928,114,118310,11468,2609,CY,SC
1624,298567,114,118321,11470,4933,EC,BC
1625,377045,114,118354,11473,1212,BM,BC
1626,386792,114,118393,11476,4864,EE,BC
1627,263528,114,118396,11477,3786,EE,BC
1628,284547,114,118417,11480,2648,CE,BC
1629,277868,114,118448,11483,1120,ME,BC
1630,367134,114,118449,11484,1209,CS,OC
1631,378931,114,118487,11486,3926,ME,BC
1632,349719,114,118494,11488,2628,EE,SC
1633,377210,114,118500,11489,1233,ME,BC
1634,270058,114,118511,11490,4959,CS,SC
1635,263735,114,118524,11495,3786,AE,BC
1636,338693,114,118526,11496,3843,CS,SC
1637,377088,114,118527,11497,2338,BM,SC
1638,359979,114,118548,11498,3905,EC,MBC
1639,357300,114,118556,11501,5902,EE,MBC
1640,336968,114,118580,11506,1222,CS,BC
1641,331558,114,118608,11513,3805,BM,BCM
1642,362689,114,118626,11516,4670,EE,MBC
1643,368490,114,118639,11519,3782,CS,OC
1644,352239,114,118672,11523,2761,AD,MBC
1645,366692,114,118752,11536,2625,EE,SC
1646,383412,114,118755,11537,3466,EC,OC
1647,355554,114,118759,11538,3795,EC,SC
1648,336893,114,118763,11541,5921,CB,OC
1649,350473,114,118764,11542,2740,PH,BC
1650,257946,114,118812,11545,4959,BT,BC
1651,316179,114,118820,11548,4931,CS,BC
1652,385104,114,118844,11553,2761,EC,BC
1653,256913,114,118864,11556,4989,CS,MBC
1654,340714,114,118865,11557,5865,EC,MBC
1655,351767,114,118868,11558,3410,EC,SC
1656,347963,114,118946,11577,1313,EC,MBC
1657,305426,113.5,118970,11583,1319,CS,BCM
1658,353142,113.5,118974,11584,3860,EC,SC
1659,241390,113.5,118982,11585,1210,ME,BC
1660,388908,113.5,118990,11588,4989,CS,SC
1661,311491,113.5,118993,11589,4957,EC,MBC
1662,357762,113.5,119001,11591,3805,AG,MBC
1663,263241,113.5,119040,11593,2607,FD,BC
1664,333028,113.5,119091,11600,3782,EC,OC
1665,229724,113.5,119102,11602,4955,EC,MBC
1666,311181,113.5,119111,11604,3806,EE,BC
1667,404122,113.5,119147,11608,3813,EC,SC
1668,357618,113.5,119148,11609,4978,BT,OC
1669,256236,113.5,119184,11614,2302,AD,SC
1670,345004,113.5,119196,11617,4024,EC,MBC
1671,275473,113.5,119241,11623,2716,AE,OC
1672,410278,113.5,119306,11628,1122,AD,SC
1673,328652,113.5,119319,11632,3766,CS,OC
1674,339654,113.5,119325,11633,2347,EE,BC
1675,297443,113.5,119330,11634,2602,RM,OC
1676,243150,113.5,119352,11641,2707,CE,OC
1677,263579,113.5,119392,11645,4917,EE,MBC
1678,348983,113.5,119396,11646,2647,EE,OC
1679,346064,113.5,119428,11651,2772,AD,MBC
1680,322402,113.5,119474,11657,3831,EC,BC
1681,327206,113.5,119480,11659,1101,CS,MBC
1682,279745,113.5,119524,11664,2609,CS,SCA
1683,290732,113.5,119547,11667,1122,CE,MBC
1684,306493,113.5,119549,11668,2601,ME,OC
1685,375486,113.5,119550,11669,2327,ME,OC
1686,301775,113.5,119560,11670,1310,IT,MBC
1687,299775,113.5,119561,11671,3019,CE,MBC
1688,326050,113.5,119616,11681,3019,CE,SC
1689,410399,113.5,119634,11685,2341,IT,MBC
1690,262800,113.5,119644,11689,1212,CS,BC
1691,244751,113,119696,11701,2357,CS,SC
1692,346432,113,119708,11705,1316,AD,MBC
1693,383762,113,119740,11708,4670,EC,BC
1694,368780,113,119745,11711,3826,CS,SCA
1695,329217,113,119759,11714,2360,MZ,OC
1696,411749,113,119765,11715,4965,ME,MBC
1697,334093,113,119783,11717,3850,ME,SC
1698,299099,113,119794,11720,2716,ME,OC
1699,285453,113,119816,11725,1408,EE,BC
1700,266337,113,119826,11728,3464,CE,BC
1701,352866,113,119835,11730,2357,CS,SC
1702,308116,113,119874,11736,2357,AG,OC
1703,290852,113,119879,11737,2762,EC,MBC
1704,328986,113,119883,11738,4964,AE,OC
1705,218868,113,119896,11740,4971,AD,BC
1706,232123,113,119899,11741,4969,EE,OC
1707,339774,113,119908,11743,5907,ME,BCM
1708,275947,113,119922,11747,3403,CS,BC
1709,234612,113,119923,11748,2612,EC,MBC
1710,333985,113,119927,11749,2652,EE,MBC
1711,242315,113,119952,11755,5703,ME,OC
1712,372915,113,119984,11765,5703,EC,BC
1713,347672,113,119987,11766,2628,CS,SC
1714,305822,113,120021,11772,1110,CS,SC
1715,314067,113,120050,11779,1509,IT,MBC
1716,287490,113,120057,11780,5,CZ,BC
1717,371614,113,120066,11781,2607,ME,MBC
1718,324042,113,120069,11782,2355,EC,OC
1719,383853,113,120138,11789,2611,RM,BC
1720,335115,113,120148,11791,1319,ME,OC
1721,347689,113,120159,11793,1316,CS,SC
1722,365397,113,120161,11794,1150,AG,SC
1723,286405,113,120162,11795,1405,EC,MBC
1724,281152,113,120163,11796,1120,ME,MBC
1725,409229,113,120241,11804,1441,ME,OC
1726,345360,113,120267,11808,1421,ME,OC
1727,302523,113,120276,11810,2767,CS,OC
1728,273445,113,120303,11816,1523,ME,OC
1729,378196,113,120313,11817,4917,ME,MBC
1730,366984,113,120322,11822,2628,AU,OC
1731,403612,113,120325,11823,1441,EE,MBC
1732,267064,113,120328,11825,1504,ME,BC
1733,407043,113,120348,11829,1409,RM,BC
1734,402968,113,120352,11830,1411,CB,SC
1735,350235,113,120380,11838,1238,EC,SC
1736,383658,113,120383,11839,1436,AD,OC
1737,314643,113,120386,11841,2737,ME,OC
1738,295446,112.5,120407,11846,2744,ME,SC
1739,288123,112.5,120429,11848,5862,CS,BC
1740,281950,112.5,120475,11857,2733,FT,BC
1741,348699,112.5,120483,11858,1437,AD,BC
1742,296318,112.5,120493,11862,2704,CS,BCM
1743,344249,112.5,120497,11863,1441,ME,MBC
1744,378164,112.5,120507,11866,3813,EC,MBC
1745,315093,112.5,120517,11869,4953,EC,MBC
1746,345577,112.5,120541,11873,3844,EE,BC
1747,366056,112.5,120579,11876,2341,BM,MBC
1748,246967,112.5,120580,11877,3782,EC,MBC
1749,308379,112.5,120589,11878,3807,EE,BC
1750,290063,112.5,120609,11882,3905,EE,BC
1751,326583,112.5,120629,11887,3461,CS,BC
1752,391592,112.5,120638,11889,3021,ME,BC
1753,354331,112.5,120713,11902,5912,EC,OC
1754,365194,112.5,120731,11903,2717,CS,MBC
1755,336490,112.5,120745,11905,2643,EC,BC
1756,369508,112.5,120796,11912,1517,CS,MBC
1757,336666,112.5,120800,11914,5912,CS,OC
1758,320016,112.5,120803,11916,2634,CE,MBC
1759,373003,112.5,120811,11918,3813,CS,MBC
1760,337483,112.5,120825,11919,3801,EC,MBC
1761,345650,112.5,120840,11924,1230,AE,OC
1762,289745,112.5,120857,11927,3860,EC,BC
1763,339012,112.5,120969,11939,1423,EC,MBC
1764,351002,112.5,120976,11943,3425,CE,OC
1765,313695,112.5,120991,11944,2767,CS,BC
1766,319195,112.5,120992,11945,5904,EE,BC
1767,265476,112.5,120996,11947,3461,AD,SC
1768,347288,112.5,121002,11948,1228,EC,OC
1769,374357,112.5,121004,11949,3460,CS,SC
1770,299841,112.5,121029,11956,2005,PR,ST
1771,371739,112.5,121035,11959,2659,BM,BC
1772,331574,112.5,121041,11963,1120,EC,BCM
1773,224276,112.5,121065,11970,1422,CE,BC
1774,334258,112.5,121069,11973,2614,EC,BC
1775,322158,112.5,121081,11975,3806,EE,MBC
1776,351587,112.5,121094,11980,4964,EC,MBC
1777,335555,112,121121,11987,2743,CE,OC
1778,308061,112,121143,11991,3908,CS,MBC
1779,345777,112,121146,11992,3803,EE,BC
1780,285589,112,121148,11993,2719,EI,SC
1781,314567,112,121184,12000,3860,EE,OC
1782,289714,112,121191,12003,1233,EC,SC
1783,306865,112,121219,12008,5865,ME,BC
1784,362976,112,121220,12009,3803,EE,MBC
1785,322167,112,121222,12010,4934,ME,OC
1786,286306,112,121257,12016,2612,EE,BC
1787,391962,112,121260,12019,2713,EE,BC
1788,343083,112,121265,12020,3918,EC,OC
1789,293451,112,121281,12024,2762,EC,SC
1790,352077,112,121303,12028,2356,CS,MBC
1791,320207,112,121323,12031,2642,AD,SC
1792,280478,112,121368,12039,2357,EC,BC
1793,294957,112,121370,12040,5022,EE,BC
1794,362322,112,121383,12043,2609,AE,MBC
1795,369132,112,121390,12045,2734,ME,OC
1796,377744,112,121397,12047,3814,EC,OC
1797,335639,112,121417,12052,3849,CS,SC
1798,317801,112,121420,12054,2707,CE,BC
1799,375576,112,121449,12060,1518,EC,SCA
1800,235984,112,121456,12062,1412,CE,MBC
1801,287518,112,121494,12066,2734,MO,BC
1802,325984,112,121508,12070,3701,EC,MBC
1803,314832,112,121519,12072,3920,CE,OC
1804,288180,112,121528,12074,2733,CS,MBC
1805,321537,112,121543,12077,4980,CS,MBC
1806,354520,112,121550,12078,2750,EC,SCA
1807,390624,112,121581,12082,2368,CS,OC
1808,367901,112,121637,12087,1436,EE,OC
1809,354466,112,121650,12090,2633,EE,OC
1810,271215,112,121657,12091,5536,CS,OC
1811,309431,112,121662,12092,1114,ME,BC
1812,243440,112,121687,12096,3819,EE,BC
1813,384693,112,121725,12100A,5862,BM,MBC
1814,315160,112,121736,12104,1402,CS,OC
1815,282563,112,121740,12105,1107,CS,BC
1816,384222,112,121750,12111,2646,CS,SC
1817,384629,112,121764,12114,1518,EC,MBC
1818,333154,112,121781,12117,4965,BM,MBC
1819,284756,112,121782,12118,5910,ME,BC
1820,397936,112,121795,12121,3905,ME,BC
1821,386487,112,121805,12124,5902,IT,SC
1822,323525,112,121806,12125,1127,EC,OC
1823,373249,111.5,121813,12128,1518,EE,OC
1824,345212,111.5,121869,12137,3461,EC,BC
1825,295015,111.5,121870,12138,4960,CE,SC
1826,382177,111.5,121871,12139,4965,EC,SC
1827,391551,111.5,121949,12143,2683,EE,BC
1828,362936,111.5,121971,12148,4989,AG,SC
1829,399572,111.5,121972,12149,4961,ME,OC
1830,372272,111.5,121975,12150,3908,CE,SC
1831,369328,111.5,121992,12152,1419,IT,SCA
1832,311200,111.5,122045,12160,3701,ME,OC
1833,358324,111.5,122051,12162,1306,ME,OC
1834,351535,111.5,122056,12164,5914,AD,OC
1835,304706,111.5,122058,12165,5921,EC,BC
1836,364385,111.5,122061,12166,2349,FD,MBC
1837,368276,111.5,122065,12167,2609,CH,MBC
1838,306492,111.5,122074,12168,2758,IT,MBC
1839,392655,111.5,122095,12175,4978,CS,OC
1840,313414,111.5,122104,12176,2611,ME,MBC
1841,284441,111.5,122105,12177,1322,CE,OC
1842,389583,111.5,122112,12180,1114,ME,MBC
1843,367809,111.5,122113,12181,2758,EC,SC
1844,368231,111.5,122115,12183,2609,CH,BC
1845,373294,111.5,122121,12185,2656,CE,MBC
1846,216658,111.5,122160,12192,1419,CE,MBC
1847,366850,111.5,122181,12195,4978,ME,OC
1848,345070,111.5,122194,12201,3410,EE,MBC
1849,358425,111.5,122195,12202,2646,EC,BC
1850,372847,111.5,122197A,12202A,2341,EE,SC
1851,282592,111.5,122249,12207,2734,ME,BC
1852,265616,111.5,122263,12211,1318,IT,BC
1853,370385,111.5,122294,12216,2734,ME,MBC
1854,274575,111.5,122298,12217,4929,EC,BC
1855,375712,111.5,122306,12219,4996,ME,SC
1856,387135,111.5,122311,12220,2642,BM,SC
1857,235562,111.5,122321,12222,2708,IT,BCM
1858,354963,111.5,122323,12223,3782,CS,SC
1859,246445,111.5,122343,12225,4960,BT,BC
1860,404213,111.5,122350,12228,2716,EC,SC
1861,287311,111.5,122355,12230,1505,ME,OC
1862,347507,111.5,122383,12234,2736,ME,BC
1863,383407,111.5,122395,12238,2758,EE,OC
1864,288787,111.5,122396,12239,4999,CS,BC
1865,315277,111.5,122405,12241,5910,CS,BCM
1866,257402,111.5,122411,12243,1428,CS,BC
1867,354462,111.5,122413,12244,2634,CS,BCM
1868,276127,111.5,122414,12245,1424,CB,OC
1869,284217,111.5,122416,12246,2721,AU,BC
1870,263843,111.5,122437,12252,1122,CS,BCM
1871,266347,111,122449,12257,3920,EE,OC
1872,233467,111,122470,12261,4925,PC,OC
1873,302124,111,122488,12266,2627,CS,SC
1874,320435,111,122489,12267,3760,ME,OC
1875,212569,111,122498,12268,1218,AD,BC
1876,284078,111,122506,12270,3845,EC,MBC
1877,226298,111,122524,12273,1419,MU,SC
1878,366393,111,122529,12275,2755,CE,BC
1879,346856,111,122532,12276,5912,IT,OC
1880,362851,111,122542,12281,4962,ME,BC
1881,252922,111,122549,12283,1424,CS,BC
1882,350650,111,122610,12295,2621,AE,SC
1883,321804,111,122612,12297,5703,CS,SC
1884,365629,111,122629,12301,2609,AO,BC
1885,378281,111,122646,12302,2638,CS,BC
1886,324164,111,122663,12304,1317,BT,SCA
1887,350311,111,122670,12306,2725,ME,MBC
1888,364155,111,122698,12313,2610,AD,SC
1889,351434,111,122758,12322,3831,CS,SC
1890,373666,111,122778,12325,3846,CB,OC
1891,342585,111,122786,12326,4965,CE,OC
1892,397188,111,122840,12333,2635,EE,MBC
1893,356066,111,122850,12336,1309,ME,MBC
1894,324155,111,122917,12341,4949,EE,OC
1895,329248,111,122923,12342,1434,AD,BC
1896,271173,111,122950,12346,1408,CE,OC
1897,299348,111,122953,12347,2716,AE,MBC
1898,320009,111,122954,12348,1421,ME,OC
1899,262917,111,122963,12350,3021,EE,BC
1900,382829,111,122971,12352,1523,IT,SC
1901,371870,111,122977,12354,2729,ME,SC
1902,312661,111,122990,12356,2608,EE,SC
1903,285969,111,123019,12361,1322,CE,MBC
1904,403434,111,123029,12363,1207,RM,ST
1905,391561,111,123033,12364,3460,CE,MBC
1906,345882,111,123034,12365,3820,CS,MBC
1907,405849,111,123049,12367,1230,EC,SC
1908,275405,111,123058,12370,2650,AD,OC
1909,372757,111,123072,12372,2767,IT,SC
1910,353057,111,123090,12377,4678,AD,MBC
1911,285183,111,123093,12378,1306,ME,MBC
1912,234795,111,123122,12387,4969,EC,OC
1913,382732,110.5,123132,12389,2621,ME,MBC
1914,343039,110.5,123153,12391,2772,CB,OC
1915,308313,110.5,123176,12395,2716,AG,BC
1916,382409,110.5,123193,12399,5930,ME,OC
1917,408538,110.5,123199,12400,3811,EE,OC
1918,402182,110.5,123227,12405,2713,EC,MBC
1919,321314,110.5,123241,12407,2356,ME,OC
1920,336631,110.5,123252,12408,2621,AD,MBC
1921,286349,110.5,123265,12411,4946,ME,BC
1922,257491,110.5,123267,12412,4993,EC,BC
1923,232172,110.5,123304,12415,1114,CB,SC
1924,207483,110.5,123311,12418,1422,EI,SC
1925,315243,110.5,123314,12419,2727,ME,OC
1926,296809,110.5,123324,12423,1210,CB,SCA
1927,318196,110.5,123341,12425,4672,CS,MBC
1928,383610,110.5,123356,12429,3462,CS,BC
1929,379574,110.5,123357,12430,2640,CS,SC
1930,384208,110.5,123365,12431,1517,CS,BC
1931,288312,110.5,123426,12442,4995,EC,OC
1932,281098,110.5,123441,12445,4964,CS,MBC
1933,350215,110.5,123457,12447,2651,ME,BC
1934,339015,110.5,123468,12448,4955,EC,BC
1935,354053,110.5,123470,12449,4944,AD,BC
1936,391539,110.5,123481,12450,1449,ME,OC
1937,226693,110.5,123487,12452,2749,ME,OC
1938,286450,110.5,123489,12454,2609,CY,SCA
1939,335611,110.5,123492,12456,1518,IT,BC
1940,239332,110.5,123496,12457,1416,AD,MBC
1941,323933,110.5,123519,12461,1523,EC,SC
1942,272169,110.5,123521,12462,3841,ME,BC
1943,299687,110.5,123599,12467,1120,ME,BC
1944,337294,110.5,123607,12469,2327,CS,MBC
1945,374326,110.5,123618,12472,4978,BT,MBC
1946,295548,110.5,123668,12487,1510,CS,SC
1947,229117,110.5,123677,12489,2726,EC,SC
1948,286113,110.5,123683,12491,2727,EE,SC
1949,323556,110.5,123706,12494,2367,CB,OC
1950,299252,110.5,123708,12495,1428,CS,BC
1951,383831,110.5,123725,12502,5532,CE,OC
1952,335937,110.5,123733,12505,2758,ME,OC
1953,345319,110.5,123737,12508,2627,CE,OC
1954,347243,110.5,123745,12510,5935,ME,OC
1955,363347,110.5,123777,12518,3805,AO,BC
1956,257875,110.5,123782,12519,4944,EE,BC
1957,276151,110.5,123794,12524,2628,ME,BC
1958,246660,110.5,123796,12526,2611,RM,SC
1959,358437,110.25,123801,12528,2640,EC,SC
1960,336605,110,123805,12530,2729,MZ,SC
1961,377287,110,123834,12536,3812,ME,OC
1962,302468,110,123842,12538,2368,EC,OC
1963,367227,110,123844,12539,3806,EE,SC
1964,375052,110,123846,12540,1412,ME,MBC
1965,246531,110,123847,12541,4975,CS,BC
1966,288598,110,123849,12542,1303,IT,BC
1967,334542,110,123868,12546,2345,EE,BC
1968,370576,110,123893,12550,2327,ME,OC
1969,387810,110,123903,12552,2641,IT,BC
1970,255937,110,123948,12558,3812,IT,BC
1971,357041,110,123960,12559,4670,ME,BC
1972,359002,110,124002,12563,1123,MD,BC
1973,335072,110,124014,12566,2614,EE,OC
1974,367051,110,124042,12569,2610,ME,SC
1975,257275,110,124062,12572,4953,ME,OC
1976,296426,110,124095,12577,1120,AU,BC
1977,301386,110,124099,12578,2726,CE,MBC
1978,270698,110,124119,12579,1207,EC,BC
1979,364555,110,124153,12586,5010,EE,BC
1980,387057,110,124155,12587,2646,CE,OC
1981,293636,110,124158,12588,1438,CS,OC
1982,349415,110,124169,12591,2732,ME,OC
1983,359140,110,124170,12592,5921,CB,BC
1984,284405,110,124174,12593,5703,IT,BC
1985,350187,110,124193,12594,1441,EC,BC
1986,286543,110,124205,12596,3766,CS,BC
1987,275872,110,124239,12600,4980,EE,BC
1988,344078,110,124248,12601,5986,CE,OC
1989,352191,110,124285,12608,1218,CS,BCM
1990,200794,110,124297,12609,1524,EC,OC
1991,368909,110,124309,12611,2630,ME,OC
1992,272934,110,124348,12617,3831,EC,MBC
1993,297937,110,124370,12621,2706,AM,SC
1994,288126,110,124373,12623,3461,ME,MBC
1995,340285,110,124385,12625,2772,EE,OC
1996,311659,110,124415,12632,2610,SC,ST
1997,407523,110,124422,12634,5530,CB,BC
1998,322201,110,124436,12638,4672,ME,OC
1999,337357,109.5,124448,12644,1325,EC,BC
2000,232813,109.5,124485,12651,4680,CE,MBC
2001,338216,109.5,124498,12653,4964,MU,OC
2002,356222,109.5,124502,12655,5921,EE,OC
2003,234626,109.5,124519,12660,4964,EC,BC
2004,334179,109.5,124536,12665,2634,CB,MBC
2005,376454,109.5,124547,12667,2621,CE,OC
2006,356264,109.5,124558,12670,2715,CS,BCM
2007,312978,109.5,124590,12674,4968,CS,OC
2008,386498,109.5,124592,12675,2327,CS,SC
2009,331945,109.5,124626,12683,2613,EE,MBC
2010,317822,109.5,124638,12687,3852,EE,OC
2011,343990,109.5,124665,12689,1106,TX,OC
2012,256390,109.5,124678,12690,4917,CE,OC
2013,296712,109.5,124685,12692,2706,CE,BC
2014,314274,109.5,124689,12694,4984,CS,OC
2015,409318,109.5,124696,12695,3462,EE,BC
2016,293978,109.5,124859,12714,3805,BM,BC
2017,322375,109.5,124874,12718,1133,CS,SC
2018,251067,109.5,124890,12719,1120,CE,MBC
2019,246385,109.5,124935,12727,2711,MZ,SC
2020,264594,109.5,124960,12731,2762,CS,SC
2021,315507,109.5,124962,12732,5009,CE,MBC
2022,357416,109.5,124982,12737,4672,CE,BC
2023,377887,109.5,124983,12738,1229,EC,OC
2024,259473,109.5,125013,12744,5904,SC,MBC
2025,346796,109.5,125025,12750,3908,EE,OC
2026,380099,109.5,125043,12755,3425,CS,SC
2027,252858,109,125146,12773,1427,CS,MBC
2028,407723,109,125149,12774,5,ME,BC
2029,258591,109,125166,12778,3908,EE,MBC
2030,370049,109,125205,12785,4672,EE,BC
2031,364305,109,125228,12790,4946,CS,OC
2032,347120,109,125233,12791,1014,CE,SC
2033,219014,109,125240,12792,3807,ME,BC
2034,349344,109,125241,12793,4966,EE,OC
2035,322640,109,125243,12794,2611,FD,SC
2036,341842,109,125258,12799,1519,EE,MBC
2037,357276,109,125259,12800,3462,EE,SC
