S NO,AGGREGATE MARK,GENERAL RANK,COLLEGE CODE,BRANCH CODE,ALLOTTED COMMUNITY
1,190.5,6723,2634,AD,BC
2,189.5,8052,2641,IT,OC
3,188.5,8924,1501,EC,OC
4,188.0,9634,2735,ME,OC
5,184.5,13290,2755,CS,MBC
6,182.5,15348,1218,AD,OC
7,179.5,19010,3805,IT,BC
8,178.5,20400,1504,IT,MBC
9,178.0,21233,4955,CB,BC
10,177.6,21467,2646,CS,OC
11,177.5,21850,1311,EE,BC
12,176.5,22929,1219,CH,SC
13,176.5,22972,2601,AD,SC
14,176.5,23070,2369,EE,SC
15,176.5,23202,1216,CS,SC
16,176.5,23258,5,IT,MBC
17,176.1,23430,1422,EE,BCM
18,176.0,23598,3814,CS,OC
19,176.0,23635,1122,CH,OC
20,176.0,23895,5,IT,MBC
21,176.0,24007,2329,AG,OC
22,176.0,24117,1316,CS,BC
23,176.0,24125,4680,AD,MBC
24,176.0,24152,4020,GI,BCM
25,175.5,24234,2755,CS,MBC
26,175.5,24535,1237,CS,MBC
27,175.5,24578,1307,EC,BC
28,175.5,24767,1237,AD,MBC
29,175.4,24865,2753,AD,MBC
30,175.2,24873,1225,IT,MBC
31,175.0,24900,1419,IT,SC
32,175.0,24958,1419,EC,SC
33,175.0,24986,5,CS,BC
34,175.0,25011,2729,CS,SC
35,175.0,25054,4959,AD,MBC
36,175.0,25138,4680,SC,OC
37,175.0,25216,5009,EE,MBC
38,175.0,25466,2739,IT,SC
39,175.0,25530,2776,CS,BC
40,174.9,25567,3021,CS,SC
41,174.5,25674,1419,CE,MBC
42,174.5,25732,1411,EC,OC
43,174.5,26012,2607,EC,BC
44,174.5,26035,4680,CS,MBC
45,174.5,26073,2727,AG,MBC
46,174.0,26399,5009,EE,SC
47,174.0,26643,1307,SC,MBC
48,174.0,26935,2755,IT,MBC
49,174.0,26980,2608,EE,BC
50,173.6,27041,1509,AD,BC
51,173.5,27555,2611,CS,MBC
52,173.0,27839,5022,CS,MBC
53,173.0,27987,1233,IT,OC
54,173.0,28013,3011,PH,BCM
55,173.0,28140,1013,EC,BC
56,172.5,28495,1409,AD,MBC
57,172.5,28657,3011,ME,OC
58,172.5,28665,2618,AD,SC
59,172.5,28876,3806,AD,MBC
60,172.5,29032,1225,CS,MBC
61,172.5,29103,1110,AD,BC
62,172.0,29236,3410,EC,OC
63,172.0,29440,2628,CS,OC
64,172.0,29482,1411,CS,SC
65,172.0,29567,1114,CB,MBC
66,172.0,29648,5832,ME,OC
67,172.0,29760,3844,AD,OC
68,172.0,29818,5,CS,BC
69,171.6,29932,3464,EE,BCM
70,171.5,30001,2755,CS,MBC
71,171.5,30178,1237,IT,MBC
72,171.5,30405,2734,CD,MBC
73,171.5,30485,2743,CS,OC
74,171.5,30516,4989,IT,OC
75,171.5,30635,2727,AL,MBC
76,171.5,30665,4957,CS,MBC
77,171.5,30686,2620,CS,BC
78,171.0,30724,1232,IT,OC
79,171.0,30730,2721,AD,BC
80,171.0,30907,1210,CS,SCA
81,171.0,30939,2712,ME,SC
82,171.0,30994,3807,AD,BC
83,171.0,31149,2622,CB,OC
84,171.0,31158,1504,IT,BC
85,170.8,31539,3830,EC,MBC
86,170.5,31557,2770,IT,OC
87,170.5,31657,5009,EE,MBC
88,170.5,31797,4680,CS,SC
89,170.5,31834,4680,IT,SC
90,170.5,31915,2611,CS,MBC
91,170.0,32330,2710,ME,BC
92,170.0,32335,1106,CS,OC
93,170.0,32913,4971,CE,OC
94,170.0,32934,2621,EE,OC
95,170.0,33041,2609,AD,MBC
96,169.5,33088,4960,EE,MBC
97,169.5,33244,2776,CS,SC
98,169.5,33326,1524,CS,OC
99,169.5,33334,1233,CS,BC
100,169.5,33477,2729,EC,BC
101,169.5,33659,1409,AD,MBC
102,169.5,33731,1307,AM,BC
103,169.5,33747,2345,AD,MBC
104,169.5,33767,2613,EC,MBC
105,169.5,33802,1226,AD,OC
106,169.0,33854,2634,CS,OC
107,169.0,33855,2639,EC,OC
108,169.0,33870,3805,AD,SC
109,169.0,33898,3701,CS,MBC
110,169.0,33944,1149,EE,BC
111,169.0,33972,2621,CS,BC
112,169.0,34056,1317,EE,SC
113,169.0,34082,1226,CS,MBC
114,169.0,34132,2729,AD,MBC
115,169.0,34235,4969,CS,OC
116,169.0,34537,1322,CS,OC
117,169.0,34630,1412,EC,OC
118,168.7,34649,1324,CS,SC
119,168.5,34720,4680,CS,SC
120,168.5,34745,2607,EC,BC
121,168.5,34797,1520,CS,BC
122,168.5,35062,1442,BM,OC
123,168.5,35286,4957,CS,MBC
124,168.5,35319,1504,AD,BC
125,168.5,35326,2622,AM,BC
126,168.5,35392,1419,EC,SC
127,168.5,35396,1307,IT,SC
128,168.3,35421,1442,BM,OC
129,168.2,35425,1431,AD,BC
130,168.0,35439,1310,IT,OC
131,168.0,35498,1101,CS,OC
132,168.0,35521,2727,SC,MBC
133,168.0,35526,4680,SC,OC
134,168.0,35613,1241,AD,SC
135,168.0,35683,5913,CS,OC
136,168.0,35716,1110,AD,BC
137,168.0,35722,2328,CS,MBC
138,168.0,35757,2719,BM,MBC
139,168.0,35842,3849,CS,OC
140,168.0,35982,1126,EC,OC
141,168.0,36065,1149,EE,BC
142,168.0,36123,1311,EE,BC
143,168.0,36153,4678,CS,MBC
144,167.5,36298,3829,CS,BC
145,167.5,36324,3464,EE,BC
146,167.5,36356,2610,EC,OC
147,167.5,36361,3829,AD,BCM
148,167.5,36387,1408,SC,BC
149,167.5,36482,4995,CS,BC
150,167.5,36648,1237,EC,BC
151,167.5,36680,2743,AD,BC
152,167.5,36776,1304,ME,BC
153,167.5,36835,2723,EC,SC
154,167.5,36842,2749,AD,OC
155,167.5,36888,4969,CS,SC
156,167.5,37001,4680,AD,MBC
157,167.0,37058,2716,AD,OC
158,167.0,37093,4959,BT,BC
159,167.0,37210,3820,AD,OC
160,167.0,37271,1310,AD,BC
161,167.0,37316,5,IT,MBC
162,167.0,37335,3805,AD,BC
163,167.0,37411,2711,CS,SC
164,167.0,37431,2744,CS,BC
165,167.0,37679,2345,EE,OC
166,167.0,37700,1317,AD,SC
167,166.9,37856,2369,CS,ST
168,166.5,38002,2623,AD,BC
169,166.5,38031,1408,AL,MBC
170,166.5,38162,3826,EE,BC
171,166.5,38181,4955,CB,BC
172,166.5,38228,5910,BM,BC
173,166.5,38284,3021,EC,OC
174,166.5,38319,2736,SC,MBC
175,166.5,38327,2769,AD,OC
176,166.5,38363,2727,AL,MBC
177,166.5,38581,1504,EC,MBC
178,166.5,38690,2640,IT,OC
179,166.0,38816,4957,AD,SC
180,166.0,38828,3817,CS,OC
181,166.0,38909,3795,CS,MBC
182,166.0,39029,1026,CS,SC
183,166.0,39067,3806,CB,OC
184,166.0,39206,1419,CE,BC
185,166.0,39303,2634,FD,OC
186,165.5,39539,1409,CS,BC
187,165.5,39701,2634,IT,BC
188,165.5,39705,2618,CS,SC
189,165.5,39723,5,EC,MBC
190,165.5,39834,2611,IT,BC
191,165.5,39839,2729,EC,MBC
192,165.5,39920,2636,CS,OC
193,165.5,40015,4960,BT,BC
194,165.5,40146,3805,IT,BCM
195,165.5,40164,2741,CS,BC
196,165.5,40193,1317,CH,BC
197,165.5,40216,2611,AM,OC
198,165.5,40315,5,CS,BC
199,165.0,40669,2752,IT,OC
200,165.0,40972,3806,CS,OC
201,165.0,40985,3841,CS,MBC
202,165.0,41013,1324,ME,BC
203,165.0,41072,1408,CS,BC
204,165.0,41189,2601,BT,OC
205,164.5,41241,1149,EE,BC
206,164.5,41255,5986,ME,BC
207,164.5,41271,3016,CS,BCM
208,164.5,41315,3466,CS,OC
209,164.5,41372,3011,EC,SC
210,164.5,41556,2708,CS,SC
211,164.5,41631,2601,IT,BC
212,164.5,41765,1226,EC,OC
213,164.5,41843,2630,CS,BC
214,164.5,41870,5530,AD,BC
215,164.5,41941,2609,IT,BC
216,164.5,41972,1325,EC,OC
217,164.5,41983,1140,CB,MBC
218,164.5,42022,2611,CY,OC
219,164.0,42102,3801,CS,BC
220,164.0,42184,5010,CE,OC
221,164.0,42222,3016,CS,MBC
222,164.0,42344,5914,CS,OC
223,164.0,42462,1137,IT,BC
224,164.0,42479,2642,AD,OC
225,164.0,42547,2653,ME,OC
226,164.0,42592,4957,AD,MBC
227,164.0,42627,5865,AD,MBC
228,164.0,42752,4023,CS,SC
229,164.0,42763,2731,AD,BC
230,164.0,42804,2611,CS,BC
231,164.0,42807,3830,CS,SC
232,164.0,42843,1311,EE,MBC
233,164.0,42930,2647,IT,OC
234,163.8,42980,1419,AM,SC
235,163.5,42993,3801,CS,BC
236,163.5,43127,4917,EC,BC
