S NO,APPLN NO,AGGREGATE MARK,GENERAL RANK,COMMUNITY,COLLEGE CODE,BRANCH CODE,ALLOTTED CATEGORY
304,262987,199,402,BCM,1,IM,OC
305,202685,199,403,BC,1,ME,OC
306,312971,199,405,MBC,4,CS,OC
307,311627,199,406,BC,2007,AT,OC
308,235661,199,407,BC,4,CS,OC
309,392429,199,408,BC,2006,CM,BC
310,296299,199,409,BC,1315,CS,OC
311,336381,199,410,BC,4,AE,OC
312,375337,199,411,BC,2006,CM,BC
313,206616,199,412,MBC,1,CM,MBC
314,269409,199,414,BC,1,BY,OC
315,217205,199,415,BC,1,EM,OC
316,349946,199,416,BC,1,IM,OC
317,240135,199,417,OC,1,IM,OC
318,208559,199,418,BC,1,EM,OC
319,251809,199,419,BC,1315,IT,OC
320,304797,199,420,BC,2006,CM,BC
321,378251,199,421,BC,2006,CM,BC
322,318641,199,422,BC,2006,CM,BC
323,208739,199,423,BC,2006,EC,OC
324,354365,199,424,BC,1315,CS,BC
325,303255,199,425,OC,4,CM,OC
326,209261,199,428,BC,1,IM,OC
327,420456,199,429,SC,5022,CS,OC
328,327318,199,431,BC,5008,CS,OC
329,234460,199,432,BC,1,EM,OC
330,309655,199,433,BC,4,EC,OC
331,303666,199,435,BC,1,EM,BC
332,343532,199,436,BC,2006,CM,BC
333,357792,199,438,BC,1,EM,BC
334,364402,199,439,BC,1315,CS,BC
335,319516,199,440,BCM,1315,CS,BCM
336,255828,199,441,BC,1,EM,BC
337,279540,199,442,BC,1,IM,OC
338,355232,199,444,BC,1,EM,BC
339,365789,199,445,BC,4,CS,OC
340,319408,199,446,BC,2006,CM,BC
341,351690,199,447,BC,1315,CS,BC
342,244011,199,448,BC,4,AT,OC
343,307882,199,449,BC,1,EM,BC
344,221491,199,450,BC,4,CS,BC
345,257188,199,451,MBC,1,CM,MBC
346,290810,199,454,BC,1,EM,BC
347,308885,199,455,MBC,2006,CM,MBC
348,205507,199,457,BC,1315,CS,BC
349,265843,199,458,BC,1,EM,BC
350,308275,199,459,BC,4,CS,BC
351,317579,199,461,BC,1,IM,OC
352,331061,199,462,BC,4,CS,BC
353,315882,199,463,BC,1315,EC,OC
354,371160,199,464,BC,2006,CM,BC
355,243601,199,465,BC,4,EI,OC
356,242606,199,466,BC,1,IM,OC
357,307490,199,467,MBC,1,CM,MBC
358,201807,199,468,BC,1,IM,OC
359,314113,199,469,BC,1315,CS,BC
360,319201,199,470,BC,1,CE,OC
361,272073,199,471,BC,2006,CM,BC
362,375019,199,472,BC,1315,CS,BC
363,395725,199,474,OC,1315,IT,OC
364,210919,199,476,BC,4,CS,BC
365,342984,199,477,BC,2006,CG,OC
366,281948,199,478,BC,1,BY,OC
367,341938,199,479,BC,1,IM,OC
368,233524,199,480,BC,2006,EC,OC
369,310088,199,481,BC,2712,CS,OC
370,224824,199,482,BC,4,CS,BC
371,245444,199,483,BC,4,CS,BC
372,344171,199,486,MBC,1,CM,MBC
373,361201,199,487,BC,1,EM,BC
374,227348,199,488,BC,2006,CM,BC
375,378123,199,489,MBC,1,CM,MBC
376,294384,199,490,BC,4,CS,BC
377,307269,199,491,BC,1315,CS,BC
378,279179,199,494,BC,1,IM,OC
379,303353,199,495,BC,1,IM,OC
380,311095,199,496,MBC,4,CS,MBC
381,220505,199,497,BC,2006,EC,BC
382,204531,199,498,MBC,2006,CM,MBC
383,382642,199,500,BC,1,EM,BC
384,322694,199,503,BC,1,IM,OC
385,375438,199,504,MBC,1,EC,MBC
386,256313,199,505,MBC,1,IM,OC
387,280692,199,506,BC,1,EM,BC
388,259277,199,507,BC,4,CS,BC
389,411024,198.667,508,BC,1399,CS,OC
390,224441,198.667,509,OC,1315,IT,OC
391,374871,198.667,510,OC,4,CM,OC
392,348108,198.5,512,BC,1,IM,BC
393,284092,198.5,513,MBC,4,CS,MBC
394,241071,198.5,517,BC,2006,CM,BC
395,217071,198.5,519,OC,1,EE,OC
396,240338,198.5,527,MBC,1,EC,MBC
397,401408,198.5,528,SC,4,CS,SC
398,233251,198.5,530,BC,1315,CJ,OC
399,257757,198.5,531,MBC,4,CS,MBC
400,254976,198.5,532,BC,1315,CS,BC
401,331507,198.5,535,BC,2006,CM,BC
402,319924,198.5,536,BCM,1,CM,BCM
403,258964,198.5,537,MBC,1,EC,MBC
404,240520,198.5,538,BC,4,EC,OC
405,251258,198.5,539,MBC,1,IM,MBC
406,371881,198.5,541,MBC,1,IM,MBC
407,202053,198.5,542,BC,1,IM,BC
408,283607,198.5,544,BC,4,CM,OC
409,251374,198.5,546,BC,2006,EC,BC
410,331588,198.5,547,BC,1,EM,BC
411,303964,198.5,548,BC,2006,CM,BC
412,319021,198.5,549,BC,1,IM,BC
413,232885,198.5,550,BC,1,IM,BC
414,371709,198.5,551,MBC,4,CS,MBC
415,266878,198.5,552,BC,4,CS,BC
416,211355,198.5,553,MBC,1,EC,MBC
417,386589,198.5,555,BC,1,ME,OC
418,321233,198.5,556,BC,1,IM,BC
419,367616,198.5,557,BC,2006,CM,BC
420,352053,198.5,558,BC,1,IM,BC
421,307164,198.5,560,BC,2006,CM,BC
422,234787,198.5,562,BC,1,EM,BC
423,320100,198.5,563,MBC,4,CS,MBC
424,333507,198.5,564,SC,2006,EC,SC
425,268225,198.5,565,BC,1315,CS,BC
426,409728,198.5,566,BC,1414,CS,OC
427,204524,198.5,567,BCM,4,CS,BCM
428,318960,198.5,568,BC,1,IM,BC
429,331914,198.5,569,BC,1315,CS,BC
430,412199,198.5,570,BC,1414,CS,OC
431,303186,198.5,572,BC,1315,EC,OC
432,267088,198.5,574,MBC,2006,EC,MBC
433,291183,198.5,576,BC,4,AT,OC
434,317594,198.5,577,BC,1,IM,BC
435,285695,198.5,578,BC,1,EM,BC
436,201692,198.5,579,BC,1,IM,BC
437,244585,198.5,580,MBC,1,IM,MBC
438,207689,198.5,581,BC,2006,EC,BC
439,302634,198.5,582,BC,1315,EC,OC
440,359286,198.5,583,BC,1,EM,BC
441,394713,198.5,584,BCM,4,AT,OC
442,216215,198.5,585,BC,1,IM,BC
443,209160,198.5,586,BC,1,IM,BC
444,204056,198.5,587,BC,1,IM,BC
445,281436,198.5,589,MBC,2006,CM,MBC
446,207026,198.5,590,MBC,1,EC,MBC
447,212039,198.5,591,BC,4,CM,OC
448,216810,198.5,592,MBC,2006,CM,MBC
449,267864,198.5,593,SC,1,CS,SC
450,277659,198.5,594,BC,2006,CG,OC
451,281899,198.5,596,BC,1,IM,BC
452,373364,198.5,599,BC,1,IM,BC
453,351784,198.5,601,BC,4,CS,BC
454,287038,198.5,603,BC,1315,CS,BC
455,256167,198.5,604,BC,1,IM,BC
456,236754,198.5,605,BC,2006,CM,BC
457,235176,198.5,606,BC,2006,CM,BC
458,308929,198.5,607,BC,1,IM,BC
459,269379,198.5,610,BC,1,BY,OC
460,241948,198.5,611,BC,4,CM,OC
461,351758,198.5,612,OC,2006,IM,OC
462,262531,198.5,613,OC,4,CM,OC
463,298821,198.5,614,BC,1,IM,BC
464,387859,198.5,615,BC,1,EE,OC
465,385683,198.5,616,BC,1,IM,BC
466,227621,198.5,617,BC,4,EC,OC
467,204923,198.5,618,BC,2006,CG,OC
468,288185,198.5,619,BC,1315,CS,BC
469,365061,198.5,620,BC,1,IM,BC
470,349632,198.5,621,BC,1315,EC,OC
471,265638,198.5,623,BC,4,CM,OC
472,332026,198.5,624,BC,2764,CS,OC
473,245674,198.5,625,MBC,1,EC,MBC
474,278997,198.5,626,OC,2006,CG,OC
475,228084,198.5,627,MBC,1,EC,MBC
476,341142,198.5,629,BC,1,IM,BC
477,203001,198.5,630,BC,1,IM,BC
478,266696,198.5,631,MBC,2006,CM,MBC
479,245663,198.5,632,BC,1,IM,BC
480,368104,198.5,637,OC,4,CM,OC
481,269950,198.5,638,BC,1,IM,BC
482,262709,198.5,639,BC,4,CS,BC
483,209404,198.5,640,BC,1315,CS,BC
484,378790,198.5,641,MBC,4,CS,MBC
485,205628,198.5,642,BC,4,CS,BC
486,355410,198.5,643,MBC,1315,CS,MBC
487,314089,198.5,644,BC,2006,EC,BC
488,258144,198.5,645,BC,2006,EC,BC
489,243482,198.5,646,BC,2006,EC,BC
490,232776,198.5,647,BC,1,IM,BC
491,342799,198.5,649,MBC,1,IM,MBC
492,277581,198.5,650,BC,4,CM,OC
493,211429,198.5,651,BC,1315,CS,BC
494,376253,198.5,652,BC,1315,CS,BC
495,209409,198.5,654,BC,1,IM,BC
496,289190,198.5,655,BC,2005,CS,OC
497,262567,198.5,656,MBC,1,IM,MBC
498,205199,198.5,658,OC,5008,CS,OC
499,263232,198.5,659,BC,4,CM,OC
500,280782,198.5,660,OC,4,CM,OC
501,268616,198.5,661,BC,4,CM,OC
502,357435,198.5,662,SC,1,IM,SC
503,262940,198.5,663,BC,5008,CS,OC
504,228126,198.5,664,BC,4,CM,OC
505,359325,198.5,665,BC,1,IM,BC
506,348576,198.5,666,BC,2006,IM,OC
507,245633,198.5,668,SC,1,CS,SC
508,370725,198.5,669,BCM,1315,CS,BCM
509,257186,198.5,670,BC,1,ME,OC
510,303147,198.5,671,OC,4,EC,OC
511,279536,198.5,672,BC,1,EE,OC
512,219950,198.5,673,BC,4,CM,OC
513,223212,198.5,674,BC,4,EC,OC
514,331297,198.5,675,OC,1315,IT,OC
515,200193,198.5,676,MBC,2006,CM,MBC
516,207501,198.5,677,BC,2006,CM,BC
517,299262,198.5,678,BC,1,IM,BC
518,323277,198.5,680,BC,2006,EC,BC
519,331868,198.5,681,BC,4,CM,OC
520,401676,198.5,682,BC,1315,CS,BC
521,330068,198.5,683,BC,5012,CC,OC
522,301441,198.5,684,BC,2006,IM,OC
523,281253,198.5,685,BC,1315,CS,BC
524,380066,198.5,686,BC,4,AT,OC
525,266154,198.5,688,BC,2006,CM,BC
526,257011,198.5,691,BC,4,CM,OC
527,208710,198.5,692,BC,2006,CG,OC
528,337464,198.5,693,MBC,1,IM,MBC
529,209095,198.5,694,BC,4,CM,BC
530,255157,198.5,695,BC,4,CM,BC
531,324935,198.5,696,BC,4,EC,OC
532,230835,198.5,697,MBC,4,AT,OC
533,218289,198.5,698,BC,2006,EC,BC
534,211796,198.5,699,MBC,1,IM,MBC
535,223834,198.5,700,SC,1,EC,SC
536,370344,198.5,701,BC,2006,EC,BC
537,251095,198.5,702,BC,4,AT,OC
538,357769,198.5,703,MBC,1,IM,MBC
539,276174,198.5,715,BC,2006,CG,OC
540,280619,198.5,705,BC,4,CM,BC
541,202544,198.5,706,BC,2006,CM,BC
542,231752,198.5,707,BC,5008,CS,OC
543,300781,198.5,708,BC,1,EE,OC
544,205363,198.5,709,OC,4,IM,OC
545,255344,198.5,712,BC,4,EC,OC
546,308731,198.5,713,BC,4,IM,OC
547,394989,198.5,717,BC,2006,CM,BC
548,283591,198.5,718,BC,4,EC,OC
549,206601,198.5,720,BC,4,IM,OC
550,309517,198.5,721,BC,2006,IM,OC
551,230241,198.5,722,BC,2006,CG,OC
552,260253,198.5,723,BC,1315,EC,OC
553,200539,198.5,724,MBC,2006,EC,MBC
554,351466,198.5,726,BC,4,EC,OC
555,256389,198.5,727,BC,1,ME,OC
556,271777,198.5,729,BC,2006,EC,BC
557,318135,198.5,730,BC,2006,CG,OC
558,257813,198.5,732,BC,4,EC,OC
559,217442,198.5,733,BC,4,CM,BC
560,300551,198.5,734,SC,4,AE,OC
561,210718,198.5,735,BC,2006,EC,BC
562,210619,198.5,736,OC,2006,EM,OC
563,308535,198.5,738,BC,2006,IM,OC
564,382875,198.5,739,BC,4,AT,OC
565,210960,198.5,740,BC,4,CM,BC
566,341176,198.5,741,MBC,1,EC,MBC
567,365223,198.5,743,MBC,4,EC,OC
568,210258,198.5,745,BCM,5008,EC,OC
569,281470,198.5,746,MBC,1,IM,MBC
570,210689,198.5,748,BC,4,EC,OC
571,352340,198.5,749,BC,1,CE,OC
572,211192,198.5,750,BC,1315,CS,BC
573,323981,198.5,751,BC,1315,IT,OC
574,258494,198.5,752,MBC,1,EE,OC
575,209682,198.5,753,BC,1,EE,OC
576,312473,198.5,755,MBC,1,IM,MBC
577,224055,198.5,756,BC,1315,CS,BC
578,331307,198.5,757,SC,1,CM,SC
579,345036,198.5,758,BC,4,CM,BC
580,268715,198.5,759,BC,4,IM,OC
581,222662,198.5,760,BC,4,AE,OC
582,319440,198.5,761,BC,4,CM,BC
583,308806,198.5,762,MBC,1,IM,MBC
584,364701,198.5,763,MBC,4,CS,MBC
585,201694,198.5,764,BC,4,EC,OC
586,388690,198.5,765,MBC,1,EC,MBC
587,331302,198.5,766,SC,1,CM,SC
588,254916,198.5,767,BC,1315,CS,BC
589,307784,198.5,768,BC,2006,CM,BC
590,307145,198.5,769,MBC,2006,EC,MBC
591,320218,198.5,770,BC,4,IM,OC
592,376025,198.5,771,BC,2006,IM,OC
593,381322,198.5,772,BC,1315,CS,BC
594,279894,198.5,773,BC,1,EE,OC
595,299650,198.5,775,BC,2006,CG,OC
596,267262,198.5,776,BC,2006,EC,BC
597,332259,198.5,777,BC,1315,EC,OC
598,403343,198.5,778,BC,1315,CS,BC
599,309456,198.5,780,BC,4,CM,BC
600,326808,198.5,781,MBC,1315,IT,OC
601,341484,198.5,782,BC,1,EE,OC
602,332556,198.5,783,MBC,4,EC,OC
603,261888,198.5,784,MBC,1315,CS,MBC
604,267521,198.5,785,OC,2006,IM,OC
605,336377,198.5,786,BCM,1504,ME,OC
606,265941,198.5,787,BC,4,EC,OC
607,315872,198.5,788,BC,4,CM,BC
608,368099,198.5,789,BC,4,CM,BC
609,221070,198.333,790,BC,4,IM,OC
610,222740,198.333,791,BC,4,CM,BC
611,292940,198.333,792,BC,1315,IT,OC
612,368406,198.333,793,BC,1315,IT,OC
613,376374,198.333,794,BC,1315,IT,OC
614,263773,198.333,795,BC,1315,EC,OC
615,342463,198,802,BC,1,EE,OC
616,427148,198,804,BC,1414,CS,OC
617,373963,198,806,BC,4,EC,BC
618,330039,198,808,BC,4,CM,BC
619,290352,198,812,MBC,1315,CS,MBC
620,338794,198,813,BC,1315,IT,OC
621,303303,198,814,BC,4,CM,BC
622,205274,198,815,BC,2006,CG,OC
623,255667,198,816,OC,4,IM,OC
624,304743,198,819,BC,1315,EC,OC
625,341588,198,820,BC,4,AT,OC
626,260099,198,821,MBC,1315,CS,MBC
627,307456,198,822,MBC,1315,CS,MBC
628,217513,198,827,OC,4,IM,OC
629,215939,198,829,BC,1315,IT,OC
630,365356,198,830,BC,2007,CS,OC
631,411871,198,833,MBC,1315,CS,MBC
632,334258,198,835,MBC,1,IM,MBC
633,359190,198,836,BC,1315,EC,OC
634,250497,198,838,BCM,5008,CS,OC
635,225944,198,839,MBC,1,IM,MBC
636,349064,198,840,BC,2710,AD,OC
637,391907,198,841,BC,4,EC,BC
