S NO,APPLN NO,COMMUNITY,AGGREGATE MARK,GENERAL RANK,COLLEGE CODE,BRANCH CODE,ALLOTTED CATEGORY
72,397456,MBC,176.5,44413,3807,AD,MBC
73,332001,MBC,176.5,44498,3918,SC,OC
74,399471,BC,176.5,44751,2345,CS,BC
75,223621,BC,176.5,44926,3905,CS,BC
76,394648,MBC,176.5,45022,1412,EC,MBC
77,417867,MBC,176.5,45078,1325,SC,MBC
78,415270,BC,176.5,45287,2611,IT,BC
79,254417,MBC,176.5,45470,2627,IT,OC
80,494439,MBC,176.5,45557,5,CH,MBC
81,250404,BCM,176,45602,4961,CS,OC
82,428221,MBC,176,45671,2753,AD,MBC
83,302039,BC,176,45841,2611,EC,BC
84,282570,BC,176,45852,4680,CS,BC
85,261355,SC,176,45903,1210,IT,SC
86,400289,MBC,176,46121,5,ME,MBC
87,488647,MBC,176,46271,2776,AD,MBC
88,479001,MBC,176,46372,2748,AD,OC
89,378709,BC,176,46447,2643,CS,OC
90,257125,MBC,176,46450,1114,EE,MBC
91,228514,BC,176,46556,1237,MZ,BC
92,249015,SC,176,46565,1316,CS,SC
93,241438,BC,176,46572,5,CH,BC
94,380278,SC,175.5,46891,1114,CS,SC
95,267400,MBC,175.5,46936,2611,EC,MBC
96,306912,SC,175.5,47174,1113,EV,SC
97,299522,MBC,175.5,47204,1118,ME,MBC
98,260935,BC,175.5,47282,2762,EC,BC
99,347628,BC,175.5,47292,2636,CE,OC
100,296693,BC,175.5,47332,2708,ME,BC
101,347779,BC,175.5,47709,1123,AM,OC
102,394266,BC,175.5,47765,3786,CS,OC
103,234321,MBC,175.5,47849,5530,IT,MBC
104,200516,BC,175.5,47914,2656,EE,BC
105,351803,MBC,175.5,48055,1412,EC,MBC
106,414227,MBC,175,48216,2625,CS,OC
107,399221,BC,175,48294,1233,CS,OC
108,415246,MBC,175,48299,2621,IT,OC
109,272138,BC,175,48342,3011,MB,BC
110,326015,BC,175,48419,1431,IT,BC
111,262721,MBC,175,48421,3805,CS,MBC
112,291179,MBC,175,48484,2745,EC,MBC
113,359165,BC,175,48754,3807,AD,BC
114,427726,MBC,175,48788,2613,EE,MBC
115,434997,BC,175,48928,3019,EE,BC
116,329159,BC,175,48939,5,CE,BC
117,475612,MBC,175,48962,1412,CB,MBC
118,374853,MBC,175,49063,1238,IT,OC
119,493595,BC,175,49066,2643,CS,OC
120,220004,MBC,175,49078,1126,EV,MBC
121,263539,BC,175,49117,2643,AD,OC
122,430469,SC,175,49233,3805,CE,OC
123,291392,MBC,175,49301,2347,AD,OC
124,264845,MBC,175,49320,1405,AD,MBC
125,330934,MBC,175,49387,1322,EC,MBC
126,350057,MBC,174.5,49590,2618,SF,OC
127,416943,MBC,174.5,49636,2770,EC,OC
128,472700,SCA,174.5,49759,2302,SC,OC
129,421277,MBC,174.5,49769,1412,CB,MBC
130,213945,MBC,174.5,49903,3806,EC,MBC
131,228889,BCM,174.5,49906,3826,CS,BCM
132,229794,MBC,174.5,49952,2621,AM,MBC
133,259664,BC,174.5,50134,2770,IT,BC
134,500725,SC,174.5,50319,1210,AD,SC
135,319997,MBC,174.5,50371,2621,EC,MBC
136,353646,SC,174.5,50389,3826,EC,SC
137,348760,BC,174.5,50463,2610,AM,OC
138,339652,SC,174.5,50492,1122,CS,SC
139,271093,SC,174.5,50544,2736,CE,SC
140,398246,MBC,174.5,50663,2609,EC,MBC
141,345485,BCM,174.5,50744,3843,CS,BCM
142,390073,SC,174.5,50754,3466,AD,OC
143,461676,MBC,174.5,50773,1322,AD,MBC
144,451458,BC,174,50887,3804,AD,BC
145,392735,MBC,174,50890,2611,CS,MBC
146,236802,BC,174,50931,2705,AD,BC
147,279205,MBC,174,50954,1233,CS,OC
148,233212,MBC,174,51011,1203,CS,MBC
149,207356,MBC,174,51078,3805,CS,MBC
150,329987,BC,174,51129,2622,CH,BC
151,459813,SCA,174,51197,2648,IT,OC
152,407801,BC,174,51259,2609,CS,BC
153,331793,BC,174,51265,3806,EC,BC
154,244508,BC,174,51299,5530,AM,BC
155,293886,BC,174,51328,1405,AD,BC
156,280113,SC,174,51354,3786,EC,OC
157,451267,MBC,174,51386,2740,AE,MBC
158,301946,BC,174,51408,5,EE,BC
159,348579,BC,174,51465,1512,AD,OC
160,206581,BC,174,51494,2707,CS,BC
161,278429,MBC,174,51554,3801,ME,OC
162,334207,BC,174,51643,3011,MJ,BC
163,429043,MBC,174,51689,1412,EC,MBC
164,391056,MBC,174,51704,1422,AG,MBC
165,262631,MBC,174,51776,1322,AD,MBC
166,427022,MBC,174,51801,2620,CS,MBC
167,277865,MBC,174,51834,1325,SC,MBC
168,475971,MBC,174,51905,2715,CS,MBC
169,350404,MBC,174,51957,4917,CS,MBC
170,362419,MBC,174,51960,2357,EC,MBC
171,349160,SC,173.725,52131,2716,RM,OC
172,475781,MBC,173.525,52135,2653,ME,MBC
173,301907,BC,173.5,52394,1218,IT,OC
174,358508,BCM,173.5,52436,2601,CS,BCM
175,412379,MBC,173.5,52448,2609,CS,MBC
176,361123,MBC,173.5,52681,2656,AD,MBC
177,386041,MBC,173.5,52723,2345,EC,MBC
178,311693,BC,173.5,52755,1413,CD,BC
179,466797,MBC,173.5,52861,3822,CS,OC
180,298321,SC,173.5,53029,3410,AD,SC
181,209875,SCA,173.5,53128,2750,BT,SCA
182,261804,MBC,173.5,53213,3410,IT,MBC
183,224959,BC,173.5,53245,3807,AD,BC
184,253745,BC,173.5,53343,2601,AD,BC
185,330348,MBC,173,53543,1203,IT,OC
186,258493,BC,173,53566,3846,AD,OC
187,288870,SC,173,53797,2357,CS,SC
188,417468,SC,173,53836,1408,CS,SC
189,237629,BCM,173,53904,4975,CS,OC
190,217869,BCM,173,53905,1504,SC,BCM
191,474075,SC,173,54187,2622,ME,SC
192,474159,SC,173,54188,2622,CS,SC
193,351610,MBC,173,54320,2634,BM,OC
194,446602,BC,173,54341,5,CZ,OC
195,303995,MBC,173,54369,1114,EE,MBC
196,312612,BC,173,54487,2611,CS,BC
197,241735,MBC,173,54590,2611,CS,MBC
198,462180,BC,173,54673,2762,CB,BC
199,335901,BC,173,54714,1203,SC,OC
200,261186,BC,173,54734,3782,IT,OC
201,492813,MBC,173,54843,1436,AD,OC
202,495150,MBC,172.5,54879,2345,CS,MBC
203,344782,BC,172.5,55046,4933,CS,OC
204,316917,MBC,172.5,55138,2610,EC,OC
205,437862,BC,172.5,55181,2639,CS,OC
206,432841,BC,172.5,55189,2611,CS,BC
207,379351,MBC,172.5,55214,2634,EC,OC
208,230685,MBC,172.5,55393,2640,AD,OC
209,252137,MBC,172.5,55456,2608,CE,MBC
210,319856,SC,172.5,55746,2725,CS,SC
211,242817,MBC,172.5,55766,2621,CS,MBC
212,277283,BC,172.5,55779,1203,AM,OC
213,474784,BC,172.5,55826,1412,AD,BC
214,445299,ST,172.5,55909,2718,ME,ST
215,214103,SC,172.5,55952,2708,IT,SC
216,350033,MBC,172.5,55960,2345,EC,MBC
217,362340,SC,172.5,56119,3011,CK,SC
218,462095,MBC,172.5,56154,1013,ME,MBC
219,449509,SC,172,56200,3810,BM,OC
220,349257,BC,172,56268,4917,EE,BC
221,221791,BC,172,56379,4980,CS,BC
222,426597,MBC,172,56454,1505,EC,MBC
223,211061,BC,172,56576,4928,EC,OC
224,308524,BC,172,56628,1504,IT,BC
225,241287,BC,172,56737,1501,CS,BC
226,344014,MBC,172,56831,1110,CS,MBC
227,454934,SC,172,57028,2744,ME,OC
228,316338,SC,172,57046,5832,IT,SC
229,355732,SCA,172,57054,1219,EC,SCA
230,367035,BC,172,57113,1303,IT,BC
231,254431,BC,172,57132,2367,EC,BC
232,288210,MBC,172,57181,5,CH,MBC
233,226513,MBC,172,57253,2642,EC,MBC
234,300566,MBC,172,57258,4960,ME,MBC
235,260260,BC,172,57265,2708,CE,BC
236,246241,BCM,172,57429,2620,CS,BCM
237,412500,MBC,172,57478,1322,AD,MBC
238,226590,BC,172,57484,4680,SC,BC
239,453223,SC,172,57551,3701,CS,SC
240,388147,MBC,171.5,57567,1420,IT,MBC
241,256494,MBC,171.5,57615,2342,EC,OC
242,449720,BC,171.5,57801,1420,SC,BC
243,222403,OC,171.5,57862,2642,SC,OC
244,246081,MBC,171.5,57863,2346,AD,OC
245,252855,SC,171.5,57873,3819,ME,SC
246,381137,MBC,171.5,58010,2611,CS,MBC
247,248513,BC,171.5,58025,1322,AD,BC
248,289865,MBC,171.5,58028,2707,EC,MBC
249,356103,BCM,171.5,58060,1307,AM,BCM
250,446934,BC,171.5,58180,4933,EC,OC
251,364645,BC,171.5,58280,1512,AD,BC
252,352957,BC,171.5,58459,2611,CS,BC
253,417326,MBC,171.5,58519,4934,EE,OC
254,368388,SC,171.5,58571,1120,EC,SC
255,293577,BC,171.5,58609,2634,EC,OC
256,396281,MBC,171.5,58666,4955,CS,MBC
257,254227,BC,171.5,58783,1505,EE,OC
258,201658,BC,171.5,58829,2611,CS,BC
259,336310,MBC,171.5,58834,1504,EC,MBC
260,474111,BC,171.5,58844,2643,SC,OC
261,412075,MBC,171.5,58889,1504,CS,MBC
262,271655,BC,171,58962,5,EI,BC
263,256870,MBC,171,59054,2761,EC,MBC
264,394607,MBC,171,59161,2762,CS,MBC
265,254467,BC,171,59179,2651,CS,BC
266,466437,MBC,171,59216,2744,ME,OC
267,431698,MBC,171,59223,2620,AD,MBC
268,316397,BC,171,59258,4954,EE,BC
269,218971,OC,171,59421,1217,CS,OC
270,418415,BC,171,59480,2643,EC,OC
271,459553,BC,171,59532,2347,AD,OC
272,399209,MBC,171,59625,1322,SC,MBC
273,246133,BC,171,59636,4928,CS,BC
274,432761,BC,171,59713,2776,AD,BC
275,279370,BCM,171,59784,2639,SC,OC
276,333135,MBC,171,59809,1226,EE,OC
277,289667,BCM,171,59822,3843,CS,BCM
278,274657,MBC,171,59892,1413,CD,MBC
279,256867,BC,171,59895,4680,EC,BC
280,268797,MBC,171,59944,2708,MZ,MBC
281,275867,MBC,171,59997,2643,CS,OC
282,282202,MBC,171,60003,5832,AM,OC
283,420322,SC,171,60102,4023,CS,SC
284,402314,BC,171,60143,3843,EE,OC
285,492079,SCA,171,60146,3822,EE,OC
286,398996,SC,171,60233,2611,IT,SC
287,461883,SC,171,60246,1422,ME,SC
288,307961,SC,171,60262,2727,IT,SC
289,487630,MBC,170.5,60335,1401,IT,MBC
290,290898,BC,170.5,60379,3804,CS,BC
291,374556,MBC,170.5,60410,2707,IT,MBC
292,462013,MBC,170.5,60429,3819,ME,MBC
293,418261,MBC,170.5,60443,5842,AD,MBC
294,323599,BCM,170.5,60514,4980,CS,BCM
295,486946,MBC,170.5,60551,5935,CS,MBC
296,315017,BC,170.5,60570,3805,CS,BC
297,268114,BCM,170.5,60603,1408,EC,BCM
298,262586,SC,170.5,60623,1140,CS,SC
299,407455,MBC,170.5,60727,2611,EC,MBC
300,422847,BC,170.5,60820,5530,AM,BC
301,312213,SC,170.5,60933,2729,IT,SC
302,362580,BCM,170.5,61103,5907,EC,OC
303,209216,SC,170.5,61180,2751,SC,SC
304,309327,MBC,170.5,61264,2625,CS,OC
305,313148,MBC,170.5,61340,3826,EE,MBC
306,314110,BC,170.5,61358,4981,CS,BC
307,373148,MBC,170.5,61547,2729,ME,MBC
308,457215,MBC,170.5,61556,3829,IT,OC
309,403882,MBC,170,61657,2741,CS,MBC
310,406810,BC,170,61670,1110,CB,BC
311,384718,MBC,170,61709,2347,ME,OC
312,351279,MBC,170,61749,2611,AD,MBC
313,244859,BC,170,61861,2342,CS,OC
314,220469,MBC,170,61892,5530,EC,MBC
315,451520,SCA,170,61995,2329,AG,SC
316,478713,SC,170,62037,2643,AD,OC
317,278741,MBC,170,62040,1430,CS,OC
318,432898,BC,170,62071,1325,EC,BC
319,347683,MBC,170,62094,2639,AD,OC
320,485144,SCA,170,62106,2634,AE,OC
321,346782,MBC,170,62172,1401,CS,MBC
322,253075,MBC,170,62307,2609,AD,MBC
323,305716,MBC,170,62330,2617,EC,MBC
324,464945,BC,170,62457,3805,CS,BC
325,433225,BC,170,62518,2776,AD,BC
326,224800,BC,170,62519,5862,BM,OC
327,381057,BC,170,62600,2601,EC,BC
328,343931,SC,170,62684,2708,MZ,SC
329,206502,BC,170,62691,3826,BM,BC
330,393525,BC,170,62721,5904,EE,OC
331,411385,BCM,170,62754,3829,CS,OC
332,250195,SCA,170,62773,1339,AD,SCA
333,488018,MBC,170,62776,2705,AD,MBC
334,302700,SC,170,62779,2725,AD,SC
335,272572,SC,170,62803,1442,AD,SC
336,251918,BC,170,62827,2761,CS,BC
337,238561,BCM,170,62852,1013,ME,BCM
338,457851,SC,170,62941,1405,CS,SC
339,252574,MBC,170,63083,2737,CS,MBC
340,266265,SC,169.5,63169,1419,EE,SC
341,392826,BC,169.5,63191,1420,IT,BC
342,231569,BC,169.5,63221,3846,RM,OC
343,439598,MBC,169.5,63258,4954,EE,MBC
344,225431,BC,169.5,63318,1412,EC,BC
345,380879,MBC,169.5,63401,2726,BM,MBC
346,280144,BCM,169.5,63550,2609,EC,BCM
347,347008,BC,169.5,63642,2620,CS,BC
348,288846,BC,169.5,63729,2650,IT,OC
349,346889,SC,169.5,63823,4020,ME,SC
350,221253,BC,169.5,63825,5921,AD,BC
351,230801,MBC,169.5,63926,1423,EC,OC
352,418797,BC,169.5,63949,2745,EC,BC
353,407115,MBC,169.5,63951,2639,CS,OC
354,427946,BC,169.5,64021,4944,CS,BC
355,377507,BC,169.5,64070,1501,AD,BC
356,342191,BC,169.5,64080,2707,SC,BC
357,208793,OC,169.5,64153,1115,EC,OC
358,357536,ST,169.5,64314,2718,CJ,ST
359,338885,BC,169.5,64375,2753,AD,BC
360,435013,SCA,169,64513,2731,EC,SC
361,480166,SC,169,64525,2643,AD,OC
362,289438,SC,169,64603,2750,EV,SC
363,427522,MBC,169,64846,1110,EC,MBC
364,465114,SC,169,64858,4023,IT,SC
365,386955,MBC,169,64923,2613,BM,MBC
366,222874,MBC,169,65075,2617,CS,MBC
367,269640,BC,169,65174,2768,AD,OC
368,469769,BC,169,65192,2601,AD,BC
369,362859,SC,169,65339,2601,AD,SC
370,360837,SC,169,65380,5,EE,SC
371,361633,SC,169,65422,1317,BT,SC
372,411431,MBC,169,65433,1207,CS,MBC
373,261537,MBC,169,65498,3021,CE,MBC
374,258895,BC,169,65565,3807,AD,BC
375,458526,MBC,169,65639,2650,EC,OC
376,347545,MBC,169,65760,2623,IT,OC
377,419142,MBC,168.5,65853,2761,AD,MBC
378,473970,MBC,168.5,65886,2740,ME,MBC
379,335536,BC,168.5,65913,2367,CS,OC
380,411560,BC,168.5,65935,2769,ME,BC
381,280989,BCM,168.5,65984,4024,CE,BCM
382,220864,SC,168.5,66019,1120,EE,SC
383,248588,BC,168.5,66080,4680,AD,BC
384,357790,SC,168.5,66101,1419,EI,SC
385,288993,MBC,168.5,66140,2639,EC,OC
386,385852,SC,168.5,66221,2740,EC,SC
387,294129,BC,168.5,66254,3011,XC,BC
388,429819,MBC,168.5,66299,3819,CE,MBC
389,393304,BC,168.5,66338,3806,EC,BC
390,460223,SC,168.5,66439,2743,AD,SC
391,254603,MBC,168.5,66451,1126,AD,MBC
392,223387,BC,168.5,66747,2745,AM,BC
393,247762,MBC,168.5,66765,2617,EC,MBC
394,422543,MBC,168.5,66849,1126,AD,MBC
395,312928,OC,168.5,66937,4969,AD,OC
396,426717,BC,168.5,66960,1504,BT,OC
397,247404,BC,168.5,66966,5536,IT,OC
398,475720,MBC,168.5,67014,2707,AM,MBC
399,373963,MBC,168.5,67026,1233,CS,OC
400,251127,BC,168.5,67070,3011,MJ,BC
401,340663,SC,168.5,67097,1441,IT,OC
402,441929,BC,168.5,67147,1122,ME,BC
403,374811,MBC,168.5,67175,5,CH,MBC
404,409926,MBC,168,67226,3782,EC,OC
405,246878,BC,168,67280,2737,CS,BC
406,495139,SCA,168,67289,5,IT,SCA
407,383466,SC,168,67317,4960,EE,SC
408,282251,MBC,168,67377,1325,CS,MBC
409,422297,MBC,168,67411,1203,AD,MBC
410,313855,SC,168,67478,2608,AD,SC
411,450876,BC,168,67484,2611,CY,BC
412,375563,BC,168,67520,4955,EE,BC
413,269217,BC,168,67537,2611,CS,BC
414,400791,MBC,168,67610,2753,CS,MBC
415,309198,MBC,168,67656,2611,AM,MBC
416,473552,BC,168,67678,2611,CS,BC
417,358356,MBC,168,67790,2613,EE,MBC
418,431090,BC,168,67814,2749,AD,BC
419,243266,BC,168,67843,1420,CS,BC
420,471041,MBC,168,67854,5022,EE,MBC
421,320387,SC,168,67871,1210,IT,SC
422,395541,BC,168,68081,5,EE,BC
423,478434,MBC,168,68150,2761,IT,MBC
424,283217,MBC,168,68167,2656,CE,MBC
425,321694,BC,168,68214,2776,EC,BC
426,233615,MBC,168,68225,1203,CS,MBC
427,456559,BC,168,68229,1445,CS,OC
428,302714,BC,168,68286,2620,CS,BC
429,385648,MBC,168,68303,2707,IT,MBC
430,297485,BC,168,68327,2752,CS,BC
431,321735,BC,168,68333,1238,CS,BC
432,301157,OC,168,68398,5,MM,OC
433,376324,MBC,168,68438,2620,IT,MBC
434,294993,MBC,168,68465,2639,EC,OC
435,439921,SC,167.5,68525,1210,AD,SC
436,421504,BC,167.5,68539,2643,AD,OC
437,351391,SC,167.5,68593,2740,AD,SC
438,486019,SC,167.5,68647,1419,EI,SC
439,427478,SC,167.5,68756,1149,SC,SC
440,259258,BC,167.5,68784,2617,IT,BC
441,229990,BCM,167.5,68837,1118,BM,BCM
442,457398,BC,167.5,68957,2643,CS,OC
443,387434,BC,167.5,69000,3807,AD,BC
444,215517,MBC,167.5,69022,2601,EE,OC
445,315435,SC,167.5,69043,1015,EC,SC
446,345876,BC,167.5,69443,3807,AD,BC
447,290367,BC,167.5,69522,2726,MO,BC
448,281633,MBC,167.5,69523,2749,CS,MBC
449,332599,BC,167.5,69590,1238,CS,BC
450,312016,BCM,167.5,69605,1322,AD,BCM
451,255631,MBC,167.5,69668,2345,EC,MBC
452,280968,MBC,167.5,69682,2345,EC,MBC
453,298098,BC,167.5,69718,3908,IT,BC
454,363745,MBC,167.5,69727,2302,BM,OC
455,330318,BC,167,70028,2611,CS,BC
456,464055,BC,167,70051,2729,MZ,BC
457,279830,BCM,167,70083,2622,EE,BCM
458,261872,MBC,167,70093,4961,AD,OC
459,212442,BC,167,70122,1311,AU,BC
460,338274,MBC,167,70217,4960,ME,MBC
461,228531,SCA,167,70230,2727,SC,SCA
462,450263,SC,167,70235,2708,CS,SC
463,465466,SC,167,70243,2349,RM,SC
464,348901,MBC,167,70274,2625,CS,OC
465,457800,MBC,167,70293,2707,EC,MBC
466,305866,MBC,167,70345,2776,CE,OC
467,451283,BC,167,70347,1203,CS,BC
468,276411,BC,167,70355,2642,IT,BC
469,262435,BC,167,70356,4946,CS,OC
470,306955,BC,167,70357,4944,AD,BC
471,390946,MBC,167,70436,5,ME,MBC
472,218686,SC,167,70455,1233,CS,OC
473,212183,SC,167,70529,1110,EC,SC
474,295330,SC,167,70579,1233,IT,OC
475,258587,BCM,167,70623,5907,EC,BCM
476,223816,BC,167,70628,2707,CS,BC
477,213726,BCM,167,70671,1301,EA,OC
478,368841,SC,167,70878,4955,CS,SC
479,455753,MBC,167,70896,2623,AD,OC
480,284325,MBC,167,70932,4917,AG,OC
481,480595,BC,167,70990,4677,EE,OC
482,444509,BC,167,71021,1322,CS,BC
483,488207,BC,167,71039,2611,IT,BC
484,481160,MBC,167,71235,1126,AD,MBC
485,392895,SC,167,71316,3829,AD,OC
486,361334,BC,167,71322,2643,EC,OC
487,395428,MBC,166.5,71342,1504,EC,MBC
488,207334,MBC,166.5,71357,3905,CS,MBC
489,261052,SC,166.5,71365,3819,EC,SC
490,424812,MBC,166.5,71377,1412,EC,MBC
491,432281,SC,166.5,71388,3826,CE,SC
492,296449,BC,166.5,71429,2777,AD,OC
493,435397,MBC,166.5,71488,2611,AD,MBC
494,441210,BCM,166.5,71580,2618,ME,BCM
495,333043,MBC,166.5,71739,2723,EE,MBC
496,325444,SC,166.5,71744,2702,AL,SC
497,255482,MBC,166.5,71856,4965,CS,MBC
498,329332,BC,166.5,71891,1325,IT,BC
499,286912,SC,166.5,71921,2702,AL,SC
500,421450,BC,166.5,71937,2613,EE,BC
501,346666,MBC,166.5,71994,2707,CS,MBC
502,388685,BC,166.5,72081,1420,CS,BC
503,305811,MBC,166.5,72167,1322,CS,MBC
504,341926,BC,166.5,72209,2743,ME,BC
505,338171,BC,166.5,72245,5,CH,BC
506,447607,SC,166.5,72312,3018,CS,SC
507,270222,MBC,166.5,72375,2640,CE,OC
508,376359,SCA,166.5,72402,2743,CS,SCA
509,378877,BC,166.5,72419,2608,EE,BC
510,210737,BC,166.5,72476,2749,CS,BC
511,274282,BC,166.5,72537,1420,CS,BC
512,408900,MBC,166.5,72558,1504,IT,MBC
513,436887,SC,166.5,72563,3857,CS,OC
514,298450,SC,166.5,72635,1504,CS,SC
515,373114,SCA,166,72649,1210,IT,SCA
516,459694,BC,166,72718,1424,RM,BC
517,364093,BC,166,72742,2601,SC,OC
518,238609,MBC,166,72754,2640,AD,OC
519,339662,MBC,166,72877,1322,AD,MBC
520,243649,OC,166,72984,3810,CS,OC
521,349935,MBC,166,72992,2749,IT,OC
522,458233,BC,166,73033,2636,AM,OC
523,248326,MBC,166,73059,2653,CE,MBC
524,411921,MBC,166,73103,1431,AD,MBC
525,402969,BC,166,73161,2715,IT,BC
526,274242,BC,166,73242,2762,CB,BC
527,379116,MBC,166,73254,2634,EE,OC
528,403934,BC,166,73280,1325,CS,BC
529,331570,BC,166,73333,2611,EC,BC
530,408893,MBC,166,73341,2715,CS,MBC
531,263811,MBC,166,73374,1322,AD,MBC
532,469152,SCA,166,73440,2622,CS,SCA
533,470818,BC,166,73488,3908,CS,BC
534,459172,MBC,166,73489,1127,AD,OC
535,284690,MBC,166,73507,1405,CS,MBC
536,487002,SC,166,73541,2622,CS,SC
537,409636,BC,166,73601,2731,BM,OC
538,409032,SCA,166,73634,2702,IT,SCA
539,445640,MBC,166,73729,2642,CS,MBC
540,247301,BC,166,73871,1520,AM,BC
541,410538,BC,166,73880,2608,EE,BC
542,402183,MBC,166,73883,3843,EE,OC
543,379981,MBC,166,73885,1431,EC,MBC
544,480782,BC,166,73895,4917,CI,BC
545,392204,MBC,166,73973,1431,IT,MBC
546,422498,MBC,166,74057,2611,EC,MBC
547,276968,MBC,166,74083,3806,IT,MBC
548,265467,SC,165.5,74135,3826,EC,SC
549,473830,BC,165.5,74223,2770,CS,OC
550,328685,BC,165.5,74230,4957,CS,OC
551,227316,BC,165.5,74235,1137,EE,BC
552,285263,BCM,165.5,74236,2715,SC,BCM
553,206060,BCM,165.5,74261,2611,AD,BCM
554,472819,SC,165.5,74330,2622,CS,SC
555,474250,MBC,165.5,74370,2601,CS,MBC
556,376771,MBC,165.5,74465,4964,CS,MBC
557,425759,BC,165.5,74489,2625,EC,OC
558,331230,MBC,165.5,74506,2749,EE,OC
559,451443,SC,165.5,74512,2622,CS,SC
560,358100,SC,165.5,74596,1501,IT,SC
561,334518,MBC,165.5,74602,4955,EE,MBC
562,410133,BCM,165.5,74639,4672,CS,BCM
563,337344,MBC,165.5,74822,1408,EE,MBC
564,377903,MBC,165.5,74824,2715,EE,MBC
565,214095,MBC,165.5,74840,2708,ME,MBC
566,328528,MBC,165.5,74873,2716,CS,MBC
567,456023,SC,165.5,74913,3843,CS,SC
568,349933,MBC,165.5,74936,2610,CB,OC
569,204125,MBC,165.5,74968,1126,AD,MBC
570,351535,SC,165.5,75169,3464,ME,SC
571,239770,BCM,165.5,75203,1301,IT,BCM
572,316980,MBC,165.5,75216,4917,AD,MBC
573,295262,BC,165.5,75283,2611,AD,BC
574,395570,MBC,165.5,75355,2656,SC,MBC
575,239576,BC,165.5,75400,2717,EE,OC
576,243003,SC,165.5,75408,2711,CE,SC
577,449601,MBC,165.5,75424,5,CH,MBC
578,478276,MBC,165.5,75472,2611,EC,MBC
579,312381,MBC,165.5,75501,1325,CS,MBC
580,327872,BC,165,75574,3833,EC,OC
581,249791,MBC,165,75614,1422,MD,MBC
582,396570,MBC,165,75631,3018,EX,MBC
583,235246,BC,165,75684,2761,CS,BC
