S NO,AGGREGATE MARK,GENERAL RANK,COLLEGE CODE,BRANCH CODE,ALLOTTED COMMUNITY
1,197.5,1691,4,RP,SC
2,197.5,1876,2708,EC,OC
3,197.5,1943,1014,CE,OC
4,197.0,2154,5,CS,OC
5,197.0,2159,2,PM,MBC
6,197.0,2193,1113,IT,MBC
7,196.5,2724,1407,CS,OC
8,196.5,2725,2750,EC,BC
9,196.5,2870,2750,EE,OC
10,196.5,2888,2618,IT,BC
11,196.5,3006,1419,EC,BC
12,196.5,3041,3843,ME,OC
13,196.5,3060,1422,CS,MBC
14,196.5,3099,1422,AD,BC
15,196.0,3300,1216,AD,MBC
16,196.0,3396,2603,EE,MBC
17,196.0,3492,2750,AD,BC
18,196.0,3561,1419,AM,BC
19,196.0,3741,2610,AD,OC
20,195.5,3806,2653,EC,OC
21,195.5,3930,1412,CS,OC
22,195.5,3931,1419,IT,BC
23,195.5,3945,3795,EC,OC
24,195.5,4048,1422,EI,OC
25,195.5,4139,2702,EE,SC
26,195.5,4325,3425,AD,OC
27,195.5,4383,1516,EC,BC
28,195.5,4412,5910,CS,BC
29,195.5,4466,3011,CF,MBC
30,195.0,4899,2006,TT,OC
31,195.0,4974,1317,IT,BC
32,195.0,5102,1210,EC,OC
33,195.0,5184,2615,CE,MBC
34,194.7,5259,1419,AM,BC
35,194.5,5410,2673,CS,OC
36,194.5,5560,1317,EC,MBC
37,194.5,5595,1322,CS,OC
38,194.5,5752,1422,AD,BC
39,194.5,5773,2611,EC,OC
40,194.5,5942,5010,CS,MBC
41,194.5,5959,2025,EE,MBC
42,194.0,6194,2708,EC,OC
43,194.0,6500,2719,EC,MBC
44,194.0,6553,1419,EC,BC
45,194.0,6700,1140,EC,OC
46,194.0,6706,1419,CS,MBC
47,194.0,6822,1317,CS,MBC
48,193.5,6876,2702,EI,BC
49,193.5,7034,2603,EE,MBC
50,193.5,7051,1422,CS,MBC
51,193.5,7077,1216,AD,MBC
52,193.5,7108,1409,BT,OC
53,193.5,7185,2750,EC,BC
54,193.5,7236,2618,SC,OC
55,193.5,7338,1516,EC,BC
56,193.5,7341,2750,CS,MBC
57,193.5,7438,2726,CS,OC
58,193.5,7444,2750,AM,MBC
59,193.5,7495,1014,CS,MBC
60,193.0,7715,2711,EE,BC
61,193.0,7781,4974,CE,OC
62,193.0,7845,5910,AM,BC
63,193.0,7868,1149,CS,BC
64,193.0,7888,2708,CS,BC
65,193.0,7940,3701,AD,OC
66,193.0,7959,1,XM,SC
67,193.0,8011,1419,EC,BC
68,193.0,8019,2769,AD,OC
69,193.0,8098,2711,EC,MBC
70,193.0,8432,2740,AD,MBC
71,192.5,8514,2,LE,OC
72,192.5,8599,1114,CS,OC
73,192.5,8658,4678,CS,OC
74,192.5,8690,2736,AD,BC
75,192.5,8741,2726,AD,OC
76,192.5,8742,5986,IT,BC
77,192.5,8756,2709,IT,SC
78,192.5,8808,2750,AD,SC
79,192.5,8816,1321,MN,OC
80,192.5,8901,1419,AM,MBC
81,192.5,9069,3011,CF,MBC
82,192.5,9290,1216,AD,MBC
83,192.0,9465,3464,EC,MBC
84,192.0,9499,2618,IT,BC
85,192.0,9513,1211,ME,BC
86,192.0,9589,2025,ME,OC
87,192.0,9667,2704,CS,OC
88,192.0,9675,2608,EV,OC
89,192.0,9724,1126,CS,OC
90,192.0,9842,2607,AD,OC
91,192.0,9887,4020,CS,BC
92,192.0,9956,1516,RM,OC
93,192.0,10077,1516,EC,BC
94,192.0,10118,2725,AD,OC
95,192.0,10145,3801,CS,OC
96,191.5,10262,2719,EI,BC
97,191.5,10290,3011,CF,BC
98,191.5,10325,2743,AD,OC
99,191.5,10335,2736,CB,OC
100,191.5,10350,2725,IT,OC
101,191.5,10383,2673,IT,OC
102,191.5,10418,1408,CS,OC
103,191.5,10459,3011,CF,MBC
104,191.5,10584,1128,CS,OC
105,191.5,10661,3011,AM,MBC
106,191.5,10677,1211,CS,SC
107,191.5,10709,4960,EC,MBC
108,191.5,10911,3803,CS,OC
109,191.5,10925,5,AM,OC
110,191.5,11016,2025,EE,MBC
111,191.5,11040,1014,IT,OC
112,191.0,11136,2615,ME,MBC
113,191.0,11184,2369,IT,BC
114,191.0,11336,1419,IT,BC
115,191.0,11372,3011,CF,BC
116,191.0,11405,2718,ME,BC
117,191.0,11671,2764,BM,BC
118,191.0,11855,5910,CS,BC
119,190.5,12034,1413,AD,OC
120,190.5,12110,2706,CS,MBC
121,190.5,12124,1419,CE,OC
122,190.5,12131,1419,CS,MBC
123,190.5,12146,1110,IT,OC
124,190.5,12225,1412,AD,OC
125,190.5,12227,4020,CS,MBC
126,190.5,12384,2622,EC,OC
127,190.5,12435,1309,IT,OC
128,190.5,12446,3011,EC,SC
129,190.5,12519,1113,EC,MBC
130,190.5,12575,2741,EC,OC
131,190.5,12610,1216,EC,MBC
132,190.5,12636,2743,AD,OC
133,190.5,12677,1317,CS,MBC
134,190.5,12694,2005,IB,BC
135,190.5,12728,1419,ME,OC
136,190.5,12776,1210,EC,OC
137,190.5,12782,2603,EE,MBC
138,190.5,12849,2615,CE,BC
139,190.5,12904,5901,EE,SC
140,190.5,12920,1419,CS,BCM
141,190.5,12936,2,CR,OC
142,190.5,12939,5010,CS,BC
143,190.5,12941,2,PM,MBC
144,190.5,12946,2673,CS,OC
145,190.5,12958,1013,CS,MBC
146,190.1,12977,1422,AD,BC
147,190.0,13052,1120,AD,OC
148,190.0,13160,2618,CB,OC
149,190.0,13195,1322,CS,OC
