S NO,AGGREGATE MARK,GENERAL RANK,COLLEGE CODE,BRANCH CODE,ALLOTTED COMMUNITY
1,194.5,2974,4944,AD,MBC
2,192.5,4970,2753,CS,OC
3,190.0,7992,1420,IT,MBC
4,189.5,9087,3016,EC,OC
5,187.5,11852,1520,AD,MBC
6,187.0,12591,3805,CS,MBC
7,182.0,20981,2707,AD,BC
8,182.0,21343,1013,EC,BCM
9,181.5,21533,4960,BT,MBC
10,181.0,22940,3826,AD,ST
11,180.0,24294,3811,IT,OC
12,179.0,25838,2776,AD,BC
13,178.5,26688,3841,AD,MBC
14,178.5,27048,4669,ME,OC
15,178.5,27107,3843,ME,OC
16,178.5,27442,2624,CS,OC
17,178.0,27617,2755,AM,SC
18,178.0,27681,2620,AD,MBC
19,178.0,27920,1140,IT,MBC
20,177.8,28525,4917,IT,BC
21,177.5,28542,2357,IT,MBC
22,177.5,28576,1304,CE,BC
23,177.5,28823,2740,AE,MBC
24,177.5,28920,4982,CS,OC
25,177.5,29034,1412,CS,BC
26,177.5,29236,2611,CS,BC
27,177.5,29268,2744,AD,MBC
28,177.3,29430,3806,IT,BCM
29,177.0,29700,1112,IT,SC
30,177.0,29858,2642,CS,OC
31,177.0,29888,4023,EE,BC
32,177.0,30153,2613,EC,MBC
33,177.0,30194,2743,EC,BC
34,177.0,30248,3826,EE,BC
35,176.5,30678,3843,IT,SC
36,176.5,30897,3826,BM,BCM
37,176.5,31082,1413,AM,OC
38,176.0,31350,5842,AD,MBC
39,176.0,31590,2745,EC,BC
40,176.0,31597,4024,CE,OC
41,176.0,31671,1324,IT,SC
42,176.0,31894,4023,IT,MBC
43,176.0,31921,2736,CE,BC
44,176.0,32100,1216,CS,SC
45,175.5,32430,5,EI,OC
46,175.5,32461,2708,ME,OC
47,175.5,32564,3410,EC,OC
48,175.5,32580,2632,AM,OC
49,175.5,32620,2622,CO,BC
50,175.5,32638,2005,IB,ST
51,175.5,32656,2762,EC,OC
52,175.5,32720,2610,CS,OC
53,175.5,32898,2761,AD,OC
54,175.5,32969,4965,CS,MBC
55,175.5,33015,2,CR,ST
56,175.5,33073,2608,EV,BC
57,175.0,33233,4965,EC,BC
58,175.0,33334,1322,AD,OC
59,175.0,33399,2369,EE,SC
60,175.0,33671,2732,EC,OC
61,175.0,34027,1408,IT,MBC
62,174.5,34438,4969,CS,BCM
63,174.5,34458,3806,AD,MBC
64,174.5,34561,2736,ME,BC
65,174.5,34580,2723,EC,MBC
66,174.5,34586,2357,AD,BC
67,174.5,34693,1202,AD,BC
68,174.5,34721,2369,EE,SCA
69,174.5,34736,1322,CS,OC
70,174.5,34787,1420,AD,BC
71,174.5,34800,2601,IT,SC
72,174.5,35007,2722,CI,SC
73,174.0,35266,1237,AD,MBC
74,174.0,35403,2357,AD,BC
75,174.0,35429,2611,CS,MBC
76,174.0,35546,2736,EE,BCM
77,174.0,35689,2715,AD,MBC
78,174.0,35758,3806,AD,MBC
79,173.8,35961,2622,AM,SCA
80,173.5,36067,2761,SC,OC
81,173.5,36075,1452,CS,OC
82,173.5,36109,2753,EC,OC
83,173.5,36201,1407,AD,OC
84,173.5,36235,2707,AD,MBC
85,173.5,36300,5988,CS,BC
86,173.5,36525,2367,SC,OC
87,173.5,36639,2743,CS,MBC
88,173.0,36986,5,EE,SC
89,173.0,37012,1413,CS,MBC
90,173.0,37140,2737,CS,MBC
91,173.0,37144,2763,CS,MBC
92,173.0,37285,3810,AD,BCM
93,173.0,37300,1237,EC,MBC
94,173.0,37346,2607,EE,MBC
95,173.0,37482,1316,CS,MBC
96,173.0,37568,2641,CE,OC
97,173.0,37590,1014,EC,BC
98,173.0,37594,1307,SC,BC
99,173.0,37616,1237,EE,OC
100,173.0,37677,1237,AD,MBC
101,173.0,37711,3011,XM,OC
102,173.0,37951,2634,EC,OC
103,172.5,38114,2761,EC,OC
104,172.5,38123,2357,AD,BC
105,172.5,38130,2726,ME,OC
106,172.5,38173,3760,AG,OC
107,172.5,38195,2651,AD,BC
108,172.5,38296,4969,EC,OC
109,172.5,38384,3819,ME,MBC
110,172.5,38395,1216,CE,MBC
111,172.5,38542,2711,CS,SC
112,172.5,38706,4917,IT,MBC
113,172.0,39008,2611,EC,OC
114,172.0,39080,2723,EC,MBC
115,172.0,39085,1504,EC,OC
116,172.0,39106,2611,CS,BC
117,172.0,39492,3843,CS,OC
118,172.0,39500,4933,CS,OC
119,172.0,39672,3806,AD,MBC
120,172.0,39686,3807,CS,MBC
121,172.0,39736,5017,CS,BC
122,172.0,39759,2643,CS,OC
123,171.5,40012,1605,CS,OC
124,171.5,40053,1419,CE,BC
125,171.5,40125,1516,ME,BC
126,171.5,40142,2601,CS,MBC
127,171.5,40237,1516,EE,SC
128,171.5,40265,3795,AD,MBC
129,171.5,40408,2613,EE,OC
130,171.5,40508,2622,CO,BC
131,171.5,40540,1015,EE,OC
132,171.5,40605,1307,IT,SC
133,171.5,40630,1238,IT,BC
134,171.5,40649,2639,CS,OC
135,171.5,40725,2601,AD,MBC
136,171.0,41010,2739,EE,SC
137,171.0,41050,2704,EV,OC
138,171.0,41064,3804,AD,BC
139,171.0,41098,1516,EE,SC
140,171.0,41125,3905,CS,OC
141,171.0,41255,1419,EE,SC
142,171.0,41305,1217,AD,OC
143,171.0,41326,4980,CS,OC
144,171.0,41378,4669,AD,OC
145,171.0,41409,1210,CS,SC
146,171.0,41484,2642,IT,OC
147,171.0,41501,2725,ME,MBC
148,171.0,41587,1309,CE,OC
149,171.0,41696,2653,EE,MBC
150,171.0,41700,2634,EC,OC
151,171.0,41710,1512,CS,OC
152,171.0,41713,2611,CY,OC
153,171.0,41792,2607,AD,BCM
154,171.0,41897,2609,IT,MBC
155,170.5,41970,2653,ME,OC
156,170.5,41985,2727,EV,MBC
157,170.5,42021,1225,EE,OC
158,170.5,42175,3806,EE,OC
159,170.5,42198,1507,AD,OC
160,170.5,42282,2642,AD,BC
161,170.5,42340,3825,CS,OC
162,170.5,42592,4971,EC,MBC
163,170.5,42610,4981,AD,BC
164,170.5,42618,4960,CE,BC
165,170.5,42667,2739,CS,SCA
166,170.5,42854,2621,EC,OC
167,170.2,42970,2622,AM,SCA
168,170.0,43162,2727,CE,OC
169,170.0,43164,2707,CS,BC
170,170.0,43214,4678,EC,MBC
171,170.0,43238,2007,MF,SCA
172,170.0,43318,4024,EE,BCM
173,170.0,43344,4961,CS,OC
174,170.0,43546,1237,AD,MBC
175,170.0,43620,3011,ME,MBC
176,170.0,43639,2762,AD,BC
177,170.0,43727,3849,CS,OC
178,170.0,43852,5842,EC,BC
179,170.0,43968,1412,CS,BC
180,170.0,43991,4959,EC,MBC
181,169.5,44027,5009,ME,MBC
182,169.5,44133,3425,CS,BC
183,169.5,44264,1026,EC,SC
184,169.5,44276,1504,CS,BC
185,169.5,44304,3805,CS,MBC
186,169.5,44482,2743,CS,MBC
187,169.5,44488,2715,CS,BC
188,169.5,44542,2642,AD,BC
189,169.5,44607,3701,CS,SC
190,169.5,44694,3811,IT,OC
191,169.5,44773,2762,AD,BC
192,169.5,44789,2715,CS,MBC
193,169.5,44839,2347,IT,OC
194,169.5,44919,2719,EC,SC
195,169.5,44963,2634,AG,OC
196,169.0,45154,4917,CI,OC
197,169.0,45220,1412,EC,MBC
198,169.0,45252,3805,AD,SC
199,169.0,45276,4864,CS,BC
200,169.0,45323,1140,IT,MBC
201,169.0,45381,2762,AD,BC
202,169.0,45385,2622,CE,OC
203,169.0,45453,2611,CS,MBC
204,169.0,45537,4959,BT,BC
205,169.0,45551,3805,CS,MBC
206,169.0,45580,2750,ME,OC
207,169.0,45844,4957,CS,MBC
208,169.0,46013,4954,CS,BC
209,168.5,46143,3806,AD,SC
210,168.5,46185,3466,ME,OC
211,168.5,46194,2723,IT,MBC
212,168.5,46224,2624,ME,OC
213,168.5,46245,2622,CE,OC
214,168.5,46363,3805,SC,OC
215,168.5,46408,1137,CS,MBC
216,168.5,46664,2750,CS,ST
217,168.5,46688,5907,SC,OC
218,168.5,46708,2624,AD,OC
219,168.5,46734,1210,CS,SC
220,168.5,46754,2611,CS,MBC
221,168.5,47090,1304,EE,SC
222,168.0,47153,3810,AD,BC
223,168.0,47164,4993,EC,OC
224,168.0,47282,1309,IT,SC
225,168.0,47379,2615,ME,ST
226,168.0,47495,2743,CS,MBC
227,168.0,47627,3806,EC,OC
228,168.0,47643,2769,PC,OC
229,168.0,48043,1408,EC,MBC
230,168.0,48072,2622,AM,SCA
231,168.0,48076,1322,CS,OC
232,167.8,48085,3806,IT,MBC
233,167.5,48190,4959,CS,SC
234,167.5,48204,1504,AD,BC
235,167.5,48548,2702,EC,SC
236,167.5,48668,2648,CS,MBC
237,167.5,48765,2726,BM,BC
238,167.5,48921,2613,IT,MBC
239,167.5,49071,1509,CS,MBC
240,167.0,49252,2634,IT,OC
241,167.0,49327,2744,ME,OC
242,167.0,49351,3786,IT,MBC
243,167.0,49359,3825,AD,OC
244,167.0,49405,2726,BM,BC
245,167.0,49429,3018,CS,MBC
246,167.0,49441,1324,IT,SC
247,167.0,49555,3454,CS,OC
248,167.0,49568,5009,ME,MBC
249,167.0,49613,2639,EC,OC
250,167.0,49679,2611,CS,BC
251,167.0,49686,2761,CS,BC
252,167.0,49754,1452,CS,OC
253,167.0,49764,1504,AD,BC
254,167.0,49798,1512,CS,OC
255,167.0,49803,1322,EC,OC
256,167.0,49809,2329,IT,SC
257,167.0,49840,2735,ME,BCM
258,167.0,49977,2739,EC,SC
259,167.0,49983,3908,EC,OC
260,167.0,50008,1316,ME,OC
261,166.7,50102,3806,IT,MBC
262,166.5,50218,2708,CH,MBC
263,166.5,50245,5913,CS,OC
264,166.5,50255,2347,ME,OC
265,166.5,50304,1504,AD,BC
266,166.5,50308,3464,CE,SC
267,166.5,50319,2369,CE,MBC
268,166.5,50419,2748,EC,OC
269,166.5,50596,3410,CS,BCM
270,166.5,50624,2743,EC,BC
271,166.5,50638,1110,CS,MBC
272,166.5,50707,2601,AD,MBC
273,166.5,50738,2726,CS,ST
274,166.5,50878,4928,CS,OC
275,166.5,50904,3805,CS,BC
276,166.2,51148,3795,CS,SCA
