S NO,APPLN NO,COMMUNITY,AGGREGATE MARK,GENERAL RANK,COLLEGE CODE,BRANCH CODE,ALLOTTED CATEGORY
200,264015,MBC,169,45323,1140,IT,MBC
201,342695,BC,169,45381,2762,AD,BC
202,416750,BC,169,45385,2622,CE,OC
203,346124,MBC,169,45453,2611,CS,MBC
204,302672,BC,169,45537,4959,BT,BC
205,450394,MBC,169,45551,3805,CS,MBC
206,314480,BC,169,45580,2750,ME,OC
207,360438,MBC,169,45844,4957,CS,MBC
208,374615,BC,169,46013,4954,CS,BC
209,288450,SC,168.5,46143,3806,AD,SC
210,321494,MBC,168.5,46185,3466,ME,OC
211,373905,MBC,168.5,46194,2723,IT,MBC
212,304842,BC,168.5,46224,2624,ME,OC
213,377035,BC,168.5,46245,2622,CE,OC
214,325836,MBC,168.5,46363,3805,SC,OC
215,284526,MBC,168.5,46408,1137,CS,MBC
216,432141,ST,168.5,46664,2750,CS,ST
217,367140,MBC,168.5,46688,5907,SC,OC
218,387110,BC,168.5,46708,2624,AD,OC
219,363261,SC,168.5,46734,1210,CS,SC
220,362008,MBC,168.5,46754,2611,CS,MBC
221,409679,SC,168.5,47090,1304,EE,SC
222,241800,BC,168,47153,3810,AD,BC
223,384034,BC,168,47164,4993,EC,OC
224,431668,SC,168,47282,1309,IT,SC
225,280467,ST,168,47379,2615,ME,ST
226,294701,MBC,168,47495,2743,CS,MBC
227,292647,BC,168,47627,3806,EC,OC
228,435522,BCM,168,47643,2769,PC,OC
229,410238,MBC,168,48043,1408,EC,MBC
230,426773,SCA,168,48072,2622,AM,SCA
231,301766,MBC,168,48076,1322,CS,OC
232,418501,MBC,167.81,48085,3806,IT,MBC
233,386550,SC,167.5,48190,4959,CS,SC
234,344699,BC,167.5,48204,1504,AD,BC
235,303212,SC,167.5,48548,2702,EC,SC
236,262216,MBC,167.5,48668,2648,CS,MBC
237,282986,BC,167.5,48765,2726,BM,BC
238,383256,MBC,167.5,48921,2613,IT,MBC
239,344137,MBC,167.5,49071,1509,CS,MBC
240,423424,BC,167,49252,2634,IT,OC
241,239726,SC,167,49327,2744,ME,OC
242,419145,MBC,167,49351,3786,IT,MBC
243,258773,BC,167,49359,3825,AD,OC
244,328738,BC,167,49405,2726,BM,BC
245,404250,MBC,167,49429,3018,CS,MBC
246,253964,SC,167,49441,1324,IT,SC
247,437411,BC,167,49555,3454,CS,OC
248,309187,MBC,167,49568,5009,ME,MBC
249,282131,MBC,167,49613,2639,EC,OC
250,447678,BC,167,49679,2611,CS,BC
251,252303,BC,167,49686,2761,CS,BC
252,269217,BCM,167,49754,1452,CS,OC
253,264958,BC,167,49764,1504,AD,BC
254,262766,BCM,167,49798,1512,CS,OC
255,335649,MBC,167,49803,1322,EC,OC
256,266261,SC,167,49809,2329,IT,SC
257,430747,BCM,167,49840,2735,ME,BCM
258,326105,SC,167,49977,2739,EC,SC
259,300983,BC,167,49983,3908,EC,OC
260,432016,MBC,167,50008,1316,ME,OC
261,424815,MBC,166.655,50102,3806,IT,MBC
262,292682,MBC,166.5,50218,2708,CH,MBC
263,324203,BC,166.5,50245,5913,CS,OC
264,273660,BC,166.5,50255,2347,ME,OC
265,302018,BC,166.5,50304,1504,AD,BC
266,356308,SC,166.5,50308,3464,CE,SC
267,404680,MBC,166.5,50319,2369,CE,MBC
268,370376,MBC,166.5,50419,2748,EC,OC
269,318451,BCM,166.5,50596,3410,CS,BCM
270,334276,BC,166.5,50624,2743,EC,BC
271,250482,MBC,166.5,50638,1110,CS,MBC
272,216775,MBC,166.5,50707,2601,AD,MBC
273,389211,ST,166.5,50738,2726,CS,ST
274,209826,BC,166.5,50878,4928,CS,OC
275,357667,BC,166.5,50904,3805,CS,BC
276,446320,SCA,166.165,51148,3795,CS,SCA
277,287858,MBC,166,51165,1322,AD,OC
278,365426,BC,166,51237,2625,CS,OC
279,316096,MBC,166,51260,2683,CS,OC
280,357542,SC,166,51324,1445,CS,OC
281,392961,BC,166,51427,1401,AM,BC
282,364358,BC,166,51449,2622,CO,BC
283,355694,BC,166,51484,2715,AD,BC
284,223838,SC,166,51502,5862,CS,OC
285,254918,BC,166,51522,3805,CS,BC
286,404387,BC,166,51529,3829,IT,BC
287,404880,BC,166,51537,2611,CS,BC
288,253215,BC,166,51539,1504,EC,OC
289,305368,MBC,166,51592,3701,AM,MBC
290,399041,BC,166,51617,4960,ME,BC
291,419972,BC,166,51779,2607,EE,BC
292,433676,BCM,166,51803,5010,EE,BCM
293,274308,MBC,166,51814,1149,ME,OC
294,291540,BC,166,51921,1420,CS,BC
295,383988,MBC,166,51956,1412,IT,MBC
296,339047,BCM,166,51996,1101,IT,OC
297,383131,SC,165.5,52186,1013,EC,SC
298,315362,SC,165.5,52219,2739,EC,SC
299,285561,BC,165.5,52227,1110,CS,BC
300,417001,SC,165.5,52276,2634,CS,OC
301,334785,MBC,165.5,52279,1126,CS,MBC
302,272486,MBC,165.5,52303,1322,AM,OC
303,285316,BC,165.5,52323,4965,CS,BC
304,294628,BC,165.5,52327,1303,CS,OC
305,216215,BCM,165.5,52433,4961,AD,OC
306,368309,SC,165.5,52465,5,ME,OC
307,260790,BC,165.5,52635,3018,CS,BC
308,340864,ST,165.5,52680,2653,CS,ST
309,265880,BC,165.5,52731,2715,CS,BC
310,434798,MBC,165.5,52900,4957,CS,MBC
311,299358,BC,165.5,52944,1412,CE,OC
312,247059,MBC,165.5,53070,2613,IT,MBC
313,223857,MBC,165.5,53086,2636,EC,OC
314,322692,MBC,165,53260,2763,CS,MBC
315,233813,BC,165,53299,2601,IT,BC
316,376789,MBC,165,53301,3011,CE,MBC
317,314828,MBC,165,53311,2634,EE,OC
318,252551,BC,165,53347,5530,EC,BC
319,318232,MBC,165,53532,2727,EV,MBC
320,297758,BC,165,53535,2357,EC,BC
321,356325,MBC,165,53683,2622,IT,MBC
322,329273,BC,165,53709,2770,CS,OC
323,272784,BCM,165,53755,3805,CS,BCM
324,253092,BC,165,53851,1316,EC,BC
325,312041,MBC,165,53936,2727,EE,MBC
326,280300,MBC,165,53974,2715,CS,MBC
327,212652,BC,165,54107,4917,EC,BC
328,267232,BC,165,54136,2601,CS,BC
329,449982,BC,165,54167,1420,CS,BC
330,438878,SC,165,54270,1149,CS,SC
331,448286,MBC,164.615,54290,2769,AD,OC
332,215419,BC,164.5,54393,2715,CS,BC
333,324841,MBC,164.5,54463,5009,ME,MBC
334,290105,BC,164.5,54604,1123,CS,OC
335,352201,MBC,164.5,54635,3019,EE,OC
336,442725,SC,164.5,54763,2357,EC,SC
337,303503,MBC,164.5,54845,1523,AM,OC
338,367815,BC,164.5,54860,4967,CS,OC
339,277170,MBC,164.5,54888,1238,AD,MBC
340,267424,SC,164.5,54974,1426,CS,OC
341,279143,MBC,164.5,54977,5832,CS,MBC
342,375985,SC,164.5,54994,1216,CS,SC
343,414597,MBC,164.5,55062,2611,CS,MBC
344,221835,MBC,164.5,55140,1405,AD,MBC
345,438524,BC,164.5,55194,1421,IT,OC
346,391776,MBC,164.5,55196,3805,IT,MBC
347,401198,SC,164.5,55227,4676,CS,SC
348,407155,SC,164,55317,2753,IT,OC
349,205479,BC,164,55361,1409,BM,OC
350,346307,MBC,164,55381,2744,EC,MBC
351,357290,BC,164,55412,5530,EE,OC
352,328084,MBC,164,55439,2639,CS,OC
353,277110,SC,164,55519,2735,EC,SC
354,204484,SC,164,55523,5010,EE,SC
355,375612,MBC,164,55542,3011,CE,MBC
356,364937,BC,164,55626,3811,CS,OC
357,281729,BC,164,55627,4672,CS,OC
358,252847,BC,164,55670,1322,SC,OC
359,368896,MBC,164,55744,1306,BT,MBC
360,297027,SC,164,55763,3795,AD,SC
361,394160,BC,164,55775,2762,CS,BC
362,300720,MBC,164,55790,1015,EE,OC
363,272408,BC,164,55795,2357,EC,BC
364,369585,SC,164,55816,1226,EC,SC
365,225871,BC,164,55959,4980,CS,OC
366,392663,BCM,164,55993,4678,EC,BCM
367,410530,MBC,164,56100,1316,AD,MBC
368,222755,BC,164,56176,2651,EC,OC
369,320596,BC,164,56192,2706,AU,BC
370,390665,MBC,164,56222,2622,EC,MBC
371,400780,MBC,164,56223,2740,AE,MBC
372,389429,BC,164,56346,1210,ME,BC
373,204752,BC,163.5,56425,2743,EC,BC
374,284777,MBC,163.5,56468,1407,EC,OC
375,319275,BC,163.5,56470,5530,AD,BC
376,283985,SC,163.5,56478,2718,CE,SC
377,292279,MBC,163.5,56515,2769,CS,OC
378,444310,MBC,163.5,56591,2762,AD,MBC
379,370160,BC,163.5,56708,3825,AD,OC
380,421747,BC,163.5,56714,2609,AD,BC
381,229003,BC,163.5,56776,4979,AD,OC
382,371533,OC,163.5,56829,2753,EC,OC
383,200320,BC,163.5,56837,2608,ME,OC
384,332558,SC,163.5,56882,2708,CS,SC
385,394429,BC,163.5,56904,5,CE,OC
386,422185,BC,163.5,57058,2622,CE,OC
387,233274,BC,163.5,57067,3841,EC,BC
388,429611,BC,163.5,57097,2639,EC,OC
389,249848,BC,163.5,57193,4677,EC,OC
390,450658,BC,163.5,57228,1202,CS,BC
391,352557,MBC,163.5,57393,2607,AM,MBC
392,207173,BC,163,57422,2708,ME,OC
393,258223,MBC,163,57447,4670,CS,MBC
394,241140,BCM,163,57470,4955,ME,OC
395,354733,BC,163,57510,2609,CS,BC
396,415702,BC,163,57561,2630,CS,BC
397,365424,BC,163,57640,2634,CS,OC
398,424982,BCM,163,57661,4961,CS,OC
399,215199,MBC,163,57697,2611,EC,OC
400,381286,MBC,163,57742,2744,EC,MBC
401,410213,BC,163,57751,1452,EC,OC
402,230230,BCM,163,57856,2611,AD,BCM
403,231890,BC,163,57969,3701,EE,BC
404,418252,SC,163,57985,2618,CS,SC
405,275303,BC,163,58048,1126,CS,BC
406,378148,BC,163,58077,4020,GI,BC
407,311322,BC,163,58102,2642,AD,BC
408,419023,BC,163,58121,1431,EC,OC
409,342544,SC,163,58131,2342,AD,OC
410,214025,BC,163,58302,3019,EC,BC
411,371821,BC,163,58324,2622,CE,OC
412,436017,BC,163,58377,1423,SC,OC
413,278215,BC,163,58387,2610,AD,BC
414,207553,BC,163,58426,1126,CS,BC
415,251478,BC,162.5,58492,2715,IT,BC
416,388547,BC,162.5,58565,1306,ME,OC
417,235686,BC,162.5,58696,5910,CE,BC
418,409528,BCM,162.5,58715,1241,CS,OC
419,416278,SC,162.5,58773,5,EC,SC
420,260967,BC,162.5,58812,2727,ME,BC
421,295646,MBC,162.5,58830,2761,AD,OC
422,235650,SC,162.5,58883,3795,CS,SC
423,290705,BC,162.5,58893,3908,CS,BC
424,371965,MBC,162.5,59024,1140,CB,MBC
425,243287,BC,162.5,59164,2648,IT,OC
426,281840,MBC,162.5,59176,2737,AD,MBC
427,229805,BC,162.5,59221,2707,CS,BC
428,295671,MBC,162.5,59264,2611,CS,MBC
429,395968,MBC,162.5,59270,1316,EC,MBC
430,380700,MBC,162.5,59305,3841,EC,MBC
431,386311,BC,162.5,59407,2705,AD,OC
432,323772,BC,162.5,59469,3811,CS,OC
433,452103,BCM,162.5,59472,3826,IT,BCM
434,432643,MBC,162.5,59480,2704,EV,MBC
435,216197,MBC,162,59597,2610,AM,OC
436,333475,BC,162,59613,2715,IT,BC
437,275209,BC,162,59676,2708,MZ,BC
438,429595,MBC,162,59812,2737,CS,MBC
439,333161,SC,162,59866,1120,AD,SC
440,325912,BC,162,59918,2609,CS,BC
441,233070,MBC,162,59973,2357,CS,MBC
442,350017,MBC,162,59984,5842,CS,MBC
443,361764,BC,162,59995,5832,AD,BC
444,225064,BC,162,60061,2763,CS,BC
445,235429,BC,162,60079,3782,CS,OC
446,446213,MBC,162,60253,2762,EC,OC
447,371383,MBC,162,60404,3465,CE,MBC
448,407041,MBC,162,60440,3011,PH,MBC
449,284484,BC,162,60507,3841,CS,BC
450,450865,OC,161.5,60632,3830,ME,OC
451,417175,MBC,161.5,60661,2627,EC,OC
452,383498,BC,161.5,60664,3829,EC,OC
453,411889,MBC,161.5,60743,1437,AD,OC
454,443342,BC,161.5,60814,2747,BM,OC
455,235561,MBC,161.5,60820,1140,IT,MBC
456,243880,MBC,161.5,60897,1137,CS,MBC
457,287118,MBC,161.5,60942,3806,CS,MBC
458,325061,BC,161.5,60988,1110,CS,BC
459,246078,BC,161.5,61021,2357,AD,BC
460,316645,MBC,161.5,61105,2763,CS,MBC
461,301284,MBC,161.5,61166,2609,EC,OC
462,257078,SC,161.5,61197,1106,CS,OC
463,341348,BC,161.5,61278,2715,CS,BC
464,286568,SC,161.5,61289,1309,EE,SC
465,233489,MBC,161.5,61427,1501,EC,OC
466,340232,MBC,161.5,61465,2620,EE,OC
467,226967,BC,161.5,61577,3011,PH,BC
468,429100,BCM,161.5,61591,3701,EE,BCM
469,208924,MBC,161,61656,3795,AD,MBC
470,435191,MBC,161,61705,2607,AM,MBC
471,324401,SC,161,61750,1512,CS,OC
472,296975,MBC,161,61862,1316,AD,MBC
473,382369,MBC,161,61867,4960,ME,MBC
474,238797,BC,161,61880,4993,ME,OC
475,299449,BC,161,61930,2610,AD,BC
476,303785,SC,161,61985,2613,CS,SC
477,248927,BC,161,61991,1411,CS,OC
478,379347,BC,161,62040,2744,EE,BC
479,311139,BCM,161,62145,2622,EE,BCM
480,220690,BC,161,62179,5842,EC,BC
481,407149,BC,161,62192,3805,CS,BC
482,322264,BC,161,62236,2369,ME,BC
483,375207,SCA,161,62238,2751,IT,SCA
484,338648,MBC,161,62274,2763,MZ,OC
485,268878,BC,161,62329,3905,AD,BC
486,401649,BC,161,62340,2736,ME,BC
487,394852,MBC,161,62353,2707,CS,MBC
488,399762,SC,161,62415,2750,CS,SC
489,445669,BC,161,62593,3760,CS,OC
490,388576,SC,161,62647,5,CH,SC
491,446279,BC,160.5,62760,2624,AD,OC
492,389921,MBC,160.5,62773,3786,IT,MBC
493,407328,MBC,160.5,62793,3018,EC,MBC
494,299461,BCM,160.5,62815,1324,ME,BCM
495,382622,BC,160.5,62838,5009,ME,BC
496,293195,MBC,160.5,62883,2708,CE,MBC
497,273244,MBC,160.5,63142,3701,EC,MBC
498,254281,OC,160.5,63160,1325,IT,OC
499,440886,MBC,160.5,63281,2611,IT,MBC
500,252273,MBC,160.5,63305,4955,AM,MBC
501,312586,MBC,160.5,63506,1509,CS,MBC
502,221629,BCM,160.5,63534,1207,AD,BCM
503,422718,MBC,160.5,63562,2648,IT,OC
504,383211,BC,160.5,63630,1501,AD,OC
505,232510,SC,160.5,63651,2357,CS,SC
506,295299,BC,160.5,63674,5022,EC,BC
507,373134,SC,160.5,63756,2750,CS,SC
508,451545,SC,160.275,63773,2702,AD,SC
509,376243,BC,160,63831,4965,CS,BC
510,360660,BC,160,63840,1504,CS,BC
511,332343,SC,160,63856,2601,CS,SC
512,338757,BCM,160,63862,4975,CS,OC
513,262535,MBC,160,63874,2610,CS,OC
514,386284,BC,160,63960,3011,ME,BC
515,449648,SC,160,64035,2622,CO,SC
516,392227,MBC,160,64095,4955,IT,MBC
517,408300,BC,160,64174,3701,EE,BC
518,446957,SC,160,64188,1421,CS,OC
519,304164,BC,160,64247,1317,ME,BC
520,236207,SCA,160,64311,2,TX,SCA
521,227324,SC,160,64317,2739,EC,SC
522,438698,ST,160,64389,2357,ME,OC
523,318472,BC,160,64393,3810,CS,OC
524,239109,BCM,160,64465,2611,EC,OC
525,411173,BC,160,64478,4980,ME,OC
526,279793,MBC,160,64581,2613,IT,MBC
527,263627,SC,160,64622,1409,CS,SC
528,370091,BC,160,64719,3807,CS,BC
529,321548,SC,160,64735,1216,CS,SC
530,240245,BC,160,64753,1452,AD,BC
531,205942,BC,159.5,64914,2747,AD,OC
532,213490,MBC,159.5,64943,5915,CS,MBC
533,395920,MBC,159.5,64957,2740,AE,MBC
534,362163,MBC,159.5,64971,1441,AD,OC
535,250987,BC,159.5,65039,3833,CS,OC
536,415428,MBC,159.5,65095,1517,IT,OC
537,316386,SCA,159.5,65158,1014,IT,SCA
538,351731,SC,159.5,65197,2706,CS,SC
539,238400,BC,159.5,65229,2769,EC,OC
540,303863,BC,159.5,65236,2610,CS,OC
541,329952,BC,159.5,65280,5,EE,BC
542,284275,MBC,159.5,65384,2613,IT,MBC
543,241243,MBC,159.5,65408,2357,AD,MBC
544,219986,SC,159.5,65412,4960,IT,SC
545,441776,SC,159.5,65430,2648,AD,SC
546,272011,SC,159.5,65455,4675,AD,OC
547,288875,BC,159.5,65490,1316,AD,BC
548,379729,MBC,159.5,65516,2624,IT,OC
549,383934,BC,159.5,65589,1310,EC,OC
550,360759,BC,159.5,65652,2707,AD,BC
551,232519,BC,159.5,65691,2741,EC,OC
552,230313,MBC,159.5,65711,2743,CS,MBC
553,323024,BC,159.5,65750,3825,IT,OC
554,431067,SC,159.5,65782,2710,EE,SC
555,241693,BC,159.5,65795,1422,AG,OC
556,445405,SC,159.065,65889,2710,ME,SC
557,295090,MBC,159,65916,2716,IT,OC
558,344836,BC,159,65917,2601,CS,BC
559,291544,MBC,159,66078,2762,AD,MBC
560,204094,BC,159,66102,3795,EE,BC
561,421366,BC,159,66141,2750,BM,BC
562,315743,BC,159,66186,3454,CS,OC
563,434423,MBC,159,66203,2607,FD,OC
564,415278,BC,159,66205,2622,CE,OC
565,375708,BC,159,66245,1118,BM,BC
566,365749,MBC,159,66271,2776,CS,MBC
567,412190,MBC,159,66278,1226,EE,OC
568,314158,BC,159,66284,2622,ME,OC
569,340824,BC,159,66333,2745,EC,BC
570,250635,SCA,159,66352,1516,EE,SCA
571,337367,MBC,159,66373,3016,EE,OC
572,250179,BCM,159,66388,1114,AD,BCM
573,223635,MBC,159,66401,1311,ME,MBC
574,212806,BC,159,66468,1411,AM,OC
575,373513,BC,159,66512,1322,CS,OC
576,210224,BC,159,66586,2601,CS,BC
577,271178,MBC,159,66591,2622,IT,MBC
578,407452,BC,159,66594,2622,CO,BC
579,231992,MBC,159,66653,2729,AE,MBC
580,392722,MBC,159,66659,3795,AD,MBC
581,322500,BC,159,66719,5530,EC,BC
582,351111,BC,159,66721,2622,ME,OC
583,368753,SC,159,66744,3908,CS,SC
584,363205,MBC,159,66776,1405,EC,OC
585,397681,MBC,159,66893,1110,AD,MBC
