general_rank,cutoff,community,community_rank
1,200.0,BC,1
2,200.0,SC,1
3,200.0,BC,2
4,200.0,MBC,1
5,200.0,BC,3
6,200.0,OC,
7,200.0,BC,4
8,200.0,BC,5
9,200.0,MBC,2
10,200.0,MBC,3
11,200.0,MBC,4
12,200.0,BC,6
13,200.0,MBC,5
14,200.0,OC,
15,200.0,OC,
16,200.0,BC,7
17,200.0,MBC,6
18,200.0,SC,2
19,200.0,BC,8
20,200.0,MBC,7
21,200.0,OC,
22,200.0,MBC,8
23,200.0,SC,3
24,200.0,BC,9
25,200.0,BC,10
26,200.0,MBC,9
27,200.0,MBC,10
28,200.0,BC,11
29,200.0,BC,12
30,200.0,OC,
31,200.0,BC,13
32,200.0,BC,14
33,200.0,BC,15
34,200.0,BC,16
35,200.0,BC,17
36,200.0,BC,18
37,200.0,BC,19
38,200.0,BC,20
39,200.0,OC,
40,200.0,MBC,11
41,200.0,BC,21
42,200.0,BC,22
43,200.0,OC,
44,200.0,BC,23
45,200.0,BC,24
46,200.0,BC,25
47,200.0,BC,26
48,200.0,BCM,1
49,200.0,BC,27
50,200.0,BC,28
51,200.0,BC,29
52,200.0,BC,30
53,199.667,OC,
54,199.667,MBC,12
55,199.667,BC,31
56,199.5,MBC,13
57,199.5,BC,32
58,199.5,BC,33
59,199.5,MBC,14
60,199.5,BC,34
61,199.5,BC,35
62,199.5,OC,
63,199.5,BCM,2
64,199.5,MBC,15
65,199.5,BC,36
66,199.5,BC,37
67,199.5,BC,38
68,199.5,BC,39
69,199.5,MBC,16
70,199.5,BC,40
71,199.5,BC,41
72,199.5,BC,42
73,199.5,BC,43
74,199.5,OC,
75,199.5,BC,44
76,199.5,MBC,17
77,199.5,BC,45
78,199.5,SC,4
79,199.5,BC,46
80,199.5,SC,5
81,199.5,BC,47
82,199.5,BC,48
83,199.5,MBC,18
84,199.5,BC,49
85,199.5,BC,50
86,199.5,BC,51
87,199.5,BC,52
88,199.5,MBC,19
89,199.5,BC,53
90,199.5,MBC,20
91,199.5,BC,54
92,199.5,MBC,21
93,199.5,MBC,22
94,199.5,BC,55
95,199.5,MBC,23
96,199.5,BC,56
97,199.5,BC,57
98,199.5,MBC,24
99,199.5,BC,58
100,199.5,BC,59
101,199.5,MBC,25
102,199.5,BC,60
103,199.5,BC,61
104,199.5,BC,62
105,199.5,BC,63
106,199.5,MBC,26
107,199.5,BC,64
108,199.5,BC,65
109,199.5,BC,66
110,199.5,BC,67
111,199.5,BC,68
112,199.333,BC,69
113,199.333,BC,70
114,199.333,OC,
115,199.333,OC,
116,199.333,BC,71
117,199.333,BC,72
118,199.333,BC,73
119,199.0,BC,74
120,199.0,BC,75
121,199.0,BC,76
122,199.0,BC,77
123,199.0,MBC,27
124,199.0,MBC,28
125,199.0,BC,78
126,199.0,BC,79
127,199.0,BC,80
128,199.0,OC,
129,199.0,BC,81
130,199.0,BC,82
131,199.0,BC,83
132,199.0,BC,84
133,199.0,BC,85
134,199.0,BC,86
135,199.0,BC,87
136,199.0,SC,6
137,199.0,BC,88
138,199.0,MBC,29
139,199.0,BC,89
140,199.0,BC,90
141,199.0,BC,91
142,199.0,MBC,30
143,199.0,BC,92
144,199.0,BC,93
145,199.0,MBC,31
146,199.0,BCM,3
147,199.0,OC,
148,199.0,BC,94
149,199.0,SC,7
150,199.0,BC,95
151,199.0,BC,96
152,199.0,OC,
153,199.0,BC,97
154,199.0,BC,98
155,199.0,BC,99
156,199.0,BC,100
157,199.0,BC,101
158,199.0,MBC,32
159,199.0,BC,102
160,199.0,BC,103
161,199.0,OC,
162,199.0,BC,104
163,199.0,OC,
164,199.0,BC,105
165,199.0,SC,8
166,199.0,BC,106
167,199.0,BC,107
168,199.0,BC,108
169,199.0,BC,109
170,199.0,OC,
171,199.0,BC,110
172,199.0,MBC,33
173,199.0,BC,111
174,199.0,BC,112
175,199.0,BC,113
176,199.0,BC,114
177,199.0,BC,115
178,199.0,BC,116
179,199.0,BC,117
180,199.0,OC,
181,199.0,BC,118
182,199.0,BC,119
183,199.0,MBC,34
184,199.0,BC,120
185,199.0,BC,121
186,199.0,OC,
187,199.0,BC,122
188,199.0,MBC,35
189,199.0,BC,123
190,199.0,BC,124
191,199.0,BC,125
192,199.0,OC,
193,199.0,BC,126
194,199.0,BC,127
195,199.0,BC,128
196,199.0,BC,129
197,199.0,BC,130
198,199.0,BC,131
199,199.0,BC,132
200,199.0,MBC,36
201,199.0,MBC,37
202,199.0,BC,133
203,199.0,BCM,4
204,199.0,BC,134
205,199.0,SC,9
206,199.0,MBC,38
207,199.0,BC,135
208,199.0,MBC,39
209,199.0,MBC,40
210,199.0,BCM,5
211,199.0,BC,136
212,199.0,BC,137
213,198.667,BC,138
214,198.667,BC,139
215,198.5,BC,140
216,198.5,BC,141
217,198.5,BC,142
218,198.5,MBC,41
219,198.5,BCM,6
220,198.5,BC,143
221,198.5,MBC,42
222,198.5,MBC,43
223,198.5,MBC,44
224,198.5,MBC,45
225,198.5,BC,144
226,198.5,BC,145
227,198.5,BCM,7
228,198.5,BC,146
229,198.5,MBC,46
230,198.5,MBC,47
231,198.5,BC,147
232,198.5,BC,148
233,198.5,MBC,48
234,198.5,BC,149
235,198.5,BC,150
236,198.5,BC,151
237,198.5,BC,152
238,198.5,MBC,49
239,198.5,BC,153
240,198.5,OC,
241,198.5,MBC,50
242,198.5,MBC,51
243,198.5,MBC,52
244,198.5,BC,154
245,198.5,MBC,53
246,198.5,OC,
247,198.5,BC,155
248,198.5,OC,
249,198.5,BC,156
250,198.5,BC,157
251,198.5,BC,158
252,198.5,BC,159
253,198.5,BC,160
254,198.5,OC,
255,198.5,MBC,54
256,198.5,BC,161
257,198.5,BC,162
258,198.5,MBC,55
259,198.5,BC,163
260,198.5,BC,164
261,198.5,BC,165
262,198.5,BC,166
263,198.5,MBC,56
264,198.5,BC,167
265,198.5,MBC,57
266,198.5,SC,10
267,198.5,OC,
268,198.5,MBC,58
269,198.5,BC,168
270,198.5,OC,
271,198.5,BC,169
272,198.5,BC,170
273,198.5,BC,171
274,198.5,BC,172
275,198.5,BC,173
276,198.5,BC,174
277,198.5,MBC,59
278,198.5,BC,175
279,198.5,MBC,60
280,198.5,OC,
281,198.5,BC,176
282,198.5,BCM,8
283,198.5,BC,177
284,198.5,BC,178
285,198.5,MBC,61
286,198.5,BC,179
287,198.5,BC,180
288,198.5,BC,181
289,198.5,MBC,62
290,198.5,MBC,63
291,198.5,MBC,64
292,198.5,MBC,65
293,198.5,MBC,66
294,198.5,BC,182
295,198.5,BC,183
296,198.5,BC,184
297,198.5,OC,
298,198.5,BC,185
299,198.5,BC,186
300,198.5,BC,187
301,198.5,MBC,67
302,198.5,BC,188
303,198.5,OC,
304,198.5,BC,189
305,198.5,BC,190
306,198.5,BC,191
307,198.5,BC,192
308,198.5,BC,193
309,198.5,MBC,68
310,198.5,MBC,69
311,198.5,BC,194
312,198.5,MBC,70
313,198.5,MBC,71
314,198.5,MBC,72
315,198.5,MBC,73
316,198.5,SC,11
317,198.5,OC,
318,198.5,BC,195
319,198.5,MBC,74
320,198.5,MBC,75
321,198.5,BC,196
322,198.5,BC,197
323,198.5,MBC,76
324,198.5,BC,198
325,198.5,BC,199
326,198.5,BC,200
327,198.5,BC,201
328,198.5,BC,202
329,198.5,MBC,77
330,198.5,BC,203
331,198.5,BC,204
332,198.5,MBC,78
333,198.5,BC,205
334,198.5,BC,206
335,198.5,BC,207
336,198.5,OC,
337,198.5,BC,208
338,198.5,BC,209
339,198.333,BC,210
340,198.333,BC,211
341,198.333,OC,
342,198.333,OC,
343,198.333,OC,
344,198.333,BC,212
345,198.0,BC,213
346,198.0,BC,214
347,198.0,BC,215
348,198.0,MBC,79
349,198.0,BC,216
350,198.0,SC,12
351,198.0,BC,217
352,198.0,MBC,80
353,198.0,MBC,81
354,198.0,BC,218
355,198.0,MBC,82
356,198.0,MBC,83
357,198.0,SC,13
358,198.0,BC,219
359,198.0,BC,220
360,198.0,BC,221
361,198.0,BC,222
362,198.0,MBC,84
363,198.0,MBC,85
364,198.0,BC,223
365,198.0,BC,224
366,198.0,BC,225
367,198.0,BC,226
368,198.0,BC,227
369,198.0,BC,228
370,198.0,BC,229
371,198.0,BC,230
372,198.0,OC,
373,198.0,BC,231
374,198.0,SC,14
375,198.0,BC,232
376,198.0,BC,233
377,198.0,BC,234
378,198.0,MBC,86
379,198.0,BC,235
380,198.0,BC,236
381,198.0,BC,237
382,198.0,BC,238
383,198.0,BC,239
384,198.0,BC,240
385,198.0,OC,
386,198.0,BC,241
387,198.0,BC,242
388,198.0,MBC,87
389,198.0,BC,243
390,198.0,BC,244
391,198.0,MBC,88
392,198.0,MBC,89
393,198.0,BC,245
394,198.0,BC,246
395,198.0,OC,
396,198.0,BC,247
397,198.0,BC,248
398,198.0,BC,249
399,198.0,BC,250
400,198.0,BC,251
401,198.0,BC,252
402,198.0,BC,253
403,198.0,BC,254
404,198.0,MBC,90
405,198.0,MBC,91
406,198.0,BC,255
407,198.0,MBC,92
408,198.0,BC,256
409,198.0,MBC,93
410,198.0,BC,257
411,198.0,BC,258
412,198.0,OC,
413,198.0,OC,
414,198.0,BC,259
415,198.0,BC,260
416,198.0,SC,15
417,198.0,MBC,94
418,198.0,BC,261
419,198.0,MBC,95
420,198.0,BC,262
421,198.0,BC,263
422,198.0,MBC,96
423,198.0,BC,264
424,198.0,MBC,97
425,198.0,BC,265
426,198.0,BC,266
427,198.0,BC,267
428,198.0,SC,16
429,198.0,BC,268
430,198.0,BCM,9
431,198.0,BC,269
432,198.0,SCA,1
433,198.0,BC,270
434,198.0,MBC,98
435,198.0,BC,271
436,198.0,BC,272
437,198.0,BC,273
438,198.0,OC,
439,198.0,SC,17
440,198.0,BC,274
441,198.0,BC,275
442,198.0,BC,276
443,198.0,BC,277
444,198.0,MBC,99
445,198.0,BC,278
446,198.0,SC,18
447,198.0,MBC,100
448,198.0,BCM,10
449,198.0,BC,279
450,198.0,BC,280
451,198.0,BC,281
452,198.0,BC,282
453,198.0,BC,283
454,198.0,BC,284
455,198.0,SC,19
456,198.0,BC,285
457,198.0,MBC,101
458,198.0,MBC,102
459,198.0,BC,286
460,198.0,MBC,103
461,198.0,OC,
462,198.0,BC,287
463,198.0,MBC,104
464,198.0,MBC,105
465,198.0,BC,288
466,198.0,SC,20
467,198.0,BC,289
468,198.0,OC,
469,198.0,BC,290
470,198.0,SC,21
471,198.0,BC,291
472,198.0,BC,292
473,198.0,BC,293
474,198.0,BC,294
475,198.0,MBC,106
476,198.0,BC,295
477,198.0,MBC,107
478,198.0,BC,296
479,198.0,MBC,108
480,198.0,BC,297
481,198.0,BC,298
482,198.0,MBC,109
483,198.0,BC,299
484,198.0,BC,300
485,198.0,BC,301
486,198.0,MBC,110
487,198.0,OC,
488,198.0,BC,302
489,198.0,OC,
490,198.0,BC,303
491,198.0,BC,304
492,198.0,BC,305
493,198.0,MBC,111
494,198.0,MBC,112
495,198.0,MBC,113
496,198.0,OC,
497,198.0,ST,1
498,198.0,BC,306
499,198.0,MBC,114
500,198.0,BC,307
501,198.0,BC,308
502,198.0,MBC,115
503,198.0,BC,309
504,198.0,MBC,116
505,198.0,OC,
506,197.667,BC,310
507,197.667,BC,311
508,197.667,OC,
509,197.5,OC,
510,197.5,BC,312
511,197.5,BC,313
512,197.5,OC,
513,197.5,OC,
514,197.5,BC,314
515,197.5,BC,315
516,197.5,MBC,117
517,197.5,BC,316
518,197.5,BC,317
519,197.5,BC,318
520,197.5,BC,319
521,197.5,BC,320
522,197.5,BC,321
523,197.5,BC,322
524,197.5,BC,323
525,197.5,BC,324
526,197.5,BC,325
527,197.5,SC,22
528,197.5,SC,23
529,197.5,BC,326
530,197.5,OC,
531,197.5,BC,327
532,197.5,OC,
533,197.5,BC,328
534,197.5,BC,329
535,197.5,OC,
536,197.5,MBC,118
537,197.5,MBC,119
538,197.5,BC,330
539,197.5,MBC,120
540,197.5,MBC,121
541,197.5,BC,331
542,197.5,BC,332
543,197.5,BC,333
544,197.5,BC,334
545,197.5,BC,335
546,197.5,MBC,122
547,197.5,BC,336
548,197.5,BCM,11
549,197.5,BC,337
550,197.5,BC,338
551,197.5,BC,339
552,197.5,BC,340
553,197.5,BC,341
554,197.5,BC,342
555,197.5,MBC,123
556,197.5,BC,343
557,197.5,OC,
558,197.5,SC,24
559,197.5,MBC,124
560,197.5,BC,344
561,197.5,BC,345
562,197.5,BC,346
563,197.5,BC,347
564,197.5,MBC,125
565,197.5,MBC,126
566,197.5,BC,348
567,197.5,MBC,127
568,197.5,MBC,128
569,197.5,MBC,129
570,197.5,MBC,130
571,197.5,OC,
572,197.5,BC,349
573,197.5,BC,350
574,197.5,BC,351
575,197.5,BC,352
576,197.5,MBC,131
577,197.5,BC,353
578,197.5,MBC,132
579,197.5,SC,25
580,197.5,BC,354
581,197.5,BC,355
582,197.5,BC,356
583,197.5,BC,357
584,197.5,MBC,133
585,197.5,BC,358
586,197.5,BC,359
587,197.5,MBC,134
588,197.5,BC,360
589,197.5,OC,
590,197.5,BC,361
591,197.5,BC,362
592,197.5,BC,363
593,197.5,BC,364
594,197.5,BC,365
595,197.5,BC,366
596,197.5,MBC,135
597,197.5,MBC,136
598,197.5,MBC,137
599,197.5,BC,367
600,197.5,BC,368
601,197.5,OC,
602,197.5,BC,369
603,197.5,MBC,138
604,197.5,MBC,139
605,197.5,SC,26
606,197.5,OC,
607,197.5,BC,370
608,197.5,MBC,140
609,197.5,BC,371
610,197.5,MBC,141
611,197.5,BC,372
612,197.5,BC,373
613,197.5,BC,374
614,197.5,MBC,142
615,197.5,MBC,143
616,197.5,MBC,144
617,197.5,BC,375
618,197.5,BC,376
619,197.5,BC,377
620,197.5,MBC,145
621,197.5,BC,378
622,197.5,MBC,146
623,197.5,BC,379
624,197.5,BC,380
625,197.5,MBC,147
626,197.5,BC,381
627,197.5,MBC,148
628,197.5,MBC,149
629,197.5,MBC,150
630,197.5,BC,382
631,197.5,MBC,151
632,197.5,BC,383
633,197.5,BC,384
634,197.5,BC,385
635,197.5,MBC,152
636,197.5,MBC,153
637,197.5,BC,386
638,197.5,OC,
639,197.5,MBC,154
640,197.5,BC,387
641,197.5,BC,388
642,197.5,BCM,12
643,197.5,MBC,155
644,197.5,MBC,156
645,197.5,SC,27
646,197.5,BC,389
647,197.5,BC,390
648,197.5,BC,391
649,197.5,BC,392
650,197.5,MBC,157
651,197.5,BC,393
652,197.5,SC,28
653,197.5,BC,394
654,197.5,BC,395
655,197.5,BC,396
656,197.5,BC,397
657,197.5,BC,398
658,197.5,BC,399
659,197.5,BC,400
660,197.5,BC,401
661,197.5,BC,402
662,197.5,BC,403
663,197.5,BC,404
664,197.5,BC,405
665,197.5,MBC,158
666,197.5,BC,406
667,197.5,OC,
668,197.5,MBC,159
669,197.5,BCM,13
670,197.5,OC,
671,197.5,OC,
672,197.5,MBC,160
673,197.5,BC,407
674,197.5,MBC,161
675,197.5,BC,408
676,197.5,BC,409
677,197.5,MBC,162
678,197.5,BC,410
679,197.5,MBC,163
680,197.5,BC,411
681,197.5,BC,412
682,197.5,BC,413
683,197.5,BC,414
684,197.5,OC,
685,197.5,MBC,164
686,197.5,MBC,165
687,197.5,BC,415
688,197.5,BC,416
689,197.5,BC,417
690,197.5,BC,418
691,197.5,BC,419
692,197.5,BC,420
693,197.5,BC,421
694,197.333,OC,
695,197.333,BC,422
696,197.333,OC,
697,197.333,BC,423
698,197.333,BC,424
699,197.333,BC,425
700,197.333,BC,426
701,197.333,OC,
702,197.333,BC,427
703,197.25,BC,428
704,197.0,BCM,14
705,197.0,BC,429
706,197.0,BC,430
707,197.0,MBC,166
708,197.0,BC,431
709,197.0,BC,432
710,197.0,SC,29
711,197.0,MBC,167
712,197.0,MBC,168
713,197.0,BC,433
714,197.0,BC,434
715,197.0,BC,435
716,197.0,BC,436
717,197.0,BCM,15
718,197.0,BC,437
719,197.0,BC,438
720,197.0,MBC,169
721,197.0,OC,
722,197.0,MBC,170
723,197.0,BC,439
724,197.0,OC,
725,197.0,SC,30
726,197.0,BC,440
727,197.0,BC,441
728,197.0,BC,442
729,197.0,BC,443
730,197.0,BC,444
731,197.0,MBC,171
732,197.0,BC,445
733,197.0,SC,31
734,197.0,BC,446
735,197.0,BC,447
736,197.0,MBC,172
737,197.0,MBC,173
738,197.0,SC,32
739,197.0,MBC,174
740,197.0,MBC,175
741,197.0,BC,448
742,197.0,BC,449
743,197.0,BC,450
744,197.0,BC,451
745,197.0,BC,452
746,197.0,MBC,176
747,197.0,SC,33
748,197.0,BC,453
749,197.0,MBC,177
750,197.0,BC,454
751,197.0,MBC,178
752,197.0,BC,455
753,197.0,MBC,179
754,197.0,BC,456
755,197.0,MBC,180
756,197.0,BC,457
757,197.0,MBC,181
758,197.0,BC,458
759,197.0,BC,459
760,197.0,BC,460
761,197.0,OC,
762,197.0,MBC,182
763,197.0,BC,461
764,197.0,BC,462
765,197.0,BC,463
766,197.0,BC,464
767,197.0,MBC,183
768,197.0,BC,465
769,197.0,BC,466
770,197.0,BC,467
771,197.0,BC,468
772,197.0,MBC,184
773,197.0,BC,469
774,197.0,MBC,185
775,197.0,BCM,16
776,197.0,BC,470
777,197.0,OC,
778,197.0,OC,
779,197.0,MBC,186
780,197.0,BCM,17
781,197.0,BC,471
782,197.0,BC,472
783,197.0,BC,473
784,197.0,MBC,187
785,197.0,OC,
786,197.0,BC,474
787,197.0,BC,475
788,197.0,BC,476
789,197.0,OC,
790,197.0,BC,477
791,197.0,MBC,188
792,197.0,BC,478
793,197.0,OC,
794,197.0,SC,34
795,197.0,MBC,189
796,197.0,BC,479
797,197.0,BCM,18
798,197.0,BC,480
799,197.0,BC,481
800,197.0,MBC,190
801,197.0,MBC,191
802,197.0,BC,482
803,197.0,BC,483
804,197.0,BC,484
805,197.0,BC,485
806,197.0,MBC,192
807,197.0,BC,486
808,197.0,BC,487
809,197.0,BC,488
810,197.0,BC,489
811,197.0,BC,490
812,197.0,BC,491
813,197.0,BC,492
814,197.0,BC,493
815,197.0,MBC,193
816,197.0,BC,494
817,197.0,BC,495
818,197.0,BC,496
819,197.0,BC,497
820,197.0,SC,35
821,197.0,BC,498
822,197.0,SC,36
823,197.0,BC,499
824,197.0,BC,500
825,197.0,BC,501
826,197.0,SC,37
827,197.0,BC,502
828,197.0,BC,503
829,197.0,MBC,194
830,197.0,BC,504
831,197.0,BC,505
832,197.0,BC,506
833,197.0,BC,507
834,197.0,OC,
835,197.0,BC,508
836,197.0,MBC,195
837,197.0,BC,509
838,197.0,BC,510
839,197.0,BC,511
840,197.0,BC,512
841,197.0,MBC,196
842,197.0,BC,513
843,197.0,MBC,197
844,197.0,OC,
845,197.0,BCM,19
846,197.0,BC,514
847,197.0,BC,515
848,197.0,MBC,198
849,197.0,BC,516
850,197.0,BC,517
851,197.0,BC,518
852,197.0,BC,519
853,197.0,MBC,199
854,197.0,BC,520
855,197.0,MBC,200
856,197.0,BC,521
857,197.0,OC,
858,197.0,BC,522
859,197.0,BC,523
860,197.0,MBC,201
861,197.0,BC,524
862,197.0,MBC,202
863,197.0,BC,525
864,197.0,BC,526
865,197.0,BC,527
866,197.0,BC,528
867,197.0,SC,38
868,197.0,MBC,203
869,197.0,MBC,204
870,197.0,OC,
871,197.0,BC,529
872,197.0,BC,530
873,197.0,BC,531
874,197.0,BC,532
875,197.0,BC,533
876,197.0,BCM,20
877,197.0,BC,534
878,197.0,BC,535
879,197.0,BC,536
880,197.0,MBC,205
881,197.0,BC,537
882,197.0,BC,538
883,197.0,BC,539
884,197.0,BC,540
885,197.0,BCM,21
886,197.0,BC,541
887,197.0,BC,542
888,197.0,OC,
889,197.0,SC,39
890,197.0,OC,
891,197.0,MBC,206
892,197.0,BC,543
893,197.0,BC,544
894,197.0,MBC,207
895,197.0,MBC,208
896,197.0,BC,545
897,197.0,BC,546
898,197.0,BC,547
899,197.0,SC,40
900,197.0,BC,548
901,197.0,MBC,209
902,197.0,OC,
903,197.0,BCM,22
904,197.0,MBC,210
905,197.0,BC,549
906,197.0,BC,550
907,197.0,BC,551
908,197.0,MBC,211
909,197.0,MBC,212
910,197.0,BC,552
911,197.0,BCM,23
912,197.0,BC,553
913,197.0,SC,41
914,197.0,BCM,24
915,197.0,BC,554
916,197.0,OC,
917,197.0,BC,555
918,197.0,MBC,213
919,197.0,BC,556
920,197.0,MBC,214
921,197.0,SC,42
922,197.0,OC,
923,197.0,BC,557
924,197.0,BC,558
925,197.0,MBC,215
926,197.0,OC,
927,197.0,MBC,216
928,197.0,BC,559
929,197.0,BC,560
930,197.0,BCM,25
931,197.0,BC,561
932,197.0,BC,562
933,197.0,BC,563
934,197.0,BC,564
935,197.0,MBC,217
936,197.0,BC,565
937,197.0,MBC,218
938,197.0,OC,
939,197.0,BC,566
940,197.0,BC,567
941,197.0,BC,568
942,197.0,BC,569
943,197.0,MBC,219
944,197.0,OC,
945,197.0,SC,43
946,197.0,BC,570
947,197.0,BC,571
948,197.0,BC,572
949,197.0,MBC,220
950,196.667,OC,
951,196.667,BC,573
952,196.667,BC,574
953,196.5,BC,575
954,196.5,BC,576
955,196.5,BC,577
956,196.5,BC,578
957,196.5,BC,579
958,196.5,BC,580
959,196.5,BC,581
960,196.5,BC,582
961,196.5,OC,
962,196.5,BC,583
963,196.5,BC,584
964,196.5,BC,585
965,196.5,BC,586
966,196.5,BC,587
967,196.5,MBC,221
968,196.5,BC,588
969,196.5,OC,
970,196.5,BC,589
971,196.5,BC,590
972,196.5,BC,591
973,196.5,MBC,222
974,196.5,BC,592
975,196.5,BC,593
976,196.5,BC,594
977,196.5,MBC,223
978,196.5,BC,595
979,196.5,BC,596
980,196.5,BC,597
981,196.5,BC,598
982,196.5,BC,599
983,196.5,BC,600
984,196.5,BC,601
985,196.5,MBC,224
986,196.5,BC,602
987,196.5,BC,603
988,196.5,MBC,225
989,196.5,BC,604
990,196.5,BC,605
991,196.5,OC,
992,196.5,BC,606
993,196.5,BC,607
994,196.5,BC,608
995,196.5,SC,44
996,196.5,BC,609
997,196.5,BC,610
998,196.5,BC,611
999,196.5,MBC,226
1000,196.5,BC,612
1001,196.5,BC,613
1002,196.5,BC,614
1003,196.5,MBC,227
1004,196.5,BC,615
1005,196.5,MBC,228
1006,196.5,MBC,229
1007,196.5,BC,616
1008,196.5,MBC,230
1009,196.5,MBC,231
1010,196.5,BC,617
1011,196.5,BC,618
1012,196.5,MBC,232
1013,196.5,BC,619
1014,196.5,BC,620
1015,196.5,BC,621
1016,196.5,MBC,233
1017,196.5,MBC,234
1018,196.5,BC,622
1019,196.5,BC,623
1020,196.5,BC,624
1021,196.5,MBC,235
1022,196.5,BC,625
1023,196.5,MBC,236
1024,196.5,BC,626
1025,196.5,BC,627
1026,196.5,MBC,237
1027,196.5,BC,628
1028,196.5,BC,629
1029,196.5,BC,630
1030,196.5,MBC,238
1031,196.5,BC,631
1032,196.5,MBC,239
1033,196.5,MBC,240
1034,196.5,BC,632
1035,196.5,BC,633
1036,196.5,MBC,241
1037,196.5,BC,634
1038,196.5,BC,635
1039,196.5,BC,636
1040,196.5,MBC,242
1041,196.5,BC,637
1042,196.5,BC,638
1043,196.5,OC,
1044,196.5,OC,
1045,196.5,MBC,243
1046,196.5,BC,639
1047,196.5,BC,640
1048,196.5,MBC,244
1049,196.5,BC,641
1050,196.5,BC,642
1051,196.5,BC,643
1052,196.5,BC,644
1053,196.5,MBC,245
1054,196.5,BC,645
1055,196.5,BC,646
1056,196.5,BC,647
1057,196.5,BC,648
1058,196.5,MBC,246
1059,196.5,BC,649
1060,196.5,BC,650
1061,196.5,BC,651
1062,196.5,MBC,247
1063,196.5,BC,652
1064,196.5,MBC,248
1065,196.5,MBC,249
1066,196.5,MBC,250
1067,196.5,BC,653
1068,196.5,BC,654
1069,196.5,BC,655
1070,196.5,BC,656
1071,196.5,BC,657
1072,196.5,BC,658
1073,196.5,BC,659
1074,196.5,BC,660
1075,196.5,BC,661
1076,196.5,OC,
1077,196.5,BCM,26
1078,196.5,BC,662
1079,196.5,BC,663
1080,196.5,BC,664
1081,196.5,SC,45
1082,196.5,BC,665
1083,196.5,OC,
1084,196.5,BC,666
1085,196.5,BC,667
1086,196.5,BC,668
1087,196.5,BC,669
1088,196.5,BC,670
1089,196.5,MBC,251
1090,196.5,SCA,2
1091,196.5,BC,671
1092,196.5,BC,672
1093,196.5,BC,673
1094,196.5,MBC,252
1095,196.5,MBC,253
1096,196.5,BC,674
1097,196.5,MBC,254
1098,196.5,BC,675
1099,196.5,BC,676
1100,196.5,BC,677
1101,196.5,BC,678
1102,196.5,BC,679
1103,196.5,MBC,255
1104,196.5,BC,680
1105,196.5,OC,
1106,196.5,BC,681
1107,196.5,BC,682
1108,196.5,SC,46
1109,196.5,OC,
1110,196.5,BC,683
1111,196.5,OC,
1112,196.5,BC,684
1113,196.5,OC,
1114,196.5,MBC,256
1115,196.5,BC,685
1116,196.5,BC,686
1117,196.5,OC,
1118,196.5,BC,687
1119,196.5,OC,
1120,196.5,SC,47
1121,196.5,BC,688
1122,196.5,MBC,257
1123,196.5,MBC,258
1124,196.5,BC,689
1125,196.5,MBC,259
1126,196.5,MBC,260
1127,196.5,BCM,27
1128,196.5,BC,690
1129,196.5,OC,
1130,196.5,BC,691
1131,196.5,BC,692
1132,196.5,OC,
1133,196.5,BC,693
1134,196.5,BC,694
1135,196.5,BC,695
1136,196.5,BC,696
1137,196.5,BC,697
1138,196.5,BCM,28
1139,196.5,MBC,261
1140,196.5,MBC,262
1141,196.5,BC,698
1142,196.5,BC,699
1143,196.5,BC,700
1144,196.5,BC,701
1145,196.5,BC,702
1146,196.5,BC,703
1147,196.5,OC,
1148,196.5,BC,704
1149,196.5,MBC,263
1150,196.5,MBC,264
1151,196.5,MBC,265
1152,196.5,BC,705
1153,196.5,BC,706
1154,196.5,BC,707
1155,196.5,BC,708
1156,196.5,BC,709
1157,196.5,BC,710
1158,196.5,BC,711
1159,196.5,MBC,266
1160,196.5,MBC,267
1161,196.5,MBC,268
1162,196.5,BC,712
1163,196.5,MBC,269
1164,196.5,BC,713
1165,196.5,BC,714
1166,196.5,OC,
1167,196.5,BC,715
1168,196.5,BC,716
1169,196.5,BC,717
1170,196.5,BC,718
1171,196.5,BC,719
1172,196.5,BC,720
1173,196.5,BC,721
1174,196.5,BC,722
1175,196.5,BC,723
1176,196.5,BC,724
1177,196.5,BC,725
1178,196.5,BC,726
1179,196.5,MBC,270
1180,196.5,MBC,271
1181,196.5,MBC,272
1182,196.5,OC,
1183,196.5,MBC,273
1184,196.5,MBC,274
1185,196.5,BCM,29
1186,196.5,BC,727
1187,196.5,MBC,275
1188,196.5,BC,728
1189,196.5,MBC,276
1190,196.5,BC,729
1191,196.5,BC,730
1192,196.5,MBC,277
1193,196.5,BC,731
1194,196.5,BC,732
1195,196.5,BC,733
1196,196.5,OC,
1197,196.5,MBC,278
1198,196.5,BC,734
1199,196.5,MBC,279
1200,196.5,MBC,280
1201,196.5,BC,735
1202,196.5,MBC,281
1203,196.5,BC,736
1204,196.5,BC,737
1205,196.5,MBC,282
1206,196.5,MBC,283
1207,196.5,BC,738
1208,196.5,BC,739
1209,196.46,MBC,284
1210,196.333,OC,
1211,196.333,MBC,285
1212,196.333,BC,740
1213,196.333,OC,
1214,196.333,OC,
1215,196.333,MBC,286
1216,196.275,BC,741
1217,196.25,OC,
1218,196.0,SC,48
1219,196.0,OC,
1220,196.0,BC,742
1221,196.0,MBC,287
1222,196.0,MBC,288
1223,196.0,OC,
1224,196.0,MBC,289
1225,196.0,BC,743
1226,196.0,BC,744
1227,196.0,BC,745
1228,196.0,BCM,30
1229,196.0,BCM,31
1230,196.0,BC,746
1231,196.0,BC,747
