general_rank,cutoff,community,community_rank
165177,124.0,MBC,49008
165178,124.0,BC,77602
165179,124.0,SC,19380
165180,124.0,BC,77603
165181,124.0,BC,77604
165182,124.0,BC,77605
165183,124.0,BC,77606
165184,124.0,MBC,49009
165185,124.0,MBC,49010
165186,124.0,BC,77607
165187,124.0,SC,19381
165188,124.0,BCM,8747
165189,124.0,BC,77608
165190,124.0,BCM,8748
165191,124.0,BC,77609
165192,124.0,BC,77610
165193,124.0,BC,77611
165194,124.0,BC,77612
165195,124.0,MBC,49011
165196,124.0,SC,19382
165197,124.0,BC,77613
165198,124.0,MBC,49012
165199,124.0,BC,77614
165200,124.0,BC,77615
165201,124.0,BC,77616
165202,124.0,BC,77617
165203,124.0,MBC,49013
165204,124.0,SC,19383
165205,124.0,SC,19384
165206,124.0,BC,77618
165207,124.0,BC,77619
165208,124.0,SC,19385
165209,124.0,OC,
165210,124.0,BC,77620
165211,124.0,SC,19386
165212,124.0,MBC,49014
165213,124.0,BC,77621
165214,124.0,OC,
165215,124.0,SC,19387
165216,124.0,BC,77622
165217,124.0,MBC,49015
165218,124.0,MBC,49016
165219,124.0,OC,
165220,124.0,BC,77623
165221,124.0,OC,
165222,124.0,BCM,8749
165223,124.0,BC,77624
165224,124.0,MBC,49017
165225,124.0,BC,77625
165226,124.0,BC,77626
165227,124.0,BC,77627
165228,124.0,BCM,8750
165229,124.0,BC,77628
165230,124.0,BC,77629
165231,124.0,SCA,2486
165232,124.0,MBC,49018
165233,124.0,BCM,8751
165234,124.0,BC,77630
165235,124.0,BC,77631
165236,124.0,BC,77632
165237,124.0,BCM,8752
165238,124.0,SC,19388
165239,124.0,BC,77633
165240,124.0,SC,19389
165241,124.0,BC,77634
165242,124.0,BC,77635
165243,124.0,BC,77636
165244,124.0,BC,77637
165245,124.0,BC,77638
165246,124.0,BC,77639
165247,124.0,MBC,49019
165248,124.0,BC,77640
165249,124.0,MBC,49020
165250,124.0,MBC,49021
165251,124.0,SCA,2487
165252,124.0,MBC,49022
165253,124.0,BC,77641
165254,124.0,BC,77642
165255,124.0,SCA,2488
165256,124.0,MBC,49023
165257,124.0,BC,77643
165258,124.0,BC,77644
165259,124.0,BC,77645
165260,124.0,BC,77646
165261,124.0,MBC,49024
165262,124.0,MBC,49025
165263,124.0,BCM,8753
165264,124.0,BC,77647
165265,124.0,MBC,49026
165266,124.0,MBC,49027
165267,124.0,MBC,49028
165268,124.0,MBC,49029
165269,124.0,BC,77648
165270,124.0,MBC,49030
165271,124.0,BC,77649
165272,124.0,SC,19390
165273,124.0,BCM,8754
165274,124.0,MBC,49031
165275,124.0,BC,77650
165276,124.0,MBC,49032
165277,124.0,ST,873
165278,124.0,SC,19391
165279,124.0,OC,
165280,124.0,OC,
165281,124.0,BC,77651
165282,124.0,MBC,49033
165283,124.0,BC,77652
165284,124.0,BC,77653
165285,124.0,MBC,49034
165286,124.0,BC,77654
165287,124.0,BC,77655
165288,124.0,MBC,49035
165289,124.0,MBC,49036
165290,124.0,MBC,49037
165291,124.0,BC,77656
165292,124.0,MBC,49038
165293,124.0,SC,19392
165294,124.0,MBC,49039
165295,124.0,OC,
165296,124.0,MBC,49040
165297,124.0,MBC,49041
165298,124.0,BC,77657
165299,124.0,SC,19393
165300,124.0,MBC,49042
165301,124.0,BC,77658
165302,124.0,MBC,49043
165303,124.0,MBC,49044
165304,124.0,SC,19394
165305,124.0,MBC,49045
165306,124.0,MBC,49046
165307,124.0,BC,77659
165308,124.0,MBC,49047
165309,124.0,BC,77660
165310,124.0,BC,77661
165311,124.0,BC,77662
165312,124.0,MBC,49048
165313,124.0,SC,19395
165314,124.0,MBC,49049
165315,124.0,MBC,49050
165316,124.0,MBC,49051
165317,124.0,OC,
165318,124.0,MBC,49052
165319,124.0,SC,19396
165320,124.0,BC,77663
165321,124.0,BC,77664
165322,124.0,SC,19397
165323,124.0,MBC,49053
165324,124.0,BC,77665
165325,124.0,BCM,8755
165326,124.0,SCA,2489
165327,124.0,MBC,49054
165328,124.0,MBC,49055
165329,124.0,MBC,49056
165330,124.0,SC,19398
165331,124.0,SC,19399
165332,124.0,BC,77666
165333,124.0,MBC,49057
165334,124.0,BC,77667
165335,124.0,SC,19400
165336,124.0,MBC,49058
165337,124.0,BC,77668
165338,124.0,MBC,49059
165339,124.0,SC,19401
165340,124.0,SC,19402
165341,124.0,OC,
165342,124.0,SC,19403
165343,124.0,BC,77669
165344,124.0,MBC,49060
165345,124.0,MBC,49061
165346,124.0,BC,77670
165347,124.0,SC,19404
165348,124.0,BCM,8756
165349,124.0,BC,77671
165350,124.0,BC,77672
165351,124.0,MBC,49062
165352,124.0,SC,19405
165353,124.0,SC,19406
165354,124.0,MBC,49063
165355,124.0,MBC,49064
165356,124.0,BC,77673
165357,124.0,MBC,49065
165358,124.0,MBC,49066
165359,124.0,SC,19407
165360,124.0,BC,77674
165361,124.0,BC,77675
165362,124.0,OC,
165363,124.0,MBC,49067
165364,124.0,MBC,49068
165365,124.0,MBC,49069
165366,124.0,MBC,49070
165367,124.0,MBC,49071
165368,124.0,SC,19408
165369,124.0,BCM,8757
165370,124.0,BC,77676
165371,124.0,BC,77677
165372,124.0,OC,
165373,124.0,SC,19409
165374,124.0,SCA,2490
165375,124.0,BC,77678
165376,124.0,BC,77679
165377,124.0,BC,77680
165378,124.0,BC,77681
165379,124.0,BC,77682
165380,124.0,MBC,49072
165381,124.0,MBC,49073
165382,124.0,MBC,49074
165383,124.0,BCM,8758
165384,124.0,BC,77683
165385,124.0,SCA,2491
165386,124.0,SC,19410
165387,124.0,SC,19411
165388,124.0,BC,77684
165389,124.0,BC,77685
165390,124.0,ST,874
165391,124.0,SC,19412
165392,124.0,MBC,49075
165393,124.0,MBC,49076
165394,124.0,SCA,2492
165395,124.0,SC,19413
165396,124.0,BC,77686
165397,124.0,BC,77687
165398,124.0,BC,77688
165399,124.0,MBC,49077
165400,124.0,BCM,8759
165401,124.0,MBC,49078
165402,124.0,MBC,49079
165403,124.0,BC,77689
165404,124.0,MBC,49080
165405,124.0,MBC,49081
165406,124.0,BC,77690
165407,124.0,BC,77691
165408,124.0,SC,19414
165409,124.0,SC,19415
165410,124.0,MBC,49082
165411,124.0,MBC,49083
165412,124.0,BC,77692
165413,124.0,MBC,49084
165414,124.0,BC,77693
165415,124.0,BCM,8760
165416,124.0,SCA,2493
165417,124.0,BC,77694
165418,124.0,MBC,49085
165419,124.0,SC,19416
165420,124.0,BCM,8761
165421,124.0,BC,77695
165422,124.0,BC,77696
165423,124.0,BC,77697
165424,124.0,MBC,49086
165425,124.0,BC,77698
165426,124.0,MBC,49087
165427,124.0,BC,77699
165428,124.0,MBC,49088
165429,124.0,SCA,2494
165430,124.0,BC,77700
165431,124.0,BC,77701
165432,124.0,BC,77702
165433,124.0,MBC,49089
165434,124.0,MBC,49090
165435,124.0,OC,
165436,124.0,SCA,2495
165437,124.0,BC,77703
165438,124.0,BCM,8762
165439,124.0,BC,77704
165440,124.0,BC,77705
165441,124.0,BCM,8763
165442,124.0,SC,19417
165443,124.0,OC,
165444,124.0,BC,77706
165445,124.0,BC,77707
165446,124.0,BCM,8764
165447,124.0,SC,19418
165448,124.0,MBC,49091
165449,124.0,MBC,49092
165450,124.0,BC,77708
165451,124.0,BC,77709
165452,124.0,SC,19419
165453,124.0,BC,77710
165454,124.0,SC,19420
165455,124.0,SCA,2496
165456,124.0,SCA,2497
165457,124.0,BC,77711
165458,124.0,SC,19421
165459,124.0,MBC,49093
165460,124.0,OC,
165461,124.0,BCM,8765
165462,124.0,BC,77712
165463,124.0,BC,77713
165464,124.0,SC,19422
165465,124.0,MBC,49094
165466,124.0,SC,19423
165467,124.0,MBC,49095
165468,124.0,MBC,49096
165469,124.0,MBC,49097
165470,124.0,SC,19424
165471,124.0,BC,77714
165472,124.0,SC,19425
165473,124.0,SC,19426
165474,124.0,MBC,49098
165475,124.0,BC,77715
165476,124.0,MBC,49099
165477,124.0,BC,77716
165478,124.0,MBC,49100
165479,124.0,SC,19427
165480,124.0,SC,19428
165481,124.0,MBC,49101
165482,124.0,MBC,49102
165483,124.0,MBC,49103
165484,124.0,MBC,49104
165485,124.0,MBC,49105
165486,124.0,SC,19429
165487,124.0,BC,77717
165488,124.0,MBC,49106
165489,124.0,SC,19430
165490,124.0,BC,77718
165491,124.0,MBC,49107
165492,124.0,BC,77719
165493,124.0,BC,77720
165494,124.0,MBC,49108
165495,124.0,BCM,8766
165496,124.0,BC,77721
165497,124.0,BC,77722
165498,124.0,SC,19431
165499,124.0,SC,19432
165500,124.0,BCM,8767
165501,124.0,BC,77723
165502,124.0,MBC,49109
165503,124.0,BC,77724
165504,124.0,BC,77725
165505,124.0,MBC,49110
165506,124.0,MBC,49111
165507,124.0,OC,
165508,124.0,BCM,8768
165509,124.0,MBC,49112
165510,124.0,MBC,49113
165511,124.0,OC,
165512,124.0,MBC,49114
165513,124.0,MBC,49115
165514,124.0,MBC,49116
165515,124.0,BC,77726
165516,124.0,BC,77727
165517,124.0,BC,77728
165518,124.0,SC,19433
165519,124.0,BC,77729
165520,124.0,BC,77730
165521,124.0,BC,77731
165522,124.0,BC,77732
165523,124.0,MBC,49117
165524,124.0,BCM,8769
165525,124.0,BC,77733
165526,124.0,BCM,8770
165527,124.0,BC,77734
165528,124.0,MBC,49118
165529,124.0,BC,77735
165530,124.0,MBC,49119
165531,124.0,BC,77736
165532,124.0,BC,77737
165533,124.0,SC,19434
165534,124.0,OC,
165535,124.0,BC,77738
165536,124.0,BC,77739
165537,124.0,BC,77740
165538,124.0,MBC,49120
165539,124.0,MBC,49121
165540,124.0,MBC,49122
165541,124.0,SC,19435
165542,124.0,MBC,49123
165543,124.0,MBC,49124
165544,124.0,SCA,2498
165545,124.0,SC,19436
165546,124.0,MBC,49125
165547,124.0,BC,77741
165548,124.0,MBC,49126
165549,124.0,BC,77742
165550,124.0,MBC,49127
165551,124.0,BC,77743
165552,124.0,MBC,49128
165553,124.0,MBC,49129
165554,124.0,MBC,49130
165555,124.0,BC,77744
165556,124.0,MBC,49131
165557,124.0,MBC,49132
165558,124.0,MBC,49133
165559,124.0,BC,77745
165560,124.0,MBC,49134
165561,124.0,MBC,49135
165562,124.0,BC,77746
165563,124.0,MBC,49136
165564,124.0,MBC,49137
165565,124.0,MBC,49138
165566,124.0,SC,19437
165567,124.0,MBC,49139
165568,124.0,MBC,49140
165569,124.0,SC,19438
165570,124.0,BCM,8771
165571,124.0,SC,19439
165572,124.0,SCA,2499
165573,124.0,BC,77747
165574,124.0,SC,19440
165575,124.0,BC,77748
165576,124.0,SCA,2500
165577,124.0,OC,
165578,124.0,SC,19441
165579,124.0,SC,19442
165580,124.0,BC,77749
165581,124.0,MBC,49141
165582,124.0,SCA,2501
165583,124.0,MBC,49142
165584,124.0,BC,77750
165585,124.0,BC,77751
165586,124.0,MBC,49143
165587,124.0,SC,19443
165588,124.0,BC,77752
165589,124.0,SC,19444
165590,124.0,BC,77753
165591,124.0,MBC,49144
165592,124.0,MBC,49145
165593,124.0,BC,77754
165594,124.0,MBC,49146
165595,124.0,MBC,49147
165596,124.0,SC,19445
165597,124.0,SC,19446
165598,124.0,MBC,49148
165599,124.0,BC,77755
165600,124.0,MBC,49149
165601,124.0,BC,77756
165602,124.0,MBC,49150
165603,124.0,MBC,49151
165604,124.0,MBC,49152
165605,124.0,SC,19447
165606,124.0,SC,19448
165607,124.0,BC,77757
165608,124.0,SC,19449
165609,124.0,BC,77758
165610,124.0,BCM,8772
165611,124.0,OC,
165612,124.0,MBC,49153
165613,124.0,MBC,49154
165614,124.0,MBC,49155
165615,124.0,SC,19450
165616,124.0,SC,19451
165617,124.0,BC,77759
165618,124.0,MBC,49156
165619,124.0,BC,77760
165620,124.0,MBC,49157
165621,124.0,MBC,49158
165622,124.0,BC,77761
165623,124.0,BCM,8773
165624,124.0,SC,19452
165625,124.0,MBC,49159
165626,124.0,BC,77762
165627,124.0,MBC,49160
165628,124.0,SCA,2502
165629,124.0,BC,77763
165630,124.0,BC,77764
165631,124.0,OC,
165632,124.0,MBC,49161
165633,124.0,SC,19453
165634,124.0,SC,19454
165635,124.0,SC,19455
165636,124.0,MBC,49162
165637,124.0,BC,77765
165638,124.0,BCM,8774
165639,124.0,MBC,49163
165640,124.0,SC,19456
165641,124.0,BC,77766
165642,124.0,MBC,49164
165643,124.0,SC,19457
165644,124.0,BC,77767
165645,124.0,BCM,8775
165646,124.0,MBC,49165
165647,124.0,OC,
165648,124.0,MBC,49166
165649,124.0,MBC,49167
165650,124.0,SC,19458
165651,124.0,BCM,8776
165652,124.0,BC,77768
165653,124.0,BC,77769
165654,124.0,SC,19459
165655,124.0,SC,19460
165656,124.0,BC,77770
165657,124.0,MBC,49168
165658,124.0,MBC,49169
165659,124.0,BC,77771
165660,124.0,MBC,49170
165661,124.0,BC,77772
165662,124.0,MBC,49171
165663,124.0,MBC,49172
165664,124.0,BC,77773
165665,124.0,BC,77774
165666,124.0,BCM,8777
165667,124.0,BC,77775
165668,124.0,BCM,8778
165669,124.0,BC,77776
165670,124.0,SCA,2503
165671,124.0,MBC,49173
165672,124.0,BC,77777
165673,124.0,SC,19461
165674,124.0,BC,77778
165675,124.0,BC,77779
165676,124.0,BC,77780
165677,124.0,SC,19462
165678,124.0,SC,19463
165679,124.0,MBC,49174
165680,124.0,BCM,8779
165681,124.0,BCM,8780
165682,124.0,SC,19464
165683,124.0,SC,19465
165684,124.0,MBC,49175
165685,124.0,MBC,49176
165686,124.0,MBC,49177
165687,124.0,BC,77781
165688,124.0,BCM,8781
165689,124.0,MBC,49178
165690,124.0,MBC,49179
165691,124.0,BCM,8782
165692,124.0,BC,77782
165693,124.0,BC,77783
165694,124.0,MBC,49180
165695,124.0,BCM,8783
165696,124.0,SCA,2504
165697,124.0,ST,875
165698,124.0,BCM,8784
165699,124.0,BC,77784
165700,124.0,MBC,49181
165701,124.0,SCA,2505
165702,124.0,BCM,8785
165703,124.0,SC,19466
165704,124.0,MBC,49182
165705,124.0,SC,19467
165706,124.0,BC,77785
165707,124.0,MBC,49183
165708,124.0,BC,77786
165709,124.0,SC,19468
165710,124.0,BCM,8786
165711,124.0,BCM,8787
165712,124.0,BC,77787
165713,124.0,MBC,49184
165714,124.0,BC,77788
165715,124.0,BC,77789
165716,124.0,BC,77790
165717,124.0,OC,
165718,124.0,MBC,49185
165719,124.0,SC,19469
165720,124.0,MBC,49186
165721,124.0,BC,77791
165722,124.0,MBC,49187
165723,124.0,SC,19470
165724,124.0,BC,77792
165725,124.0,MBC,49188
165726,124.0,MBC,49189
165727,124.0,BC,77793
165728,124.0,BC,77794
165729,124.0,SC,19471
165730,124.0,BC,77795
165731,124.0,MBC,49190
165732,124.0,SC,19472
165733,124.0,MBC,49191
165734,124.0,MBC,49192
165735,124.0,MBC,49193
165736,124.0,MBC,49194
165737,124.0,BCM,8788
165738,124.0,MBC,49195
165739,124.0,SC,19473
165740,124.0,BC,77796
165741,124.0,BC,77797
165742,124.0,MBC,49196
165743,124.0,SC,19474
165744,124.0,BC,77798
165745,124.0,BC,77799
165746,124.0,BC,77800
165747,124.0,BCM,8789
165748,124.0,BC,77801
165749,124.0,SC,19475
165750,124.0,SC,19476
165751,124.0,SC,19477
165752,124.0,SC,19478
165753,124.0,BC,77802
165754,124.0,MBC,49197
165755,124.0,BC,77803
165756,124.0,SC,19479
165757,124.0,BC,77804
165758,124.0,MBC,49198
165759,124.0,BC,77805
165760,124.0,MBC,49199
165761,124.0,MBC,49200
165762,124.0,BC,77806
165763,124.0,BC,77807
165764,124.0,BCM,8790
165765,124.0,BC,77808
165766,124.0,MBC,49201
165767,124.0,SC,19480
165768,124.0,OC,
165769,124.0,MBC,49202
165770,124.0,OC,
165771,124.0,OC,
165772,124.0,MBC,49203
165773,124.0,MBC,49204
165774,124.0,ST,876
165775,124.0,BC,77809
165776,124.0,SCA,2506
165777,124.0,BC,77810
165778,124.0,MBC,49205
165779,124.0,SC,19481
165780,124.0,BCM,8791
165781,124.0,OC,
165782,124.0,BC,77811
165783,124.0,SC,19482
165784,124.0,BC,77812
165785,124.0,MBC,49206
165786,124.0,SC,19483
165787,124.0,BC,77813
165788,124.0,SC,19484
165789,124.0,BCM,8792
165790,124.0,BC,77814
165791,124.0,MBC,49207
165792,124.0,MBC,49208
165793,124.0,SC,19485
165794,124.0,SC,19486
165795,124.0,BC,77815
165796,124.0,BC,77816
165797,124.0,SC,19487
165798,124.0,SCA,2507
165799,124.0,BC,77817
165800,124.0,MBC,49209
165801,124.0,MBC,49210
165802,124.0,BC,77818
165803,124.0,MBC,49211
165804,124.0,MBC,49212
165805,124.0,BC,77819
165806,124.0,MBC,49213
165807,124.0,MBC,49214
165808,124.0,MBC,49215
165809,124.0,SC,19488
165810,124.0,MBC,49216
165811,124.0,SC,19489
165812,124.0,MBC,49217
165813,124.0,BC,77820
165814,124.0,BC,77821
165815,124.0,MBC,49218
165816,124.0,BCM,8793
165817,124.0,SC,19490
165818,124.0,BC,77822
165819,124.0,SC,19491
165820,124.0,BC,77823
165821,124.0,BC,77824
165822,124.0,MBC,49219
165823,124.0,MBC,49220
165824,124.0,MBC,49221
165825,124.0,BC,77825
165826,124.0,BC,77826
165827,124.0,BC,77827
165828,124.0,BC,77828
165829,124.0,BC,77829
165830,124.0,SC,19492
165831,124.0,MBC,49222
165832,124.0,MBC,49223
165833,124.0,MBC,49224
165834,124.0,SCA,2508
165835,124.0,MBC,49225
165836,124.0,OC,
165837,124.0,MBC,49226
165838,124.0,MBC,49227
165839,124.0,MBC,49228
165840,124.0,MBC,49229
165841,124.0,MBC,49230
165842,124.0,BC,77830
165843,124.0,SC,19493
165844,124.0,ST,877
165845,124.0,SC,19494
165846,124.0,BC,77831
165847,124.0,BC,77832
165848,124.0,BC,77833
165849,124.0,BC,77834
165850,124.0,SC,19495
165851,124.0,BC,77835
165852,124.0,SC,19496
165853,124.0,BC,77836
165854,124.0,SC,19497
165855,124.0,MBC,49231
165856,124.0,BC,77837
165857,124.0,BC,77838
165858,124.0,SC,19498
165859,124.0,MBC,49232
165860,124.0,BC,77839
165861,124.0,MBC,49233
165862,124.0,MBC,49234
165863,124.0,MBC,49235
165864,124.0,MBC,49236
165865,124.0,BCM,8794
165866,124.0,BC,77840
165867,124.0,MBC,49237
165868,124.0,MBC,49238
165869,124.0,MBC,49239
165870,124.0,BC,77841
165871,124.0,SC,19499
165872,124.0,MBC,49240
165873,124.0,SC,19500
165874,123.75,BCM,8795
165875,123.5,BC,77842
165876,123.5,SC,19501
165877,123.5,OC,
165878,123.5,SC,19502
165879,123.5,SCA,2509
165880,123.5,BC,77843
165881,123.5,BC,77844
165882,123.5,BC,77845
165883,123.5,BCM,8796
165884,123.5,SC,19503
165885,123.5,BC,77846
165886,123.5,BC,77847
165887,123.5,MBC,49241
165888,123.5,MBC,49242
165889,123.5,BC,77848
165890,123.5,BC,77849
165891,123.5,MBC,49243
165892,123.5,MBC,49244
165893,123.5,BC,77850
165894,123.5,MBC,49245
165895,123.5,BC,77851
165896,123.5,BCM,8797
165897,123.5,BC,77852
165898,123.5,MBC,49246
165899,123.5,BC,77853
165900,123.5,MBC,49247
165901,123.5,SC,19504
165902,123.5,SC,19505
165903,123.5,BC,77854
165904,123.5,MBC,49248
165905,123.5,BC,77855
165906,123.5,BC,77856
165907,123.5,SC,19506
165908,123.5,BC,77857
165909,123.5,BC,77858
165910,123.5,BC,77859
165911,123.5,SC,19507
165912,123.5,BC,77860
165913,123.5,MBC,49249
165914,123.5,BC,77861
165915,123.5,BC,77862
165916,123.5,MBC,49250
165917,123.5,MBC,49251
165918,123.5,BC,77863
165919,123.5,SC,19508
165920,123.5,BCM,8798
165921,123.5,SC,19509
165922,123.5,BC,77864
165923,123.5,MBC,49252
165924,123.5,MBC,49253
165925,123.5,BC,77865
165926,123.5,BC,77866
165927,123.5,MBC,49254
165928,123.5,SC,19510
165929,123.5,MBC,49255
165930,123.5,OC,
165931,123.5,BC,77867
165932,123.5,BC,77868
165933,123.5,BC,77869
165934,123.5,BC,77870
165935,123.5,BC,77871
165936,123.5,BC,77872
165937,123.5,MBC,49256
165938,123.5,BC,77873
165939,123.5,SC,19511
165940,123.5,BCM,8799
165941,123.5,BC,77874
165942,123.5,BC,77875
165943,123.5,BC,77876
165944,123.5,MBC,49257
165945,123.5,ST,878
165946,123.5,SC,19512
165947,123.5,MBC,49258
165948,123.5,BC,77877
165949,123.5,BC,77878
165950,123.5,BCM,8800
165951,123.5,BCM,8801
165952,123.5,MBC,49259
165953,123.5,BCM,8802
165954,123.5,BC,77879
165955,123.5,BC,77880
165956,123.5,MBC,49260
165957,123.5,OC,
165958,123.5,BC,77881
165959,123.5,MBC,49261
165960,123.5,MBC,49262
165961,123.5,MBC,49263
165962,123.5,SC,19513
165963,123.5,BC,77882
165964,123.5,SC,19514
165965,123.5,BC,77883
165966,123.5,BC,77884
165967,123.5,BCM,8803
165968,123.5,BC,77885
165969,123.5,MBC,49264
165970,123.5,BC,77886
165971,123.5,SC,19515
165972,123.5,BCM,8804
165973,123.5,BCM,8805
165974,123.5,SC,19516
165975,123.5,SC,19517
165976,123.5,BC,77887
165977,123.5,BCM,8806
165978,123.5,MBC,49265
165979,123.5,BC,77888
165980,123.5,BC,77889
165981,123.5,MBC,49266
165982,123.5,SC,19518
165983,123.5,MBC,49267
165984,123.5,BC,77890
165985,123.5,SC,19519
165986,123.5,MBC,49268
165987,123.5,BC,77891
165988,123.5,SC,19520
165989,123.5,MBC,49269
165990,123.5,MBC,49270
165991,123.5,MBC,49271
165992,123.5,BC,77892
165993,123.5,BC,77893
165994,123.5,MBC,49272
165995,123.5,MBC,49273
165996,123.5,BC,77894
165997,123.5,MBC,49274
165998,123.5,MBC,49275
165999,123.5,SCA,2510
166000,123.5,MBC,49276
166001,123.5,MBC,49277
166002,123.5,OC,
166003,123.5,SC,19521
166004,123.5,BC,77895
166005,123.5,MBC,49278
166006,123.5,BCM,8807
166007,123.5,BC,77896
166008,123.5,MBC,49279
166009,123.5,MBC,49280
166010,123.5,BC,77897
166011,123.5,MBC,49281
166012,123.5,SC,19522
166013,123.5,BC,77898
166014,123.5,BC,77899
166015,123.5,BC,77900
166016,123.5,OC,
166017,123.5,MBC,49282
166018,123.5,MBC,49283
166019,123.5,BC,77901
166020,123.5,BC,77902
166021,123.5,MBC,49284
166022,123.5,BC,77903
166023,123.5,BC,77904
166024,123.5,MBC,49285
166025,123.5,BC,77905
166026,123.5,MBC,49286
166027,123.5,MBC,49287
166028,123.5,MBC,49288
166029,123.5,BCM,8808
166030,123.5,MBC,49289
166031,123.5,MBC,49290
166032,123.5,MBC,49291
166033,123.5,BC,77906
166034,123.5,MBC,49292
166035,123.5,SC,19523
166036,123.5,SC,19524
166037,123.5,BCM,8809
166038,123.5,SC,19525
166039,123.5,MBC,49293
166040,123.5,MBC,49294
166041,123.5,BC,77907
166042,123.5,SC,19526
166043,123.5,MBC,49295
166044,123.5,SC,19527
166045,123.5,SC,19528
166046,123.5,BCM,8810
166047,123.5,BC,77908
166048,123.5,BCM,8811
166049,123.5,SC,19529
166050,123.5,BC,77909
166051,123.5,BC,77910
166052,123.5,BC,77911
166053,123.5,OC,
166054,123.5,BCM,8812
166055,123.5,BC,77912
166056,123.5,MBC,49296
166057,123.5,MBC,49297
166058,123.5,MBC,49298
166059,123.5,BC,77913
166060,123.5,MBC,49299
166061,123.5,OC,
166062,123.5,BC,77914
166063,123.5,MBC,49300
166064,123.5,MBC,49301
166065,123.5,MBC,49302
166066,123.5,BC,77915
166067,123.5,BC,77916
166068,123.5,MBC,49303
166069,123.5,MBC,49304
166070,123.5,MBC,49305
166071,123.5,MBC,49306
166072,123.5,SC,19530
166073,123.5,MBC,49307
166074,123.5,SC,19531
166075,123.5,BC,77917
166076,123.5,BC,77918
166077,123.5,MBC,49308
166078,123.5,SC,19532
166079,123.5,BCM,8813
166080,123.5,BC,77919
166081,123.5,BC,77920
166082,123.5,BC,77921
166083,123.5,MBC,49309
166084,123.5,MBC,49310
166085,123.5,SC,19533
166086,123.5,SC,19534
166087,123.5,BCM,8814
166088,123.5,OC,
166089,123.5,BC,77922
166090,123.5,MBC,49311
166091,123.5,MBC,49312
166092,123.5,SC,19535
166093,123.5,SC,19536
166094,123.5,BC,77923
166095,123.5,MBC,49313
166096,123.5,BCM,8815
166097,123.5,SC,19537
166098,123.5,SC,19538
166099,123.5,SC,19539
166100,123.5,BC,77924
166101,123.5,MBC,49314
166102,123.5,BC,77925
166103,123.5,MBC,49315
166104,123.5,MBC,49316
166105,123.5,SC,19540
166106,123.5,BC,77926
166107,123.5,SC,19541
166108,123.5,BC,77927
166109,123.5,BC,77928
166110,123.5,SC,19542
166111,123.5,MBC,49317
166112,123.5,MBC,49318
166113,123.5,BC,77929
166114,123.5,MBC,49319
166115,123.5,BC,77930
166116,123.5,MBC,49320
166117,123.5,BCM,8816
166118,123.5,BC,77931
166119,123.5,MBC,49321
166120,123.5,BC,77932
166121,123.5,BC,77933
166122,123.5,SC,19543
166123,123.5,BC,77934
166124,123.5,MBC,49322
166125,123.5,BC,77935
166126,123.5,SC,19544
166127,123.5,BC,77936
166128,123.5,MBC,49323
166129,123.5,BC,77937
166130,123.5,MBC,49324
166131,123.5,MBC,49325
166132,123.5,SC,19545
166133,123.5,SCA,2511
166134,123.5,MBC,49326
166135,123.5,BC,77938
166136,123.5,BCM,8817
166137,123.5,SC,19546
166138,123.5,BC,77939
166139,123.5,BC,77940
166140,123.5,BC,77941
166141,123.5,BC,77942
166142,123.5,BC,77943
166143,123.5,SC,19547
166144,123.5,MBC,49327
166145,123.5,BC,77944
166146,123.5,BC,77945
166147,123.5,OC,
166148,123.5,BC,77946
166149,123.5,BC,77947
166150,123.5,BC,77948
166151,123.5,MBC,49328
166152,123.5,BC,77949
166153,123.5,SC,19548
166154,123.5,BC,77950
166155,123.5,SCA,2512
166156,123.5,MBC,49329
166157,123.5,BC,77951
166158,123.5,BC,77952
166159,123.5,MBC,49330
166160,123.5,ST,879
166161,123.5,SCA,2513
166162,123.5,MBC,49331
166163,123.5,SC,19549
166164,123.5,MBC,49332
166165,123.5,MBC,49333
166166,123.5,SC,19550
166167,123.5,BC,77953
166168,123.5,BC,77954
166169,123.5,BC,77955
166170,123.5,BC,77956
166171,123.5,SC,19551
166172,123.5,SC,19552
166173,123.5,MBC,49334
166174,123.5,MBC,49335
166175,123.5,MBC,49336
166176,123.5,BC,77957
166177,123.5,BCM,8818
166178,123.5,MBC,49337
166179,123.5,MBC,49338
166180,123.5,BC,77958
166181,123.5,MBC,49339
166182,123.5,MBC,49340
166183,123.5,MBC,49341
166184,123.5,BC,77959
166185,123.5,SC,19553
166186,123.5,BC,77960
166187,123.5,MBC,49342
166188,123.5,BC,77961
166189,123.5,BC,77962
166190,123.5,BC,77963
166191,123.5,BC,77964
166192,123.5,BC,77965
166193,123.5,SC,19554
166194,123.5,MBC,49343
166195,123.5,MBC,49344
166196,123.5,BC,77966
166197,123.5,OC,
166198,123.5,BC,77967
166199,123.5,SCA,2514
166200,123.5,BC,77968
166201,123.5,BCM,8819
166202,123.5,BC,77969
166203,123.5,SC,19555
166204,123.5,BC,77970
166205,123.5,SC,19556
166206,123.5,MBC,49345
166207,123.5,BC,77971
166208,123.5,MBC,49346
166209,123.5,BC,77972
166210,123.5,BC,77973
166211,123.5,MBC,49347
166212,123.5,BC,77974
166213,123.5,BC,77975
166214,123.5,SCA,2515
166215,123.5,BC,77976
166216,123.5,BC,77977
166217,123.5,BC,77978
166218,123.5,BC,77979
166219,123.5,BC,77980
166220,123.5,MBC,49348
166221,123.5,BC,77981
166222,123.5,MBC,49349
166223,123.5,SC,19557
